,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2020-05-19,68.72,69.274,69.625,68.688,31585000.0,937864.4008
2020-05-20,70.458,69.458,70.601,69.371,38262660.0,961044.2463
2020-05-21,70.338,70.55,70.823,69.72,30899520.0,958856.4888
2020-05-22,70.662,70.195,70.85,69.798,28544120.0,963692.7776
2020-05-26,71.069,72.098,72.256,70.97,44589760.0,968692.6499
2020-05-27,71.014,71.0,71.267,69.73,31683700.0,968634.983
2020-05-28,70.912,70.0,72.223,69.954,35195740.0,967576.6482
2020-05-29,71.676,71.022,71.837,70.799,37050440.0,976896.644
2020-06-01,71.744,71.285,72.079,71.114,25185080.0,978375.1987
2020-06-02,72.116,71.75,72.15,71.081,23441380.0,983439.5184
2020-06-03,71.963,72.135,72.451,71.581,27732800.0,981429.7611
2020-06-04,70.715,71.839,72.066,70.301,26982100.0,964667.9113
2020-06-05,72.001,70.782,72.315,70.381,42647000.0,982400.9925
2020-06-08,72.402,71.314,72.45,71.224,33877620.0,987947.4798
2020-06-09,72.604,72.262,73.39,72.118,33623100.0,992685.3723
2020-06-10,73.235,73.076,73.639,72.718,31762320.0,1000247.0969
2020-06-11,70.095,72.052,72.58,69.921,47144860.0,957662.4467
2020-06-12,70.646,71.293,71.725,69.29,36675120.0,964581.1865
2020-06-15,71.037,69.475,71.25,69.36,30553040.0,969506.0057
2020-06-16,72.324,72.45,72.859,71.45,30696520.0,986042.0369
2020-06-17,72.627,72.647,73.11,71.756,30610000.0,991022.8644
2020-06-18,71.706,72.492,72.649,71.312,34861420.0,979620.5334
2020-06-19,71.232,72.0,72.225,70.95,52783340.0,975032.3717
2020-06-22,72.533,71.251,72.548,70.96,29441440.0,990681.0774
2020-06-23,73.199,72.6,73.76,72.25,37751660.0,999496.8668
2020-06-24,71.635,73.164,73.79,71.5,31591580.0,977727.642
2020-06-25,72.055,71.561,72.116,70.977,23958140.0,983806.6431
2020-06-26,68.127,71.632,71.851,67.75,97640280.0,929148.6187
2020-06-29,69.859,68.017,69.9,67.583,45073560.0,952945.8777
2020-06-30,70.903,69.844,71.2,69.347,40286400.0,966394.0079
2020-07-01,72.1,70.959,72.424,70.709,42182480.0,982915.2577
2020-07-02,73.497,72.592,74.426,72.553,57218300.0,1001524.4454
2020-07-06,74.983,74.408,75.5,73.849,44712600.0,1022271.9066
2020-07-07,74.496,74.807,76.066,74.485,42363880.0,1015346.1128
2020-07-08,75.18,75.04,75.559,74.615,31765840.0,1023656.5705
2020-07-09,75.933,75.497,76.457,74.78,41836660.0,1033911.6753
2020-07-10,76.951,75.663,77.067,75.036,35921260.0,1051540.4033
2020-07-13,75.612,77.497,78.818,75.328,42954560.0,1031958.9289
2020-07-14,76.043,74.64,76.14,74.296,38108000.0,1038069.1547
2020-07-15,75.844,76.162,76.816,74.892,31026500.0,1034288.6028
2020-07-16,75.746,75.075,75.796,74.414,26484540.0,1035221.8604
2020-07-17,75.843,75.846,76.172,74.905,34264620.0,1034965.2943
2020-07-20,78.192,75.75,78.451,75.135,30165540.0,1068184.402
2020-07-21,77.796,79.252,79.352,77.631,27554360.0,1063000.8569
2020-07-22,78.242,77.786,78.349,77.162,24482000.0,1069506.3326
2020-07-23,75.838,78.297,78.518,75.429,33909960.0,1034979.6864
2020-07-24,75.411,74.96,75.771,74.38,29907620.0,1030849.9111
2020-07-27,76.472,75.663,76.878,75.617,27123700.0,1044296.5442
2020-07-28,75.183,76.25,76.301,75.026,30910680.0,1025232.3817
2020-07-29,76.176,75.25,76.667,75.151,22675460.0,1039443.2653
2020-07-30,76.919,74.899,77.045,74.759,36042420.0,1045484.446
2020-07-31,74.398,74.852,75.251,72.7,91527640.0,1010269.7383
2020-08-03,74.138,74.55,74.887,73.586,45521700.0,1005555.5719
2020-08-04,73.665,74.336,74.655,73.202,37212180.0,999114.0907
2020-08-05,73.955,73.841,74.5,73.561,29150360.0,1004068.7243
2020-08-06,75.248,73.808,75.314,73.595,33305220.0,1021882.4528
2020-08-07,74.919,75.452,76.005,74.314,27725880.0,1017752.938
2020-08-10,74.841,74.54,75.358,73.875,20546580.0,1017825.7356
2020-08-11,74.027,74.7,75.522,73.91,31097060.0,1006931.0026
2020-08-12,75.362,74.356,75.584,74.25,22531200.0,1024948.7069
2020-08-13,75.833,75.411,76.849,75.411,22394220.0,1032212.1683
2020-08-14,75.232,75.681,75.989,74.95,21941180.0,1024500.2617
2020-08-17,75.812,75.799,76.189,75.25,19998680.0,1031911.9015
2020-08-18,77.789,76.306,77.869,76.083,28377000.0,1059190.7663
2020-08-19,77.23,77.625,78.443,77.0,30471840.0,1051629.0047
2020-08-20,78.813,76.999,79.009,76.723,26382620.0,1074069.5695
2020-08-21,78.779,78.59,79.594,78.116,34845500.0,1073375.2281
2020-08-24,79.258,79.624,80.439,78.752,25637860.0,1079249.2045
2020-08-25,80.292,79.005,80.444,78.894,25149260.0,1093086.0617
2020-08-26,82.207,80.315,82.64,80.049,52187260.0,1121219.897
2020-08-27,81.426,82.331,82.4,80.941,31350060.0,1109732.2879
2020-08-28,81.972,81.474,82.068,81.28,22423900.0,1116856.8439
2020-08-31,81.477,82.179,82.225,81.267,26421940.0,1110005.5255
2020-09-01,82.754,81.608,82.961,81.477,22675320.0,1127733.2349
2020-09-02,85.87,83.401,86.305,83.01,49521440.0,1171990.2721
2020-09-03,81.476,84.976,85.0,80.386,63725740.0,1112731.0848
2020-09-04,79.061,80.45,81.75,76.899,55850660.0,1078987.5268
2020-09-08,76.18,76.25,77.778,75.825,54031720.0,1039432.3715
2020-09-09,77.362,77.445,77.936,76.259,39241560.0,1055839.9003
2020-09-10,76.303,77.509,78.683,76.0,33023880.0,1040092.9861
2020-09-11,75.788,76.408,76.935,74.651,30706740.0,1032733.8739
2020-09-14,75.441,76.582,77.85,75.256,42660140.0,1029978.4132
2020-09-15,76.756,76.395,77.55,76.105,23041100.0,1046386.9019
2020-09-16,75.605,77.124,77.718,75.58,22143380.0,1031610.8213
2020-09-17,74.352,74.291,74.933,73.123,40007120.0,1014458.5904
2020-09-18,72.554,74.415,74.76,71.581,63055760.0,990152.9391
2020-09-21,71.507,71.581,72.003,70.134,56908100.0,973093.016
2020-09-22,72.991,72.516,73.199,71.475,33950840.0,994928.0502
2020-09-23,70.47,72.605,72.654,70.134,37725980.0,960691.5972
2020-09-24,71.143,70.134,71.9,70.108,34552220.0,969714.3032
2020-09-25,71.953,71.253,72.297,70.384,30333540.0,980900.5852
2020-09-28,72.933,73.6,73.65,72.314,30784720.0,994217.526
2020-09-29,73.301,73.196,73.6,72.7,31822240.0,998314.0427
2020-09-30,73.28,73.047,74.31,72.788,40923400.0,998274.4706
2020-10-01,74.395,74.183,74.754,73.84,32884420.0,1012796.5618
2020-10-02,72.78,72.982,73.952,72.367,31222640.0,991051.9734
2020-10-05,74.142,73.133,74.235,73.005,21601160.0,1009704.794
2020-10-06,72.551,73.775,74.226,72.251,26095040.0,987794.1592
2020-10-07,72.957,72.965,73.449,71.662,36108960.0,992864.1274
2020-10-08,74.172,73.273,74.401,73.273,26076040.0,1009866.7956
2020-10-09,75.523,74.643,75.593,74.35,32966800.0,1029054.4393
2020-10-12,78.23,76.9,79.421,76.465,55343280.0,1065803.5995
2020-10-13,78.354,78.851,79.258,77.932,39072180.0,1067508.2384
2020-10-14,78.172,78.73,79.193,77.295,33184560.0,1065049.9442
2020-10-15,77.774,77.225,78.57,77.057,31229700.0,1059279.5115
2020-10-16,78.385,78.092,78.886,77.883,34206500.0,1068186.4047
2020-10-19,76.498,78.797,79.196,76.146,29733040.0,1042278.3973
2020-10-20,77.554,76.155,78.692,76.025,41718300.0,1056718.0207
2020-10-21,79.3,78.492,80.757,78.357,60321060.0,1081343.4878
2020-10-22,80.333,79.25,80.671,78.874,30515460.0,1095883.9636
2020-10-23,81.649,80.753,81.706,80.596,30548040.0,1113554.0403
2020-10-26,79.215,80.75,81.479,78.389,35826340.0,1079773.482
2020-10-27,79.944,79.447,80.1,78.85,25902760.0,1089418.8732
2020-10-28,75.54,77.501,77.691,75.424,45173500.0,1029666.9914
2020-10-29,77.844,75.851,79.437,75.828,55406860.0,1062628.1763
2020-10-30,80.806,83.372,84.066,80.078,99923940.0,1094908.1041
2020-11-02,81.216,81.177,82.912,80.712,44228980.0,1099336.0526
2020-11-03,82.283,81.538,82.95,80.605,31432820.0,1114773.0117
2020-11-04,87.292,85.279,88.502,85.15,71342980.0,1182096.0724
2020-11-05,88.125,88.523,89.591,87.052,39758140.0,1192508.262
2020-11-06,87.987,87.567,88.425,86.834,28621680.0,1191040.3098
2020-11-09,88.071,89.799,90.845,87.877,53440480.0,1192028.2273
2020-11-10,86.886,86.489,87.969,85.806,43021160.0,1176381.5037
2020-11-11,87.362,87.42,88.145,87.153,31838120.0,1183805.7553
2020-11-12,87.141,87.1,88.249,86.899,26487260.0,1181366.0657
2020-11-13,88.613,87.4,88.857,86.799,29757540.0,1200482.671
2020-11-16,88.702,88.207,89.717,88.066,25467860.0,1202593.7618
2020-11-17,88.083,88.393,88.857,87.975,21320680.0,1194628.5891
2020-11-18,87.032,87.832,88.25,86.928,20107540.0,1179580.9705
2020-11-19,87.929,86.662,88.175,86.501,20106800.0,1191430.562
2020-11-20,86.819,88.1,88.418,86.75,27706440.0,1176582.9624
2020-11-23,86.378,87.011,87.3,85.509,22552360.0,1171142.5917
2020-11-24,88.195,86.375,88.324,86.037,28006120.0,1194905.3688
2020-11-25,88.207,88.391,88.519,87.418,19599140.0,1195879.5005
2020-11-27,89.351,88.227,89.851,88.227,14790140.0,1210964.2058
2020-11-30,87.72,88.783,89.017,87.392,32417740.0,1188959.161
2020-12-01,89.768,88.333,91.086,88.152,37362680.0,1215395.4117
2020-12-02,91.249,89.768,91.637,89.259,29424700.0,1235509.0716
2020-12-03,91.092,91.027,92.191,90.85,24727320.0,1234079.8658
2020-12-04,91.188,91.011,91.475,90.679,20544840.0,1235131.6268
2020-12-07,90.852,90.778,91.465,90.152,22287820.0,1229951.2498
2020-12-08,90.566,90.426,90.799,89.564,19935360.0,1227778.5945
2020-12-09,88.893,90.518,91.419,88.1,31728520.0,1204803.4236
2020-12-10,88.383,88.13,88.75,86.676,28688320.0,1198394.5944
2020-12-11,88.74,88.0,88.866,87.637,18628620.0,1202980.5366
2020-12-14,87.613,88.536,89.49,87.457,33049420.0,1188026.733
2020-12-15,88.054,87.993,88.2,87.084,21365840.0,1193601.1772
2020-12-16,87.86,88.456,88.456,87.453,24676720.0,1190659.3931
2020-12-17,87.026,88.197,88.336,86.558,34880100.0,1179934.0662
2020-12-18,86.311,87.309,87.418,85.75,85256740.0,1169350.5902
2020-12-21,86.728,85.457,86.85,84.7,33974140.0,1174999.0418
2020-12-22,86.011,86.467,86.631,85.289,20376580.0,1164759.2671
2020-12-23,86.412,86.197,87.206,86.06,22973680.0,1170484.3991
2020-12-24,86.708,86.45,87.121,86.218,9312760.0,1174686.1323
2020-12-28,88.698,87.246,89.35,87.091,27650740.0,1200704.6664
2020-12-29,87.888,89.362,89.424,87.756,19725740.0,1189333.7557
2020-12-30,86.813,88.25,88.388,86.4,21026160.0,1175598.8519
2020-12-31,87.632,86.864,87.875,86.804,21069580.0,1185263.5945
2021-01-04,86.307,88.0,88.125,85.357,37323900.0,1168344.1413
2021-01-05,87.003,86.255,87.342,85.845,20359240.0,1177322.4922
2021-01-06,86.144,85.013,87.198,84.805,46588020.0,1169779.8516
2021-01-07,88.717,86.338,88.891,86.338,41936580.0,1204765.16
2021-01-08,89.892,88.858,89.968,88.061,35484520.0,1219408.9415
2021-01-11,87.815,88.851,89.219,87.607,34812360.0,1191680.6602
2021-01-12,86.872,87.268,88.395,85.819,29534300.0,1178461.0602
2021-01-13,87.363,86.366,87.82,86.366,23431800.0,1184408.5013
2021-01-14,86.546,87.444,88.378,86.304,29212340.0,1174106.9206
2021-01-15,86.381,86.451,87.381,85.586,31444280.0,1171631.2648
2021-01-19,89.224,87.15,90.192,86.642,41659020.0,1209316.9402
2021-01-20,94.004,91.319,94.986,90.976,64151400.0,1274138.5348
2021-01-21,94.208,94.683,96.604,93.971,58659460.0,1276993.6167
2021-01-22,94.628,94.573,95.22,93.825,32743900.0,1283172.7881
2021-01-25,94.714,95.637,96.091,92.958,50586920.0,1283147.2216
2021-01-26,95.398,94.3,95.788,93.807,31461560.0,1293865.2483
2021-01-27,90.947,93.746,94.024,89.864,82512620.0,1234559.7774
2021-01-28,92.66,91.55,94.4,91.55,55278100.0,1257049.6613
2021-01-29,91.368,91.701,92.377,90.078,44530180.0,1239030.9845
2021-02-01,94.654,92.229,95.777,92.229,40252060.0,1283443.6723
2021-02-02,95.956,95.657,97.468,95.319,66332400.0,1301103.3874
2021-02-03,102.944,103.281,105.331,100.678,97881640.0,1391888.346
2021-02-04,102.682,103.031,103.465,101.755,48595600.0,1387490.4573
2021-02-05,104.441,102.978,104.797,102.5,29865120.0,1411370.7735
2021-02-08,104.226,105.0,105.75,103.167,28828860.0,1408191.8716
2021-02-09,103.77,103.74,104.926,103.5,21891660.0,1401942.3748
2021-02-10,104.324,104.157,104.944,102.612,25101600.0,1409691.9232
2021-02-11,104.438,104.55,104.7,103.443,20480580.0,1410605.3721
2021-02-12,104.752,103.989,104.975,103.679,18990500.0,1415518.8778
2021-02-16,105.535,104.588,107.257,104.588,31003900.0,1426825.6127
2021-02-17,105.931,104.699,106.122,104.417,20303540.0,1431635.5533
2021-02-18,105.291,105.25,106.099,104.667,22570980.0,1423595.6753
2021-02-19,104.441,105.39,105.929,104.172,37938780.0,1412464.8013
2021-02-22,102.713,102.68,104.017,102.4,29466340.0,1388574.0621
2021-02-23,103.006,100.7,103.625,99.512,34657980.0,1392566.5603
2021-02-24,104.191,101.502,104.416,101.377,22608740.0,1408754.1543
2021-02-25,100.798,102.797,104.15,100.325,41548180.0,1364426.6762
2021-02-26,101.096,101.498,102.826,100.051,40041280.0,1368283.3108
2021-03-01,103.483,102.4,103.812,101.721,26061780.0,1399386.8547
2021-03-02,103.224,103.242,104.737,102.834,25563680.0,1395723.0926
2021-03-03,100.571,102.598,103.8,99.7,33892900.0,1361327.5432
2021-03-04,101.697,100.743,103.73,100.272,49215720.0,1376460.0339
2021-03-05,104.854,103.058,105.31,101.389,53099540.0,1417731.7591
2021-03-08,100.375,104.203,105.687,100.26,36867420.0,1359171.8237
2021-03-09,102.018,102.488,103.196,101.78,33920620.0,1379806.3847
2021-03-10,101.81,103.07,103.07,100.967,27100080.0,1379273.342
2021-03-11,105.027,102.911,105.564,102.822,27702600.0,1421038.3326
2021-03-12,102.5,103.821,103.881,101.621,33817980.0,1386157.8613
2021-03-15,102.722,102.249,102.749,101.39,26214820.0,1389196.5903
2021-03-16,104.194,103.3,105.684,102.965,31900300.0,1407851.2802
2021-03-17,104.111,103.423,104.95,102.206,26382520.0,1406806.0819
2021-03-18,101.067,102.409,103.437,100.959,31712960.0,1367874.5195
2021-03-19,101.348,101.487,101.852,100.147,46071920.0,1372139.8177
2021-03-22,101.535,101.382,102.417,100.7,33535420.0,1371731.3607
2021-03-23,102.066,101.998,103.206,101.4,28509120.0,1380211.4578
2021-03-24,101.627,102.588,103.38,101.45,25217060.0,1374594.4854
2021-03-25,101.623,101.453,102.282,99.804,35615740.0,1374326.4947
2021-03-26,101.237,101.59,101.969,100.193,27977500.0,1368736.902
2021-03-29,102.29,101.108,102.461,100.273,26492620.0,1382702.9047
2021-03-30,102.324,102.649,103.134,101.808,27317120.0,1382779.2965
2021-03-31,103.126,102.72,104.313,102.35,42569640.0,1392561.775
2021-04-01,106.489,104.613,106.788,104.571,39880100.0,1438556.0963
2021-04-05,110.948,107.358,111.449,107.26,48509600.0,1498191.9444
2021-04-06,110.463,110.546,111.4,110.09,35240780.0,1494772.0732
2021-04-07,111.952,110.655,112.225,110.655,24133920.0,1513144.808
2021-04-08,112.521,113.2,113.59,112.151,28664280.0,1522358.0502
2021-04-09,113.534,112.272,113.699,111.863,26145300.0,1536072.6719
2021-04-12,112.231,112.706,112.844,111.391,25023660.0,1516745.0025
2021-04-13,112.721,112.55,113.173,112.153,25681560.0,1524294.0596
2021-04-14,112.095,113.372,113.372,111.801,21002860.0,1515885.4115
2021-04-15,114.263,113.098,114.8,112.559,29174980.0,1544569.768
2021-04-16,114.138,114.462,114.712,113.546,26282780.0,1544146.1472
2021-04-19,114.488,113.509,115.205,113.509,30289400.0,1548041.2123
2021-04-20,113.951,114.874,114.95,112.856,22288320.0,1541488.1897
2021-04-21,113.917,113.603,114.0,112.241,23204180.0,1541155.4124
2021-04-22,112.626,113.77,114.444,112.016,24145520.0,1523903.6823
2021-04-23,114.997,113.35,115.306,113.063,29111080.0,1548812.3783
2021-04-26,115.497,115.226,116.227,114.866,32037840.0,1556023.6314
2021-04-27,114.549,115.882,115.922,114.308,44385600.0,1543073.5959
2021-04-28,117.952,119.625,121.569,117.661,81106800.0,1588174.6174
2021-04-29,119.638,119.462,120.208,118.693,41233080.0,1616406.6057
2021-04-30,117.675,118.401,119.093,117.328,44856760.0,1596849.2305
2021-05-03,117.154,118.246,119.078,116.775,28242780.0,1588296.4857
2021-05-04,115.342,115.678,116.249,112.834,44818640.0,1562384.9003
2021-05-05,115.739,116.432,116.75,115.414,26636180.0,1565817.5841
2021-05-06,116.867,115.316,116.867,114.652,25190460.0,1581653.2745
2021-05-07,117.596,118.194,118.563,117.308,28897240.0,1592380.5984
2021-05-10,114.588,116.407,116.55,114.227,30914580.0,1553141.6115
2021-05-11,113.503,112.154,114.014,111.696,34185840.0,1534721.5109
2021-05-12,110.013,111.31,112.399,109.681,46375480.0,1487982.4213
2021-05-13,111.452,111.306,111.972,110.336,33220400.0,1505232.0959
2021-05-14,113.919,112.927,114.236,112.5,31996580.0,1539978.4951
2021-05-17,114.446,113.179,114.489,112.776,21597380.0,1545209.0445
2021-05-18,113.124,115.117,115.384,113.11,22203700.0,1530418.0543
2021-05-19,113.575,111.422,113.749,111.272,23684100.0,1535170.2641
2021-05-20,115.348,114.55,115.6,114.176,32351000.0,1563061.2973
2021-05-21,114.707,115.871,115.944,114.465,40631800.0,1555103.8897
2021-05-24,118.052,115.744,118.278,115.598,31832200.0,1598094.2472
2021-05-25,118.143,118.6,119.2,117.75,22439640.0,1599518.1511
2021-05-26,119.016,118.326,119.449,118.323,21571960.0,1613638.227
2021-05-27,118.134,119.453,119.453,117.813,35224020.0,1597183.6247
2021-05-28,117.843,118.721,118.804,117.643,21490800.0,1598432.4671
2021-06-01,119.059,118.722,119.286,117.714,23358020.0,1612630.8415
2021-06-02,118.53,119.458,119.682,117.618,21162920.0,1606247.5937
2021-06-03,117.379,117.287,117.851,116.476,18695920.0,1593023.9252
2021-06-04,119.679,118.464,119.952,118.121,24458200.0,1624246.6963
2021-06-07,120.115,119.472,120.226,119.05,24119320.0,1632037.6176
2021-06-08,119.922,120.601,120.976,119.739,24239840.0,1636595.584
2021-06-09,120.397,120.571,120.644,119.845,17941040.0,1642632.9664
2021-06-10,121.757,120.346,121.8,120.189,25907500.0,1661897.6804
2021-06-11,121.51,122.0,122.086,120.948,21958140.0,1657644.3671
2021-06-14,122.446,121.613,122.446,120.9,22097560.0,1668242.7402
2021-06-15,121.42,122.45,122.776,121.056,21562140.0,1659390.4676
2021-06-16,120.773,121.572,121.886,119.47,26471860.0,1652870.3036
2021-06-17,121.744,120.697,122.523,120.5,25848880.0,1663830.1485
2021-06-18,120.111,121.367,121.603,120.015,46115200.0,1647694.2454
2021-06-21,121.813,120.501,122.0,119.898,27413660.0,1664858.9241
2021-06-22,122.331,121.75,122.4,121.064,22390200.0,1671985.4652
2021-06-23,122.127,122.093,123.095,121.835,19154160.0,1666939.8238
2021-06-24,122.5,122.7,123.056,122.3,21365140.0,1675040.407
2021-06-25,122.509,122.0,122.633,121.565,34596380.0,1673106.5289
2021-06-28,122.536,122.679,122.785,121.406,28525420.0,1672068.3351
2021-06-29,122.273,122.67,123.021,121.691,23108720.0,1664811.7133
2021-06-30,122.09,121.994,122.257,121.355,24473980.0,1658758.7947
2021-07-01,122.444,121.725,122.587,121.532,18112820.0,1668350.6114
2021-07-02,125.258,123.15,125.404,123.06,26002180.0,1702848.9155
2021-07-06,126.19,125.648,126.428,124.583,26403580.0,1716175.6016
2021-07-07,126.474,127.162,127.284,126.153,24059020.0,1720138.0562
2021-07-08,125.044,124.026,125.595,124.022,23789340.0,1704640.7906
2021-07-09,125.518,125.025,125.735,124.551,18631680.0,1710467.0373
2021-07-12,126.976,126.178,127.069,125.611,17667780.0,1726755.8495
2021-07-13,127.342,127.039,128.058,126.675,19246940.0,1732108.4315
2021-07-14,128.237,127.958,129.326,127.914,23745660.0,1745445.0842
2021-07-15,127.005,128.649,128.7,126.53,24218800.0,1731815.1156
2021-07-16,126.97,127.663,127.812,126.154,20424540.0,1735601.0022
2021-07-19,124.578,126.09,126.205,123.505,27967580.0,1702157.8375
2021-07-20,126.21,125.528,127.043,124.351,26316440.0,1725522.1554
2021-07-21,127.549,126.134,127.596,126.023,20746180.0,1744581.1736
2021-07-22,128.421,127.844,128.483,127.499,14301880.0,1755274.1512
2021-07-23,133.015,130.431,133.399,129.801,41506420.0,1816107.5221
2021-07-26,134.035,133.328,134.237,132.302,30571480.0,1835381.7438
2021-07-27,131.9,134.251,134.399,130.104,54709480.0,1794897.0903
2021-07-28,136.094,136.312,138.297,135.278,95130600.0,1816798.6246
2021-07-29,135.778,136.15,136.661,135.543,31715720.0,1815839.2294
2021-07-30,134.727,135.035,135.305,134.255,25575780.0,1799982.5642
2021-08-02,134.855,135.117,135.337,133.794,21634200.0,1806082.254
2021-08-03,135.63,135.135,135.732,133.32,20761880.0,1813097.3046
2021-08-04,135.126,135.349,135.65,134.487,19676020.0,1808104.9197
2021-08-05,136.252,135.681,136.35,134.846,17869000.0,1821649.116
2021-08-06,135.739,136.042,136.473,135.21,20488120.0,1818984.9687
2021-08-09,136.913,135.943,137.184,135.339,17766000.0,1833217.0676
2021-08-10,136.807,137.342,137.772,136.365,19414080.0,1833178.6539
2021-08-11,136.279,137.182,137.682,136.272,15352000.0,1826967.5871
2021-08-12,137.194,135.976,137.3,135.426,16518860.0,1837694.6485
2021-08-13,137.728,137.25,137.857,137.033,15947440.0,1841263.1369
2021-08-16,138.31,137.525,138.363,135.299,22398360.0,1848530.36
2021-08-17,136.662,137.75,138.266,136.082,21715200.0,1826777.016
2021-08-18,135.449,136.5,137.104,135.322,19258940.0,1813913.9524
2021-08-19,135.68,134.436,136.353,134.25,21782540.0,1817765.9287
2021-08-20,137.43,136.0,137.554,135.25,31193160.0,1839545.6872
2021-08-23,140.041,137.969,140.874,137.608,28453400.0,1874723.3119
2021-08-24,141.262,140.612,142.08,140.339,19267220.0,1891533.9442
2021-08-25,142.079,141.625,142.19,141.376,15851480.0,1900611.0558
2021-08-26,141.441,141.75,142.418,141.357,20609320.0,1890803.7896
2021-08-27,144.004,141.653,144.513,141.497,28780200.0,1924055.5728
2021-08-30,144.591,144.4,145.971,144.163,24434200.0,1934157.0217
2021-08-31,144.698,145.147,145.171,144.281,22448760.0,1934798.5918
2021-09-01,145.216,145.0,146.254,144.884,21936100.0,1940759.7151
2021-09-02,143.287,145.216,145.519,143.185,32358140.0,1917138.2159
2021-09-03,143.74,143.081,144.155,142.401,19854360.0,1923882.1909
2021-09-07,144.281,143.835,144.565,143.619,20131900.0,1932488.7317
2021-09-08,143.691,144.1,144.4,143.0,18350220.0,1924312.2055
2021-09-09,143.541,143.841,144.311,143.178,15317100.0,1923546.4506
2021-09-10,140.876,144.213,144.719,140.738,36839340.0,1885762.2922
2021-09-13,142.333,141.95,142.95,141.25,22093840.0,1905784.9715
2021-09-14,142.545,142.995,143.363,141.75,19673860.0,1906753.3893
2021-09-15,144.43,142.772,144.451,141.348,27407580.0,1931307.0862
2021-09-16,143.61,143.951,144.3,142.402,26195420.0,1920289.8143
2021-09-17,140.8,143.031,143.45,140.47,53384460.0,1882132.3499
2021-09-20,138.719,138.162,139.0,136.322,46518040.0,1851878.5084
2021-09-21,139.033,139.749,140.012,138.278,25331900.0,1858226.3122
2021-09-22,140.284,139.304,140.887,138.552,25055560.0,1875186.4754
2021-09-23,141.216,140.988,141.697,140.402,20951000.0,1887316.2561
2021-09-24,142.215,140.539,142.33,140.241,22983900.0,1899317.7795
2021-09-27,141.072,140.804,141.939,140.068,21881960.0,1884151.2047
2021-09-28,135.83,138.655,139.097,135.36,45772200.0,1813734.2414
2021-09-29,134.354,136.98,137.151,133.865,30848700.0,1792765.8798
2021-09-30,133.676,134.262,135.543,133.556,38028800.0,1779767.2028
2021-10-01,136.543,134.448,136.911,134.073,35360180.0,1820262.1969
2021-10-04,133.66,135.961,135.961,131.05,51201940.0,1783086.1017
2021-10-05,136.023,134.041,137.224,134.041,32403260.0,1814936.2378
2021-10-06,137.565,134.75,137.75,134.55,24364280.0,1832995.6476
2021-10-07,139.225,138.892,140.042,138.651,25110140.0,1856308.1239
2021-10-08,139.786,139.577,140.331,139.218,26525840.0,1865908.5465
2021-10-11,138.914,139.292,140.712,138.859,17953620.0,1851975.7319
2021-10-12,136.449,139.48,139.507,135.76,36332240.0,1821371.4123
2021-10-13,137.582,137.403,138.0,136.519,19662320.0,1836850.4313
2021-10-14,141.151,139.474,141.337,138.825,31927940.0,1884052.4683
2021-10-15,141.368,141.615,141.718,140.755,30274440.0,1887261.6704
2021-10-18,142.778,141.077,142.796,141.069,20396160.0,1905210.2894
2021-10-19,143.237,143.388,143.663,142.6,20163000.0,1914091.6005
2021-10-20,141.769,143.338,143.546,141.377,23288060.0,1894934.0381
2021-10-21,141.886,141.769,142.156,140.5,26292260.0,1898198.554
2021-10-22,137.567,139.15,140.583,136.056,50588960.0,1841722.3734
2021-10-25,137.447,137.55,138.0,135.424,34412260.0,1841963.4479
2021-10-26,139.309,139.264,140.083,138.305,49235020.0,1854397.9391
2021-10-27,146.218,139.405,148.65,139.405,85781400.0,1942507.6893
2021-10-28,145.849,147.135,147.158,144.627,36206380.0,1938092.2331
2021-10-29,148.046,145.078,148.242,144.65,43320300.0,1966880.2389
2021-11-01,143.497,148.046,148.046,143.226,46923240.0,1906848.354
2021-11-02,145.433,144.58,146.609,144.336,33482240.0,1933587.5206
2021-11-03,146.598,145.901,146.669,144.591,27493240.0,1947436.4087
2021-11-04,148.267,147.124,149.734,146.308,38411260.0,1971120.8353
2021-11-05,148.852,149.17,150.328,148.197,38354740.0,1978699.853
2021-11-08,149.031,149.825,150.615,148.431,23052500.0,1980609.854
2021-11-09,148.919,149.233,149.835,147.245,19529740.0,1979181.0507
2021-11-10,145.894,147.5,148.07,144.538,29969800.0,1941763.1148
2021-11-11,145.767,146.49,147.536,145.601,16517480.0,1941772.0776
2021-11-12,148.678,146.616,148.85,145.411,22360000.0,1980327.758
2021-11-15,148.452,148.901,149.55,147.575,23507040.0,1977113.1268
2021-11-16,147.876,148.15,148.763,147.313,18904000.0,1971263.5927
2021-11-17,148.047,148.028,148.56,147.24,19599500.0,1972274.3852
2021-11-18,149.839,148.242,150.581,147.885,35628220.0,1995073.449
2021-11-19,148.927,149.975,150.967,148.899,33699380.0,1984024.87
2021-11-22,146.302,149.333,149.83,146.147,30629200.0,1947485.5711
2021-11-23,145.782,146.153,146.66,144.115,27231160.0,1941933.5994
2021-11-24,146.12,145.474,146.249,144.373,18040140.0,1943851.0313
2021-11-26,142.183,144.349,144.558,141.843,30469240.0,1891759.8309
2021-11-29,145.531,144.0,146.297,143.894,32595040.0,1935929.957
2021-11-30,141.897,145.009,146.0,141.602,42067220.0,1887503.4644
