,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2015-10-13,34.159,33.713,34.423,33.655,42446760.0,458353.7923
2015-10-14,34.021,34.187,34.502,33.945,31291640.0,457056.7272
2015-10-15,34.651,34.263,34.708,34.22,47156580.0,464975.3894
2015-10-16,34.766,34.77,34.811,34.455,36315180.0,465874.5102
2015-10-19,34.998,34.7,35.012,34.611,30171700.0,468787.692
2015-10-20,34.0,34.895,34.9,33.684,52434380.0,456600.4292
2015-10-21,33.59,34.161,34.245,33.535,32168720.0,451158.025
2015-10-22,34.057,33.772,34.402,33.585,88631900.0,457521.6413
2015-10-23,35.967,37.503,37.625,35.897,126726380.0,488243.1419
2015-10-26,36.556,36.001,36.748,36.001,48776940.0,495976.2746
2015-10-27,36.641,36.329,36.798,36.207,38778320.0,494923.3326
2015-10-28,36.846,36.65,36.869,36.364,39603080.0,497876.3799
2015-10-29,37.243,36.832,37.34,36.758,36519140.0,501891.4454
2015-10-30,36.87,37.278,37.316,36.826,39983220.0,497261.799
2015-11-02,37.387,36.894,37.409,36.573,39914160.0,504361.2071
2015-11-03,37.441,37.271,37.585,37.058,36306000.0,505092.8217
2015-11-04,37.765,37.495,37.995,37.46,41839980.0,509355.8447
2015-11-05,38.034,37.941,38.318,37.874,45486280.0,512218.5411
2015-11-06,38.08,37.97,38.151,37.752,33543980.0,513444.2277
2015-11-09,37.739,37.926,38.165,37.456,35537220.0,507990.3253
2015-11-10,37.913,37.674,38.03,37.421,29798580.0,510368.2291
2015-11-11,38.263,38.119,38.454,37.988,41918440.0,515208.8136
2015-11-12,37.826,38.009,38.29,37.793,35451100.0,510899.6758
2015-11-13,37.004,37.702,37.767,36.974,48187260.0,500406.9395
2015-11-16,37.521,37.011,37.586,36.717,50703960.0,508122.1257
2015-11-17,37.299,37.624,37.748,37.203,38863120.0,505357.9675
2015-11-18,38.001,37.479,38.055,37.37,36266720.0,515255.2887
2015-11-19,37.997,37.989,38.162,37.862,28078260.0,514643.3028
2015-11-20,38.85,38.465,38.966,38.205,55478880.0,526795.0687
2015-11-23,38.835,38.874,39.145,38.676,34648000.0,526470.0469
2015-11-24,38.482,38.648,38.8,37.906,47880200.0,521374.1309
2015-11-25,38.463,38.585,38.65,38.326,23612860.0,521208.7008
2015-11-27,38.599,38.458,38.7,38.35,14446400.0,522849.8656
2015-11-30,38.143,38.594,38.752,38.056,33586980.0,517119.4
2015-12-01,39.189,38.347,39.25,38.298,40397280.0,532818.6927
2015-12-02,38.893,39.263,39.652,38.822,46876820.0,529208.4221
2015-12-03,38.41,39.028,39.224,38.123,41949880.0,522501.3935
2015-12-04,38.961,38.486,39.121,38.276,49799960.0,531282.547
2015-12-07,38.65,39.003,39.05,38.336,36625740.0,527991.6253
2015-12-08,38.757,38.225,38.933,38.126,31082420.0,528346.2537
2015-12-09,38.128,38.555,38.805,37.6,46549420.0,520366.6336
2015-12-10,38.002,38.18,38.303,37.75,32458800.0,518773.9856
2015-12-11,37.521,37.45,37.872,37.433,43183280.0,511798.2472
2015-12-14,38.127,37.563,38.207,36.813,54170400.0,518939.0151
2015-12-15,38.005,38.39,38.738,37.9,49386380.0,516541.863
2015-12-16,38.83,38.329,39.075,37.852,53120200.0,527217.9077
2015-12-17,38.492,39.058,39.08,38.465,36510760.0,521864.0791
2015-12-18,37.843,38.362,38.707,37.83,67794040.0,513998.3254
2015-12-21,38.04,38.152,38.318,37.707,34847360.0,518387.8275
2015-12-22,38.357,38.213,38.517,38.06,36338700.0,521220.23
2015-12-23,38.426,38.535,38.595,37.883,30594840.0,521772.3735
2015-12-24,38.292,38.426,38.46,38.22,10422820.0,520218.0698
2015-12-28,39.112,38.5,39.141,38.387,31155100.0,530647.2856
2015-12-29,39.698,39.35,39.935,39.31,38429600.0,539586.5778
2015-12-30,39.515,39.698,39.823,39.36,28565600.0,536349.8593
2015-12-31,38.901,39.391,39.417,38.866,32751220.0,527960.7785
2016-01-04,37.972,38.11,38.11,37.377,67381360.0,515757.2765
2016-01-05,38.076,38.205,38.46,37.783,45215900.0,516693.8387
2016-01-06,37.967,37.519,38.287,37.4,48206020.0,516382.7236
2016-01-07,37.05,37.325,37.765,36.764,63131260.0,504184.7669
2016-01-08,36.546,37.39,37.506,36.446,47506960.0,496566.78
2016-01-11,36.654,36.598,36.754,35.978,50896120.0,497829.696
2016-01-12,37.267,37.038,37.417,36.822,46815060.0,505440.8638
2016-01-13,35.979,37.467,37.65,35.839,51727900.0,487814.6332
2016-01-14,36.57,36.222,36.995,35.25,55557360.0,496811.5695
2016-01-15,35.525,35.5,36.208,35.076,76675020.0,482671.8122
2016-01-19,35.954,36.008,36.268,35.493,48724400.0,488115.6831
2016-01-20,35.928,35.295,36.348,34.389,82440200.0,486711.985
2016-01-21,36.334,36.009,36.884,35.556,51938320.0,492300.5647
2016-01-22,37.273,37.1,37.428,37.025,47146300.0,505174.6972
2016-01-25,36.681,37.192,37.623,36.625,45340620.0,496386.5769
2016-01-26,36.689,36.761,36.973,36.349,30940980.0,496948.631
2016-01-27,35.879,36.795,36.795,35.673,42428680.0,486972.8101
2016-01-28,37.415,36.91,37.558,36.53,62104440.0,508192.4652
2016-01-29,38.068,37.448,38.255,37.21,75807900.0,516774.0711
2016-02-01,38.539,38.563,38.88,38.069,111521780.0,523115.1905
2016-02-02,39.046,40.025,40.518,39.03,135846620.0,531019.81
2016-02-03,37.469,39.314,39.572,36.813,131114620.0,507047.0693
2016-02-04,36.502,37.23,37.262,36.13,104922460.0,493891.6769
2016-02-05,35.188,36.275,36.336,35.007,109556420.0,476503.9763
2016-02-08,35.208,34.384,35.226,34.101,89410280.0,476322.797
2016-02-09,35.051,34.648,36.048,34.425,84299000.0,473610.6234
2016-02-10,35.343,35.59,36.161,35.27,60314660.0,477686.8323
2016-02-11,35.318,34.817,35.616,34.56,65004120.0,476914.8817
2016-02-12,35.345,35.611,35.8,35.079,46537780.0,476820.4958
2016-02-16,35.882,35.933,36.144,35.509,43444260.0,483414.1944
2016-02-17,36.599,36.35,36.688,35.831,49154300.0,494399.4951
2016-02-18,35.876,36.698,36.8,35.777,47276920.0,485721.8139
2016-02-19,36.106,35.795,36.201,35.656,34918800.0,488498.915
2016-02-22,36.453,36.476,36.742,36.173,37516480.0,492754.9443
2016-02-23,35.865,36.305,36.545,35.784,41331320.0,485097.1208
2016-02-24,36.045,35.531,36.061,35.101,37092240.0,487615.4375
2016-02-25,36.456,36.146,36.476,35.662,36145160.0,492514.534
2016-02-26,36.243,36.68,36.808,36.097,42473800.0,490910.686
2016-02-29,35.861,36.05,36.53,35.842,45068520.0,485785.1144
2016-03-01,37.109,36.065,37.117,35.932,60111060.0,501488.1245
2016-03-02,36.974,37.144,37.156,36.663,36292860.0,500648.9949
2016-03-03,36.58,36.974,37.05,36.482,40534000.0,495765.8783
2016-03-04,36.511,36.74,36.75,36.281,48515000.0,494765.027
2016-03-07,35.64,36.258,36.361,35.257,61765560.0,483416.5616
2016-03-08,35.677,35.42,36.113,35.2,52529900.0,483208.1109
2016-03-09,36.271,35.758,36.312,35.633,39543380.0,491148.1641
2016-03-10,36.609,36.39,36.827,36.165,44616220.0,496097.9575
2016-03-11,37.244,36.998,37.245,36.835,35379900.0,505308.1518
2016-03-14,37.512,37.249,37.713,37.183,32823780.0,508370.3746
2016-03-15,37.529,37.301,37.651,37.142,29831560.0,507676.1397
2016-03-16,37.868,37.453,37.95,37.325,29305700.0,512702.0391
2016-03-17,37.924,37.883,38.267,37.868,44564880.0,513682.7138
2016-03-18,37.771,38.082,38.107,37.591,56230360.0,512641.5766
2016-03-21,38.108,37.695,38.167,37.564,28773160.0,516445.1937
2016-03-22,38.003,37.922,38.25,37.894,22095680.0,515279.7151
2016-03-23,37.878,38.168,38.27,37.802,24677080.0,513494.2379
2016-03-24,37.742,37.56,37.878,37.525,31116880.0,511609.8552
2016-03-28,37.664,37.808,37.915,37.602,21676460.0,510459.9125
2016-03-29,38.295,37.684,38.359,37.415,40061220.0,518620.6031
2016-03-30,38.417,38.411,38.866,38.379,40395100.0,521528.9863
2016-03-31,38.145,38.417,38.454,37.913,32553380.0,517738.0267
2016-04-01,38.484,37.858,38.502,37.76,31673960.0,521721.8473
2016-04-04,38.256,38.476,38.622,38.089,26928480.0,518568.5206
2016-04-05,37.929,37.907,38.144,37.78,24478100.0,513718.6819
2016-04-06,38.404,37.892,38.421,37.815,25311540.0,519652.9433
2016-04-07,38.006,38.266,38.468,37.875,25497040.0,515128.0816
2016-04-08,37.974,38.294,38.357,37.789,23437340.0,514503.7517
2016-04-11,37.877,38.273,38.361,37.867,31773840.0,512762.8781
2016-04-12,38.216,37.921,38.246,37.578,27387160.0,517500.7773
2016-04-13,38.596,38.515,38.788,38.23,35426160.0,523102.4484
2016-04-14,38.77,38.768,38.981,38.661,26992200.0,524754.6124
2016-04-15,39.0,38.775,39.046,38.747,31711680.0,528363.4719
2016-04-18,39.384,39.01,39.427,38.881,33540300.0,533616.4113
2016-04-19,38.813,39.525,39.548,38.514,43952300.0,525297.6442
2016-04-20,38.746,38.958,38.983,38.564,34261760.0,524409.3646
2016-04-21,39.0,38.866,39.084,38.578,77628400.0,528415.2584
2016-04-22,36.889,37.195,37.696,36.519,140798960.0,500076.5726
2016-04-25,37.111,36.768,37.244,36.755,49441220.0,503106.2035
2016-04-26,36.269,37.221,37.28,36.016,55864200.0,492208.1865
2016-04-27,36.073,36.266,36.358,35.454,66262740.0,490116.2004
2016-04-28,35.253,36.165,36.463,35.16,62590040.0,479428.1407
2016-04-29,35.394,35.206,35.606,35.189,58277960.0,481059.4421
2016-05-02,35.721,35.596,35.771,35.318,33476400.0,485433.1687
2016-05-03,35.422,35.625,35.669,35.367,38620800.0,480463.165
2016-05-04,35.569,35.338,35.753,35.203,34172180.0,482625.7174
2016-05-05,35.736,35.75,35.878,35.473,29667140.0,485798.7139
2016-05-06,36.259,35.61,36.3,35.598,39952560.0,492699.7823
2016-05-09,36.457,36.335,36.715,36.175,38073780.0,494612.7684
2016-05-10,36.969,36.748,37.0,36.581,32634280.0,501661.0042
2016-05-11,36.527,37.026,37.04,36.395,29834920.0,495944.7919
2016-05-12,36.404,36.6,36.769,36.213,27094340.0,494426.2149
2016-05-13,36.242,36.331,36.564,36.176,25243220.0,492481.5775
2016-05-16,36.515,36.216,36.634,36.0,22537240.0,496306.9849
2016-05-17,36.01,36.553,36.793,35.9,33403520.0,489310.6877
2016-05-18,36.089,35.925,36.279,35.751,32536000.0,489964.2003
2016-05-19,35.765,35.915,36.025,35.515,30598200.0,485581.0936
2016-05-20,36.086,35.823,36.385,35.751,34797900.0,491086.8898
2016-05-23,35.863,35.999,36.175,35.847,24816520.0,487641.9673
2016-05-24,36.652,35.993,36.71,35.982,37883220.0,498501.5797
2016-05-25,36.905,36.75,36.995,36.63,32332480.0,502022.9123
2016-05-26,36.847,36.8,37.055,36.65,27202380.0,501227.0059
2016-05-27,37.38,36.876,37.396,36.851,34802600.0,507768.3695
2016-05-31,37.443,37.438,37.674,37.279,42484960.0,509292.9329
2016-06-01,37.423,37.424,37.569,37.217,20796940.0,508590.7477
2016-06-02,37.213,37.305,37.365,36.85,33916480.0,505876.0717
2016-06-03,36.793,37.075,37.075,36.695,24607520.0,500230.9983
2016-06-06,36.503,36.925,36.925,36.415,29992960.0,496252.6596
2016-06-07,36.555,36.664,36.836,36.54,24314820.0,496617.4228
2016-06-08,37.146,36.975,37.191,36.788,32314540.0,504668.923
2016-06-09,37.126,36.854,37.197,36.825,19179260.0,504648.8289
2016-06-10,36.66,36.798,36.982,36.526,29049120.0,498302.1743
2016-06-13,36.594,36.491,36.95,36.491,23354720.0,497498.5085
2016-06-14,36.663,36.466,36.8,36.325,26583520.0,497901.5758
2016-06-15,36.61,36.746,36.858,36.566,23234020.0,497803.3806
2016-06-16,36.213,36.398,36.52,35.777,45001660.0,492123.8731
2016-06-17,35.213,36.07,36.07,35.056,82261700.0,478893.4662
2016-06-20,35.307,35.515,35.794,35.271,45654500.0,480224.6876
2016-06-21,35.444,35.503,35.769,35.233,30318360.0,481921.2713
2016-06-22,35.524,35.703,35.711,35.294,29057680.0,482987.1229
2016-06-23,35.744,35.527,35.744,35.013,42500560.0,486011.6475
2016-06-24,34.26,34.509,35.25,34.246,95435600.0,466753.3971
2016-06-27,34.057,34.125,34.166,33.633,58389720.0,462898.3193
2016-06-28,34.563,34.569,34.637,34.243,38245600.0,470457.4034
2016-06-29,34.76,34.713,34.975,34.634,43124360.0,473207.1078
2016-06-30,35.177,34.883,35.189,34.745,42250260.0,478804.1223
2016-07-01,35.513,35.255,35.627,35.187,30983200.0,483561.3557
2016-07-05,35.245,35.251,35.406,34.957,28440560.0,480117.0421
2016-07-06,35.449,34.992,35.65,34.95,28902520.0,482623.6595
2016-07-07,35.363,35.506,35.509,35.034,21173160.0,481191.9381
2016-07-08,35.889,35.528,35.895,35.406,29946460.0,488322.459
2016-07-11,36.36,35.971,36.446,35.943,28822260.0,494804.5355
2016-07-12,36.626,36.596,36.78,36.375,26573600.0,498538.5021
2016-07-13,36.474,36.776,36.776,36.451,20436540.0,496226.2991
2016-07-14,36.79,36.697,36.807,36.53,21407020.0,499700.1523
2016-07-15,36.782,37.05,37.05,36.732,32341740.0,499241.0493
2016-07-18,37.66,36.896,37.757,36.826,38698000.0,509963.7225
2016-07-19,37.671,37.494,37.83,37.424,30435900.0,511201.3339
2016-07-20,37.854,37.703,38.032,37.703,22502340.0,513927.161
2016-07-21,37.721,37.85,37.908,37.576,19061060.0,512134.5562
2016-07-22,37.964,37.866,37.973,37.633,20920480.0,515198.2786
2016-07-25,37.876,37.884,37.991,37.704,21466200.0,513544.468
2016-07-26,37.883,37.876,37.963,37.638,23791460.0,513088.8435
2016-07-27,38.099,37.949,38.223,37.796,32171780.0,515697.647
2016-07-28,38.292,38.442,38.449,37.955,73464420.0,518454.0188
2016-07-29,39.567,39.886,40.197,39.5,101810540.0,534996.5979
2016-08-01,40.047,39.334,40.375,39.252,60593160.0,539558.9671
2016-08-02,40.006,39.867,40.116,39.727,39927080.0,538631.5135
2016-08-03,39.946,39.824,39.977,39.651,29220500.0,539026.2565
2016-08-04,39.863,39.912,40.01,39.696,21520620.0,538493.0929
2016-08-05,40.347,40.006,40.361,39.89,36145420.0,545488.1591
2016-08-08,40.262,40.3,40.38,40.085,24432180.0,544776.1346
2016-08-09,40.374,40.225,40.667,40.203,32153700.0,546414.5049
2016-08-10,40.425,40.353,40.544,40.325,18370280.0,546891.5215
2016-08-11,40.41,40.524,40.694,40.3,25645480.0,546861.4998
2016-08-12,40.353,40.255,40.36,40.182,17945660.0,545894.4868
2016-08-15,40.298,40.361,40.568,40.201,18601480.0,545259.4436
2016-08-16,40.06,40.175,40.213,39.85,21157940.0,541786.0986
2016-08-17,40.271,40.0,40.282,39.815,21321400.0,544155.9621
2016-08-18,40.138,40.268,40.4,40.082,17303200.0,542416.6254
2016-08-19,39.983,39.99,40.062,39.844,22415260.0,540661.4539
2016-08-22,39.848,39.926,39.965,39.717,17067300.0,538596.0449
2016-08-23,39.83,40.024,40.05,39.8,18350260.0,538455.3513
2016-08-24,39.68,39.843,39.923,39.538,25688740.0,536602.8119
2016-08-25,39.565,39.6,39.736,39.362,24053600.0,535783.8771
2016-08-26,39.661,39.625,39.97,39.47,24977620.0,536444.6926
2016-08-29,39.791,39.652,39.926,39.516,15473960.0,538235.2846
2016-08-30,39.596,39.644,39.9,39.474,23348260.0,535864.051
2016-08-31,39.493,39.48,39.579,39.36,21428400.0,534452.4347
2016-09-01,39.57,39.599,39.645,39.317,26069200.0,535583.9521
2016-09-02,39.844,39.764,39.855,39.663,26997920.0,538316.5727
2016-09-06,40.401,39.92,40.545,39.771,39790740.0,545048.593
2016-09-07,40.4,40.396,40.53,40.186,22914480.0,545138.3798
2016-09-08,40.142,40.261,40.421,40.051,23553200.0,541643.0817
2016-09-09,39.424,39.939,40.088,39.402,37752660.0,531295.4078
2016-09-12,39.941,39.226,40.009,39.175,37274740.0,538041.1625
2016-09-13,39.436,39.701,39.79,39.217,36180880.0,531383.07
2016-09-14,39.523,39.377,39.817,39.377,26278240.0,532969.0244
2016-09-15,40.062,39.501,40.182,39.433,31327200.0,539818.938
2016-09-16,39.899,39.951,39.951,39.681,42611420.0,537718.2718
2016-09-19,39.77,40.056,40.2,39.678,22990440.0,535724.2952
2016-09-20,39.989,40.0,40.138,39.913,21000820.0,539227.2095
2016-09-21,40.252,40.063,40.296,39.802,26969520.0,542673.4696
2016-09-22,40.798,40.5,40.953,40.386,35185800.0,550204.2608
2016-09-23,40.748,40.757,40.85,40.637,28233460.0,549774.1112
2016-09-26,40.133,40.491,40.504,40.023,29454640.0,541173.9242
2016-09-27,40.537,40.092,40.675,40.092,27345420.0,546992.0687
2016-09-28,40.503,40.204,40.513,40.139,29405600.0,546244.5421
2016-09-29,40.132,40.362,40.695,40.043,26999480.0,541465.1451
2016-09-30,40.203,40.18,40.405,40.075,33204020.0,542757.5685
2016-10-03,40.019,40.128,40.177,39.812,29784240.0,539841.9831
2016-10-04,40.14,40.25,40.325,39.984,25174120.0,542035.6176
2016-10-05,40.062,40.3,40.425,40.036,24276400.0,541552.2975
2016-10-06,40.154,40.204,40.347,40.026,21998180.0,542286.4494
2016-10-07,40.036,40.296,40.297,39.841,23277980.0,540874.7405
2016-10-10,40.709,40.197,40.869,40.112,29922300.0,549168.602
2016-10-11,40.479,40.709,40.993,40.369,34431500.0,546643.8117
2016-10-12,40.588,40.598,40.725,40.428,18157520.0,548475.9888
2016-10-13,40.204,40.304,40.328,39.931,27379620.0,543095.1688
2016-10-14,40.23,40.373,40.505,40.116,22238680.0,543386.3081
2016-10-17,40.342,40.3,40.675,40.192,21127340.0,544627.7078
2016-10-18,41.075,40.711,41.441,40.667,45785300.0,554935.4801
2016-10-19,41.355,41.226,41.491,41.16,30002840.0,559041.8253
2016-10-20,41.082,41.378,41.423,41.027,27877400.0,555609.485
2016-10-21,41.203,41.0,41.215,40.915,32316280.0,557268.5198
2016-10-24,41.787,41.505,41.897,41.452,28952320.0,566053.9927
2016-10-25,41.427,41.925,41.925,41.265,37814240.0,561756.5236
2016-10-26,41.105,41.356,41.386,40.818,35897360.0,556532.3712
2016-10-27,40.868,41.151,41.329,40.731,59469720.0,553646.878
2016-10-28,40.978,41.497,41.95,40.85,87097680.0,554359.7961
2016-10-31,40.495,41.122,41.132,40.4,44853580.0,547290.1513
2016-11-01,40.274,40.544,40.698,39.913,47117800.0,545536.7801
2016-11-02,39.421,40.338,40.338,39.25,47014720.0,534603.1252
2016-11-03,39.11,39.225,39.5,38.932,43504320.0,531710.9791
2016-11-04,39.055,38.565,39.424,38.55,39412060.0,531321.4476
2016-11-07,40.102,39.748,40.25,39.645,39851400.0,545588.4897
2016-11-08,40.599,40.102,40.802,39.981,35381380.0,551722.9365
2016-11-09,40.28,40.092,40.586,39.602,61970200.0,547757.9559
2016-11-10,39.015,40.5,40.503,38.412,118192180.0,531261.4778
2016-11-11,38.588,38.841,38.865,38.277,71852820.0,525375.3801
2016-11-14,37.661,38.588,38.589,37.18,73765480.0,512821.5701
2016-11-15,38.758,38.274,39.012,38.261,58877780.0,528116.9521
2016-11-16,38.999,38.521,39.175,38.317,35967200.0,531870.9538
2016-11-17,39.308,39.125,39.445,38.993,30673580.0,536340.8475
2016-11-18,38.799,39.359,39.564,38.768,36125280.0,529132.9455
2016-11-21,39.24,38.905,39.328,38.815,32616700.0,535156.1718
2016-11-22,39.25,39.45,39.689,39.187,27883480.0,534876.9127
2016-11-23,38.95,39.476,39.476,38.633,26259620.0,530269.0061
2016-11-25,39.012,39.131,39.145,38.91,12270980.0,530917.4442
2016-11-28,39.29,38.918,39.987,38.905,51508640.0,535118.732
2016-11-29,39.472,39.419,39.822,39.267,31239620.0,537246.8757
2016-11-30,38.794,39.455,39.576,38.657,45581080.0,528181.3322
2016-12-01,38.217,38.927,38.93,37.668,57341480.0,520748.4694
2016-12-02,38.223,38.095,38.525,37.95,34376920.0,521742.4171
2016-12-05,38.911,38.5,39.0,38.348,33769460.0,530584.0697
2016-12-06,38.809,39.01,39.264,38.666,34681980.0,528672.327
2016-12-07,39.574,38.998,39.6,38.677,40588300.0,538025.9067
2016-12-08,39.759,39.648,39.95,39.395,32250620.0,541140.8448
2016-12-09,40.473,39.965,40.498,39.902,38089260.0,550462.7114
2016-12-12,40.395,40.241,40.568,40.227,32572040.0,549959.1468
2016-12-13,40.767,40.62,41.215,40.597,42564200.0,554861.9182
2016-12-14,40.895,40.796,41.213,40.639,35993080.0,556036.2654
2016-12-15,40.783,40.868,41.15,40.6,35394380.0,555607.1166
2016-12-16,40.492,40.915,40.96,40.406,51977320.0,551144.9301
2016-12-19,40.625,40.464,40.811,40.225,25271620.0,553251.4544
2016-12-20,40.76,40.669,40.825,40.55,25437660.0,554935.2205
2016-12-21,40.61,40.786,40.786,40.255,29192560.0,553288.3027
2016-12-22,40.484,40.455,40.554,40.302,22642380.0,551263.507
2016-12-23,40.39,40.401,40.548,40.256,15310740.0,550163.3726
2016-12-27,40.497,40.434,40.8,40.29,19519240.0,551450.5815
2016-12-28,40.229,40.667,40.667,40.122,24295120.0,547335.4645
2016-12-29,40.144,40.117,40.288,39.907,21147840.0,545960.2523
2016-12-30,39.623,40.161,40.164,39.481,34717580.0,538572.1682
2017-01-03,40.401,40.031,40.572,39.845,39180660.0,548839.0108
2017-01-04,40.389,40.495,40.671,40.206,30306780.0,549042.7146
2017-01-05,40.651,40.375,40.687,40.296,26810700.0,553351.4737
2017-01-06,41.261,40.75,41.448,40.575,40341940.0,561731.1451
2017-01-09,41.359,41.319,41.521,41.081,28178480.0,562546.3372
2017-01-10,41.301,41.354,41.471,41.157,23948840.0,561485.2345
2017-01-11,41.493,41.331,41.495,41.074,26507880.0,563869.3447
2017-01-12,41.477,41.419,41.519,41.051,27006160.0,563191.5683
2017-01-13,41.547,41.55,41.733,41.476,25803640.0,564203.998
2017-01-17,41.373,41.5,41.509,41.16,28818100.0,561882.9631
2017-01-18,41.451,41.49,41.491,41.204,20553960.0,562921.2632
2017-01-19,41.219,41.45,41.65,41.198,21409080.0,559994.9901
2017-01-20,41.409,41.455,41.462,41.23,26123660.0,562261.5862
2017-01-23,42.222,41.581,42.277,41.435,49147540.0,572741.4375
2017-01-24,42.477,42.349,42.576,42.114,33767500.0,576057.229
2017-01-25,42.923,42.677,42.94,42.487,33242960.0,583268.3061
2017-01-26,42.849,42.953,43.05,42.526,69865020.0,581498.4271
2017-01-27,42.252,42.95,43.35,42.095,75049940.0,574409.9923
2017-01-30,41.192,41.853,41.862,41.052,70338660.0,561536.6974
2017-01-31,41.01,40.975,41.154,40.67,40403600.0,558319.9899
2017-02-01,40.762,41.2,41.2,40.613,45020940.0,556326.685
2017-02-02,40.913,40.75,41.228,40.603,33783580.0,558345.8322
2017-02-03,41.007,41.157,41.307,40.968,30561900.0,560146.2236
2017-02-06,41.081,41.046,41.12,40.715,27017500.0,560568.6264
2017-02-07,41.462,41.275,41.596,41.165,33332100.0,565096.5114
2017-02-08,41.494,41.527,41.713,41.256,26044500.0,565827.6043
2017-02-09,41.503,41.587,41.599,41.325,23884760.0,566322.6779
2017-02-10,41.743,41.648,41.858,41.526,28302560.0,569382.561
2017-02-13,41.948,41.885,42.087,41.812,25914160.0,572765.4007
2017-02-14,42.002,41.989,42.1,41.792,27266900.0,573557.107
2017-02-15,41.866,41.941,42.089,41.811,27143700.0,572142.9242
2017-02-16,42.109,41.925,42.135,41.863,20101680.0,575618.6167
2017-02-17,42.328,42.066,42.347,41.989,29224200.0,578472.8472
2017-02-21,42.463,42.4,42.61,42.328,25221240.0,580675.9481
2017-02-22,42.568,42.4,42.689,42.336,24497780.0,581012.8688
2017-02-23,42.55,42.554,42.631,42.125,27733620.0,581108.6322
2017-02-24,42.39,42.383,42.418,42.148,26923780.0,579088.3104
2017-02-27,42.484,42.248,42.534,42.151,20206660.0,579922.1983
2017-02-28,42.247,42.368,42.442,42.072,27662380.0,576151.9441
2017-03-01,42.838,42.569,42.9,42.451,36373420.0,584402.362
2017-03-02,42.493,42.816,42.825,42.436,25018760.0,580480.277
2017-03-03,42.454,42.447,42.541,42.235,20132240.0,579658.8013
2017-03-06,42.364,42.343,42.447,42.058,20957440.0,578596.3457
2017-03-07,42.558,42.363,42.667,42.276,20773920.0,581371.711
2017-03-08,42.682,42.656,42.847,42.563,20596680.0,583452.847
2017-03-09,42.892,42.685,43.036,42.634,26953940.0,586026.9624
2017-03-10,43.07,43.135,43.211,42.881,26731700.0,588864.3469
2017-03-13,43.229,43.042,43.357,43.041,23332100.0,590731.6094
2017-03-14,43.296,43.188,43.379,43.007,21233840.0,591187.926
2017-03-15,43.42,43.397,43.494,43.065,26657700.0,592569.0922
2017-03-16,43.5,43.527,43.636,43.376,22089040.0,593671.1604
2017-03-17,43.619,43.684,43.721,43.419,37365040.0,595669.3259
2017-03-20,43.396,43.474,43.517,43.233,30843980.0,592859.8486
2017-03-21,42.507,43.503,43.674,42.384,50759560.0,580510.3046
2017-03-22,42.49,42.474,42.768,42.35,27334980.0,580078.7942
2017-03-23,41.983,42.07,42.085,41.65,65753380.0,572371.5285
2017-03-24,41.757,42.1,42.2,41.455,42113640.0,569757.2633
2017-03-27,41.926,41.405,42.069,41.215,38704220.0,572721.1066
2017-03-28,42.032,41.985,42.27,41.613,30384040.0,573923.7789
2017-03-29,42.494,42.138,42.579,42.069,29146940.0,580775.775
2017-03-30,42.474,42.599,42.6,42.338,18987960.0,580684.0177
2017-03-31,42.39,42.342,42.478,42.262,28819640.0,579426.0709
2017-04-03,42.838,42.438,42.95,42.376,39388040.0,585629.1075
2017-04-04,42.629,42.4,42.65,42.375,26969880.0,582813.0942
2017-04-05,42.445,42.736,43.03,42.376,37103060.0,580467.8048
2017-04-06,42.255,42.475,42.68,42.2,30671280.0,577935.6624
2017-04-07,42.105,42.25,42.294,41.865,22232200.0,575785.1757
2017-04-10,42.085,42.077,42.337,42.04,20924300.0,575679.0919
2017-04-11,41.994,42.085,42.232,41.73,19486860.0,574583.7788
2017-04-12,42.073,41.923,42.186,41.88,22715500.0,575450.1459
2017-04-13,42.009,42.052,42.187,41.893,21473000.0,574757.8493
2017-04-17,42.757,42.069,42.782,42.052,20982500.0,584597.9549
2017-04-18,42.7,42.627,42.87,42.563,18724020.0,584102.5239
2017-04-19,42.826,42.869,43.01,42.676,21606720.0,585426.1048
2017-04-20,43.004,42.987,43.197,42.875,23776860.0,587846.295
2017-04-21,42.948,43.031,43.122,42.887,23457400.0,588054.54
2017-04-24,43.947,43.422,43.998,43.306,33929660.0,601717.1646
2017-04-25,44.442,44.113,44.613,43.964,40760640.0,608432.0112
2017-04-26,44.457,44.57,44.65,44.258,26465940.0,608316.9997
2017-04-27,44.572,44.5,44.669,44.359,46846060.0,609988.8024
2017-04-28,46.226,46.45,46.795,46.161,76917140.0,632643.0521
2017-05-01,46.641,46.207,46.791,46.04,46555640.0,637758.2149
2017-05-02,46.855,46.664,47.149,46.55,35025840.0,640578.9805
2017-05-03,47.423,46.802,47.51,46.761,36495180.0,648155.6317
2017-05-04,47.736,47.515,47.957,47.369,38765200.0,651881.4988
2017-05-05,47.514,47.836,47.922,47.405,32310960.0,648776.7861
2017-05-08,47.935,47.373,48.05,47.37,37533800.0,654134.918
2017-05-09,47.836,48.067,48.11,47.72,33758840.0,652709.6742
2017-05-10,47.742,47.811,47.836,47.492,22919380.0,650852.8783
2017-05-11,47.795,47.564,47.9,47.431,20621860.0,651864.5328
