,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2021-11-17,157.33,158.73,158.89,156.75,14695528.0,285888.5272
2021-11-18,155.58,157.09,157.3,153.71,14487740.0,282708.5557
2021-11-19,154.0,155.02,155.21,152.77,16776492.0,279837.4956
2021-11-22,154.16,153.225,155.8232,152.57,12790408.0,280128.2359
2021-11-23,151.03,153.84,154.25,150.19,17382893.0,274440.6296
2021-11-24,151.34,150.69,151.41,148.8,14123739.0,275084.0512
2021-11-26,148.11,146.8,148.85,145.85,12027675.0,269213.0225
2021-11-29,147.81,148.81,149.3,144.25,21231323.0,268667.7257
2021-11-30,144.9,146.72,147.28,143.11,26011109.0,263378.3469
2021-12-01,142.15,146.7,148.37,142.04,16503227.0,258379.793
2021-12-02,147.2,142.84,147.65,142.77,18177709.0,267558.9555
2021-12-03,146.22,147.81,148.315,144.32,14975619.0,265777.6527
2021-12-06,150.37,147.28,150.7399,146.67,14333932.0,273320.9249
2021-12-07,150.81,151.84,152.76,149.72,14661067.0,274120.6935
2021-12-08,153.34,150.91,153.655,150.56,12886261.0,278719.3631
2021-12-09,152.94,152.27,154.29,151.7,11862333.0,277992.3007
2021-12-10,152.71,153.58,154.66,151.45,10247891.0,277574.2398
2021-12-13,150.43,152.12,152.5,149.29,10195818.0,273429.9843
2021-12-14,149.1,149.26,151.62,148.52,10872028.0,271012.5018
2021-12-15,150.4,148.76,150.92,147.35,12231479.0,273375.4546
2021-12-16,148.75,151.35,152.06,148.58,11145624.0,270376.3223
2021-12-17,148.76,148.51,149.84,146.57,13878798.0,270394.4988
2021-12-20,146.47,146.98,147.73,145.08,11201921.0,266232.0667
2021-12-21,151.05,147.56,151.425,147.39,10781406.0,274556.9309
2021-12-22,151.88,150.42,152.2,149.87,7820439.0,276065.5854
2021-12-23,153.63,152.32,154.1899,151.93,6572351.0,279246.4833
2021-12-27,152.8,152.88,154.02,151.4,7765470.0,277737.8289
2021-12-28,155.2,152.62,156.5,152.41,12198679.0,282100.2031
2021-12-29,154.87,154.56,155.92,154.18,8737004.0,281500.3767
2021-12-30,155.93,155.71,157.07,155.515,7228438.0,283427.092
2021-12-31,154.89,155.87,156.57,154.74,6410235.0,281536.7298
2022-01-03,156.76,155.83,157.56,155.36,10228257.0,284935.7464
2022-01-04,155.73,158.59,160.32,155.55,16582041.0,283063.5608
2022-01-05,155.19,156.52,159.38,155.1,12272097.0,282082.0266
2022-01-06,156.9,156.24,157.77,153.6791,11095326.0,285190.2182
2022-01-07,157.83,156.9,159.3,156.29,9554622.0,286880.6383
2022-01-10,156.6,157.98,158.27,154.65,8672855.0,284644.9215
2022-01-11,157.89,156.62,158.22,155.9455,8042556.0,286989.6976
2022-01-12,157.8,158.5,158.99,156.33,6995649.0,286826.1086
2022-01-13,155.44,157.7,158.53,155.17,9680583.0,282536.4406
2022-01-14,151.94,152.35,152.62,148.415,16831957.0,276174.6447
2022-01-18,152.27,151.11,153.13,149.83,10425768.0,276774.4712
2022-01-19,150.11,150.84,152.86,149.955,10413247.0,273270.3472
2022-01-20,147.62,150.905,152.66,147.15,11760374.0,268737.3836
2022-01-21,137.38,141.23,141.87,136.6319,34491847.0,250095.7984
2022-01-24,137.46,134.82,137.68,129.26,31523846.0,250241.4357
2022-01-25,136.51,135.29,137.75,132.38,14694413.0,248511.9918
2022-01-26,133.6,137.707,138.2,132.26,14569916.0,243214.4319
2022-01-27,135.42,135.07,137.91,134.02,11913900.0,246527.6824
2022-01-28,138.63,135.21,138.69,133.56,10011666.0,252371.3825
2022-01-31,142.97,138.86,143.15,138.47,10185499.0,260272.2106
2022-02-01,144.49,143.02,144.69,142.25,8573340.0,263039.3209
2022-02-02,142.62,144.19,144.59,141.38,9529884.0,259635.047
2022-02-03,140.03,140.0,142.04,139.25,9820585.0,254920.0367
2022-02-04,142.02,140.04,143.19,139.53,8061075.0,258542.7667
2022-02-07,142.51,143.39,144.09,141.61,10937517.0,259434.7956
2022-02-08,142.48,141.79,142.8879,140.74,9231697.0,259380.1816
2022-02-09,147.23,144.37,147.355,143.25,22877397.0,268051.8567
2022-02-10,152.16,156.02,157.5,151.11,42500322.0,277027.5794
2022-02-11,149.47,153.54,154.69,148.56,17975207.0,272130.0755
2022-02-14,150.85,149.37,153.73,149.21,14694683.0,274642.5496
2022-02-15,154.72,153.54,154.85,152.51,12730923.0,281688.4009
2022-02-16,156.35,154.98,156.73,153.75,10656352.0,284656.0333
2022-02-17,152.95,154.69,155.3612,152.61,8110299.0,278465.8798
2022-02-18,151.36,152.91,153.6755,150.05,10785503.0,275571.0726
2022-02-22,148.09,150.19,150.79,147.61,12227209.0,269617.6014
2022-02-23,145.87,149.5,149.74,145.5,9300697.0,265575.7952
2022-02-24,149.4,140.0,149.57,140.0,12475485.0,272002.6312
2022-02-25,149.53,149.56,150.28,147.22,10149515.0,272239.3135
2022-02-28,148.46,147.83,149.48,146.46,10834719.0,270291.2358
2022-03-01,145.7,147.86,148.146,143.779,8943991.0,265266.2875
2022-03-02,147.34,146.31,148.465,145.92,7851027.0,268252.1263
2022-03-03,145.57,147.31,148.65,144.45,8048440.0,265029.6052
2022-03-04,140.72,144.01,144.26,139.55,12925361.0,256199.5332
2022-03-07,133.5,140.28,140.89,133.44,14549670.0,243054.56
2022-03-08,131.75,133.02,135.485,129.29,16552011.0,239868.4515
2022-03-09,133.65,135.49,135.5,133.36,14673081.0,243327.655
2022-03-10,133.64,132.36,134.2,131.62,8447238.0,243309.4486
2022-03-11,131.75,135.08,136.16,131.57,7058388.0,239868.4515
2022-03-14,129.03,130.98,133.07,128.38,9971526.0,234916.3286
2022-03-15,134.2,129.74,134.56,129.51,9834809.0,244329.0034
2022-03-16,138.14,135.65,138.98,134.94,10638735.0,251502.299
2022-03-17,139.47,137.44,139.47,136.56,6816024.0,253923.7414
2022-03-18,140.3,139.55,140.725,138.3,11308777.0,255434.8671
2022-03-21,138.62,138.9,139.3,136.88,9090316.0,252376.203
2022-03-22,140.11,139.06,142.19,138.9,8511566.0,255088.9468
2022-03-23,137.64,139.07,139.76,137.54,8761269.0,250591.9823
2022-03-24,138.96,138.58,139.2699,137.41,5858789.0,252995.2184
2022-03-25,139.14,139.28,140.38,138.12,5952130.0,253322.9324
2022-03-28,138.72,138.88,139.6274,136.2816,8456087.0,252558.2664
2022-03-29,142.38,140.96,144.46,140.96,11280683.0,259221.7846
2022-03-30,140.96,141.31,143.2675,140.08,7922426.0,256636.4852
2022-03-31,137.16,140.14,140.88,137.11,12306461.0,249718.0782
2022-04-01,137.0,137.34,138.1,135.53,10341044.0,249426.7769
2022-04-04,138.58,136.97,139.261,136.89,8182004.0,252303.3777
2022-04-05,135.62,137.74,139.2,135.13,8694095.0,246914.3028
2022-04-06,132.57,133.75,133.93,130.81,11679732.0,241361.3709
2022-04-07,131.87,133.01,133.21,130.02,9858728.0,240086.9275
2022-04-08,131.87,132.0,133.12,130.63,6701966.0,240086.9275
2022-04-11,130.65,130.04,132.43,130.04,9915280.0,237865.7548
2022-04-12,130.84,131.81,133.21,130.1528,7885640.0,238211.6751
2022-04-13,132.35,131.05,132.89,130.75,7694467.0,240960.8315
2022-04-14,130.47,132.81,133.59,130.35,7283466.0,237538.0407
2022-04-18,127.77,130.07,130.22,126.82,10571011.0,232622.3305
2022-04-19,131.9,128.09,133.19,127.79,12767220.0,240141.5465
2022-04-20,124.57,126.05,127.35,124.1104,36465676.0,226796.3036
2022-04-21,121.66,125.54,126.45,121.28,18688636.0,221498.2604
2022-04-22,118.27,120.01,121.89,118.15,19472838.0,215326.3132
2022-04-25,119.95,117.66,120.33,116.75,16490965.0,218384.9773
2022-04-26,115.77,119.15,119.15,115.64,16116022.0,210774.7296
2022-04-27,115.21,115.43,116.9,113.39,15553005.0,209755.1749
2022-04-28,115.29,115.22,116.0,112.69,23192139.0,209900.8256
2022-04-29,111.63,115.2,115.9899,111.36,16907020.0,203237.3073
2022-05-02,113.5,111.71,113.6601,111.01,14300708.0,206641.8918
2022-05-03,113.55,114.05,114.83,112.69,11149544.0,206732.9235
2022-05-04,116.19,113.37,116.44,111.83,11488272.0,211539.3957
2022-05-05,112.61,114.74,115.27,111.48,12720190.0,205021.5281
2022-05-06,110.29,111.77,112.09,108.3,12525166.0,200797.6586
2022-05-09,106.98,108.11,110.74,106.48,17941596.0,194771.362
2022-05-10,107.68,109.835,110.7,106.1447,15657721.0,196045.8054
2022-05-11,105.21,107.9,110.07,104.79,26933332.0,191638.3045
2022-05-12,104.31,102.9,105.0,99.47,36298829.0,189998.9691
2022-05-13,107.33,105.36,107.69,105.31,16782625.0,195499.85
2022-05-16,105.18,107.46,107.62,104.85,11993642.0,191583.66
2022-05-17,108.64,107.73,108.79,106.3,11847643.0,197885.9937
2022-05-18,104.3,107.38,107.66,103.88,11793977.0,189980.7543
2022-05-19,103.14,103.43,105.3,102.96,11284951.0,187867.8331
2022-05-20,102.42,104.49,104.8,100.05,15650431.0,186556.3649
2022-05-23,105.83,103.76,106.03,101.5611,14402432.0,192767.6244
2022-05-24,101.59,103.71,103.84,100.13,13970239.0,185044.5333
2022-05-25,103.26,101.43,103.807,101.16,11026597.0,188086.4112
2022-05-26,105.61,104.22,106.13,103.96,11297797.0,192366.898
2022-05-27,109.32,106.89,109.37,106.53,13671313.0,199124.6027
2022-05-31,110.44,110.0,111.235,107.91,20274632.0,201164.6645
2022-06-01,109.19,112.01,112.85,108.27,11829744.0,198887.8098
2022-06-02,110.87,109.43,110.95,107.91,8829877.0,201947.9025
2022-06-03,108.67,109.17,109.85,107.9232,6767601.0,197940.6382
2022-06-06,107.83,109.75,110.19,107.65,7575890.0,196410.5919
2022-06-07,107.79,106.79,107.92,106.0,7279062.0,196337.7326
2022-06-08,107.34,107.43,109.3605,106.96,7019489.0,195518.0649
2022-06-09,103.3,106.53,107.06,103.25,8271206.0,188159.2705
2022-06-10,99.4,101.43,102.12,99.38,15386009.0,181055.484
2022-06-13,95.71,97.61,97.61,94.83,15239650.0,174334.2089
2022-06-14,94.22,96.27,96.27,93.1,12443662.0,171620.1982
2022-06-15,95.88,94.61,97.3,94.09,11751580.0,174643.8612
2022-06-16,94.28,94.01,95.38,93.41,15298482.0,171729.4872
2022-06-17,94.34,94.01,95.97,93.47,15403769.0,171838.7762
2022-06-21,93.29,94.9,95.45,93.265,16649792.0,169926.2183
2022-06-22,93.5,92.17,94.61,92.01,11415080.0,170308.7299
2022-06-23,94.3,93.96,94.65,92.07,11348816.0,171765.9169
2022-06-24,97.78,95.45,98.5671,95.4,11681152.0,178104.6803
2022-06-27,96.61,98.22,98.23,95.8001,10793748.0,175973.5443
2022-06-28,95.92,99.74,100.4,95.78,16838236.0,174716.7205
2022-06-29,95.65,95.95,96.201,94.53,8653197.0,174224.9199
2022-06-30,94.4,94.42,95.44,92.5443,10983520.0,171948.0652
2022-07-01,96.14,94.24,96.3107,93.98,10543380.0,175117.447
2022-07-05,97.18,94.26,97.23,92.31,10674623.0,177011.79
2022-07-06,96.08,97.53,98.19,95.4,8640229.0,175008.1579
2022-07-07,97.43,96.9,97.53,95.93,7813050.0,177467.161
2022-07-08,95.86,96.57,97.12,95.349,7717297.0,174607.4315
2022-07-11,93.64,95.0,95.3375,93.43,7650632.0,170563.7376
2022-07-12,93.6,93.58,95.25,93.31,8665299.0,170490.8783
2022-07-13,92.94,92.12,93.2487,91.01,12006434.0,169288.699
2022-07-14,91.84,91.48,92.04,90.23,11146426.0,167285.0669
2022-07-15,95.2,92.91,95.32,92.7,14946733.0,173405.2522
2022-07-18,95.7,96.36,97.27,95.31,10430405.0,174315.9941
2022-07-19,99.61,96.68,99.85,96.68,13683360.0,181437.9955
2022-07-20,103.35,100.25,104.26,99.9538,15112718.0,188250.3447
2022-07-21,104.18,102.71,104.25,101.61,8611311.0,189762.1762
2022-07-22,102.72,103.28,104.5661,102.11,7803460.0,187102.81
2022-07-25,102.69,102.78,103.39,101.81,6726685.0,187048.1655
2022-07-26,99.78,102.14,102.36,99.56,6346629.0,181747.6478
2022-07-27,103.5,100.97,103.65,100.81,9445183.0,188523.5673
2022-07-28,104.9,103.245,104.97,102.71,7970282.0,191073.6445
2022-07-29,106.1,105.14,106.34,103.37,10320043.0,193259.425
2022-08-01,106.22,104.87,106.65,103.8601,7769658.0,193478.0031
2022-08-02,104.71,105.74,106.36,104.62,9093020.0,190727.5626
2022-08-03,109.02,105.73,109.7,105.73,11243033.0,198578.1576
2022-08-04,108.12,108.92,109.45,107.66,7322411.0,196938.8222
2022-08-05,106.63,106.81,107.7,105.37,10099976.0,194224.8114
2022-08-08,109.11,108.205,111.23,107.9,13045407.0,198742.0911
2022-08-09,108.13,109.22,109.22,107.03,8776524.0,196957.037
2022-08-10,112.43,112.48,112.67,109.91,26398688.0,204966.3859
2022-08-11,117.69,122.21,123.268,117.3309,50375019.0,214555.6698
2022-08-12,121.57,119.0,121.61,118.9201,21964785.0,221629.1339
2022-08-15,124.26,121.0,125.96,120.99,24628324.0,226533.1594
2022-08-16,124.96,124.73,126.48,123.45,14607300.0,227809.2998
2022-08-17,122.81,123.45,124.48,122.57,9140896.0,223889.7256
2022-08-18,122.67,123.01,123.13,121.71,7343934.0,223634.4975
2022-08-19,120.14,121.25,121.39,119.48,8702520.0,219022.1613
2022-08-22,115.94,117.7,118.21,115.6901,11575841.0,211365.3187
2022-08-23,114.86,115.98,116.3699,114.6211,7180690.0,209396.4163
2022-08-24,116.41,114.67,117.16,114.1,7840514.0,212222.1558
2022-08-25,117.46,117.02,117.77,116.11,6920927.0,214136.3665
2022-08-26,114.07,117.47,118.37,113.89,7807402.0,207956.2006
2022-08-29,113.53,112.54,114.4673,112.41,6882736.0,206971.7494
2022-08-30,112.43,114.28,114.7499,111.45,8059967.0,204966.3859
2022-08-31,112.08,112.87,113.75,111.85,7352967.0,204328.3156
2022-09-01,112.53,111.79,112.59,110.025,7718715.0,205148.6916
2022-09-02,111.2,113.05,113.89,110.84,8465130.0,202724.0248
2022-09-06,110.09,111.77,111.78,108.52,9537290.0,200700.4307
2022-09-07,112.69,109.87,112.955,109.87,8193947.0,205440.3809
2022-09-08,112.33,111.07,112.99,110.36,8443278.0,204784.0801
2022-09-09,115.18,113.27,115.525,113.19,9573346.0,209979.7948
2022-09-12,116.39,116.14,117.49,115.27,7923353.0,212185.6947
2022-09-13,111.76,113.05,113.82,111.17,10504583.0,203744.9372
2022-09-14,112.5,111.85,112.74,109.88,8610446.0,205093.9999
2022-09-15,110.77,112.39,114.41,110.71,9739754.0,201940.11
2022-09-16,108.25,109.21,109.58,106.96,15978828.0,197346.0044
2022-09-19,109.17,107.53,109.2245,107.036,7979457.0,199023.2175
2022-09-20,107.57,108.28,108.41,106.86,6957409.0,196106.3251
2022-09-21,104.49,107.39,108.04,104.49,9776355.0,190491.3071
2022-09-22,102.16,104.21,104.66,102.02,10953392.0,186243.5825
2022-09-23,99.5,100.62,101.18,98.02,11976927.0,181394.2488
2022-09-26,98.12,98.95,100.66,98.06,9760467.0,178878.4291
2022-09-27,95.85,99.53,99.64,95.432,13360187.0,174740.0879
2022-09-28,99.4,95.79,99.87,95.45,12895460.0,181211.943
2022-09-29,97.45,98.53,98.6,96.23,9435058.0,177656.9804
2022-09-30,94.33,96.5,97.4778,94.28,12094936.0,171969.0401
2022-10-03,97.13,95.73,97.78,94.504,9468403.0,177073.6019
2022-10-04,101.44,98.68,101.52,98.2301,10229002.0,184930.9809
2022-10-05,100.8,100.04,101.22,98.7,7562771.0,183764.2239
2022-10-06,100.04,100.43,101.46,99.8701,6728200.0,182378.7
2022-10-07,97.16,98.51,98.8,96.4469,7051019.0,177128.2936
2022-10-10,95.16,97.59,97.74,94.42,9532334.0,173482.1781
2022-10-11,93.1,94.81,95.06,92.65,8900901.0,169726.679
2022-10-12,93.41,93.16,94.07,92.2,6156217.0,170291.8269
2022-10-13,96.64,91.57,96.97,90.71,11025428.0,176180.3036
2022-10-14,94.45,97.47,98.09,94.33,8208884.0,172187.807
2022-10-17,97.33,96.38,97.97,96.26,7083842.0,177438.2134
2022-10-18,98.48,99.87,100.3696,97.635,8533516.0,179534.7299
2022-10-19,98.99,100.44,101.865,98.5,11730993.0,180464.4893
2022-10-20,98.59,98.23,100.75,98.11,8212442.0,179735.2662
2022-10-21,102.04,98.35,102.3,97.89,10193360.0,186024.8156
2022-10-24,101.72,102.12,103.19,100.12,8221477.0,185441.4371
2022-10-25,104.36,102.16,104.7299,102.03,7687535.0,190254.3096
2022-10-26,104.63,103.53,107.43,103.53,9223759.0,190746.5352
2022-10-27,104.44,105.805,106.87,104.31,8673519.0,190400.1542
2022-10-28,105.95,104.08,106.09,103.525,7250889.0,193152.9715
2022-10-31,106.54,105.66,106.9,104.82,8814813.0,194228.5756
2022-11-01,106.0,107.7,108.84,105.64,7955761.0,193244.1244
2022-11-02,101.82,105.45,106.08,101.785,9591406.0,185623.7429
2022-11-03,99.25,100.2,100.7,98.56,8978373.0,180938.4844
2022-11-04,99.58,101.15,101.16,98.11,11035804.0,181540.0934
2022-11-07,100.43,100.88,101.56,98.99,11355242.0,183089.6925
2022-11-08,99.9,100.74,101.9687,98.05,27130263.0,182123.4719
2022-11-09,86.75,90.55,91.1,86.28,62029828.0,158150.2622
2022-11-10,90.46,89.75,90.5,87.608,36968128.0,164913.8065
2022-11-11,95.01,91.58,95.58,91.1,22373294.0,173208.7194
2022-11-14,94.28,95.85,96.62,94.21,20505724.0,171877.8872
2022-11-15,95.51,96.0,97.18,93.695,15801913.0,174120.2483
2022-11-16,93.95,95.22,95.22,93.72,11137672.0,171276.2781
2022-11-17,91.45,92.12,92.27,90.85,12306389.0,166718.6337
2022-11-18,91.8,92.86,93.16,90.91,10011730.0,167356.7039
2022-11-21,97.58,100.12,100.89,96.32,70273509.0,177893.9779
2022-11-22,96.21,97.0,97.67,94.68,25753736.0,175396.3887
2022-11-23,98.88,96.0,99.34,95.7801,15503232.0,180263.953
2022-11-25,98.87,98.81,99.81,98.08,6664281.0,180245.7224
2022-11-28,95.69,98.21,99.13,95.43,13668653.0,174448.3987
2022-11-29,94.69,96.0,96.4299,93.92,13205327.0,172675.9253
2022-11-30,97.87,94.95,97.94,93.87,15368108.0,178474.9479
2022-12-01,98.59,97.87,98.835,96.58,13855680.0,179787.9341
2022-12-02,99.43,97.46,99.69,97.0101,12608101.0,181319.7514
2022-12-05,95.93,98.24,99.16,95.665,10764540.0,174937.1794
2022-12-06,92.29,95.73,96.0,91.98,11492365.0,168299.3046
2022-12-07,92.15,92.66,92.7857,91.26,10353416.0,168044.0017
2022-12-08,92.55,92.5,93.428,91.67,9351229.0,168773.4385
2022-12-09,93.38,92.37,94.91,91.9,10111877.0,170287.0198
2022-12-12,94.66,93.73,94.66,92.61,14140682.0,172621.2176
2022-12-13,94.7,96.49,97.3917,93.57,22882080.0,172694.1613
2022-12-14,94.15,94.54,95.47,92.62,11505449.0,171691.1857
2022-12-15,90.49,92.47,93.12,90.115,15957669.0,165016.839
2022-12-16,90.08,90.19,91.08,88.81,26383881.0,164269.1663
2022-12-19,85.78,89.44,89.46,85.41,19225289.0,156427.7207
2022-12-20,87.02,86.08,87.8391,85.76,14918400.0,158688.9748
2022-12-21,86.92,87.19,88.0997,86.48,11004832.0,158506.6156
2022-12-22,86.67,86.03,86.73,84.69,15487370.0,158050.7176
2022-12-23,88.01,86.06,88.07,85.77,11171606.0,160494.3309
2022-12-27,86.37,87.42,87.94,85.96,11561448.0,157503.64
2022-12-28,84.17,86.08,86.69,84.07,12399508.0,153491.7376
2022-12-29,87.18,85.25,88.242,84.97,13045069.0,158980.7495
2022-12-30,86.88,85.73,87.12,85.225,23230967.0,158433.6719
2023-01-03,88.97,88.98,89.9716,87.83,14997142.0,162244.9792
2023-01-04,91.98,90.0,92.745,89.36,14957213.0,167733.9911
2023-01-05,91.92,91.66,92.48,90.51,11622620.0,167624.5755
2023-01-06,93.92,92.66,94.69,91.3211,9828145.0,171271.7595
2023-01-09,94.77,94.43,95.7,93.45,11675842.0,172821.8127
2023-01-10,95.56,94.28,95.64,93.82,6914633.0,174262.4504
2023-01-11,96.33,95.92,96.55,95.045,8757251.0,175666.6162
2023-01-12,99.81,98.5,100.63,97.5705,19764324.0,182012.7163
2023-01-13,99.4,99.38,99.6,98.01,12230196.0,181265.0436
2023-01-17,99.91,100.32,100.99,98.995,14914197.0,182195.0755
2023-01-18,99.04,100.28,101.1299,98.7249,11384536.0,180608.5505
2023-01-19,99.08,98.12,99.45,97.12,10973553.0,180681.4942
2023-01-20,103.48,100.34,103.5865,99.3015,14549879.0,188705.2989
2023-01-23,105.69,103.29,105.9541,102.9209,11479075.0,192735.4372
2023-01-24,106.0,104.695,108.44,102.0,8606723.0,193300.7507
2023-01-25,108.12,104.96,108.16,104.18,10008035.0,197166.7657
2023-01-26,109.7,108.17,109.76,107.5701,9204417.0,200048.0411
2023-01-27,109.54,109.26,110.5823,109.16,10249678.0,199756.2664
2023-01-30,107.59,108.26,108.97,107.48,8548547.0,196200.262
2023-01-31,108.49,107.58,108.715,107.45,8251663.0,197841.4948
2023-02-01,109.39,108.5,109.94,106.9,9975481.0,199482.7276
2023-02-02,113.21,110.67,113.53,109.6901,13093205.0,206448.849
2023-02-03,110.71,111.47,113.1412,110.37,12472478.0,201889.869
2023-02-06,109.87,110.17,110.43,108.53,11956540.0,200358.0517
2023-02-07,111.63,109.295,112.12,108.86,10843984.0,203924.0565
2023-02-08,111.78,112.2,113.33,110.29,27719920.0,204200.5118
2023-02-09,110.36,118.04,118.18,109.8089,46137152.0,201606.4456
2023-02-10,108.06,108.96,109.74,107.21,15565987.0,197404.7889
2023-02-13,107.66,108.1,108.2874,106.55,12341484.0,196675.9864
2023-02-14,107.66,106.82,108.44,105.8205,10768102.0,196675.9864
2023-02-15,109.24,107.09,109.27,106.7,8163490.0,199562.37
2023-02-16,105.83,107.55,108.02,105.7,9479922.0,193332.8965
2023-02-17,105.22,105.03,105.8,103.88,9492184.0,192218.5332
2023-02-21,102.09,103.55,103.73,101.83,10648205.0,186500.5708
2023-02-22,101.68,101.33,102.56,101.09,9885101.0,185751.5725
2023-02-23,101.73,101.45,102.0499,99.605,10974753.0,185842.9138
2023-02-24,100.3,99.53,100.43,98.96,8523000.0,183230.5539
2023-02-27,100.45,100.73,101.47,100.06,6641212.0,183504.5777
2023-02-28,99.61,100.45,100.75,99.57,8233743.0,181970.0446
2023-03-01,98.54,99.19,99.63,98.1,7898251.0,180015.3418
2023-03-02,98.92,97.74,99.29,97.42,7783130.0,180709.5353
2023-03-03,101.14,99.67,101.18,98.88,7434264.0,184765.087
2023-03-06,100.66,101.61,102.695,100.49,6773261.0,183888.2109
2023-03-07,99.06,100.4,100.94,98.89,6951340.0,180965.2908
2023-03-08,99.3,99.0,99.62,98.3,5668738.0,181403.7289
2023-03-09,96.14,99.45,100.05,95.92,8275586.0,175630.9617
2023-03-10,93.57,95.6,95.9,92.83,13978845.0,170936.0212
2023-03-13,92.6,91.885,94.0242,90.46,11915321.0,169164.0009
2023-03-14,93.36,94.0,94.3,92.34,10323627.0,170552.388
2023-03-15,93.1,91.63,93.3557,91.41,9543836.0,170077.4135
2023-03-16,94.29,92.67,94.5599,91.89,9946678.0,172251.3353
2023-03-17,93.2,94.05,94.27,92.91,12943192.0,170260.096
2023-03-20,94.22,93.43,94.92,93.0,6657152.0,172123.4575
2023-03-21,96.54,95.17,96.85,95.17,7285766.0,176361.6917
2023-03-22,94.9,97.45,97.93,94.82,8811105.0,173365.6986
2023-03-23,95.83,95.28,97.02,94.76,9527009.0,175064.6459
2023-03-24,94.08,94.81,95.0,93.02,9544154.0,171867.702
2023-03-27,95.62,94.78,96.02,94.38,7487900.0,174681.0126
2023-03-28,94.82,95.51,96.0,94.59,5426053.0,173219.5526
2023-03-29,96.87,96.08,96.91,95.35,5889123.0,176964.5439
2023-03-30,98.1,98.73,98.92,97.67,7669482.0,179211.5388
2023-03-31,100.13,98.89,100.2,98.5,8919965.0,182919.9937
2023-04-03,99.76,100.21,100.43,99.27,7313201.0,182244.0684
2023-04-04,99.57,100.3,100.42,98.76,6794168.0,181896.9716
2023-04-05,99.91,99.7,100.18,98.632,7747230.0,182518.0921
2023-04-06,99.97,99.44,100.32,98.55,7042486.0,182627.7016
2023-04-10,100.81,99.3,100.81,98.9,8016576.0,184162.2347
2023-04-11,100.42,101.16,101.91,100.29,7504624.0,183449.7729
2023-04-12,97.94,101.25,102.22,97.7,9289196.0,178919.2468
2023-04-13,100.84,98.51,101.07,98.51,8744977.0,184217.0395
2023-04-14,99.9,100.5,100.86,98.93,7337250.0,182499.8239
2023-04-17,100.3,99.57,100.57,99.15,6705269.0,183230.5539
2023-04-18,100.93,100.61,101.15,99.595,8180148.0,184381.4537
2023-04-19,98.75,99.78,99.83,98.355,11523307.0,180398.9751
2023-04-20,98.07,97.75,98.58,97.391,7762736.0,179156.734
2023-04-21,99.57,98.16,99.72,97.72,9467979.0,181896.9716
2023-04-24,99.68,100.145,100.735,98.67,8540571.0,182097.9224
2023-04-25,98.01,99.375,99.71,98.01,6511394.0,179047.1245
2023-04-26,96.61,97.84,98.48,96.455,8634531.0,176489.5694
2023-04-27,99.93,97.13,100.065,96.71,8166466.0,182554.6286
2023-04-28,102.5,99.37,102.56,99.08,11329689.0,187249.5691
2023-05-01,102.21,102.405,102.6087,101.605,6909535.0,186719.7898
2023-05-02,100.6,101.33,101.695,99.62,6955902.0,183778.6014
2023-05-03,100.86,101.06,102.58,100.64,7772064.0,184253.576
2023-05-04,97.45,99.54,99.54,96.61,13260720.0,178024.1025
2023-05-05,100.52,98.59,100.8461,98.11,9300109.0,183632.4554
2023-05-08,102.97,101.7,103.91,101.69,10810139.0,188108.1768
2023-05-09,102.18,102.91,102.98,102.09,6829880.0,186664.985
2023-05-10,101.14,103.0,103.25,100.04,19525153.0,184813.6265
2023-05-11,92.31,94.8,95.11,91.88,57127242.0,168678.5234
2023-05-12,91.99,92.34,92.88,91.24,21837450.0,168093.7858
2023-05-15,92.86,91.54,92.87,90.7,16792049.0,169683.5412
2023-05-16,90.98,92.04,92.415,90.78,17013309.0,166248.2078
2023-05-17,92.77,91.02,93.05,90.85,12461594.0,169519.0837
2023-05-18,93.76,92.845,94.24,92.46,15014823.0,171328.1157
2023-05-19,91.35,93.0,93.0,91.315,16429040.0,166924.3107
2023-05-22,91.82,91.33,91.935,89.89,14150642.0,167783.144
2023-05-23,89.82,91.1,92.03,89.805,14778699.0,164128.534
2023-05-24,89.07,89.44,89.49,88.41,15350772.0,162758.0553
2023-05-25,88.14,89.56,89.56,87.79,13605760.0,161058.6616
2023-05-26,88.29,88.49,89.24,88.1,12892702.0,161332.7574
2023-05-30,87.82,88.97,88.97,87.01,14800733.0,160473.924
2023-05-31,87.96,87.58,88.17,87.15,11440577.0,160729.7467
2023-06-01,88.59,88.4,89.055,87.11,11993172.0,161880.9489
2023-06-02,90.77,89.63,91.34,89.6,14350246.0,165864.4738
2023-06-05,91.0,91.2,91.76,89.44,19777211.0,166284.7539
2023-06-06,92.16,91.1,92.51,91.02,12109084.0,168404.4277
2023-06-07,92.52,92.78,93.08,91.86,11082425.0,169062.2575
2023-06-08,92.53,92.52,92.68,91.3,9030165.0,169080.5305
2023-06-09,91.93,92.78,92.92,91.55,9634420.0,167984.1475
2023-06-12,93.14,92.25,93.225,91.77,12357611.0,170195.1866
2023-06-13,93.85,94.12,94.44,93.44,12964433.0,171492.5731
2023-06-14,92.45,94.26,94.52,91.92,15877377.0,168934.3461
2023-06-15,92.94,92.06,93.52,91.61,13354606.0,169829.7256
