,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2014-04-07,87.4,87.83,88.47,87.23,1249638.0,11253.4968
2014-04-08,87.86,87.37,88.53,87.25,1122862.0,11312.7258
2014-04-09,90.23,88.41,90.41,88.02,1167876.0,11617.8835
2014-04-10,89.08,90.4,91.11,88.87,1283893.0,11469.8112
2014-04-11,88.22,88.77,89.49,87.85,1031221.0,11359.0788
2014-04-14,88.01,88.49,89.18,87.78,1073859.0,11332.0395
2014-04-15,88.0,88.13,88.58,87.11,991310.0,11330.752
2014-04-16,89.9,88.57,90.01,88.37,1580503.0,11575.3932
2014-04-17,91.17,90.35,91.7,89.78,1553934.0,11738.9165
2014-04-21,91.92,91.03,92.01,91.03,1049001.0,11835.4854
2014-04-22,92.22,91.68,92.669,91.6,894645.0,11874.113
2014-04-23,91.01,92.25,92.43,90.89,678386.0,11718.3152
2014-04-24,90.64,91.64,92.07,90.17,978124.0,11670.6745
2014-04-25,89.93,90.52,90.98,89.72,755512.0,11579.2559
2014-04-28,89.1,90.48,90.84,87.98,1075252.0,11472.3864
2014-04-29,89.69,89.2,90.2,89.09,875293.0,11548.3539
2014-04-30,89.76,89.28,89.99,88.74,1299774.0,11557.367
2014-05-01,90.56,89.93,91.06,89.35,1438255.0,11660.3738
2014-05-02,94.89,93.75,98.15,92.0,3527012.0,12217.8983
2014-05-05,96.52,94.58,97.21,94.24,2290582.0,12427.7748
2014-05-06,96.53,96.59,97.11,96.028,1004480.0,12429.0623
2014-05-07,96.36,96.7,97.38,95.87,1336907.0,12407.1734
2014-05-08,96.8,96.21,97.86,96.05,989526.0,12463.8271
2014-05-09,97.2,96.78,97.67,96.31,601838.0,12519.9921
2014-05-12,98.11,97.42,98.31,96.95,1154561.0,12637.206
2014-05-13,99.16,98.2,100.01,97.99,1222614.0,12772.4529
2014-05-14,100.84,99.18,101.06,98.71,1869755.0,12988.8478
2014-05-15,99.62,100.64,100.83,98.7,2086273.0,12831.7039
2014-05-16,100.19,100.14,100.58,99.23,1212813.0,12905.1236
2014-05-19,100.1,100.14,100.44,99.44,1163999.0,12893.531
2014-05-20,100.22,100.04,100.5,99.528,1099529.0,12908.9878
2014-05-21,100.84,100.64,101.44,99.9,1245342.0,12988.8478
2014-05-22,101.49,100.9,101.83,100.61,804674.0,13072.572
2014-05-23,100.6,101.83,101.9,100.43,975439.0,12957.9342
2014-05-27,100.39,101.21,101.47,100.09,1288909.0,12930.8849
2014-05-28,100.45,100.29,100.54,99.74,1803431.0,12938.6133
2014-05-29,100.71,100.95,101.1,99.83,874314.0,12972.1029
2014-05-30,101.5,100.85,101.63,99.84,1709745.0,13073.8601
2014-06-02,100.4,101.3,101.3,99.65,873912.0,12932.1729
2014-06-03,99.78,100.37,100.62,99.4,887057.0,12852.3129
2014-06-04,100.51,100.01,100.7,99.59,671283.0,12946.3416
2014-06-05,100.08,100.63,100.86,99.18,778730.0,12890.9548
2014-06-06,100.43,100.48,101.0,100.03,793453.0,12936.0371
2014-06-09,100.25,100.31,101.09,100.069,737716.0,12912.852
2014-06-10,100.25,100.32,100.84,99.72,749161.0,12912.852
2014-06-11,100.21,99.87,100.49,99.7,991162.0,12907.6997
2014-06-12,99.84,100.24,100.5,99.45,689213.0,12860.0413
2014-06-13,98.16,99.49,99.72,97.93,861903.0,12643.6464
2014-06-16,97.77,98.2,98.34,96.64,965506.0,12593.4118
2014-06-17,97.64,97.82,98.4,97.29,465743.0,12576.667
2014-06-18,97.74,97.74,97.96,96.65,814851.0,12589.5476
2014-06-19,98.53,97.43,98.94,97.36,671656.0,12691.3048
2014-06-20,98.69,98.68,98.91,97.34,1235979.0,12711.9138
2014-06-23,98.23,98.43,98.99,97.79,679242.0,12652.6628
2014-06-24,98.65,97.74,99.105,97.62,725120.0,12706.7616
2014-06-25,100.21,98.76,101.33,98.415,826986.0,12907.6997
2014-06-26,99.8,99.79,100.33,98.52,725868.0,12854.889
2014-06-27,101.64,99.06,101.73,98.8,1287454.0,13091.893
2014-06-30,102.3,101.28,102.57,100.46,1153512.0,13176.9053
2014-07-01,101.94,102.27,102.46,101.28,757934.0,13130.5349
2014-07-02,101.61,101.75,101.99,101.18,760880.0,13088.0288
2014-07-03,101.73,101.92,101.953,101.0,390776.0,13103.4856
2014-07-07,101.37,101.65,101.98,100.96,656461.0,13057.1152
2014-07-08,100.62,101.48,101.915,99.7,1044560.0,12960.5104
2014-07-09,103.44,100.97,103.63,100.63,1094379.0,13323.7447
2014-07-10,104.14,102.34,105.905,102.34,1544087.0,13413.9093
2014-07-11,103.64,104.21,104.28,103.13,672952.0,13349.506
2014-07-14,104.05,103.93,104.708,103.73,376527.0,13402.3167
2014-07-15,103.77,104.01,104.57,103.13,495543.0,13366.2508
2014-07-16,104.43,104.2,104.91,103.45,479202.0,13451.2631
2014-07-17,103.17,103.82,104.863,102.92,653534.0,13288.9669
2014-07-18,103.99,103.58,104.45,102.91,1004799.0,13394.5883
2014-07-21,104.54,104.29,104.64,103.37,931199.0,13465.4319
2014-07-22,104.34,104.82,106.04,104.26,870142.0,13439.6706
2014-07-23,104.49,104.45,104.68,103.89,1056527.0,13458.9915
2014-07-24,103.48,104.34,104.94,103.19,1083633.0,13328.897
2014-07-25,103.22,102.91,106.71,102.56,2480731.0,13295.4073
2014-07-28,106.67,103.34,107.55,103.34,1850663.0,13739.7897
2014-07-29,106.48,107.03,107.81,105.8,1142299.0,13715.3165
2014-07-30,108.96,106.88,109.52,106.8,1466218.0,14034.7566
2014-07-31,106.93,108.38,108.383,106.78,1319032.0,13773.2794
2014-08-01,106.17,107.22,107.5,105.23,984353.0,13675.3865
2014-08-04,104.95,106.52,106.67,104.945,1191176.0,13518.2425
2014-08-05,104.76,104.58,105.49,104.38,966342.0,13514.7242
2014-08-06,106.69,105.18,108.29,105.05,1840731.0,13763.7068
2014-08-07,107.08,106.71,107.34,105.79,1005426.0,13814.0193
2014-08-08,110.49,107.17,111.145,106.85,1627747.0,14253.9316
2014-08-11,109.49,110.42,111.73,109.45,1175014.0,14124.9251
2014-08-12,109.64,109.23,109.94,107.99,861924.0,14144.276
2014-08-13,108.94,109.72,110.75,108.54,932749.0,14053.9715
2014-08-14,109.12,109.21,109.66,108.44,928085.0,14077.1926
2014-08-15,108.57,110.15,110.15,107.95,961639.0,14006.239
2014-08-18,109.29,109.35,109.86,108.6,1206906.0,14099.1237
2014-08-19,108.02,109.25,109.77,107.65,1393105.0,13935.2855
2014-08-20,109.26,108.23,109.3,107.32,1005492.0,14095.2536
2014-08-21,109.34,108.99,109.88,108.03,1607979.0,14105.5741
2014-08-22,108.59,109.57,109.57,107.83,970746.0,14008.8192
2014-08-25,110.04,108.9,110.29,108.9,936174.0,14195.8786
2014-08-26,110.11,109.85,110.33,108.86,687553.0,14204.9091
2014-08-27,110.613,110.34,111.5,109.65,1070125.0,14269.7349
2014-08-28,110.67,110.25,110.97,109.88,639847.0,14277.1528
2014-08-29,110.29,111.13,111.13,109.93,526712.0,14228.1303
2014-09-02,110.47,110.39,110.8,109.7,690220.0,14251.3515
2014-09-03,111.0,110.95,111.985,110.53,1216866.0,14319.7249
2014-09-04,111.51,110.81,112.16,110.75,907908.0,14385.5182
2014-09-05,112.96,111.27,113.41,111.23,1124511.0,14572.5777
2014-09-08,113.56,112.59,113.79,112.59,855153.0,14649.9816
2014-09-09,112.7,113.14,113.573,111.72,1147137.0,14539.036
2014-09-10,112.83,112.7,113.1,111.89,976764.0,14555.8069
2014-09-11,113.65,112.38,113.87,112.19,1140532.0,14661.5922
2014-09-12,112.23,113.55,114.37,112.1,1574757.0,14478.4029
2014-09-15,111.35,112.73,113.26,110.88,738704.0,14364.8772
2014-09-16,113.16,111.42,113.3,110.935,857570.0,14598.379
2014-09-17,113.24,113.65,113.89,112.87,927410.0,14608.6995
2014-09-18,112.85,113.28,113.81,112.53,920966.0,14558.387
2014-09-19,112.13,113.13,113.4,111.59,1200696.0,14465.5023
2014-09-22,109.66,111.91,112.0,109.06,1394404.0,14146.8562
2014-09-23,109.69,109.56,110.95,109.243,957804.0,14150.7264
2014-09-24,110.72,109.69,111.54,109.03,601380.0,14283.6031
2014-09-25,109.28,110.45,111.05,108.825,1186712.0,14097.8337
2014-09-26,111.61,108.93,111.61,108.56,1483970.0,14398.4189
2014-09-29,110.74,110.99,111.475,110.4,949539.0,14286.1832
2014-09-30,110.9,110.68,111.38,110.28,781329.0,14306.8243
2014-10-01,109.45,110.3,111.42,109.07,1202746.0,14119.7648
2014-10-02,109.38,109.74,109.74,108.405,1364887.0,14110.7343
2014-10-03,111.47,109.93,111.67,109.51,1421564.0,14380.358
2014-10-06,111.93,112.07,112.72,111.37,700264.0,14439.701
2014-10-07,110.48,111.02,111.47,110.35,789747.0,14252.6415
2014-10-08,111.28,110.58,111.44,109.84,922241.0,14355.8467
2014-10-09,109.89,110.57,111.4,109.37,1021801.0,14176.5277
2014-10-10,107.82,109.65,110.54,107.67,1089477.0,13909.4841
2014-10-13,106.27,107.64,108.09,106.16,912926.0,13709.524
2014-10-14,106.39,107.11,107.745,106.24,1691447.0,13725.0048
2014-10-15,106.85,105.47,107.46,103.83,1238741.0,13784.3478
2014-10-16,106.6,105.49,107.0,104.97,894384.0,13752.0962
2014-10-17,108.3,107.25,108.76,107.23,1080686.0,13971.4073
2014-10-20,108.99,108.6,110.16,108.11,1451207.0,14060.4218
2014-10-21,110.81,109.93,111.2,108.93,1028285.0,14295.2137
2014-10-22,109.98,111.01,111.74,109.86,512790.0,14188.1383
2014-10-23,110.6,111.02,111.36,109.72,666200.0,14268.1223
2014-10-24,111.57,111.02,112.39,110.97,498891.0,14393.2586
2014-10-27,112.31,111.38,112.33,109.95,1110887.0,14488.7235
2014-10-28,113.06,112.59,113.9,112.09,859637.0,14585.4784
2014-10-29,112.46,113.0,113.58,112.055,818330.0,14508.0744
2014-10-30,114.4,112.07,114.59,112.04,865807.0,14758.3471
2014-10-31,112.33,116.05,116.05,111.37,2242386.0,14491.3036
2014-11-03,112.33,112.0,112.96,111.33,2139244.0,14491.3036
2014-11-04,110.69,111.69,113.89,109.87,1590752.0,14279.7329
2014-11-05,110.41,111.17,111.95,108.73,1867513.0,14243.6111
2014-11-06,111.65,110.2,111.77,109.74,1072251.0,14403.5792
2014-11-07,114.62,112.12,114.68,111.64,1201262.0,14797.0667
2014-11-10,113.28,113.9,113.9,112.44,946065.0,14624.0771
2014-11-11,112.42,113.14,113.54,112.27,735643.0,14513.0539
2014-11-12,113.2,112.22,113.24,111.54,844104.0,14613.7493
2014-11-13,112.52,112.82,114.71,112.44,765864.0,14525.9635
2014-11-14,113.04,113.27,113.27,112.01,734243.0,14593.0938
2014-11-17,113.3,113.01,113.42,112.45,614292.0,14626.659
2014-11-18,114.89,113.3,115.36,113.3,869298.0,14831.9228
2014-11-19,114.21,114.05,114.91,113.94,679606.0,14744.137
2014-11-20,116.14,114.4,116.21,113.7,947487.0,14993.2937
2014-11-21,117.37,117.3,117.6,115.88,740205.0,15152.0827
2014-11-24,117.58,117.25,117.95,116.63,484779.0,15179.193
2014-11-25,119.96,117.92,119.97,117.415,2441478.0,15486.4432
2014-11-26,120.42,119.63,120.9,119.04,704163.0,15545.8277
2014-11-28,121.67,120.38,122.79,120.38,462840.0,15707.1986
2014-12-01,119.95,120.97,121.57,119.44,830302.0,15485.1522
2014-12-02,116.14,119.4,119.63,114.55,2067630.0,14993.2937
2014-12-03,116.34,116.4,117.384,115.35,1396533.0,15019.113
2014-12-04,115.65,116.35,116.661,115.23,775945.0,14930.0363
2014-12-05,114.71,115.68,116.41,113.89,1628243.0,14808.6854
2014-12-08,113.1,114.91,115.355,112.68,1826291.0,14600.8396
2014-12-09,113.11,112.02,113.57,111.84,825516.0,14602.1306
2014-12-10,110.7,112.68,112.92,110.172,1858025.0,14291.0075
2014-12-11,109.965,110.81,111.22,109.75,988356.0,14196.1214
2014-12-12,110.12,108.69,111.115,108.5,1176924.0,14216.1314
2014-12-15,110.19,110.51,111.03,109.19,1589203.0,14225.1682
2014-12-16,109.18,109.89,110.955,108.97,1196722.0,14094.7805
2014-12-17,111.52,109.15,111.59,108.75,1395943.0,14396.8668
2014-12-18,113.64,112.29,114.43,111.99,1142673.0,14670.5519
2014-12-19,113.15,113.57,114.27,112.35,1044967.0,14607.2945
2014-12-22,113.51,113.39,114.05,112.89,1328485.0,14653.7693
2014-12-23,113.6,113.92,115.0,113.36,1310050.0,14665.388
2014-12-24,113.27,113.39,113.88,113.14,451263.0,14622.7861
2014-12-26,112.66,113.19,114.09,112.44,572072.0,14544.0371
2014-12-29,112.39,112.66,113.156,112.13,735299.0,14509.181
2014-12-30,112.26,111.78,112.43,110.96,622193.0,14492.3984
2014-12-31,110.76,112.54,112.54,110.6,434137.0,14298.7533
2015-01-02,110.97,111.31,111.67,110.255,1013138.0,14325.8636
2015-01-05,109.22,110.81,110.97,108.74,863810.0,14099.9444
2015-01-06,108.65,109.46,110.21,108.65,1704920.0,14026.3592
2015-01-07,110.14,109.91,110.17,108.58,688563.0,14218.7133
2015-01-08,111.24,110.46,112.39,110.42,1072064.0,14360.7197
2015-01-09,110.85,111.33,112.3,110.79,825936.0,14310.372
2015-01-12,110.5,110.7,111.4,110.21,716216.0,14265.1882
2015-01-13,110.59,111.26,111.95,109.5,726245.0,14276.8069
2015-01-14,109.95,109.99,111.522,108.91,798907.0,14194.185
2015-01-15,108.39,109.86,110.68,108.2,994828.0,13992.7941
2015-01-16,109.515,108.08,109.688,107.53,975178.0,14138.0279
2015-01-20,110.31,110.12,110.6,109.16,820577.0,14240.6598
2015-01-21,111.39,109.8,111.5,109.27,890427.0,14380.0842
2015-01-22,116.47,112.03,116.775,111.845,1657885.0,15035.8956
2015-01-23,118.38,116.91,119.79,116.42,958517.0,15282.4704
2015-01-26,119.14,118.45,119.42,117.81,893636.0,15380.5839
2015-01-27,119.99,117.84,121.3,117.642,975607.0,15490.3161
2015-01-28,118.01,119.97,121.61,117.94,792793.0,15234.7046
2015-01-29,118.91,118.36,119.0,116.75,1027487.0,15350.8916
2015-01-30,116.7,118.37,118.66,116.45,873188.0,15065.5879
2015-02-02,118.0,116.62,118.44,115.345,1070838.0,15233.4136
2015-02-03,117.93,119.14,119.14,117.12,993435.0,15224.3768
2015-02-04,118.73,117.6,119.44,117.1,713226.0,15327.6542
2015-02-05,119.53,119.0,120.0,118.83,516047.0,15430.9316
2015-02-06,117.88,119.19,119.36,117.23,726911.0,15217.922
2015-02-09,116.24,117.27,117.95,115.82,735011.0,15006.2034
2015-02-10,118.39,117.03,118.49,116.32,1432293.0,15283.7613
2015-02-11,119.36,118.01,119.43,117.75,583728.0,15408.9852
2015-02-12,119.66,119.56,119.75,118.43,802911.0,15447.7142
2015-02-13,121.665,120.04,121.7,119.89,851547.0,15706.5531
2015-02-17,122.18,121.44,122.632,121.17,942409.0,15773.0379
2015-02-18,122.17,122.0,122.63,121.32,823140.0,15771.7469
2015-02-19,121.02,122.36,122.48,120.48,792696.0,15623.2857
2015-02-20,121.25,121.32,121.75,120.31,970414.0,15652.978
2015-02-23,119.36,120.95,121.64,118.3,962656.0,15408.9852
2015-02-24,117.81,118.81,119.618,117.68,773070.0,15208.8852
2015-02-25,119.75,117.96,120.12,117.71,1349765.0,15459.3329
2015-02-26,120.0,119.47,120.1,117.77,1009933.0,15491.6071
2015-02-27,124.71,120.98,125.0,119.33,1776141.0,16099.6526
2015-03-02,125.32,125.0,126.65,123.54,1216942.0,16188.3357
2015-03-03,124.87,125.95,126.0,124.44,701640.0,16130.2065
2015-03-04,125.44,124.74,125.465,124.07,1262412.0,16203.8368
2015-03-05,124.59,125.65,125.75,124.4,746495.0,16094.0372
2015-03-06,121.895,124.0,124.34,121.58,918993.0,15745.9079
2015-03-09,122.345,121.69,122.78,121.69,837157.0,15804.0371
2015-03-10,120.445,121.75,122.388,120.43,742649.0,15558.6027
2015-03-11,119.92,120.44,120.945,119.59,1076827.0,15490.7853
2015-03-12,120.95,120.76,121.21,119.11,1493857.0,15623.8366
2015-03-13,119.45,120.1,121.12,118.35,1254770.0,15430.0726
2015-03-16,118.875,119.25,119.97,118.78,915447.0,15355.7964
2015-03-17,118.85,118.67,119.14,117.88,869736.0,15352.567
2015-03-18,120.74,118.48,121.39,117.6,1138048.0,15596.7096
2015-03-19,120.05,120.34,121.39,119.97,622715.0,15507.5782
2015-03-20,122.56,121.14,122.98,120.87,1078927.0,15831.8099
2015-03-23,121.77,122.53,122.53,121.35,748362.0,15729.7609
2015-03-24,121.38,122.19,122.56,121.32,460321.0,15679.3823
2015-03-25,118.98,121.51,122.07,118.94,471029.0,15369.3599
2015-03-26,119.23,118.43,120.0,118.01,684767.0,15426.944
2015-03-27,120.74,119.24,121.08,118.61,1318234.0,15622.3201
2015-03-30,120.19,122.16,122.24,119.8,953164.0,15551.1566
2015-03-31,117.1,120.45,121.1,117.09,1409183.0,15151.3474
2015-04-01,119.48,117.93,119.51,116.88,1160042.0,15459.2911
2015-04-02,120.14,119.92,120.52,118.62,693528.0,15544.6872
2015-04-06,120.59,120.0,121.13,119.77,1102635.0,15602.9119
2015-04-07,119.61,121.2,121.64,119.449,1245346.0,15476.1115
2015-04-08,118.05,119.71,120.32,117.53,739225.0,15274.2661
2015-04-09,118.485,118.2,118.9,117.8,836169.0,15330.5499
2015-04-10,117.67,118.95,119.05,117.66,572954.0,15225.0986
2015-04-13,118.71,117.69,119.37,117.51,554451.0,15359.6622
2015-04-14,119.08,118.66,119.52,118.19,458939.0,15407.5358
2015-04-15,119.58,119.29,119.78,118.927,547326.0,15472.2299
2015-04-16,120.42,119.45,120.46,118.87,644064.0,15580.9159
2015-04-17,119.75,119.2,119.85,118.13,1325053.0,15494.2258
2015-04-20,121.84,120.61,121.99,119.695,719421.0,15764.647
2015-04-21,121.94,121.34,122.98,120.428,986574.0,15777.5858
2015-04-22,122.7,122.29,122.8,121.6,897184.0,15875.9208
2015-04-23,124.38,122.68,124.98,122.51,952947.0,16093.2928
2015-04-24,121.18,123.35,124.49,120.87,973393.0,15679.2508
2015-04-27,119.28,121.01,121.01,118.65,1161335.0,15433.4134
2015-04-28,118.04,119.0,119.005,117.81,831975.0,15272.9722
2015-04-29,116.79,118.1,118.33,116.32,739222.0,15111.2371
2015-04-30,115.82,116.72,116.98,115.47,831883.0,14985.7306
2015-05-01,116.19,116.19,116.44,115.185,846307.0,15033.6042
2015-05-04,116.33,116.1,116.82,115.77,1083552.0,15051.7185
2015-05-05,114.24,116.25,116.73,113.72,913101.0,14781.2974
2015-05-06,114.54,113.81,115.3,113.04,899262.0,14820.1138
2015-05-07,113.885,114.91,115.62,113.82,694205.0,14735.3646
2015-05-08,115.95,115.16,116.13,114.92,760966.0,15010.2473
2015-05-11,115.16,115.64,116.22,114.78,478411.0,14907.9783
2015-05-12,115.44,114.28,115.74,113.01,690755.0,14944.2255
2015-05-13,115.54,115.5,116.58,115.36,659450.0,14957.171
2015-05-14,116.31,116.2,116.63,114.98,667180.0,15056.8509
2015-05-15,118.16,116.66,118.18,115.35,600550.0,15296.3417
2015-05-18,118.34,117.67,118.888,117.1,542820.0,15319.6435
2015-05-19,116.42,117.76,118.29,116.18,856109.0,15071.0909
2015-05-20,114.7,116.28,116.89,114.15,1618330.0,14848.4292
2015-05-21,113.55,114.34,114.956,113.39,1181307.0,14699.5565
2015-05-22,113.4,113.23,113.59,112.64,995806.0,14680.1384
2015-05-26,112.93,113.31,113.35,112.73,858286.0,14619.2948
2015-05-27,112.74,113.2,113.21,112.325,899809.0,14594.6984
2015-05-28,112.54,112.33,113.81,112.26,842081.0,14568.8075
2015-05-29,111.81,112.75,112.75,111.58,1794185.0,14474.3057
2015-06-01,115.14,112.36,115.47,111.604,1873638.0,14905.3892
2015-06-02,115.0,114.61,115.49,114.05,921587.0,14887.2655
2015-06-03,114.21,115.17,115.17,113.545,755059.0,14784.9965
2015-06-04,118.1,115.6,119.98,115.59,2546849.0,15288.5744
2015-06-05,116.95,117.11,117.75,115.86,985753.0,15139.7018
2015-06-08,116.4,117.08,117.51,116.27,651939.0,15068.5018
2015-06-09,115.99,116.57,116.87,115.6,602046.0,15015.4255
2015-06-10,116.89,116.11,117.73,115.874,853731.0,15131.9345
2015-06-11,116.61,117.13,117.56,116.474,819150.0,15095.6873
2015-06-12,117.0,116.39,117.26,116.25,532096.0,15146.1745
2015-06-15,117.76,116.34,118.27,116.316,932297.0,15244.5599
2015-06-16,117.41,117.41,118.05,116.54,517610.0,15199.2509
2015-06-17,117.65,117.8,118.14,116.74,591049.0,15230.3199
2015-06-18,120.46,118.26,121.18,118.235,1103610.0,15594.087
2015-06-19,119.75,120.94,120.94,119.33,689386.0,15502.1743
2015-06-22,119.705,120.46,120.67,119.58,423172.0,15496.3489
2015-06-23,120.16,120.19,120.79,119.38,522423.0,15555.2507
2015-06-24,119.04,119.5,120.64,118.27,626324.0,15410.2617
2015-06-25,119.58,119.48,119.93,118.7,486999.0,15480.1671
2015-06-26,117.31,120.18,120.25,117.21,2541621.0,15186.3054
2015-06-29,115.62,116.82,117.27,115.6,797202.0,14967.5273
2015-06-30,114.97,116.49,116.62,114.75,935661.0,14883.3819
2015-07-01,116.23,115.79,116.81,114.566,648639.0,15046.4946
2015-07-02,116.17,116.22,117.21,115.18,470500.0,15038.7273
2015-07-06,115.54,115.27,115.7,114.99,749133.0,14957.171
2015-07-07,115.82,115.54,116.78,114.85,926911.0,14993.4182
2015-07-08,114.94,115.42,115.97,114.07,706052.0,14879.4983
2015-07-09,115.62,115.93,116.57,115.19,526545.0,14967.5273
2015-07-10,116.61,116.71,117.06,115.92,436619.0,15095.6873
2015-07-13,115.77,116.92,117.99,115.23,572655.0,14986.9455
2015-07-14,116.49,116.04,116.95,115.87,485867.0,15080.1527
2015-07-15,116.47,116.27,117.22,115.61,640900.0,15077.5636
2015-07-16,116.79,117.09,118.0,116.59,642520.0,15118.9891
2015-07-17,115.11,117.21,117.21,115.03,747291.0,14901.5055
2015-07-20,115.85,115.02,115.91,113.92,766947.0,14997.3019
2015-07-21,116.36,115.89,116.45,114.69,629225.0,15063.3236
2015-07-22,115.79,116.4,117.26,115.56,505839.0,14989.5346
2015-07-23,119.34,116.29,119.72,116.045,1542501.0,15449.098
2015-07-24,117.61,119.03,119.15,116.92,993344.0,15225.1417
2015-07-27,116.04,117.35,117.61,115.81,693602.0,15021.8982
2015-07-28,117.08,116.08,117.61,115.48,964986.0,15156.5309
2015-07-29,116.81,116.66,118.285,114.46,1203349.0,15121.5782
2015-07-30,118.21,116.3,118.985,114.4,1537674.0,15302.8144
2015-07-31,120.72,119.2,121.23,114.56,1328351.0,15627.7452
2015-08-03,121.24,120.93,121.61,120.04,1278781.0,15695.0615
2015-08-04,121.24,121.31,121.75,120.53,846698.0,15695.0615
2015-08-05,120.73,122.0,123.43,120.57,1095487.0,15629.0397
2015-08-06,121.48,121.64,124.05,120.49,1292072.0,15513.8548
2015-08-07,121.77,121.81,122.95,121.04,617261.0,15550.8898
2015-08-10,123.46,122.8,123.87,122.46,896236.0,15766.7148
2015-08-11,124.29,122.76,124.4,122.32,886521.0,15872.7117
2015-08-12,125.68,124.23,125.84,123.57,1053722.0,16050.2245
2015-08-13,125.87,125.41,126.2,124.81,624335.0,16074.4888
2015-08-14,127.4,124.86,127.9,124.86,599968.0,16269.8806
2015-08-17,128.01,127.39,128.16,126.705,415620.0,16347.782
2015-08-18,126.5,128.01,128.47,126.35,512982.0,16154.9443
2015-08-19,126.9,125.97,127.62,125.55,428576.0,16206.0271
2015-08-20,123.26,125.81,126.11,123.21,1043038.0,15741.1734
2015-08-21,120.44,122.85,123.85,120.43,1236435.0,15381.0394
2015-08-24,114.48,115.37,118.76,111.85,2210258.0,14619.9053
2015-08-25,113.73,117.43,117.79,113.6,1428202.0,14524.125
2015-08-26,114.99,116.1,116.98,111.38,2117649.0,14685.0359
2015-08-27,118.91,115.71,119.24,115.43,1455053.0,15185.6476
2015-08-28,119.23,117.92,120.17,117.66,1091901.0,15226.5139
2015-08-31,118.2,119.07,119.94,118.04,644091.0,15094.9756
2015-09-01,114.54,115.63,117.5,113.84,997317.0,14627.5677
2015-09-02,115.85,115.31,115.93,113.43,922496.0,14794.864
2015-09-03,116.66,116.28,117.97,115.12,798518.0,14898.3067
2015-09-04,115.45,114.91,116.0,114.375,654196.0,14743.7812
2015-09-08,117.85,116.8,118.01,116.51,597844.0,15050.2781
2015-09-09,115.09,119.19,119.82,114.93,831635.0,14697.8066
2015-09-10,111.72,114.86,115.77,110.74,2247969.0,14267.4338
2015-09-11,111.05,111.12,111.99,109.84,1696154.0,14181.8701
2015-09-14,111.99,110.96,112.36,110.77,966883.0,14301.9147
2015-09-15,112.87,112.17,113.84,111.895,980881.0,14414.2969
2015-09-16,113.02,113.15,113.285,111.97,929947.0,14433.453
2015-09-17,112.49,112.71,113.62,110.41,1484854.0,14365.7682
2015-09-18,111.32,111.33,112.65,110.33,1560528.0,14216.351
2015-09-21,111.81,111.83,113.03,110.64,879676.0,14278.9274
2015-09-22,108.99,110.52,112.22,107.75,1429416.0,13918.7935
2015-09-23,108.99,108.28,109.75,108.24,731965.0,13918.7935
2015-09-24,106.24,108.44,108.44,105.95,1195056.0,13567.5991
2015-09-25,105.69,106.72,107.84,105.64,1440668.0,13497.3602
2015-09-28,105.25,105.05,105.69,104.44,1358387.0,13441.1691
2015-09-29,103.61,105.56,106.205,102.645,1419790.0,13231.7295
2015-09-30,104.74,104.88,105.81,103.414,1705172.0,13376.0384
2015-10-01,103.77,104.13,104.35,102.72,1007739.0,13252.1626
2015-10-02,105.39,102.73,105.5,102.13,812706.0,13459.048
2015-10-05,109.51,107.07,109.88,106.01,1661394.0,13985.2012
2015-10-06,108.26,108.98,109.587,107.99,1262076.0,13825.5673
2015-10-07,109.96,108.34,110.02,108.34,1991901.0,14042.6694
2015-10-08,110.52,109.5,110.68,108.5,1405142.0,14114.1853
2015-10-09,110.2,110.33,111.304,109.87,564742.0,14073.319
2015-10-12,109.08,110.04,111.802,108.8,608971.0,13930.2871
2015-10-13,109.15,108.26,109.42,107.87,844803.0,13939.2266
2015-10-14,108.9,109.37,109.52,107.98,715902.0,13907.2999
2015-10-15,110.75,108.94,110.99,108.94,991491.0,14143.5579
2015-10-16,110.38,111.04,111.61,107.02,766079.0,14096.3063
2015-10-19,110.82,111.29,112.16,110.5,642171.0,14152.4974
2015-10-20,112.16,110.69,112.96,110.68,1212163.0,14323.6249
2015-10-21,111.14,112.09,112.59,110.89,785110.0,14193.3637
2015-10-22,115.76,111.94,116.62,111.05,1142322.0,14783.3704
2015-10-23,116.08,116.74,117.085,115.28,777768.0,14824.2366
2015-10-26,117.63,115.88,117.76,115.64,582123.0,15022.1826
2015-10-27,117.24,117.87,117.99,116.46,930103.0,14972.3768
2015-10-28,117.35,117.52,118.69,115.96,891455.0,14986.4246
2015-10-29,118.76,117.24,118.86,116.72,725002.0,15166.4916
2015-10-30,119.02,118.73,119.66,117.24,927643.0,15199.6954
2015-11-02,121.16,118.76,121.42,118.32,923945.0,15472.9885
2015-11-03,120.12,121.16,121.21,119.92,853334.0,15340.1732
2015-11-04,117.63,120.01,121.452,117.2,1440783.0,15022.1826
2015-11-05,109.75,101.51,110.55,101.12,6749319.0,14015.8509
2015-11-06,108.45,108.39,109.2,106.4,2365671.0,13849.8317
2015-11-09,106.8,107.74,108.2,106.5,1164518.0,13472.9408
2015-11-10,105.72,107.24,107.53,105.47,1153237.0,13336.6975
2015-11-11,106.9,106.36,107.26,105.48,784199.0,13485.5559
