,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2020-03-11,274.7,272.91,280.325,271.21,1096002.0,30747.0092
2020-03-12,263.96,257.15,282.05,245.53,1721545.0,29544.8873
2020-03-13,281.89,276.37,282.695,265.75,1530122.0,31551.7817
2020-03-16,256.71,259.56,276.45,246.58,1664855.0,28733.3991
2020-03-17,274.46,264.63,280.74,254.9,1576711.0,30720.1461
2020-03-18,260.25,268.54,279.86,254.41,1528872.0,29129.6292
2020-03-19,245.14,261.9,261.9,232.7,1396196.0,27438.3758
2020-03-20,229.33,247.22,249.24,228.13,1384292.0,25668.7718
2020-03-23,215.46,231.51,231.51,205.2,1736207.0,24116.3109
2020-03-24,242.24,221.93,244.87,220.54,1703096.0,27113.7805
2020-03-25,243.14,237.99,251.22,237.99,1178941.0,27214.517
2020-03-26,264.49,245.13,267.27,243.37,1038350.0,29604.2099
2020-03-27,261.38,251.25,270.04,251.25,849703.0,29256.1094
2020-03-30,278.66,269.42,280.4,260.12,824737.0,31190.2497
2020-03-31,269.97,273.79,274.285,262.44,1856039.0,30217.5831
2020-04-01,260.47,258.3,268.0,252.16,834481.0,29154.2537
2020-04-02,274.94,259.55,278.64,256.365,1091704.0,30773.8723
2020-04-03,264.8,272.91,276.235,260.39,668638.0,29710.8465
2020-04-06,277.46,272.88,279.32,268.44,1380493.0,31131.3122
2020-04-07,276.66,289.5,290.0,276.49,734128.0,31041.5513
2020-04-08,302.06,279.07,303.73,277.52,864090.0,33891.4588
2020-04-09,305.81,304.9,314.84,297.77,1386227.0,34312.2129
2020-04-13,289.0,302.88,304.05,284.93,601748.0,32426.1127
2020-04-14,302.61,293.81,308.77,290.01,805758.0,33953.1694
2020-04-15,301.82,302.58,303.57,295.0,661179.0,33864.5306
2020-04-16,308.7,300.52,309.77,300.13,584889.0,34636.474
2020-04-17,314.83,313.57,315.84,308.34,762663.0,35324.2666
2020-04-20,300.27,311.75,311.75,299.636,585812.0,33690.6189
2020-04-21,294.03,298.36,302.75,293.25,555802.0,32990.4841
2020-04-22,306.56,298.5,310.0,296.59,608219.0,34396.3637
2020-04-23,306.67,306.17,313.46,303.83,637268.0,34408.7058
2020-04-24,305.79,308.33,308.45,297.14,731702.0,34309.9689
2020-04-27,308.8,306.62,309.62,303.49,653029.0,34647.6941
2020-04-28,305.31,317.11,317.11,305.03,662463.0,34256.1123
2020-04-29,291.47,306.02,309.69,291.05,1031560.0,32703.2494
2020-04-30,289.92,288.08,292.47,285.88,1679292.0,32529.3377
2020-05-01,286.76,287.96,292.32,285.17,584071.0,32174.7823
2020-05-04,288.5,290.77,293.36,278.12,797618.0,32370.0122
2020-05-05,294.51,285.04,297.95,285.04,730915.0,33044.3407
2020-05-06,288.35,295.95,300.02,285.22,818924.0,32187.0362
2020-05-07,286.13,290.59,292.95,284.52,874611.0,31939.2289
2020-05-08,291.86,291.12,294.43,289.09,708498.0,32578.8395
2020-05-11,296.56,289.8,300.75,288.96,1005638.0,33103.4765
2020-05-12,289.17,296.56,298.83,288.8,666094.0,32278.5686
2020-05-13,284.09,288.73,294.25,283.29,789384.0,31711.5141
2020-05-14,282.93,278.86,285.14,278.86,682019.0,31582.0293
2020-05-15,284.1,282.29,285.435,276.36,596330.0,31712.6304
2020-05-18,289.33,292.11,292.68,284.46,847290.0,32296.4286
2020-05-19,284.3,285.14,293.33,284.05,473586.0,31734.9554
2020-05-20,283.75,286.89,290.352,279.0,505383.0,31673.5617
2020-05-21,281.29,280.71,284.33,279.49,495494.0,31398.9645
2020-05-22,289.96,282.25,290.59,279.525,858633.0,32366.7522
2020-05-26,293.49,293.62,296.6,285.83,771585.0,32760.7881
2020-05-27,302.89,293.02,303.0,289.954,639438.0,33810.062
2020-05-28,310.69,304.0,313.46,303.81,564494.0,34680.7361
2020-05-29,314.13,310.81,315.01,306.02,727335.0,35064.7258
2020-06-01,317.68,314.68,320.77,311.685,715666.0,35460.9941
2020-06-02,318.26,314.35,319.98,314.15,609574.0,35525.7365
2020-06-03,314.95,312.33,323.025,312.33,606188.0,35156.2582
2020-06-04,300.59,312.19,314.99,298.85,864116.0,33553.3248
2020-06-05,297.18,312.68,312.68,294.81,1385193.0,33172.6839
2020-06-08,294.64,295.5,298.75,293.185,1122830.0,32889.1567
2020-06-09,308.25,299.63,309.675,294.085,875379.0,34408.3714
2020-06-10,306.12,307.66,311.32,300.79,583891.0,34170.6104
2020-06-11,290.0,306.09,306.09,289.53,1060353.0,32371.2172
2020-06-12,297.37,294.95,298.968,292.46,597670.0,33193.8926
2020-06-15,299.37,293.77,299.775,289.66,582667.0,33417.1424
2020-06-16,302.04,305.45,305.45,294.9,690362.0,33715.1809
2020-06-17,297.89,305.65,306.78,297.34,773520.0,33251.9376
2020-06-18,289.29,298.18,299.71,288.6,792416.0,32291.9636
2020-06-19,302.3,292.006,307.53,288.87,2355965.0,33744.2033
2020-06-22,297.12,300.85,302.93,291.14,844908.0,33165.9864
2020-06-23,293.78,297.95,299.45,292.01,661609.0,32793.1593
2020-06-24,287.77,291.75,295.18,281.985,1086560.0,32122.2937
2020-06-25,289.29,284.59,289.52,281.15,1002762.0,32291.9636
2020-06-26,294.19,291.33,295.94,285.95,4149296.0,32838.9255
2020-06-29,289.18,298.32,298.32,287.135,632851.0,32279.6848
2020-06-30,297.92,289.68,299.7,289.56,772046.0,33255.2863
2020-07-01,301.35,297.72,303.3,291.04,623319.0,33638.1597
2020-07-02,300.58,304.13,307.7,300.09,594438.0,33552.2085
2020-07-06,302.39,304.5,309.99,301.21,728605.0,33754.2496
2020-07-07,305.49,300.23,310.86,298.91,549290.0,34100.2867
2020-07-08,303.18,307.73,308.33,301.975,489655.0,33842.4332
2020-07-09,307.78,302.26,308.16,300.13,380608.0,34355.9077
2020-07-10,304.42,308.92,309.83,301.71,521490.0,33980.8481
2020-07-13,291.73,300.99,304.22,289.03,741372.0,32564.3283
2020-07-14,297.12,297.02,298.26,291.43,712566.0,33165.9864
2020-07-15,292.91,297.91,298.25,288.97,745375.0,32696.0457
2020-07-16,291.56,292.59,293.24,289.035,393344.0,32545.3521
2020-07-17,297.64,296.19,300.23,291.04,397543.0,33224.0314
2020-07-20,300.78,296.78,304.98,296.78,472792.0,33574.5335
2020-07-21,296.85,301.76,303.48,295.58,480465.0,33135.8477
2020-07-22,298.2,297.17,299.58,295.21,319248.0,33286.5413
2020-07-23,298.68,298.68,302.33,294.19,537515.0,33340.1212
2020-07-24,298.68,298.49,301.28,295.22,520219.0,33340.1212
2020-07-27,304.49,298.93,308.21,298.07,671338.0,33988.6618
2020-07-28,312.24,305.82,312.96,305.02,774852.0,34853.7547
2020-07-29,317.57,312.2,321.19,312.2,665648.0,35448.7154
2020-07-30,311.41,310.0,315.0,309.04,707884.0,34761.1061
2020-07-31,311.54,313.72,314.34,307.95,530880.0,34775.6173
2020-08-03,305.39,310.62,312.82,304.07,441450.0,34089.1242
2020-08-04,310.31,311.56,319.92,307.135,896490.0,34729.2746
2020-08-05,306.48,315.21,315.21,303.23,412318.0,34300.6286
2020-08-06,307.33,304.35,308.06,300.68,514458.0,34395.7589
2020-08-07,311.28,307.13,313.0,306.925,324207.0,34844.2306
2020-08-10,300.83,310.58,311.11,298.78,808133.0,33674.4728
2020-08-11,295.64,305.96,305.96,294.57,663527.0,33093.5117
2020-08-12,304.39,296.74,305.4,295.93,483968.0,34072.974
2020-08-13,304.63,302.72,308.915,302.72,316714.0,34099.8393
2020-08-14,303.17,303.01,307.46,301.13,271170.0,33936.409
2020-08-17,307.74,303.03,308.1,302.3,357839.0,34447.9681
2020-08-18,307.47,309.01,310.72,306.51,358968.0,34417.7447
2020-08-19,298.22,308.27,308.27,296.36,587782.0,33382.3132
2020-08-20,299.81,297.47,303.815,297.17,249328.0,33560.2955
2020-08-21,305.44,308.77,308.77,299.84,423553.0,34190.5095
2020-08-24,301.52,303.67,303.87,296.5,406705.0,33751.7104
2020-08-25,304.47,300.18,305.1,298.08,359693.0,34081.9291
2020-08-26,303.46,300.62,303.79,299.16,373449.0,33968.8712
2020-08-27,305.93,306.68,307.46,303.18,419626.0,34245.3594
2020-08-28,306.19,305.96,306.23,302.05,312956.0,34274.4634
2020-08-31,306.07,305.67,307.32,304.1,483092.0,34261.0308
2020-09-01,306.62,305.62,309.91,303.22,308376.0,34322.597
2020-09-02,314.17,309.93,315.37,304.88,548429.0,35167.733
2020-09-03,306.77,312.82,314.96,303.01,509435.0,34339.3878
2020-09-04,300.29,305.48,308.17,296.15,480391.0,33614.026
2020-09-08,305.79,299.79,308.25,294.345,729784.0,34229.688
2020-09-09,313.36,307.38,319.32,307.38,908816.0,35077.0628
2020-09-10,303.38,312.58,312.58,303.26,562356.0,33959.9161
2020-09-11,304.57,304.17,307.26,302.89,344879.0,34093.123
2020-09-14,309.69,305.94,311.577,305.94,389444.0,34666.2483
2020-09-15,323.35,312.66,324.64,312.32,558881.0,36195.3288
2020-09-16,322.14,320.84,328.369,320.84,577901.0,36059.8832
2020-09-17,312.345,321.45,322.65,308.4,483775.0,34963.4452
2020-09-18,308.7,309.38,313.74,306.485,703719.0,34555.4292
2020-09-21,305.06,306.5,309.85,302.37,654978.0,34147.9728
2020-09-22,313.2,303.36,314.42,303.005,506712.0,35059.1526
2020-09-23,305.13,313.04,313.04,304.345,537049.0,34155.8085
2020-09-24,306.27,304.98,311.38,304.66,633199.0,34283.4185
2020-09-25,314.02,303.94,315.33,303.94,650842.0,35150.9422
2020-09-28,310.48,316.94,317.83,309.29,649207.0,34754.6798
2020-09-29,313.87,312.0,314.88,309.62,403611.0,35134.1514
2020-09-30,318.48,314.92,319.22,313.05,627903.0,35650.1881
2020-10-01,315.18,320.45,322.09,313.32,873766.0,35280.7909
2020-10-02,318.12,314.05,320.59,311.14,661375.0,35609.8903
2020-10-05,321.93,317.71,322.01,312.87,573854.0,36036.3761
2020-10-06,315.04,322.57,322.57,313.68,469318.0,35265.1195
2020-10-07,313.31,315.98,315.98,309.71,360638.0,35071.4658
2020-10-08,315.32,320.58,320.58,313.14,499758.0,35296.4623
2020-10-09,314.63,315.48,316.29,312.23,420622.0,35219.2247
2020-10-12,313.93,313.89,315.79,311.1,556624.0,35140.8677
2020-10-13,308.82,313.97,316.745,306.58,730466.0,34568.8618
2020-10-14,306.6,310.08,312.2,306.21,323080.0,34320.3582
2020-10-15,310.54,304.61,311.8,304.61,402721.0,34761.3961
2020-10-16,310.25,311.73,313.88,308.6,300686.0,34728.9339
2020-10-19,307.78,311.93,313.97,305.37,364833.0,34452.4457
2020-10-20,306.61,309.01,310.19,305.7,318049.0,34321.4776
2020-10-21,307.27,304.35,309.28,304.33,324001.0,34395.357
2020-10-22,294.01,308.19,308.19,293.68,955428.0,32911.0519
2020-10-23,302.11,294.09,302.5,292.7,632215.0,33817.7541
2020-10-26,303.33,300.87,305.421,299.11,435603.0,33954.3192
2020-10-27,301.83,303.44,306.2,299.77,448475.0,33786.4113
2020-10-28,295.42,298.72,302.36,294.69,648649.0,33068.8853
2020-10-29,295.02,295.59,299.935,293.645,591036.0,33024.1098
2020-10-30,290.37,292.83,295.34,286.49,518259.0,32503.5956
2020-11-02,293.52,295.6,296.95,288.37,548723.0,32856.202
2020-11-03,291.01,297.0,298.035,288.08,1102480.0,32431.0274
2020-11-04,302.02,293.17,307.265,292.56,545153.0,33658.0149
2020-11-05,305.82,303.27,306.99,302.1,437053.0,33981.0795
2020-11-06,306.62,308.28,308.68,302.02,503851.0,34069.9712
2020-11-09,297.47,309.59,312.13,296.45,940358.0,33053.2723
2020-11-10,290.64,297.54,297.54,286.42,793350.0,32294.3593
2020-11-11,298.59,293.28,305.245,290.97,767346.0,33177.7207
2020-11-12,296.97,298.97,304.95,293.73,547365.0,32997.7149
2020-11-13,304.0,298.77,304.82,297.27,408473.0,33778.8509
2020-11-16,295.41,303.59,307.07,294.79,571044.0,32824.3761
2020-11-17,298.78,294.5,301.135,294.181,418499.0,33198.8324
2020-11-18,298.52,296.9,302.75,295.45,503547.0,33169.9426
2020-11-19,297.76,297.58,300.38,293.475,460015.0,33085.4955
2020-11-20,290.1,298.82,298.82,289.09,662535.0,32234.3574
2020-11-23,286.27,290.18,291.07,285.52,608101.0,31808.7883
2020-11-24,279.89,286.27,290.0,279.0,1184074.0,31099.8769
2020-11-25,282.61,281.17,285.26,280.03,986629.0,31402.1087
2020-11-27,285.73,289.99,289.99,283.91,400789.0,31748.7864
2020-11-30,287.18,285.59,287.41,282.65,1163964.0,31909.9026
2020-12-01,288.78,289.14,289.64,285.81,913025.0,32087.686
2020-12-02,284.48,287.69,289.455,281.22,571297.0,31609.8931
2020-12-03,286.4,284.64,287.9,283.055,526323.0,31823.2332
2020-12-04,286.45,286.72,289.31,284.21,447516.0,31828.7889
2020-12-07,283.79,283.712,289.68,281.93,560275.0,31533.224
2020-12-08,280.85,282.79,284.37,278.35,483959.0,31206.5469
2020-12-09,275.88,278.92,280.025,274.57,648557.0,30654.3072
2020-12-10,275.6,276.09,278.85,274.08,594147.0,30623.1951
2020-12-11,275.62,276.02,276.59,272.36,653349.0,30625.4174
2020-12-14,274.17,277.68,279.49,273.615,588199.0,30464.3011
2020-12-15,276.29,276.11,277.16,273.96,495888.0,30699.8642
2020-12-16,275.76,277.96,279.465,274.96,586570.0,30640.9734
2020-12-17,282.04,276.8,283.16,276.76,694385.0,31338.7733
2020-12-18,276.93,283.17,283.24,275.36,1621364.0,30770.9775
2020-12-21,274.92,273.55,278.5,273.55,566585.0,30547.6371
2020-12-22,275.92,272.13,276.23,272.01,510335.0,30658.7517
2020-12-23,272.98,276.02,279.445,272.46,527834.0,30332.0747
2020-12-24,275.02,272.54,275.49,272.54,182839.0,30558.7486
2020-12-28,276.25,275.76,276.55,273.0,450652.0,30695.4196
2020-12-29,276.0,278.7,279.685,275.765,443516.0,30667.6409
2020-12-30,274.56,276.99,278.31,273.05,365199.0,30507.6358
2020-12-31,282.13,275.36,282.36,273.9,709459.0,31348.7737
2021-01-04,275.63,283.1,284.45,274.69,867959.0,30626.5285
2021-01-05,272.58,275.67,277.775,272.16,780701.0,30287.6288
2021-01-06,264.64,271.04,271.67,262.54,852793.0,29405.3786
2021-01-07,265.25,263.28,266.335,261.84,840178.0,29473.1585
2021-01-08,267.82,266.63,270.07,266.091,552469.0,29758.7232
2021-01-11,260.36,268.07,268.78,259.5,961081.0,28929.8079
2021-01-12,261.21,259.97,262.81,256.26,692030.0,29024.2554
2021-01-13,265.42,260.4,266.16,260.03,729718.0,29492.048
2021-01-14,264.12,265.72,268.05,263.72,531769.0,29347.599
2021-01-15,269.1,267.06,270.43,264.97,538767.0,29900.9499
2021-01-19,269.14,269.81,271.01,267.01,424140.0,29905.3945
2021-01-20,272.54,270.86,275.44,267.69,766347.0,30283.1843
2021-01-21,272.69,270.54,273.79,267.8,435919.0,30299.8515
2021-01-22,272.71,273.5,274.6,270.53,641611.0,30302.0737
2021-01-25,276.53,274.78,279.23,271.55,782685.0,30726.5317
2021-01-26,277.48,275.34,278.52,271.66,642565.0,30832.0906
2021-01-27,271.7,277.0,279.565,270.14,564696.0,30189.848
2021-01-28,269.86,271.12,274.79,268.97,483497.0,29985.397
2021-01-29,268.67,268.11,270.46,265.7,806183.0,29853.1706
2021-02-01,278.27,269.76,278.82,268.54,816794.0,30919.8712
2021-02-02,281.9,280.32,285.19,279.195,1106146.0,31323.2173
2021-02-03,272.12,276.91,280.08,270.42,1308234.0,30236.5161
2021-02-04,274.24,271.67,276.56,269.9,962207.0,30472.0791
2021-02-05,273.86,274.65,278.95,273.54,526249.0,30429.8556
2021-02-08,267.01,272.77,272.77,264.24,824885.0,29668.7203
2021-02-09,266.66,267.03,269.025,264.35,477790.0,29629.8302
2021-02-10,266.02,268.3,270.19,264.805,568066.0,29558.7168
2021-02-11,265.02,264.21,266.51,262.89,571982.0,29447.6022
2021-02-12,263.94,264.21,265.02,261.3,564368.0,29327.5983
2021-02-16,259.5,264.65,265.94,256.83,960719.0,28834.2493
2021-02-17,259.56,259.34,263.0,257.35,772719.0,28840.9162
2021-02-18,262.8,258.89,262.92,258.3,609421.0,29200.9277
2021-02-19,261.77,264.72,264.72,261.37,873304.0,29086.4796
2021-02-22,259.7,260.77,264.25,256.45,861898.0,28856.4723
2021-02-23,248.79,256.42,258.21,247.165,1395563.0,27321.869
2021-02-24,250.51,247.44,251.0,243.36,1345337.0,27510.7577
2021-02-25,256.52,250.37,257.8,249.68,1350526.0,28170.7699
2021-02-26,255.13,257.57,259.92,254.66,1676814.0,27891.9339
2021-03-01,247.94,258.1,260.305,247.52,795568.0,27105.8915
2021-03-02,246.33,248.73,248.995,242.88,924606.0,26929.8792
2021-03-03,239.16,244.98,244.98,235.48,1062510.0,26146.0233
2021-03-04,235.92,239.76,242.25,235.24,1376916.0,25791.8122
2021-03-05,242.19,237.1,244.01,232.88,1214710.0,26477.2762
2021-03-08,242.82,246.655,249.43,239.32,1061147.0,26546.1506
2021-03-09,247.97,244.05,250.97,244.05,763622.0,27109.1712
2021-03-10,249.84,248.34,251.37,245.21,541004.0,27313.6078
2021-03-11,258.63,251.53,261.53,250.52,1080987.0,28274.5693
2021-03-12,261.02,258.74,262.96,256.82,956318.0,28535.8546
2021-03-15,265.48,260.32,266.47,259.46,664274.0,29023.4414
2021-03-16,269.93,268.01,271.64,265.0,706754.0,29509.935
2021-03-17,267.72,270.68,271.5,264.63,698643.0,29268.3281
2021-03-18,267.67,265.15,268.05,261.21,707869.0,29262.8619
2021-03-19,266.07,268.04,271.34,265.75,1261128.0,29087.9428
2021-03-22,274.1,264.74,275.08,264.74,649668.0,29965.8178
2021-03-23,274.14,274.02,279.41,273.305,764260.0,29970.1907
2021-03-24,272.46,272.96,274.41,267.04,816173.0,29786.5258
2021-03-25,272.36,272.95,273.51,268.91,472048.0,29775.5933
2021-03-26,282.57,274.72,282.77,273.05,521634.0,30891.7954
2021-03-29,281.4,281.02,283.39,278.47,598849.0,30763.8859
2021-03-30,276.24,278.84,279.65,273.8,453905.0,30199.772
2021-03-31,277.55,272.33,279.248,272.14,734004.0,30342.9869
2021-04-01,281.18,281.6,281.6,276.35,798906.0,30739.8345
2021-04-05,285.11,281.0,285.51,280.25,469545.0,31147.742
2021-04-06,285.46,284.01,285.77,281.18,466167.0,31185.9789
2021-04-07,284.19,286.16,287.175,283.15,382637.0,31047.2337
2021-04-08,279.64,283.89,287.02,279.23,638033.0,30550.1546
2021-04-09,275.69,281.27,281.59,274.6,815787.0,30118.6244
2021-04-12,280.49,277.5,280.99,274.93,777672.0,30643.0156
2021-04-13,282.13,282.23,285.84,280.33,627545.0,30822.1825
2021-04-14,281.03,282.0,285.075,280.3,378822.0,30702.0096
2021-04-15,288.44,282.14,288.96,282.13,872621.0,31511.5384
2021-04-16,288.33,290.11,290.39,285.92,495288.0,31499.5211
2021-04-19,288.09,290.27,290.27,286.37,675854.0,31473.3016
2021-04-20,292.02,286.36,297.568,286.36,608833.0,31902.6468
2021-04-21,291.35,294.58,295.93,289.22,856975.0,31829.4505
2021-04-22,294.57,290.24,297.09,285.97,458868.0,32181.2296
2021-04-23,296.49,295.0,301.555,294.46,667392.0,32390.9861
2021-04-26,296.78,295.921,298.4,294.708,560459.0,32422.668
2021-04-27,294.78,297.67,300.28,293.63,1037310.0,32228.5922
2021-04-28,297.88,295.58,300.09,293.01,474409.0,32567.5183
2021-04-29,298.08,297.26,298.7,293.31,513305.0,32589.3845
2021-04-30,299.72,300.81,301.62,297.67,549712.0,32768.6873
2021-05-03,298.66,300.13,300.64,297.91,498720.0,32652.7965
2021-05-04,296.9,298.1,300.15,294.645,583194.0,32460.3739
2021-05-05,294.21,295.1,296.9,291.49,581690.0,32166.2735
2021-05-06,291.55,294.0,294.0,289.035,533484.0,31879.4286
2021-05-07,290.91,292.0,294.445,289.23,790150.0,31809.4481
2021-05-10,292.06,292.83,293.71,289.75,613973.0,31935.1944
2021-05-11,291.45,290.02,291.96,286.58,527666.0,31868.4942
2021-05-12,284.25,291.71,291.9,283.8,456141.0,31081.2128
2021-05-13,283.17,282.57,284.98,281.45,604286.0,30963.1206
2021-05-14,288.62,285.14,290.74,283.54,461227.0,31559.0488
2021-05-17,288.5,287.83,288.98,285.7,434002.0,31545.9275
2021-05-18,291.33,288.19,293.96,283.52,657591.0,31855.3728
2021-05-19,288.39,290.02,292.66,285.3,488380.0,31533.8996
2021-05-20,293.11,288.23,296.26,288.05,408439.0,32050.0063
2021-05-21,290.93,290.91,293.19,289.83,613340.0,31811.635
2021-05-24,296.54,292.42,297.85,289.19,945244.0,32425.0584
2021-05-25,298.74,295.82,300.66,292.43,525539.0,32665.6166
2021-05-26,298.48,298.23,301.635,295.67,618566.0,32637.187
2021-05-27,297.14,297.52,299.58,295.36,1307817.0,32490.6651
2021-05-28,298.12,299.02,301.4,297.53,582237.0,32597.8229
2021-06-01,302.27,297.86,303.04,296.63,560200.0,33051.6031
2021-06-02,309.61,305.84,309.95,303.785,754997.0,33854.1928
2021-06-03,309.43,309.8,313.315,307.05,606506.0,33834.5107
2021-06-04,312.73,310.73,313.25,308.065,414313.0,34195.348
2021-06-07,315.2,316.471,317.2,312.485,540298.0,34465.4293
2021-06-08,317.42,316.77,318.5,312.72,727229.0,34708.1744
2021-06-09,316.71,319.2,320.0,316.42,397696.0,34630.5397
2021-06-10,318.65,316.73,320.81,315.29,955807.0,34842.6683
2021-06-11,317.34,319.67,319.67,315.75,478014.0,34699.4268
2021-06-14,320.01,317.07,320.05,317.07,769250.0,34991.377
2021-06-15,319.73,320.22,322.31,319.06,549125.0,34960.7605
2021-06-16,317.29,321.16,323.05,314.8,642273.0,34693.9596
2021-06-17,321.88,315.82,322.17,314.56,723937.0,35195.8514
2021-06-18,318.44,320.1,321.9,317.23,982267.0,34819.7059
2021-06-21,321.12,320.11,321.45,316.27,520110.0,35112.7495
2021-06-22,321.03,320.41,322.17,318.41,391421.0,35102.9085
2021-06-23,317.22,321.02,321.02,316.8,508713.0,34686.3054
2021-06-24,315.73,319.35,319.64,315.31,570203.0,34523.3819
2021-06-25,319.1,315.27,319.46,314.98,2049613.0,34891.8733
2021-06-28,322.84,320.14,323.59,318.32,607659.0,35300.8223
2021-06-29,322.01,321.35,323.3,320.01,396539.0,35210.0662
2021-06-30,318.7,322.24,323.98,318.05,614378.0,34848.1355
2021-07-01,320.04,318.55,322.075,316.36,612597.0,34994.6573
2021-07-02,322.84,320.9,323.66,320.84,389419.0,35300.8223
2021-07-06,326.2,322.18,327.03,320.93,436572.0,35668.2203
2021-07-07,330.8,326.89,332.595,324.11,722785.0,36171.2056
2021-07-08,328.91,329.91,332.66,327.55,669778.0,35964.5442
2021-07-09,329.33,328.91,330.07,326.12,421096.0,36010.469
2021-07-12,330.6,329.37,331.53,327.54,401141.0,36149.3367
2021-07-13,329.15,330.49,332.125,328.59,424314.0,35990.7869
2021-07-14,331.78,329.4,332.69,327.57,356828.0,36278.3633
2021-07-15,332.32,332.59,333.395,329.9,373961.0,36337.4094
2021-07-16,334.11,331.69,335.89,331.69,246988.0,36533.1363
2021-07-19,334.53,333.22,336.67,330.44,550429.0,36579.0611
2021-07-20,335.3,335.53,337.98,333.34,545029.0,36663.2565
2021-07-21,331.96,335.3,335.3,330.75,349546.0,36298.0454
2021-07-22,334.1,330.78,334.5,327.56,508618.0,36532.0429
2021-07-23,337.04,334.81,337.35,332.18,290465.0,36853.5161
2021-07-26,338.19,336.57,338.58,333.14,464944.0,36979.2624
2021-07-27,340.79,338.16,341.2,335.76,389238.0,37263.5585
2021-07-28,340.32,340.02,342.86,338.89,449224.0,37212.1665
2021-07-29,338.44,339.81,343.46,337.17,425844.0,37006.5986
2021-07-30,340.99,338.9,346.51,338.9,851912.0,37285.4274
2021-08-02,342.36,340.99,344.87,339.45,493296.0,37435.2296
2021-08-03,346.02,350.0,350.63,332.5,540724.0,37900.9547
2021-08-04,349.07,344.75,350.07,341.83,583656.0,38235.0334
2021-08-05,346.93,350.91,350.91,343.3,511452.0,38007.3791
2021-08-06,347.01,346.22,348.515,344.97,364788.0,38016.1434
2021-08-09,346.59,346.0,348.16,345.25,290020.0,37970.1309
2021-08-10,341.3,346.5,347.72,341.06,282875.0,37390.5932
2021-08-11,346.49,341.76,349.38,341.33,406345.0,37959.1756
2021-08-12,350.22,346.31,350.595,345.46,368973.0,38367.81
2021-08-13,353.81,350.98,354.29,349.705,507716.0,38761.1069
2021-08-16,352.45,353.86,355.53,351.63,672413.0,38612.1142
2021-08-17,359.7,352.89,359.96,351.85,482901.0,39406.3767
2021-08-18,353.65,358.56,359.38,351.46,664295.0,38743.5783
2021-08-19,359.86,354.81,361.06,351.88,504323.0,39423.9052
2021-08-20,362.16,360.17,364.22,358.55,489466.0,39675.8782
2021-08-23,358.09,360.95,360.95,357.82,293560.0,39229.9956
2021-08-24,352.64,358.94,358.94,351.81,540880.0,38632.9293
2021-08-25,349.58,352.67,352.67,348.36,547755.0,38297.6958
2021-08-26,350.48,350.61,352.04,348.09,632214.0,38396.2939
2021-08-27,352.83,350.26,353.945,348.91,806296.0,38653.7445
2021-08-30,358.64,353.38,359.185,352.7,405287.0,39290.25
2021-08-31,358.97,356.88,359.51,354.345,646738.0,39326.4027
2021-09-01,366.38,359.82,367.4,357.43,469817.0,40138.1937
2021-09-02,366.71,366.75,368.905,361.94,527979.0,40174.3464
2021-09-03,366.48,366.78,368.18,362.935,749539.0,40149.1491
2021-09-07,365.16,365.74,366.78,359.02,443926.0,40004.5385
2021-09-08,368.58,366.08,369.56,363.29,402389.0,40379.2113
2021-09-09,359.65,368.88,368.88,359.56,692611.0,39400.899
2021-09-10,352.82,361.03,361.125,351.5,749371.0,38652.6489
2021-09-13,352.66,356.84,357.92,351.2,498930.0,38635.1204
2021-09-14,356.57,355.05,359.84,352.75,542061.0,39063.4744
2021-09-15,355.46,355.59,357.14,352.5,385648.0,38941.87
2021-09-16,355.43,356.09,356.98,352.5,325610.0,38938.5834
2021-09-17,352.7,352.45,355.67,350.03,825798.0,38639.5025
2021-09-20,353.43,351.31,356.66,349.68,521548.0,38719.4765
2021-09-21,354.35,354.1,359.02,352.84,357989.0,38820.2657
2021-09-22,358.48,355.77,360.8,352.71,355375.0,39272.7215
2021-09-23,353.65,357.69,358.43,350.69,402492.0,38743.5783
2021-09-24,344.93,351.92,353.58,343.63,683695.0,37788.2722
2021-09-27,336.0,344.62,344.62,335.85,583974.0,36809.9599
2021-09-28,331.6,333.22,335.3,329.57,623743.0,36327.9247
2021-09-29,332.78,333.56,335.54,331.67,442305.0,36457.1978
2021-09-30,330.57,334.26,335.44,330.535,472178.0,36215.0846
2021-10-01,333.57,331.18,336.2,328.78,429333.0,36543.745
2021-10-04,334.16,332.35,335.26,329.69,458239.0,36608.3815
2021-10-05,330.76,334.16,335.055,329.17,490233.0,36235.8998
2021-10-06,336.82,329.61,337.07,327.12,687315.0,36899.7937
2021-10-07,337.9,337.36,343.56,337.36,434373.0,37018.1114
2021-10-08,329.86,337.56,337.56,329.41,395199.0,36137.3017
2021-10-11,329.82,329.91,332.98,328.2,317961.0,36132.9195
2021-10-12,333.92,330.7,336.37,329.9,362671.0,36582.0887
2021-10-13,326.7,331.27,332.8,323.885,899743.0,35791.1128
2021-10-14,326.87,328.47,331.615,325.99,614039.0,35809.7369
2021-10-15,326.9,328.49,330.99,322.675,486752.0,35813.0235
2021-10-18,323.4,324.52,327.17,323.02,393774.0,35429.5864
2021-10-19,332.18,329.6,335.71,327.06,549877.0,36391.4657
2021-10-20,336.31,332.2,337.11,332.2,279959.0,36843.9214
