,LYV US Equity,LYV US Equity,LYV US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-02-13,29.01,5901.7059,723018.0
2017-02-14,29.03,5905.7747,930951.0
2017-02-15,29.17,5934.2559,527188.0
2017-02-16,29.29,5958.6683,721584.0
2017-02-17,29.69,6040.0431,1055630.0
2017-02-21,30.47,6198.7239,1050516.0
2017-02-22,30.72,6249.5831,1081073.0
2017-02-23,29.76,6093.7769,1828322.0
2017-02-24,28.84,5905.394,2518693.0
2017-02-27,28.93,5923.8227,2213137.0
2017-02-28,28.41,5817.3455,1833783.0
2017-03-01,28.83,5903.3463,1558362.0
2017-03-02,28.34,5803.012,1208534.0
2017-03-03,28.41,5817.3455,828544.0
2017-03-06,28.57,5850.1077,1355850.0
2017-03-07,28.35,5805.0596,911776.0
2017-03-08,28.33,5800.9643,755493.0
2017-03-09,28.39,5813.2502,1027932.0
2017-03-10,28.27,5788.6785,1463134.0
2017-03-13,28.67,5870.5841,858269.0
2017-03-14,28.6,5856.2506,806909.0
2017-03-15,28.86,5909.4893,975977.0
2017-03-16,29.03,5944.2991,709939.0
2017-03-17,29.25,5989.3472,1354611.0
2017-03-20,29.06,5950.4421,830988.0
2017-03-21,28.95,5927.918,1746382.0
2017-03-22,28.75,5886.9652,710336.0
2017-03-23,29.3,5999.5854,1086167.0
2017-03-24,29.56,6052.8241,1238509.0
2017-03-27,29.65,6071.2528,1106252.0
2017-03-28,30.0,6142.9202,1010454.0
2017-03-29,30.07,6157.2537,1342516.0
2017-03-30,30.08,6159.3013,1322813.0
2017-03-31,30.37,6218.6829,1055657.0
2017-04-03,30.67,6280.1121,1737542.0
2017-04-04,30.97,6341.5413,1270526.0
2017-04-05,31.34,6417.304,2117702.0
2017-04-06,31.26,6400.9229,1336286.0
2017-04-07,31.22,6392.7323,911074.0
2017-04-10,31.25,6398.8752,1043065.0
2017-04-11,31.22,6392.7323,897515.0
2017-04-12,30.92,6331.3031,874718.0
2017-04-13,30.67,6280.1121,794223.0
2017-04-17,30.89,6325.1602,699608.0
2017-04-18,30.84,6314.922,628194.0
2017-04-19,31.28,6405.0182,878494.0
2017-04-20,31.5,6450.0662,917233.0
2017-04-21,31.25,6421.4315,584702.0
2017-04-24,31.38,6448.1447,768427.0
2017-04-25,31.85,6544.723,918022.0
2017-04-26,32.06,6587.875,787374.0
2017-04-27,32.22,6620.7528,697190.0
2017-04-28,32.16,6608.4236,713271.0
2017-05-01,32.3,6637.1916,844369.0
2017-05-02,32.59,6696.7825,1366667.0
2017-05-03,32.13,6602.2591,880900.0
2017-05-04,31.92,6563.1009,1556336.0
2017-05-05,34.55,7103.8577,4436170.0
2017-05-08,34.0,6990.7717,2190709.0
2017-05-09,33.98,6986.6594,1259663.0
2017-05-10,34.02,6994.8839,886684.0
2017-05-11,34.0,6990.7717,1476295.0
2017-05-12,33.69,6927.0323,988687.0
2017-05-15,34.15,7021.6133,1315776.0
2017-05-16,34.41,7075.0721,1047838.0
2017-05-17,33.79,6947.5934,899547.0
2017-05-18,33.98,6986.6594,1221703.0
2017-05-19,33.86,6961.9861,1340849.0
2017-05-22,33.92,6974.3228,1369427.0
2017-05-23,33.61,6910.5834,1465606.0
2017-05-24,33.6,6908.5273,784486.0
2017-05-25,34.2,7031.8939,1247658.0
2017-05-26,34.25,7042.1744,820698.0
2017-05-30,34.19,7029.8377,912162.0
2017-05-31,34.49,7091.521,1138460.0
2017-06-01,34.77,7149.0921,1226880.0
2017-06-02,35.39,7276.5709,1135481.0
2017-06-05,35.02,7200.4948,1441547.0
2017-06-06,35.17,7231.3365,1104195.0
2017-06-07,35.5,7299.1881,965371.0
2017-06-08,35.79,7358.8152,1131504.0
2017-06-09,35.93,7387.6008,2093021.0
2017-06-12,35.45,7288.9075,1164264.0
2017-06-13,35.86,7373.208,990726.0
2017-06-14,36.12,7426.6669,1170525.0
2017-06-15,36.14,7430.7792,1289908.0
2017-06-16,36.42,7488.3502,1351338.0
2017-06-19,35.67,7334.142,1464468.0
2017-06-20,34.8,7155.2605,1342521.0
2017-06-21,34.65,7124.4189,1480856.0
2017-06-22,34.39,7070.96,796327.0
2017-06-23,34.84,7163.4849,2606574.0
2017-06-26,34.86,7167.5972,1091591.0
2017-06-27,34.66,7126.475,1259977.0
2017-06-28,34.8,7155.2605,1119051.0
2017-06-29,34.63,7120.3066,878439.0
2017-06-30,34.85,7165.541,1333617.0
2017-07-03,34.52,7097.6894,419301.0
2017-07-05,34.46,7085.3528,946043.0
2017-07-06,34.01,6992.8279,944961.0
2017-07-07,34.23,7038.0623,844524.0
2017-07-10,34.66,7126.475,875269.0
2017-07-11,34.65,7124.4189,624165.0
2017-07-12,35.11,7218.9999,720438.0
2017-07-13,35.5,7299.1882,1021160.0
2017-07-14,35.48,7295.0759,705883.0
2017-07-17,35.58,7315.637,719595.0
2017-07-18,35.7,7340.3103,927344.0
2017-07-19,36.39,7482.1819,1271760.0
2017-07-20,36.38,7480.1258,1125831.0
2017-07-21,36.66,7537.6968,1494084.0
2017-07-24,36.86,7578.819,1551493.0
2017-07-25,36.63,7531.5285,1995910.0
2017-07-26,36.7,7545.9213,1209042.0
2017-07-27,37.06,7619.9412,2127099.0
2017-07-28,37.48,7706.2978,1772684.0
2017-07-31,37.27,7663.1195,1300555.0
2017-08-01,37.54,7718.6345,958301.0
2017-08-02,37.16,7640.5023,968446.0
2017-08-03,37.32,7673.4001,636358.0
2017-08-04,37.36,7681.6245,937419.0
2017-08-07,37.89,7790.5983,1260412.0
2017-08-08,37.86,7784.43,2912265.0
2017-08-09,37.5,7730.1418,2814141.0
2017-08-10,39.61,8165.0911,13510668.0
2017-08-11,38.34,7903.297,5064054.0
2017-08-14,39.37,8115.6182,2403326.0
2017-08-15,39.79,8202.1958,1226916.0
2017-08-16,39.75,8193.9503,958344.0
2017-08-17,39.04,8047.5929,1345195.0
2017-08-18,38.38,7911.5424,3157964.0
2017-08-21,38.98,8035.2247,1563689.0
2017-08-22,39.35,8111.4954,1102203.0
2017-08-23,39.23,8086.759,946186.0
2017-08-24,39.27,8095.0045,883035.0
2017-08-25,39.28,8097.0658,1200008.0
2017-08-28,38.94,8026.9792,3863270.0
2017-08-29,38.9,8018.7337,1029007.0
2017-08-30,39.48,8138.2933,1945431.0
2017-08-31,39.96,8237.2391,1803508.0
2017-09-01,40.1,8266.0983,974364.0
2017-09-05,40.24,8294.9575,1424131.0
2017-09-06,40.22,8290.8347,1186297.0
2017-09-07,40.18,8282.5892,1788301.0
2017-09-08,40.61,8371.2282,1421712.0
2017-09-11,41.16,8484.6036,1729937.0
2017-09-12,41.52,8558.813,1546750.0
2017-09-13,41.45,8544.3834,945430.0
2017-09-14,41.48,8550.5675,1003744.0
2017-09-15,42.09,8676.3111,2067411.0
2017-09-18,42.17,8692.8021,1279565.0
2017-09-19,43.19,8903.062,1243443.0
2017-09-20,43.12,8888.6324,1487467.0
2017-09-21,43.58,8983.4554,1458941.0
2017-09-22,43.5,8966.9645,1171887.0
2017-09-25,42.84,8830.914,3218889.0
2017-09-26,42.59,8779.3797,3268946.0
2017-09-27,43.01,8865.9573,1552229.0
2017-09-28,43.16,8896.8778,900498.0
2017-09-29,43.55,8977.2713,1363556.0
2017-10-02,42.81,8824.7299,2668115.0
2017-10-03,42.66,8793.8093,3581508.0
2017-10-04,43.05,8874.2028,1211361.0
2017-10-05,42.88,8839.1594,1841368.0
2017-10-06,42.82,8826.7912,1261172.0
2017-10-09,42.85,8832.9753,1073826.0
2017-10-10,42.78,8818.5457,786509.0
2017-10-11,42.79,8820.6071,1208786.0
2017-10-12,42.19,8696.9248,1098363.0
2017-10-13,41.97,8651.5747,1230813.0
2017-10-16,41.78,8612.4086,1119967.0
2017-10-17,41.41,8536.1379,1606147.0
2017-10-18,42.6,8781.4411,2728133.0
2017-10-19,43.1,8884.5096,2380685.0
2017-10-20,43.2,8905.1233,1054640.0
2017-10-23,43.14,8892.7551,1462535.0
2017-10-24,42.97,8857.7118,803396.0
2017-10-25,42.25,8709.2931,1221355.0
2017-10-26,42.26,8711.3544,1290468.0
2017-10-27,43.19,8903.062,1287546.0
2017-10-30,43.11,8886.571,982106.0
2017-10-31,43.78,9024.6829,1462578.0
2017-11-01,42.47,8754.6432,1588519.0
2017-11-02,40.92,8435.1307,3164696.0
2017-11-03,43.82,9061.9728,4373990.0
2017-11-06,44.48,9198.4607,2700968.0
2017-11-07,45.45,9399.0566,2673949.0
2017-11-08,45.45,9399.0566,2770009.0
2017-11-09,44.85,9274.9767,1340203.0
2017-11-10,44.77,9258.4327,1221959.0
2017-11-13,44.93,9291.5207,1172390.0
2017-11-14,46.16,9545.8846,2901127.0
2017-11-15,45.32,9372.1726,2233167.0
2017-11-16,45.36,9380.4446,2006790.0
2017-11-17,45.34,9376.3086,2243939.0
2017-11-20,43.97,9092.9927,2483711.0
2017-11-21,43.89,9076.4488,3038124.0
2017-11-22,44.42,9186.0527,1737499.0
2017-11-24,45.26,9359.7647,938329.0
2017-11-27,45.39,9386.6486,2513087.0
2017-11-28,46.41,9597.5846,2660288.0
2017-11-29,45.69,9448.6886,2814605.0
2017-11-30,45.38,9384.5806,8758260.0
2017-12-01,44.7,9243.9567,1892012.0
2017-12-04,43.66,9028.8848,2898579.0
2017-12-05,43.35,8964.7768,2108946.0
2017-12-06,42.73,8836.5608,1485636.0
2017-12-07,43.59,9014.4088,1539335.0
2017-12-08,43.35,8964.7768,1989121.0
2017-12-11,43.59,9014.4088,1487334.0
2017-12-12,42.92,8875.8528,1651162.0
2017-12-13,42.69,8828.2888,1805940.0
2017-12-14,42.81,8853.1048,1308043.0
2017-12-15,42.63,8815.8808,2810017.0
2017-12-18,43.56,9008.2048,1493747.0
2017-12-19,44.06,9111.6047,1205181.0
2017-12-20,43.37,8968.9128,1753276.0
2017-12-21,43.1,8913.0768,1059738.0
2017-12-22,42.07,8700.0729,1505585.0
2017-12-26,42.41,8770.3849,684808.0
2017-12-27,42.4,8768.3169,451984.0
2017-12-28,42.61,8811.7448,610124.0
2017-12-29,42.57,8803.4728,598644.0
2018-01-02,42.65,8820.0168,927048.0
2018-01-03,42.51,8791.0649,1252698.0
2018-01-04,42.27,8741.4329,1265370.0
2018-01-05,43.32,8958.5728,1071034.0
2018-01-08,43.05,8902.7368,974018.0
2018-01-09,43.72,9041.2928,1007414.0
2018-01-10,43.59,9014.4088,948254.0
2018-01-11,43.76,9049.5648,1459322.0
2018-01-12,44.43,9188.1207,617042.0
2018-01-16,43.66,9028.8848,1756736.0
2018-01-17,42.07,8700.0729,1785280.0
2018-01-18,43.19,8931.6888,2133358.0
2018-01-19,43.7,9037.1568,1461338.0
2018-01-22,43.46,8987.5248,2002977.0
2018-01-23,44.0,9099.1967,1007733.0
2018-01-24,44.99,9303.9287,1491669.0
2018-01-25,45.16,9339.0847,1822822.0
2018-01-26,45.41,9390.7846,989743.0
2018-01-29,45.03,9312.2007,1553105.0
2018-01-30,45.33,9374.2406,1097715.0
2018-01-31,45.06,9318.4047,1121367.0
2018-02-01,45.97,9506.5926,889941.0
2018-02-02,44.73,9250.1607,1184471.0
2018-02-05,43.69,9035.0888,1131274.0
2018-02-06,43.94,9086.7887,1539976.0
2018-02-07,44.22,9144.6927,1130832.0
2018-02-08,43.1,8913.0768,2628004.0
2018-02-09,42.74,8838.6288,1750042.0
2018-02-12,43.41,8977.1848,861560.0
2018-02-13,44.16,9132.2847,1341596.0
2018-02-14,45.31,9370.1046,1431741.0
2018-02-15,46.93,9705.1205,1778535.0
2018-02-16,46.95,9709.2565,931684.0
2018-02-20,46.86,9690.6445,1552519.0
2018-02-21,47.36,9794.0445,1935818.0
2018-02-22,47.83,9891.2405,1637718.0
2018-02-23,48.27,9982.2324,1349134.0
2018-02-26,48.59,10048.4084,1912178.0
2018-02-27,47.75,9940.0614,2479379.0
2018-02-28,44.8,9325.9634,3443238.0
2018-03-01,42.09,8761.8259,2921324.0
2018-03-02,43.89,9136.5298,2981179.0
2018-03-05,44.03,9165.6734,2530744.0
2018-03-06,44.12,9184.4086,2086641.0
2018-03-07,43.89,9136.5298,1508780.0
2018-03-08,44.51,9265.5944,1269565.0
2018-03-09,45.05,9378.0056,1230634.0
2018-03-12,45.48,9467.5182,639446.0
2018-03-13,45.15,9398.8225,743792.0
2018-03-14,44.81,9328.0451,795732.0
2018-03-15,45.35,9440.4563,2363893.0
2018-03-16,44.94,9355.107,5846625.0
2018-03-19,44.05,9169.8368,1639252.0
2018-03-20,44.42,9246.8593,1065362.0
2018-03-21,43.09,8969.9947,1583766.0
2018-03-22,42.5,8847.1751,2761524.0
2018-03-23,41.9,8722.2738,1146857.0
2018-03-26,43.31,9015.7919,2116754.0
2018-03-27,42.04,8751.4174,1820090.0
2018-03-28,41.92,8726.4372,1260566.0
2018-03-29,42.14,8772.2343,1238029.0
2018-04-02,38.17,7945.8041,5412760.0
2018-04-03,36.61,7621.0607,4924744.0
2018-04-04,38.43,7999.928,4501860.0
2018-04-05,38.97,8112.3391,3399252.0
2018-04-06,37.75,7858.3732,1965770.0
2018-04-09,37.32,7768.8606,1405366.0
2018-04-10,38.31,7974.9477,1722257.0
2018-04-11,37.99,7908.3337,1150493.0
2018-04-12,38.03,7916.6605,947552.0
2018-04-13,37.78,7864.6182,897347.0
2018-04-16,38.49,8012.4181,881853.0
2018-04-17,38.97,8112.3391,1260041.0
2018-04-18,39.38,8197.6884,1700777.0
2018-04-19,39.47,8216.4236,1592279.0
2018-04-20,39.25,8198.3733,1596908.0
2018-04-23,40.11,8378.0065,2132200.0
2018-04-24,39.8,8313.255,2175355.0
2018-04-25,39.47,8244.326,1579277.0
2018-04-26,40.27,8411.4266,1282225.0
2018-04-27,39.56,8263.1248,1080264.0
2018-04-30,39.47,8244.326,2267596.0
2018-05-01,39.75,8302.8112,2058147.0
2018-05-02,40.11,8378.0065,1240802.0
2018-05-03,40.43,8446.5382,1594166.0
2018-05-04,45.5,9505.7504,5223700.0
2018-05-07,45.07,9415.9159,3089073.0
2018-05-08,43.04,8991.8132,2070321.0
2018-05-09,42.87,8956.2972,1872982.0
2018-05-10,42.8,8941.6729,1461358.0
2018-05-11,42.52,8883.176,979834.0
2018-05-14,42.72,8924.9595,951350.0
2018-05-15,43.9,9171.4823,1943846.0
2018-05-16,43.83,9156.8581,1446596.0
2018-05-17,44.43,9282.2086,1386960.0
2018-05-18,44.31,9257.1385,1115819.0
2018-05-21,44.86,9372.0432,1321987.0
2018-05-22,44.44,9284.2978,2032062.0
2018-05-23,44.06,9204.9091,951977.0
2018-05-24,43.5,9087.9153,1036333.0
2018-05-25,43.37,9060.756,682651.0
2018-05-29,42.91,8964.6539,812603.0
2018-05-30,43.33,9052.3993,1135075.0
2018-05-31,42.63,8906.1569,1462641.0
2018-06-01,43.57,9102.5395,900489.0
2018-06-04,43.52,9092.0936,569644.0
2018-06-05,43.66,9121.3421,740010.0
2018-06-06,44.88,9376.2215,1263285.0
2018-06-07,45.16,9434.7185,1024814.0
2018-06-08,45.86,9580.9608,1968844.0
2018-06-11,46.11,9633.1902,1610033.0
2018-06-12,46.18,9647.8144,1577530.0
2018-06-13,46.48,9710.4897,1316166.0
2018-06-14,46.55,9725.1139,961700.0
2018-06-15,46.93,9804.5026,1913035.0
2018-06-18,46.97,9812.8593,967182.0
2018-06-19,46.96,9810.7701,1146338.0
2018-06-20,47.11,9842.1078,1275676.0
2018-06-21,47.03,9825.3944,876744.0
2018-06-22,48.73,10180.5543,2496659.0
2018-06-25,47.77,9979.9934,1312874.0
2018-06-26,47.76,9977.9042,753541.0
2018-06-27,46.98,9814.9485,1074035.0
2018-06-28,48.69,10172.1976,1620033.0
2018-06-29,48.57,10147.1274,2040289.0
2018-07-02,49.17,10272.478,1198781.0
2018-07-03,48.22,10074.0063,502076.0
2018-07-05,49.08,10253.6754,995588.0
2018-07-06,49.69,10381.1151,817114.0
2018-07-09,50.04,10454.2363,1181859.0
2018-07-10,49.96,10437.5229,851075.0
2018-07-11,49.77,10397.8286,974194.0
2018-07-12,51.18,10692.4024,1354306.0
2018-07-13,51.54,10767.6127,1570103.0
2018-07-16,51.24,10704.9374,998140.0
2018-07-17,51.44,10746.7209,1090395.0
2018-07-18,51.77,10815.6637,900074.0
2018-07-19,51.27,10711.2049,1268965.0
2018-07-20,51.27,10711.2049,983322.0
2018-07-23,51.01,10656.8864,878866.0
2018-07-24,51.81,10824.0204,1507523.0
2018-07-25,52.41,10949.371,1168244.0
2018-07-26,51.6,10787.4896,1854674.0
2018-07-27,50.35,10526.1647,3392497.0
2018-07-30,48.85,10212.5749,1922705.0
2018-07-31,49.28,10302.4706,2026819.0
2018-08-01,49.12,10269.0211,1780968.0
2018-08-02,49.48,10344.2826,1014761.0
2018-08-03,49.02,10248.1151,1157536.0
2018-08-06,49.53,10354.7356,1058688.0
2018-08-07,49.7,10390.2758,941371.0
2018-08-08,49.49,10346.3732,1246210.0
2018-08-09,49.26,10298.2894,885106.0
2018-08-10,49.2,10285.7459,1212542.0
2018-08-13,48.93,10229.2997,1047774.0
2018-08-14,49.17,10279.4741,1551104.0
2018-08-15,48.49,10137.3133,1433542.0
2018-08-16,48.69,10179.1253,1191747.0
2018-08-17,48.15,10066.233,834834.0
2018-08-20,48.21,10078.7766,1325528.0
2018-08-21,49.2,10285.7459,1205556.0
2018-08-22,49.56,10361.0074,832342.0
2018-08-23,49.2,10285.7459,1163125.0
2018-08-24,49.48,10344.2826,838289.0
2018-08-27,49.58,10365.1886,1001907.0
2018-08-28,49.69,10388.1852,599095.0
2018-08-29,49.65,10379.8228,920542.0
2018-08-30,49.39,10325.4672,807804.0
2018-08-31,49.68,10386.0946,1214999.0
2018-09-04,50.31,10517.8023,1029523.0
2018-09-05,49.41,10329.6484,794777.0
2018-09-06,49.47,10342.192,1005357.0
2018-09-07,49.92,10436.269,1370958.0
2018-09-10,50.29,10513.6211,847429.0
2018-09-11,51.46,10758.2212,1358890.0
2018-09-12,52.83,11044.6332,1888187.0
2018-09-13,54.58,11410.488,5284106.0
2018-09-14,54.71,11437.6658,1601106.0
2018-09-17,53.47,11178.4315,1207151.0
2018-09-18,53.67,11220.2435,896795.0
2018-09-19,52.73,11023.7272,1009110.0
2018-09-20,52.39,10952.6469,3118325.0
2018-09-21,53.41,11165.8879,1915777.0
2018-09-24,53.52,11188.8845,1437649.0
2018-09-25,53.67,11220.2435,1233757.0
2018-09-26,53.49,11182.6127,1452420.0
2018-09-27,53.9,11268.3273,772475.0
2018-09-28,54.47,11387.4914,1579164.0
2018-10-01,54.1,11310.1392,1589895.0
2018-10-02,54.58,11410.488,1308879.0
2018-10-03,54.83,11462.7529,1029114.0
2018-10-04,52.68,11013.2742,3097704.0
2018-10-05,52.29,10931.7409,1584953.0
2018-10-08,51.8,10829.3015,874209.0
2018-10-09,50.62,10582.6109,885829.0
2018-10-10,49.58,10365.1886,1638034.0
2018-10-11,49.5,10348.4638,1848532.0
2018-10-12,51.42,10749.8588,1308702.0
2018-10-15,51.94,10858.5699,836410.0
2018-10-16,53.85,11257.8743,1069448.0
2018-10-17,53.48,11180.5221,1060550.0
2018-10-18,52.6,10996.5494,1044810.0
2018-10-19,51.68,10804.2143,905291.0
2018-10-22,52.61,10998.64,668229.0
2018-10-23,51.37,10739.4058,953290.0
2018-10-24,49.28,10302.4706,1557151.0
2018-10-25,50.7,10599.3357,1032219.0
2018-10-26,50.06,10465.5373,1373633.0
2018-10-29,49.09,10262.7493,1275593.0
2018-10-30,50.23,10501.0775,980013.0
2018-10-31,52.3,10933.8315,1586700.0
2018-11-01,53.19,11145.7018,1708320.0
2018-11-02,54.85,11493.5466,2077187.0
2018-11-05,55.13,11552.2192,1366364.0
2018-11-06,55.4,11608.7964,914619.0
2018-11-07,56.64,11868.6323,2104805.0
2018-11-08,57.43,12034.1729,1376878.0
2018-11-09,56.4,11818.3414,1608769.0
2018-11-12,55.44,11617.1782,1229763.0
2018-11-13,55.86,11705.1871,1038449.0
2018-11-14,53.57,11225.3289,1564641.0
2018-11-15,54.5,11420.2058,1146612.0
2018-11-16,54.37,11392.965,942622.0
2018-11-19,53.03,11112.1746,1639059.0
2018-11-20,51.38,10766.4252,1581049.0
2018-11-21,52.69,11040.9293,975480.0
2018-11-23,53.36,11181.3245,276325.0
2018-11-26,54.63,11447.4467,1636332.0
2018-11-27,53.02,11110.0791,2732267.0
2018-11-28,55.13,11552.2192,3777984.0
2018-11-29,55.91,11715.6644,1773519.0
2018-11-30,55.68,11667.469,1965982.0
2018-12-03,55.44,11617.1782,1414721.0
2018-12-04,54.37,11392.965,1656249.0
2018-12-06,56.5,11839.2959,1546613.0
2018-12-07,55.11,11548.0283,1654616.0
2018-12-10,54.34,11386.6786,1181348.0
2018-12-11,54.16,11348.9605,1268270.0
2018-12-12,54.69,11460.0194,874619.0
2018-12-13,54.62,11445.3512,762092.0
2018-12-14,53.9,11294.4788,800088.0
2018-12-17,52.36,10971.7794,733908.0
2018-12-18,52.62,11026.2611,891920.0
2018-12-19,51.14,10716.1344,2521846.0
2018-12-20,50.06,10489.8258,1880061.0
2018-12-21,48.76,10217.4172,1837517.0
2018-12-24,46.2,9680.9818,949349.0
2018-12-26,48.56,10175.5082,956346.0
2018-12-27,48.82,10229.9899,919456.0
2018-12-28,48.24,10108.4537,969036.0
2018-12-31,49.25,10320.0943,790062.0
2019-01-02,48.31,10123.1219,1648916.0
2019-01-03,47.69,9993.204,948481.0
2019-01-04,50.0,10477.2531,1265076.0
2019-01-07,50.9,10665.8436,1025729.0
2019-01-08,52.11,10919.3931,1257103.0
2019-01-09,52.74,11051.4065,990854.0
2019-01-10,53.01,11107.9837,651376.0
2019-01-11,53.47,11204.3744,660889.0
2019-01-14,53.95,11304.956,1504237.0
2019-01-15,54.14,11344.7696,1302346.0
2019-01-16,52.52,11005.3066,2253800.0
2019-01-17,53.12,11131.0336,1118474.0
2019-01-18,54.04,11323.8151,700826.0
2019-01-22,52.87,11078.6474,884818.0
2019-01-23,52.8,11063.9792,826726.0
2019-01-24,52.88,11080.7428,748120.0
2019-01-25,53.39,11187.6108,727636.0
2019-01-28,52.83,11070.2656,815863.0
2019-01-29,52.56,11013.6884,709228.0
2019-01-30,53.23,11154.0836,838552.0
2019-01-31,53.51,11212.7562,1249170.0
2019-02-01,52.77,11057.6929,1387816.0
2019-02-04,53.17,11141.5109,1070811.0
2019-02-05,53.34,11177.1336,963405.0
2019-02-06,53.15,11137.32,908515.0
2019-02-07,53.49,11208.5653,758511.0
2019-02-08,54.2,11357.3423,764038.0
2019-02-11,54.02,11319.6242,793949.0
2019-02-12,55.07,11539.6465,1281982.0
2019-02-13,55.15,11556.4101,716852.0
2019-02-14,55.37,11602.51,1335987.0
2019-02-15,56.34,11805.7687,1367501.0
2019-02-19,55.69,11669.5644,1151559.0
2019-02-20,55.65,11661.1826,1219807.0
2019-02-21,55.87,11707.2826,1130569.0
2019-02-22,56.86,11914.7322,1109458.0
2019-02-25,56.77,11895.8731,1272625.0
2019-02-26,56.35,11807.8642,1163627.0
2019-02-27,56.35,11807.8642,1227700.0
2019-02-28,56.56,11851.8687,2104529.0
2019-03-01,61.04,12873.2277,5172566.0
2019-03-04,60.76,12814.1762,1837216.0
2019-03-05,61.04,12873.2277,1304351.0
2019-03-06,60.93,12850.0288,1382990.0
2019-03-07,60.78,12818.3941,1144879.0
2019-03-08,60.79,12820.5031,1385122.0
2019-03-11,62.24,13126.3055,1488215.0
2019-03-12,63.13,13314.0049,1412168.0
2019-03-13,62.68,13219.1007,2058746.0
2019-03-14,63.56,13404.6912,2079522.0
2019-03-15,63.46,13383.6014,3971201.0
2019-03-18,63.08,13303.46,2043383.0
2019-03-19,62.64,13210.6648,1553465.0
2019-03-20,63.15,13318.2229,1441529.0
2019-03-21,64.28,13556.5379,1422301.0
2019-03-22,62.95,13276.0433,1153693.0
2019-03-25,62.82,13248.6265,746096.0
2019-03-26,63.31,13351.9666,1236342.0
2019-03-27,63.33,13356.1846,1527641.0
2019-03-28,63.9,13476.3966,1030994.0
2019-03-29,63.54,13400.4732,1035394.0
2019-04-01,64.48,13598.7175,993828.0
2019-04-02,64.77,13659.878,928856.0
2019-04-03,64.82,13670.4229,1047877.0
2019-04-04,63.09,13305.569,1379151.0
2019-04-05,62.93,13271.8253,1033559.0
2019-04-08,63.58,13408.9091,1196926.0
2019-04-09,63.43,13377.2744,901523.0
2019-04-10,64.6,13624.0253,831854.0
2019-04-11,63.98,13493.2684,1566026.0
2019-04-12,64.46,13594.4996,1257468.0
2019-04-15,64.94,13695.7307,665311.0
2019-04-16,64.93,13693.6217,686876.0
2019-04-17,64.53,13609.2625,595085.0
2019-04-18,65.35,13782.199,936345.0
2019-04-22,65.5,13858.3757,691545.0
2019-04-23,66.42,14053.0277,1415826.0
2019-04-24,66.09,13983.2069,880161.0
2019-04-25,65.82,13926.0807,904893.0
2019-04-26,66.46,14061.4908,673117.0
2019-04-29,65.97,13957.8175,1249601.0
2019-04-30,65.34,13824.5232,1544334.0
2019-05-01,63.72,13481.7664,1587996.0
2019-05-02,63.76,13493.4829,2081306.0
2019-05-03,64.34,13616.2279,3386853.0
2019-05-06,64.68,13688.1818,1374469.0
2019-05-07,63.83,13508.2969,2207293.0
2019-05-08,64.71,13694.5307,848405.0
2019-05-09,64.65,13681.833,912307.0
2019-05-10,65.36,13832.0897,1330615.0
2019-05-13,63.01,13334.7609,3346107.0
2019-05-14,64.15,13576.0183,1287009.0
2019-05-15,64.32,13611.9953,929132.0
2019-05-16,64.38,13624.693,776012.0
2019-05-17,63.63,13465.9711,1029463.0
2019-05-20,62.97,13326.2958,1235677.0
2019-05-21,63.9,13523.111,743961.0
2019-05-22,62.87,13305.1328,650295.0
2019-05-23,62.49,13224.7137,831077.0
2019-05-24,63.28,13391.9008,656602.0
2019-05-28,62.45,13216.2485,1306695.0
2019-05-29,62.14,13150.6435,796134.0
2019-05-30,61.62,13040.5962,533202.0
2019-05-31,60.82,12871.2928,1028452.0
2019-06-03,60.07,12712.5708,907565.0
2019-06-04,61.55,13025.7822,721267.0
2019-06-05,61.95,13110.4339,592385.0
2019-06-06,62.01,13123.1317,646998.0
2019-06-07,62.19,13161.2249,581163.0
2019-06-10,61.75,13068.108,765350.0
2019-06-11,63.18,13370.7379,900261.0
2019-06-12,63.39,13415.1801,907074.0
2019-06-13,64.25,13597.1812,499722.0
2019-06-14,63.99,13542.1576,593342.0
2019-06-17,65.09,13774.9498,825815.0
2019-06-18,66.31,14033.1376,2900190.0
2019-06-19,66.48,14069.1145,582889.0
2019-06-20,67.22,14225.7202,661100.0
2019-06-21,66.69,14113.5567,1548041.0
2019-06-24,66.58,14090.2775,1157292.0
2019-06-25,66.47,14066.9982,1322097.0
2019-06-26,66.05,13978.1139,755018.0
2019-06-27,66.93,14164.3477,1051603.0
2019-06-28,66.25,14020.4398,3156028.0
2019-07-01,67.16,14213.0224,1110985.0
2019-07-02,68.19,14431.0006,1195571.0
2019-07-03,69.4,14687.072,610223.0
2019-07-05,69.66,14742.0956,727925.0
2019-07-08,68.61,14519.8849,1241156.0
2019-07-09,69.08,14619.3507,979592.0
2019-07-10,69.34,14674.3743,663554.0
2019-07-11,69.88,14788.6541,776631.0
2019-07-12,70.5,14919.8642,554074.0
2019-07-15,70.83,14989.7019,966587.0
2019-07-16,70.55,14930.4457,754043.0
2019-07-17,70.33,14883.8873,910158.0
2019-07-18,70.59,14938.9109,1045407.0
2019-07-19,70.29,14875.4221,1234221.0
2019-07-22,70.04,14822.5148,809354.0
2019-07-23,70.47,14913.5154,987452.0
2019-07-24,70.87,14998.1671,848994.0
2019-07-25,72.53,15349.4717,1717229.0
2019-07-26,73.54,15674.8527,1349401.0
