,LYV US Equity,LYV US Equity,LYV US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-04-04,69.39,16070.1171,1396701.0
2023-04-05,68.8,15933.4783,1318629.0
2023-04-06,69.13,16009.9034,1462190.0
2023-04-10,69.73,16148.8581,1087744.0
2023-04-11,70.18,16253.0742,1379800.0
2023-04-12,69.9,16188.2287,1550712.0
2023-04-13,70.54,16336.4471,980349.0
2023-04-14,68.96,15970.5329,1211065.0
2023-04-17,68.43,15847.7895,1529470.0
2023-04-18,67.71,15681.0438,1853601.0
2023-04-19,67.75,15690.3075,1228974.0
2023-04-20,66.88,15488.8231,1343673.0
2023-04-21,66.98,15511.9822,853690.0
2023-04-24,67.2,15562.9323,1051577.0
2023-04-25,66.4,15377.6593,1311203.0
2023-04-26,65.42,15150.6998,1357271.0
2023-04-27,67.36,15599.9869,1628398.0
2023-04-28,67.78,15697.2552,1725840.0
2023-05-01,68.4,15724.566,1357854.0
2023-05-02,67.75,15575.1367,1603200.0
2023-05-03,67.27,15464.7888,1371591.0
2023-05-04,67.07,15418.8026,1734423.0
2023-05-05,77.16,17738.4048,6701056.0
2023-05-08,77.82,17890.133,2323618.0
2023-05-09,77.63,17846.4536,2265987.0
2023-05-10,78.56,18060.2524,1663041.0
2023-05-11,77.76,17876.3395,1656916.0
2023-05-12,78.15,17965.997,1329465.0
2023-05-15,80.39,18480.9533,2511171.0
2023-05-16,80.75,18563.7142,1575472.0
2023-05-17,82.05,18862.5727,1934566.0
2023-05-18,84.5,19425.8061,2806424.0
2023-05-19,84.73,19478.6811,1421488.0
2023-05-22,84.75,19483.2789,2181895.0
2023-05-23,82.06,18864.8716,2674111.0
2023-05-24,82.08,18869.4694,1667210.0
2023-05-25,81.69,18779.8119,1433404.0
2023-05-26,82.15,18885.5618,1729005.0
2023-05-30,80.23,18444.1707,2565546.0
2023-05-31,79.94,18377.5023,3077260.0
2023-06-01,81.13,18651.0728,1572380.0
2023-06-02,82.83,19041.8878,1292526.0
2023-06-05,82.5,18966.0238,1263555.0
2023-06-06,82.99,19078.6704,963896.0
2023-06-07,82.81,19037.29,1036596.0
2023-06-08,83.22,19131.5454,1307110.0
2023-06-09,84.15,19345.3442,1574013.0
2023-06-12,85.67,19694.7788,2363787.0
2023-06-13,87.03,20007.4309,2442609.0
2023-06-14,87.08,20018.9254,2817914.0
2023-06-15,90.34,20768.3707,3347024.0
2023-06-16,90.18,20731.5881,3107199.0
2023-06-20,89.13,20490.2024,1577284.0
2023-06-21,88.65,20379.8546,1465668.0
2023-06-22,88.8,20414.3383,1219551.0
2023-06-23,87.76,20175.2514,2652672.0
2023-06-26,87.3,20069.5015,921824.0
2023-06-27,88.07,20246.5177,1423490.0
2023-06-28,88.72,20395.947,1314559.0
2023-06-29,89.68,20616.6425,1579513.0
2023-06-30,91.11,20945.387,1403118.0
2023-07-03,91.75,21092.5173,768901.0
2023-07-05,92.72,21315.5118,2088438.0
2023-07-06,91.64,21067.2293,1960907.0
2023-07-07,91.76,21094.8162,1649155.0
2023-07-10,92.03,21156.8869,2011809.0
2023-07-11,92.88,21352.2944,1842407.0
2023-07-12,91.75,21092.5173,2748602.0
2023-07-13,93.12,21407.4683,1714346.0
2023-07-14,94.46,21715.5225,1269838.0
2023-07-17,94.29,21676.441,1379217.0
2023-07-18,97.63,22444.2776,2555864.0
2023-07-19,95.64,21986.7941,2326863.0
2023-07-20,96.82,22258.0657,2325037.0
2023-07-21,96.84,22262.6635,2504133.0
2023-07-24,97.16,22336.2287,2029124.0
2023-07-25,98.47,22637.3862,2094060.0
2023-07-26,97.9,22506.3482,1315707.0
2023-07-27,96.93,22308.5596,4085686.0
2023-07-28,89.33,20559.4102,12572452.0
2023-07-31,87.75,20195.7712,7260586.0
2023-08-01,87.1,20046.1729,2976549.0
2023-08-02,85.97,19786.102,1947888.0
2023-08-03,86.25,19850.5444,1693321.0
2023-08-04,87.73,20191.1682,3543130.0
2023-08-07,89.22,20534.0935,2238623.0
2023-08-08,87.88,20225.6909,1743921.0
2023-08-09,86.3,19862.0519,1583701.0
2023-08-10,86.99,20020.8563,1252023.0
2023-08-11,86.61,19933.3988,2194048.0
2023-08-14,86.16,19829.8308,1321944.0
2023-08-15,86.11,19818.3232,1209151.0
2023-08-16,85.6,19700.9461,826403.0
2023-08-17,84.56,19461.5888,976647.0
2023-08-18,84.39,19422.4631,847414.0
2023-08-21,83.96,19323.498,904448.0
2023-08-22,84.25,19390.2419,779017.0
2023-08-23,84.09,19353.4177,748062.0
2023-08-24,83.7,19263.6587,1548845.0
2023-08-25,84.79,19514.5236,1076806.0
2023-08-28,84.84,19526.0311,1161145.0
2023-08-29,84.28,19397.1464,2151249.0
2023-08-30,84.3,19401.7494,1509560.0
2023-08-31,84.53,19454.6842,1457342.0
2023-09-01,84.05,19344.2116,1625928.0
2023-09-05,82.86,19070.3317,1396249.0
2023-09-06,80.7,18573.205,2722845.0
2023-09-07,80.9,18619.2352,5319725.0
2023-09-08,80.94,18628.4413,2268790.0
2023-09-11,82.58,19005.8893,1492599.0
2023-09-12,81.65,18791.8487,1477876.0
2023-09-13,82.48,18982.8742,1394139.0
2023-09-14,85.01,19565.1568,2468318.0
2023-09-15,83.82,19291.2769,2567840.0
2023-09-18,83.12,19130.171,1069612.0
2023-09-19,82.8,19056.5226,1188634.0
2023-09-20,81.5,18757.326,1229651.0
2023-09-21,79.97,18405.1946,1447359.0
2023-09-22,79.75,18354.5613,1521751.0
2023-09-25,79.62,18324.6416,1114552.0
2023-09-26,79.92,18393.687,2086489.0
2023-09-27,81.02,18646.8534,1704238.0
2023-09-28,83.69,19261.3572,2382619.0
2023-09-29,83.04,19111.7589,1344663.0
2023-10-02,84.41,19427.0661,3997741.0
2023-10-03,82.93,19086.4423,1589074.0
2023-10-04,84.11,19358.0207,1342131.0
2023-10-05,85.23,19615.7901,2313065.0
2023-10-06,87.51,20140.5349,2624578.0
2023-10-09,86.99,20020.8563,1232118.0
2023-10-10,86.55,19919.5897,1268942.0
2023-10-11,87.61,20163.55,1174842.0
2023-10-12,86.24,19848.2429,1246623.0
2023-10-13,84.55,19459.2873,1364907.0
2023-10-16,85.58,19696.343,1018113.0
2023-10-17,84.48,19443.1767,1243809.0
2023-10-18,82.54,18996.6833,1511780.0
2023-10-19,80.5,18527.1747,1538012.0
2023-10-20,79.95,18400.5916,1373368.0
2023-10-23,78.82,18140.5207,2482998.0
2023-10-24,78.6,18089.8874,1894598.0
2023-10-25,77.7,17882.7513,1389789.0
2023-10-26,78.1,17974.8118,2217286.0
2023-10-27,77.0,17721.6454,1447955.0
2023-10-30,78.6,18089.8874,2392714.0
2023-10-31,80.02,18416.7021,1788498.0
2023-11-01,80.41,18506.4611,2482680.0
2023-11-02,82.45,18990.3259,3210516.0
2023-11-03,85.36,19660.5727,5253570.0
2023-11-06,85.39,19667.4825,3022512.0
2023-11-07,86.13,19837.9233,2122851.0
2023-11-08,87.31,20109.7072,3550029.0
2023-11-09,86.14,19840.2265,1768136.0
2023-11-10,87.52,20158.0755,1873380.0
2023-11-13,87.64,20185.7146,1153686.0
2023-11-14,89.0,20498.957,1964617.0
2023-11-15,89.19,20542.7189,1639835.0
2023-11-16,89.1,20521.9896,2622708.0
2023-11-17,89.6,20637.1523,1398099.0
2023-11-20,89.82,20687.8238,2464593.0
2023-11-21,87.04,20047.5193,2268170.0
2023-11-22,87.79,20220.2634,1184489.0
2023-11-24,87.63,20183.4113,336832.0
2023-11-27,85.96,19798.7679,1715046.0
2023-11-28,84.54,19471.7059,1623509.0
2023-11-29,83.6,19255.2001,2091911.0
2023-11-30,84.22,19398.0018,2039808.0
2023-12-01,84.25,19404.9116,1741808.0
2023-12-04,84.13,19377.2725,1535862.0
2023-12-05,81.41,18750.7876,1655626.0
2023-12-06,82.54,19011.0552,1874674.0
2023-12-07,84.28,19411.8213,1911334.0
2023-12-08,85.19,19621.4174,2788645.0
2023-12-11,87.09,20059.0356,1589234.0
2023-12-12,90.06,20743.1019,3079966.0
2023-12-13,88.06,20282.4512,2031119.0
2023-12-14,93.07,21436.3813,5034212.0
2023-12-15,93.0,21420.2585,6786203.0
2023-12-18,93.27,21482.4463,1508813.0
2023-12-19,94.91,21860.1799,1687088.0
2023-12-20,90.64,20876.6906,1704479.0
2023-12-21,91.4,21051.7379,1892516.0
2023-12-22,91.43,21058.6477,1862997.0
2023-12-26,92.35,21270.547,1105614.0
2023-12-27,92.98,21415.652,2050958.0
2023-12-28,94.05,21662.1001,1683613.0
2023-12-29,93.6,21558.4537,1612663.0
