,CMG US Equity,CMG US Equity,CMG US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-03-31,28.416,39987.6504,17883100.0
2021-04-01,28.769,40484.1117,10100600.0
2021-04-05,29.042,40923.4437,8563750.0
2021-04-06,29.75,41920.8203,12550400.0
2021-04-07,30.0,42274.2281,26179050.0
2021-04-08,30.481,42951.4523,11490450.0
2021-04-09,30.628,43159.1569,11242450.0
2021-04-12,30.79,43386.871,15096400.0
2021-04-13,30.755,43337.2699,11782150.0
2021-04-14,30.333,42743.184,11136600.0
2021-04-15,30.848,43468.3183,11587350.0
2021-04-16,30.701,43261.1773,9355750.0
2021-04-19,31.0,43683.0685,17049450.0
2021-04-20,30.642,43178.0391,11801250.0
2021-04-21,30.152,42488.4147,25492250.0
2021-04-22,29.6,41675.32,33552900.0
2021-04-23,29.371,41352.3363,18741550.0
2021-04-26,29.416,41415.9756,16781850.0
2021-04-27,29.377,41361.9103,11425200.0
2021-04-28,29.523,41567.1894,10572200.0
2021-04-29,29.682,41778.4074,10893850.0
2021-04-30,29.841,42001.3592,13159400.0
2021-05-03,29.421,41410.4806,10626700.0
2021-05-04,29.0,40818.1946,12484300.0
2021-05-05,28.53,40156.6583,9773100.0
2021-05-06,28.228,39731.8676,14375450.0
2021-05-07,28.521,40143.9906,9415450.0
2021-05-10,27.837,39180.9627,11785500.0
2021-05-11,27.865,39220.6549,17667500.0
2021-05-12,26.84,37778.5058,14308600.0
2021-05-13,26.454,37234.6386,12459100.0
2021-05-14,27.124,38177.9611,10577500.0
2021-05-17,26.632,37484.6148,11410800.0
2021-05-18,26.49,37285.5909,12367450.0
2021-05-19,26.144,36798.0246,13761600.0
2021-05-20,26.836,37771.7497,18320900.0
2021-05-21,26.6,37440.1371,12176050.0
2021-05-24,26.847,37788.077,12224150.0
2021-05-25,26.923,37894.2043,11677350.0
2021-05-26,26.916,37885.1961,14502100.0
2021-05-27,27.312,38442.2941,15359050.0
2021-05-28,27.44,38621.8942,12708100.0
2021-06-01,27.223,38316.4615,17493200.0
2021-06-02,27.248,38351.9311,18581600.0
2021-06-03,26.661,37525.7145,14870950.0
2021-06-04,26.527,37337.1063,14189050.0
2021-06-07,26.465,37250.4028,10002800.0
2021-06-08,26.733,37627.0563,20214600.0
2021-06-09,26.571,37399.8819,9625300.0
2021-06-10,26.894,37853.6676,10192250.0
2021-06-11,27.336,38476.0747,14389400.0
2021-06-14,27.827,39166.6059,21011250.0
2021-06-15,27.413,38584.1725,15856400.0
2021-06-16,27.668,38942.8096,13652300.0
2021-06-17,27.885,39248.2423,16598700.0
2021-06-18,27.993,39400.2549,17602550.0
2021-06-21,28.532,40159.4733,16398150.0
2021-06-22,28.953,40751.7594,13949850.0
2021-06-23,29.107,40969.3626,9447350.0
2021-06-24,29.784,41922.2563,16085650.0
2021-06-25,30.375,42753.54,26936050.0
2021-06-28,30.156,42445.5737,14045050.0
2021-06-29,30.686,43190.7169,13402450.0
2021-06-30,31.007,43642.8136,19143750.0
2021-07-01,30.765,43301.9113,16149350.0
2021-07-02,31.327,44094.0658,11289150.0
2021-07-06,31.328,44095.1918,11034050.0
2021-07-07,31.68,44590.0772,10916650.0
2021-07-08,31.521,44366.5624,15025250.0
2021-07-09,31.845,44822.6002,9828000.0
2021-07-12,32.311,45478.7879,13066750.0
2021-07-13,32.146,45245.9834,10346550.0
2021-07-14,32.4,45603.213,11403100.0
2021-07-15,31.637,44530.1167,12741600.0
2021-07-16,31.21,43928.541,11684150.0
2021-07-19,31.023,43665.897,12673800.0
2021-07-20,31.487,44236.0863,21552350.0
2021-07-21,35.12,49339.807,70072850.0
2021-07-22,35.968,50531.4432,28485750.0
2021-07-23,36.618,51439.4557,21327500.0
2021-07-26,36.137,50763.7741,15698250.0
2021-07-27,36.702,51557.4542,13016500.0
2021-07-28,36.325,51027.585,13088350.0
2021-07-29,36.923,51867.3406,10527450.0
2021-07-30,37.269,52353.1008,13086100.0
2021-08-02,37.288,52380.6338,10239350.0
2021-08-03,37.69,52944.4978,12174850.0
2021-08-04,37.977,53347.3782,13408600.0
2021-08-05,38.0,53379.6873,10782350.0
2021-08-06,37.743,53019.2301,6789600.0
2021-08-09,37.501,52679.8441,7958500.0
2021-08-10,37.336,52447.2186,10560450.0
2021-08-11,37.129,52156.9986,6894750.0
2021-08-12,37.547,52743.9004,6353000.0
2021-08-13,37.756,53037.7728,4648450.0
2021-08-16,37.547,52744.4623,7215300.0
2021-08-17,37.392,52526.4462,7546050.0
2021-08-18,37.03,52017.0862,5337500.0
2021-08-19,37.415,52558.1934,6481950.0
2021-08-20,37.831,53142.5666,6238600.0
2021-08-23,38.24,53717.3876,9644850.0
2021-08-24,38.41,53956.7559,6514300.0
2021-08-25,38.49,54068.5735,8285600.0
2021-08-26,38.131,53563.7087,8456250.0
2021-08-27,38.379,53912.6469,8940450.0
2021-08-30,38.321,53831.7337,8243850.0
2021-08-31,38.067,53473.8051,15718300.0
2021-09-01,37.967,53333.6117,9502500.0
2021-09-02,38.056,53458.9148,7288200.0
2021-09-03,38.4,53942.4275,7835800.0
2021-09-07,37.896,53234.7178,15702350.0
2021-09-08,38.114,53540.3899,13077900.0
2021-09-09,38.194,53652.7694,10948550.0
2021-09-10,38.021,53409.1869,10336750.0
2021-09-13,37.344,52458.4566,14643450.0
2021-09-14,37.196,52250.5546,10450800.0
2021-09-15,37.602,52820.5994,15084100.0
2021-09-16,38.358,53882.5854,17890650.0
2021-09-17,38.18,53633.6649,23513400.0
2021-09-20,37.687,52940.0026,19345800.0
2021-09-21,37.948,53307.7644,17025700.0
2021-09-22,38.701,54364.6934,11205000.0
2021-09-23,38.881,54617.8281,10254500.0
2021-09-24,38.744,54425.9402,6810350.0
2021-09-27,37.99,53366.2018,12445000.0
2021-09-28,36.788,51677.7002,14767950.0
2021-09-29,36.931,51878.2976,9134150.0
2021-09-30,36.35,51062.9845,13731050.0
2021-10-01,36.572,51374.2756,14913100.0
2021-10-04,36.095,50704.7749,14562150.0
2021-10-05,36.602,51416.9798,11973250.0
2021-10-06,36.678,51522.8975,6621150.0
2021-10-07,36.933,51881.9499,7135200.0
2021-10-08,36.352,51065.513,8024800.0
2021-10-11,35.677,50117.3112,12007800.0
2021-10-12,36.071,50671.0611,11277050.0
2021-10-13,36.211,50867.1633,7608700.0
2021-10-14,36.814,51713.9426,12724700.0
2021-10-15,36.619,51439.7367,8329400.0
2021-10-18,37.053,52050.5191,11070200.0
2021-10-19,36.823,51726.5853,7066700.0
2021-10-20,36.462,51219.4729,13158150.0
2021-10-21,36.877,51802.1605,19233350.0
2021-10-22,35.844,50351.9034,29555650.0
2021-10-25,35.5,49867.8288,14268250.0
2021-10-26,34.97,49123.3148,12720500.0
2021-10-27,35.321,49688.8151,11091150.0
2021-10-28,35.553,50014.3418,9561650.0
2021-10-29,35.581,50053.7313,8750350.0
2021-11-01,36.024,50677.2119,13705100.0
2021-11-02,35.993,50633.6021,9606650.0
2021-11-03,35.542,49999.7114,10163200.0
2021-11-04,36.163,50873.3157,11348900.0
2021-11-05,35.887,50484.7658,10559500.0
2021-11-08,35.998,50641.1986,8042300.0
2021-11-09,36.298,51062.9483,8602000.0
2021-11-10,36.24,50981.637,11492650.0
2021-11-11,36.32,51093.8973,9650900.0
2021-11-12,37.26,52416.2614,17324750.0
2021-11-15,36.788,51751.7031,11693200.0
2021-11-16,36.551,51418.5799,6793450.0
2021-11-17,36.12,50812.5432,9062400.0
2021-11-18,35.583,50057.6703,9557550.0
2021-11-19,35.098,49374.824,12504050.0
2021-11-22,34.428,48432.8506,12017350.0
2021-11-23,34.169,48068.4971,18722700.0
2021-11-24,34.159,48053.304,5448250.0
2021-11-26,33.738,47461.0537,7082850.0
2021-11-29,33.562,47214.0248,7076450.0
2021-11-30,32.868,46238.0076,13528700.0
2021-12-01,32.042,45075.1712,13318350.0
2021-12-02,32.229,45338.5186,15667800.0
2021-12-03,31.842,44794.3799,21285850.0
2021-12-06,32.469,45676.7062,12174100.0
2021-12-07,34.235,48160.4999,17713300.0
2021-12-08,34.784,48933.3795,10341850.0
2021-12-09,34.452,48466.0504,10894800.0
2021-12-10,34.428,48432.2879,9012600.0
2021-12-13,33.819,47575.0021,10134550.0
2021-12-14,33.544,47188.7029,7974050.0
2021-12-15,34.023,47863.1086,8931750.0
2021-12-16,33.579,47238.5026,8554900.0
2021-12-17,33.677,47375.522,19135300.0
2021-12-20,33.597,47262.9804,9631700.0
2021-12-21,34.478,48502.345,7345850.0
2021-12-22,34.893,49086.7174,8417150.0
2021-12-23,34.973,49199.5404,7480450.0
2021-12-27,35.325,49693.8795,7185850.0
2021-12-28,35.058,49318.8345,5736600.0
2021-12-29,34.972,49197.5709,5118050.0
2021-12-30,34.944,49158.7441,5926150.0
2021-12-31,34.965,49187.7235,5217400.0
2022-01-03,33.813,47567.6869,13634700.0
2022-01-04,32.946,46348.017,19117100.0
2022-01-05,31.891,44863.3116,15646400.0
2022-01-06,32.419,45606.6491,13159500.0
2022-01-07,31.956,44955.0331,14894100.0
2022-01-10,30.869,43425.8737,22692100.0
2022-01-11,31.632,44499.2395,14636300.0
2022-01-12,31.081,43724.3904,11874300.0
2022-01-13,30.149,42412.1551,15631450.0
2022-01-14,29.963,42150.4958,17151700.0
2022-01-18,29.555,41577.0962,21164150.0
2022-01-19,29.354,41293.7727,16597450.0
2022-01-20,28.409,39964.6561,17023100.0
2022-01-21,27.568,38781.8436,27533800.0
2022-01-24,28.331,39855.7721,39113250.0
2022-01-25,27.368,38500.4896,22484200.0
2022-01-26,27.169,38220.8236,15862750.0
2022-01-27,26.903,37846.06,13551600.0
2022-01-28,28.2,39671.4852,14956300.0
2022-01-31,29.712,41797.3964,23090750.0
2022-02-01,30.249,42553.3948,13235150.0
2022-02-02,29.691,41768.9797,17379800.0
2022-02-03,28.949,40724.3121,19132000.0
2022-02-04,29.669,41737.1867,17344300.0
2022-02-07,29.059,40879.0568,16618950.0
2022-02-08,29.207,41087.5402,40081450.0
2022-02-09,32.175,45262.553,54106450.0
2022-02-10,31.56,44397.6707,18352350.0
2022-02-11,31.23,43771.3262,15382850.0
2022-02-14,31.279,43840.5651,15704950.0
2022-02-15,31.34,43925.7822,11139950.0
2022-02-16,31.509,44162.3718,13432600.0
2022-02-17,30.197,42324.317,19188700.0
2022-02-18,30.466,42701.627,12262950.0
2022-02-22,29.601,41488.965,18827200.0
2022-02-23,28.578,40054.5702,14141750.0
2022-02-24,29.692,41616.5103,19671650.0
2022-02-25,29.94,41963.8262,10579650.0
2022-02-28,30.467,42702.468,13349900.0
2022-03-01,29.759,41710.137,14120450.0
2022-03-02,29.932,41952.0527,10285100.0
2022-03-03,29.243,40987.4734,10427450.0
2022-03-04,28.846,40429.918,9536950.0
2022-03-07,26.479,37113.1779,22956650.0
2022-03-08,26.272,36822.7669,19748800.0
2022-03-09,28.413,39823.0263,19367200.0
2022-03-10,29.381,41179.7726,20207650.0
2022-03-11,29.508,41358.6164,29590200.0
2022-03-14,29.439,41262.1865,17875600.0
2022-03-15,29.873,41869.9191,15674800.0
2022-03-16,31.095,43582.3908,14406800.0
2022-03-17,31.271,43829.3523,9798500.0
2022-03-18,31.755,44507.1648,15676350.0
2022-03-21,30.804,43175.0866,12470850.0
2022-03-22,31.167,43683.3058,7368850.0
2022-03-23,30.833,43216.0133,14558500.0
2022-03-24,31.319,43896.3487,8781550.0
2022-03-25,31.127,43628.0829,6891050.0
2022-03-28,31.502,44153.4016,7154250.0
2022-03-29,31.807,44580.0479,9836700.0
2022-03-30,31.482,44124.809,10132650.0
2022-03-31,31.641,44347.3827,10498100.0
2022-04-01,31.881,44684.0464,7463450.0
2022-04-04,32.215,45132.3162,7310750.0
2022-04-05,32.094,44962.5184,10069850.0
2022-04-06,31.017,43453.9516,10135650.0
2022-04-07,30.884,43267.3421,10793300.0
2022-04-08,30.88,43261.7383,7171300.0
2022-04-11,30.229,42350.546,9375950.0
2022-04-12,30.652,42942.877,9079350.0
2022-04-13,31.8,44550.9128,8901600.0
2022-04-14,32.063,44919.9288,9952950.0
2022-04-18,31.795,44544.1881,8272650.0
2022-04-19,32.641,45728.5699,11533450.0
2022-04-20,32.252,45183.5918,7459300.0
2022-04-21,30.422,42620.6534,15258950.0
2022-04-22,29.617,41492.5907,11750750.0
2022-04-25,30.32,42477.4741,13521300.0
2022-04-26,28.764,40297.8417,22215300.0
2022-04-27,29.513,41294.0299,26955050.0
2022-04-28,30.016,41966.6012,15014150.0
2022-04-29,29.112,40702.4189,13123700.0
2022-05-02,29.223,40857.6105,11688900.0
2022-05-03,28.951,40476.762,11161800.0
2022-05-04,28.691,40112.9705,20928200.0
2022-05-05,27.397,38304.639,24846050.0
2022-05-06,27.091,37875.9747,14947000.0
2022-05-09,25.531,35696.0222,19911950.0
2022-05-10,26.422,36940.6308,19819600.0
2022-05-11,25.634,35839.19,15614550.0
2022-05-12,25.622,35823.2514,17149750.0
2022-05-13,26.366,36862.3359,11024200.0
2022-05-16,25.981,36325.1773,8710100.0
2022-05-17,26.441,36968.034,8534250.0
2022-05-18,25.058,35033.8715,15410500.0
2022-05-19,25.45,35581.9355,11687150.0
2022-05-20,25.882,36186.4836,17404600.0
2022-05-23,25.796,36065.6858,16841100.0
2022-05-24,25.333,35418.3551,18523550.0
2022-05-25,25.775,36037.1641,12638900.0
2022-05-26,26.818,37495.1261,11273500.0
2022-05-27,28.048,39215.0963,12685350.0
2022-05-31,28.051,39218.7314,12858700.0
2022-06-01,27.494,38440.5365,10669550.0
2022-06-02,27.94,39063.2602,10801250.0
2022-06-03,27.501,38450.0437,5697550.0
2022-06-06,27.536,38498.6984,7296250.0
2022-06-07,27.809,38880.1062,8761900.0
2022-06-08,27.467,38402.228,9746350.0
2022-06-09,27.392,38297.0892,8769200.0
2022-06-10,26.341,36827.6625,15624100.0
2022-06-13,24.654,34468.7504,18369800.0
2022-06-14,24.08,33667.067,11425400.0
2022-06-15,25.323,35404.9332,15646600.0
2022-06-16,24.291,33962.0708,15426400.0
2022-06-17,24.912,34830.0252,19630750.0
2022-06-21,25.225,35267.3579,8918750.0
2022-06-22,25.08,35064.9098,8785700.0
2022-06-23,25.79,36058.1359,9588750.0
2022-06-24,26.58,37162.6526,11575800.0
2022-06-27,26.634,37237.8716,9981150.0
2022-06-28,25.777,36039.9604,9017550.0
2022-06-29,25.764,36021.2255,8079850.0
2022-06-30,26.145,36554.1898,13047300.0
2022-07-01,26.136,36541.327,8884400.0
2022-07-05,27.254,38104.7075,14417850.0
2022-07-06,26.847,37534.8328,8343600.0
2022-07-07,27.025,37783.9782,7700200.0
2022-07-08,26.786,37449.5474,7711550.0
2022-07-11,25.802,36074.0745,10098900.0
2022-07-12,25.229,35273.5097,10157400.0
2022-07-13,25.511,35668.0598,11688450.0
2022-07-14,25.317,35395.9852,7919650.0
2022-07-15,26.0,36350.9028,10385750.0
2022-07-18,26.383,36886.9429,12734100.0
2022-07-19,26.851,37540.4253,8100350.0
2022-07-20,27.498,38445.0105,12661350.0
2022-07-21,27.361,38253.7474,15890150.0
2022-07-22,26.947,37674.6451,9691000.0
2022-07-25,26.577,37158.4583,16493650.0
2022-07-26,26.329,36810.6054,25150150.0
2022-07-27,30.2,41924.617,71628850.0
2022-07-28,30.778,42726.46,20738050.0
2022-07-29,31.284,43430.0161,15490850.0
2022-08-01,31.148,43240.1059,10653550.0
2022-08-02,30.997,43031.0382,6854600.0
2022-08-03,31.701,44007.7984,10736050.0
2022-08-04,31.687,43988.3632,10153000.0
2022-08-05,32.016,44445.0916,9051350.0
2022-08-08,32.436,45028.9822,9058650.0
2022-08-09,32.782,45508.7553,13296300.0
2022-08-10,33.166,46041.8365,14202100.0
2022-08-11,32.622,45286.6381,16509750.0
2022-08-12,33.274,46192.0432,10148300.0
2022-08-15,33.841,46978.6157,9194350.0
2022-08-16,34.294,47607.4849,11615850.0
2022-08-17,34.11,47352.3278,8180950.0
2022-08-18,34.215,47497.8146,6220750.0
2022-08-19,33.445,46429.7086,12416400.0
2022-08-22,32.789,45518.1952,9800650.0
2022-08-23,32.603,45260.5393,6528200.0
2022-08-24,32.863,45620.9244,5718200.0
2022-08-25,33.265,46179.2715,6185900.0
2022-08-26,32.557,45196.9583,8026150.0
2022-08-29,32.782,45508.4776,9668800.0
2022-08-30,32.25,44770.4933,10179600.0
2022-08-31,31.936,44334.5883,9466100.0
2022-09-01,32.263,44788.5403,12079900.0
2022-09-02,32.33,44882.1072,9243100.0
2022-09-06,32.692,45383.5367,11623850.0
2022-09-07,33.615,46665.7081,12835400.0
2022-09-08,34.14,47394.5301,12694600.0
2022-09-09,34.466,47847.3715,12861850.0
2022-09-12,34.959,48530.9371,8587350.0
2022-09-13,34.021,47229.3304,11165400.0
2022-09-14,34.43,47796.5622,12686250.0
2022-09-15,34.213,47495.5934,6954700.0
2022-09-16,33.871,47021.3732,16308100.0
2022-09-19,34.103,47343.4431,13560450.0
2022-09-20,33.993,47189.627,13255750.0
2022-09-21,33.306,46235.9114,13025850.0
2022-09-22,31.77,44103.5865,22291700.0
2022-09-23,31.15,43243.993,20790050.0
2022-09-26,30.64,42535.1616,12470200.0
2022-09-27,30.78,42729.7917,11202250.0
2022-09-28,31.332,43496.096,13058000.0
2022-09-29,30.867,42850.5679,11995850.0
2022-09-30,30.055,41723.6009,14189800.0
2022-10-03,30.094,41777.4643,16564750.0
2022-10-04,30.723,42650.6625,12508550.0
2022-10-05,30.396,42196.1552,11876000.0
2022-10-06,30.14,41841.0454,12362650.0
2022-10-07,29.575,41056.9718,13977050.0
2022-10-10,29.517,40975.899,13868950.0
2022-10-11,29.821,41398.7546,21867250.0
2022-10-12,30.451,42272.7856,17819750.0
2022-10-13,31.165,43263.9835,21863550.0
2022-10-14,30.168,41880.4712,18468100.0
2022-10-17,30.84,42812.5304,14476350.0
2022-10-18,30.88,42868.3373,15130400.0
2022-10-19,30.544,42402.4465,12574200.0
2022-10-20,30.724,42652.0507,11914400.0
2022-10-21,30.996,43030.2052,18228200.0
2022-10-24,30.917,42919.7019,19366650.0
2022-10-25,31.68,43979.7561,33440250.0
2022-10-26,29.521,40917.1929,51123650.0
2022-10-27,29.339,40665.208,26703750.0
2022-10-28,30.1,41720.2736,19246400.0
2022-10-31,29.967,41535.3737,14879650.0
2022-11-01,29.554,40964.0416,14308450.0
2022-11-02,28.16,39030.7713,26482450.0
2022-11-03,27.837,38584.1842,19276500.0
2022-11-04,27.951,38742.1945,12814650.0
2022-11-07,27.927,38708.9292,12360350.0
2022-11-08,27.793,38522.3661,14097800.0
2022-11-09,27.516,38139.2603,11808550.0
2022-11-10,29.418,40775.5381,20041950.0
2022-11-11,30.127,41757.6971,22186050.0
2022-11-14,30.262,41945.369,13220700.0
2022-11-15,30.469,42232.2825,14197100.0
2022-11-16,30.531,42317.6635,9894200.0
2022-11-17,29.877,41410.6287,11270800.0
2022-11-18,30.05,41650.4164,10058850.0
2022-11-21,29.888,41426.1526,9530350.0
2022-11-22,30.118,41745.2226,9864850.0
2022-11-23,30.177,41826.4454,7282400.0
2022-11-25,30.304,42003.0289,4374950.0
2022-11-28,30.551,42345.6618,8057450.0
2022-11-29,31.054,43043.125,13010350.0
2022-11-30,32.539,45101.1404,22950900.0
2022-12-01,32.517,45069.8155,14822350.0
2022-12-02,32.098,44489.0582,14415750.0
2022-12-05,31.412,43539.0557,12123400.0
2022-12-06,30.168,41814.5253,23047200.0
2022-12-07,30.189,41843.9097,14311250.0
2022-12-08,30.62,42441.0225,10102450.0
2022-12-09,30.525,42309.6244,8623750.0
2022-12-12,31.224,43278.2001,13063450.0
2022-12-13,30.966,42921.1521,11986100.0
2022-12-14,30.766,42643.1094,11162000.0
2022-12-15,29.751,41235.9857,14474500.0
2022-12-16,29.242,40531.3151,20021400.0
2022-12-19,28.3,39224.8191,15122350.0
2022-12-20,28.568,39596.282,14534300.0
2022-12-21,28.504,39507.8516,11118650.0
2022-12-22,28.156,39025.7815,12082600.0
2022-12-23,28.247,39152.1897,10498400.0
2022-12-27,27.96,38754.1146,8404750.0
2022-12-28,27.566,38207.4542,9685150.0
2022-12-29,28.099,38946.7763,12821450.0
2022-12-30,27.75,38462.7657,11256050.0
2023-01-03,27.423,38009.2483,16066300.0
2023-01-04,27.521,38145.6362,13510000.0
2023-01-05,27.283,37816.0321,12921950.0
2023-01-06,28.041,38866.6623,14244000.0
2023-01-09,28.935,40105.2416,18096200.0
2023-01-10,29.029,40235.2536,10167850.0
2023-01-11,29.584,41005.3461,12343750.0
2023-01-12,30.249,41927.3503,13940350.0
2023-01-13,30.491,42262.7757,14508550.0
2023-01-17,31.031,43010.4141,16720400.0
2023-01-18,30.241,41915.4302,11478900.0
2023-01-19,30.083,41696.4334,8313400.0
2023-01-20,31.104,43111.5962,14547750.0
2023-01-23,31.947,44280.3183,16689350.0
2023-01-24,31.902,44217.6685,11478850.0
2023-01-25,31.28,43355.2647,17998150.0
2023-01-26,32.126,44528.145,15574150.0
2023-01-27,32.276,44735.7761,12576750.0
2023-01-30,32.197,44627.1094,13851450.0
2023-01-31,32.928,45639.4844,13734750.0
2023-02-01,33.051,45810.8008,13933050.0
2023-02-02,33.793,46839.5313,16147950.0
2023-02-03,33.859,46931.011,15287250.0
2023-02-06,34.006,47133.6523,15273400.0
2023-02-07,34.457,47597.4532,32496550.0
2023-02-08,32.748,45236.7261,35262050.0
2023-02-09,32.138,44385.8222,21622350.0
2023-02-10,31.678,43749.9672,18265000.0
2023-02-13,32.286,44590.2238,16742200.0
2023-02-14,32.89,45424.6798,13563400.0
2023-02-15,33.131,45756.6944,12214600.0
2023-02-16,32.425,44781.6432,11279750.0
2023-02-17,32.353,44683.0332,11434000.0
2023-02-21,31.385,43345.8596,13613000.0
2023-02-22,31.048,42879.6028,12534400.0
2023-02-23,30.45,42053.9858,15615150.0
2023-02-24,29.535,40790.0101,19174600.0
2023-02-27,29.895,41287.7558,13876300.0
2023-02-28,29.822,41186.3836,11721850.0
2023-03-01,29.695,41012.0898,8269650.0
2023-03-02,29.905,41302.1192,8659000.0
2023-03-03,30.2,41708.989,11963700.0
2023-03-06,30.103,41574.4706,12042850.0
2023-03-07,30.194,41700.15,9363300.0
2023-03-08,30.661,42345.9488,13884250.0
2023-03-09,31.022,42844.2469,18133800.0
2023-03-10,31.014,42833.4744,17465950.0
2023-03-13,31.327,43265.2038,13319050.0
2023-03-14,31.815,43939.7293,13903300.0
2023-03-15,31.817,43942.7677,12432900.0
2023-03-16,32.503,44889.3684,17480450.0
2023-03-17,32.177,44439.1323,16484150.0
2023-03-20,32.205,44477.5267,12974500.0
2023-03-21,32.559,44967.262,10488250.0
2023-03-22,32.449,44815.6181,11532450.0
2023-03-23,32.651,45093.4939,10030950.0
2023-03-24,32.485,44864.785,11420650.0
2023-03-27,32.956,45515.8319,12031350.0
2023-03-28,33.058,45656.1509,8110450.0
2023-03-29,33.134,45761.6664,8860150.0
2023-03-30,33.443,46188.4239,10762050.0
2023-03-31,34.166,47186.125,14319100.0
2023-04-03,34.355,47446.8752,12294000.0
2023-04-04,34.697,47919.485,14744900.0
2023-04-05,33.948,46885.8755,11951750.0
2023-04-06,33.704,46548.6128,10888500.0
2023-04-10,33.831,46724.0115,12448750.0
2023-04-11,34.281,47345.5031,11379900.0
2023-04-12,33.915,46840.2995,9947650.0
2023-04-13,34.358,47451.2947,10815000.0
2023-04-14,34.766,48015.0566,11100900.0
2023-04-17,35.5,49028.7784,16563400.0
2023-04-18,35.569,49124.35,14526750.0
2023-04-19,36.1,49857.4338,13836250.0
2023-04-20,35.968,49675.1296,14357450.0
2023-04-21,36.0,49719.3246,15242350.0
2023-04-24,35.939,49635.6304,13073200.0
2023-04-25,35.6,49166.8877,22729600.0
2023-04-26,40.197,55473.8698,81507050.0
2023-04-27,40.725,56180.0876,24138000.0
2023-04-28,41.352,57045.305,20550900.0
2023-05-01,40.786,56263.4089,25157250.0
2023-05-02,41.079,56668.4278,14736800.0
2023-05-03,41.162,56783.2015,13991950.0
2023-05-04,40.67,56104.2155,11441350.0
2023-05-05,40.564,55957.9894,16062300.0
2023-05-08,40.657,56085.7303,17142600.0
2023-05-09,40.653,56080.7642,6867100.0
2023-05-10,41.097,56692.7068,9991750.0
2023-05-11,41.17,56793.6856,10814350.0
2023-05-12,40.913,56438.6044,10929450.0
2023-05-15,40.942,56479.7133,9091900.0
2023-05-16,41.004,56565.2418,11424950.0
2023-05-17,41.24,56890.526,13198900.0
2023-05-18,41.917,57824.718,15284600.0
2023-05-19,42.124,58110.2728,14298750.0
2023-05-22,42.039,57992.1883,15608600.0
2023-05-23,40.94,56476.6784,17610400.0
2023-05-24,41.061,56643.8728,10806000.0
2023-05-25,41.158,56777.1317,12417300.0
2023-05-26,41.42,57139.1104,13469000.0
2023-05-30,41.426,57146.2838,16749250.0
2023-05-31,41.53,57290.0269,29017250.0
2023-06-01,41.647,57451.1515,9379200.0
2023-06-02,41.245,56896.5957,12277000.0
2023-06-05,41.488,57231.8123,12265700.0
2023-06-06,41.162,56783.2015,8881800.0
2023-06-07,40.458,55811.4873,15277700.0
2023-06-08,40.465,55820.592,9721600.0
2023-06-09,40.811,56298.448,8946050.0
2023-06-12,41.273,56936.3251,11437750.0
2023-06-13,41.315,56993.1602,9083050.0
2023-06-14,41.223,56867.3505,7037150.0
2023-06-15,41.033,56604.9711,10050650.0
2023-06-16,40.658,56087.9375,17198100.0
2023-06-20,40.996,56553.654,12333550.0
2023-06-21,41.49,57234.5713,16839350.0
2023-06-22,41.01,56573.5187,12943300.0
2023-06-23,40.874,56384.8042,36062650.0
2023-06-26,40.646,56071.1077,12440400.0
2023-06-27,41.335,57020.75,11170500.0
2023-06-28,42.03,57979.7729,12304300.0
2023-06-29,42.212,58231.1163,10983850.0
2023-06-30,42.78,59014.6678,13656750.0
2023-07-03,42.471,58588.1288,7779800.0
2023-07-05,42.414,58510.0496,7537200.0
2023-07-06,41.867,57755.7434,8441250.0
2023-07-07,41.549,57316.789,11450950.0
2023-07-10,41.862,57748.0182,8449500.0
2023-07-11,41.066,56649.6667,12801400.0
2023-07-12,41.52,57276.5078,8239900.0
2023-07-13,40.977,56527.7196,11254500.0
2023-07-14,41.12,56724.1592,12940300.0
2023-07-17,42.55,58697.6605,17116750.0
2023-07-18,43.064,59406.4435,14669900.0
2023-07-19,42.783,59018.2544,11769250.0
2023-07-20,41.894,57792.7137,14637500.0
2023-07-21,41.977,57907.4875,14238200.0
2023-07-24,41.66,57469.3608,15668700.0
2023-07-25,41.847,57727.3258,10763850.0
2023-07-26,41.757,57616.5846,23939750.0
2023-07-27,37.66,51962.7161,68460300.0
2023-07-28,38.25,52761.8616,34380250.0
2023-07-31,39.246,54134.6212,24463150.0
2023-08-01,39.1,53933.7834,15445250.0
2023-08-02,38.737,53433.3441,14779400.0
2023-08-03,38.458,53048.7728,13786950.0
2023-08-04,37.812,52157.417,18010600.0
2023-08-07,37.8,52140.5886,10043000.0
2023-08-08,37.227,51350.2035,12348600.0
2023-08-09,37.011,51052.809,10641800.0
2023-08-10,36.914,50918.7332,9585200.0
2023-08-11,36.931,50941.9068,10459700.0
2023-08-14,37.002,51039.2911,10607850.0
2023-08-15,36.963,50986.3228,9332850.0
2023-08-16,37.338,51503.0388,16133650.0
2023-08-17,36.971,50996.8061,16141800.0
2023-08-18,36.984,51015.014,9729750.0
2023-08-21,37.323,51482.0722,13189850.0
2023-08-22,37.441,51645.115,7557250.0
2023-08-23,37.898,52276.0437,8783950.0
2023-08-24,37.446,51652.8396,9425950.0
2023-08-25,37.536,51775.8803,8204850.0
2023-08-28,37.985,52396.3257,8725350.0
2023-08-29,38.062,52501.4345,7068500.0
2023-08-30,38.771,53480.5189,11673300.0
