,OXY US Equity,OXY US Equity,OXY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-05-02,76.33,58296.32,3354917.0
2016-05-03,75.57,57715.8772,4191874.0
2016-05-04,73.96,56486.2548,6165413.0
2016-05-05,76.14,58151.279,6338818.0
2016-05-06,76.06,58090.1797,5258006.0
2016-05-09,75.54,57693.0341,3936380.0
2016-05-10,76.41,58357.4892,4696343.0
2016-05-11,76.31,58281.1151,4523357.0
2016-05-12,76.48,58410.9512,3639480.0
2016-05-13,75.34,57540.2858,3689927.0
2016-05-16,76.53,58449.1382,4468427.0
2016-05-17,76.34,58304.0273,5319278.0
2016-05-18,74.81,57135.5028,6095521.0
2016-05-19,74.84,57158.4151,3963816.0
2016-05-20,74.96,57250.064,3411321.0
2016-05-23,74.87,57181.3273,3334451.0
2016-05-24,76.12,58136.0042,3620728.0
2016-05-25,76.17,58174.1913,3399508.0
2016-05-26,76.11,58128.3668,2286839.0
2016-05-27,76.15,58158.9165,2203127.0
2016-05-31,75.44,57616.66,4584756.0
2016-06-01,75.44,57616.66,3041913.0
2016-06-02,75.21,57440.9994,2244645.0
2016-06-03,74.83,57150.7777,2562046.0
2016-06-06,75.41,57593.7477,3296114.0
2016-06-07,76.87,58708.8103,4531794.0
2016-06-08,75.44,57616.66,4143364.0
2016-06-09,75.6,57738.8586,3846622.0
2016-06-10,75.45,57624.2974,4066277.0
2016-06-13,75.25,57471.5491,5074646.0
2016-06-14,75.12,57372.2627,3880269.0
2016-06-15,74.85,57166.0525,3104672.0
2016-06-16,74.45,56860.5559,3378008.0
2016-06-17,74.95,57242.4266,4062595.0
2016-06-20,76.1,58120.7294,3698005.0
2016-06-21,77.16,58930.2954,3164048.0
2016-06-22,77.1,58884.4709,3564586.0
2016-06-23,78.31,59808.5981,4104008.0
2016-06-24,75.27,57486.8239,5601379.0
2016-06-27,73.12,55844.7797,5255973.0
2016-06-28,73.97,56493.9599,4449131.0
2016-06-29,75.09,57349.3504,4330778.0
2016-06-30,75.56,57708.309,3779265.0
2016-07-01,75.67,57792.3205,3944560.0
2016-07-05,75.22,57448.6368,3599028.0
2016-07-06,75.45,57624.2974,3358286.0
2016-07-07,75.45,57624.2974,4563818.0
2016-07-08,76.13,58143.6416,3804218.0
2016-07-11,76.2,58197.1035,3204234.0
2016-07-12,77.37,59090.6811,4347538.0
2016-07-13,76.83,58678.2607,3659384.0
2016-07-14,77.21,58968.4825,4158220.0
2016-07-15,77.32,59052.494,3886370.0
2016-07-18,76.77,58632.4362,2779439.0
2016-07-19,76.37,58326.9396,2262526.0
2016-07-20,76.35,58311.6648,1825822.0
2016-07-21,75.73,57838.145,2027089.0
2016-07-22,75.38,57570.8355,2411371.0
2016-07-25,74.51,56906.3804,4181792.0
2016-07-26,74.69,57043.8538,2734409.0
2016-07-27,74.16,56639.0708,2975127.0
2016-07-28,73.91,56448.1355,3569989.0
2016-07-29,74.73,57074.4035,3210725.0
2016-08-01,73.59,56203.7382,4132415.0
2016-08-02,73.12,55844.7797,5563872.0
2016-08-03,74.38,56820.8359,4697109.0
2016-08-04,74.25,56721.5255,3745642.0
2016-08-05,73.68,56286.0875,3842620.0
2016-08-08,74.36,56805.5574,3377951.0
2016-08-09,73.68,56286.0875,3353236.0
2016-08-10,73.27,55972.8778,2659778.0
2016-08-11,74.25,56721.5255,2729414.0
2016-08-12,74.46,56881.95,2151381.0
2016-08-15,75.05,57332.6665,4851615.0
2016-08-16,76.01,58066.0357,4289414.0
2016-08-17,76.61,58524.3915,3982972.0
2016-08-18,77.48,59189.0074,4390508.0
2016-08-19,76.54,58470.9167,2992238.0
2016-08-22,76.36,58333.4099,2521875.0
2016-08-23,76.89,58738.2909,2432918.0
2016-08-24,77.72,59372.3497,5357957.0
2016-08-25,77.36,59097.3362,3228074.0
2016-08-26,77.17,58952.1902,3517376.0
2016-08-29,77.95,59548.0527,3335262.0
2016-08-30,77.84,59464.0208,2309598.0
2016-08-31,76.85,58707.7338,3376581.0
2016-09-01,76.84,58700.0946,3261008.0
2016-09-02,77.51,59211.9252,3458329.0
2016-09-06,78.0,59586.249,3978784.0
2016-09-07,77.13,58921.6332,3881746.0
2016-09-08,77.75,59395.2675,5019188.0
2016-09-09,76.11,58142.4284,4496719.0
2016-09-12,75.85,57943.8075,4638156.0
2016-09-13,73.51,56156.2201,5846527.0
2016-09-14,71.8,54849.9062,5624230.0
2016-09-15,72.27,55208.9515,5345299.0
2016-09-16,71.03,54261.6829,5411328.0
2016-09-19,70.82,54101.2584,4220492.0
2016-09-20,70.5,53856.802,4338276.0
2016-09-21,71.8,54849.9062,4294496.0
2016-09-22,71.41,54551.9749,5204033.0
2016-09-23,69.6,53169.2684,5802054.0
2016-09-26,69.32,52955.369,4688338.0
2016-09-27,68.65,52443.5384,4862235.0
2016-09-28,71.9,54926.2988,8044779.0
2016-09-29,72.14,55109.6411,6467699.0
2016-09-30,72.92,55705.5036,5110508.0
2016-10-03,72.82,55629.1109,3002177.0
2016-10-04,72.65,55499.2435,4532664.0
2016-10-05,72.54,55415.2116,4196919.0
2016-10-06,73.54,56179.1379,5269391.0
2016-10-07,73.54,56179.1379,3117585.0
2016-10-10,74.77,57118.7672,3766355.0
2016-10-11,73.69,56293.7268,3694799.0
2016-10-12,74.0,56530.5439,4128936.0
2016-10-13,73.9,56454.1513,4573963.0
2016-10-14,73.22,55934.6815,4494213.0
2016-10-17,72.47,55361.7368,5608542.0
2016-10-18,72.57,55438.1294,3814006.0
2016-10-19,74.51,56920.1463,5840676.0
2016-10-20,74.1,56606.9366,4088581.0
2016-10-21,74.61,56996.539,4983840.0
2016-10-24,75.03,57317.388,6117164.0
2016-10-25,74.43,56859.0322,4943788.0
2016-10-26,74.39,56828.4752,3678010.0
2016-10-27,73.79,56370.1194,4124652.0
2016-10-28,73.63,56247.8912,5822963.0
2016-10-31,72.91,55697.8643,4722121.0
2016-11-01,69.0,52729.0049,13046981.0
2016-11-02,67.79,51804.3368,5810259.0
2016-11-03,67.45,51544.5127,7863005.0
2016-11-04,66.59,50887.3107,7713947.0
2016-11-07,67.25,51391.675,5855527.0
2016-11-08,66.89,51116.5672,4283334.0
2016-11-09,66.9,51124.2091,8582876.0
2016-11-10,65.72,50222.4667,9215391.0
2016-11-11,64.95,49634.0416,7290243.0
2016-11-14,65.77,50260.6761,8700334.0
2016-11-15,68.49,52339.2688,7443275.0
2016-11-16,68.93,52675.5117,7106373.0
2016-11-17,67.81,51819.6206,6668040.0
2016-11-18,68.22,52132.9379,5490189.0
2016-11-21,69.23,52904.7682,4330943.0
2016-11-22,69.29,52950.6195,5663108.0
2016-11-23,69.85,53378.5651,3958455.0
2016-11-25,69.75,53302.1462,1319206.0
2016-11-28,68.39,52262.8499,3836731.0
2016-11-29,67.57,51636.2154,3976060.0
2016-11-30,71.36,54532.4897,9434899.0
2016-12-01,71.27,54463.7127,5690820.0
2016-12-02,70.85,54142.7536,4153338.0
2016-12-05,70.98,54242.0981,4933441.0
2016-12-06,70.41,53806.5106,4643750.0
2016-12-07,68.64,52453.897,8381761.0
2016-12-08,69.32,52973.5452,6258052.0
2016-12-09,70.58,53936.4227,4563450.0
2016-12-12,71.39,54555.4153,5439494.0
2016-12-13,72.35,55289.0363,4355549.0
2016-12-14,70.96,54226.8143,3741185.0
2016-12-15,71.3,54486.6384,4855325.0
2016-12-16,73.44,56122.0017,9264720.0
2016-12-19,72.47,55380.7389,3490879.0
2016-12-20,72.38,55311.9619,2953084.0
2016-12-21,72.16,55143.8405,2450882.0
2016-12-22,72.36,55296.6782,3700583.0
2016-12-23,72.11,55105.631,2344256.0
2016-12-27,72.35,55289.0363,2200529.0
2016-12-28,71.87,54922.2258,2373358.0
2016-12-29,71.6,54715.8949,1939727.0
2016-12-30,71.23,54433.1452,2641605.0
2017-01-03,72.27,55227.9012,4393600.0
2017-01-04,71.48,54624.1923,4151373.0
2017-01-05,70.62,53966.9902,4769923.0
2017-01-06,71.08,54318.5169,3935597.0
2017-01-09,70.48,53860.0038,5543707.0
2017-01-10,69.35,52996.4708,3993244.0
2017-01-11,69.35,52996.4708,6423151.0
2017-01-12,69.03,52751.9305,5343581.0
2017-01-13,69.08,52790.14,3739757.0
2017-01-17,69.73,53286.8625,3776391.0
2017-01-18,69.32,52973.5452,3659302.0
2017-01-19,68.73,52522.674,3901113.0
2017-01-20,68.59,52415.6876,4239082.0
2017-01-23,67.99,51957.1745,3129426.0
2017-01-24,67.87,51865.4719,4946787.0
2017-01-25,68.13,52064.1609,6147386.0
2017-01-26,68.55,52385.1201,3698706.0
2017-01-27,68.95,52690.7955,3836483.0
2017-01-30,67.88,51873.1138,4550978.0
2017-01-31,67.77,51789.0531,5538449.0
2017-02-01,67.61,51666.7829,3975702.0
2017-02-02,68.5,52346.9106,4889780.0
2017-02-03,69.18,52866.5588,4069430.0
2017-02-06,68.19,52110.0122,3799313.0
2017-02-07,66.82,51063.074,4857230.0
2017-02-08,66.77,51024.8646,5676701.0
2017-02-09,68.19,52110.0122,6778515.0
2017-02-10,68.47,52323.985,7394535.0
2017-02-13,67.39,51498.6614,6123996.0
2017-02-14,67.16,51322.8981,8696997.0
2017-02-15,67.21,51361.1075,4673912.0
2017-02-16,66.44,50772.6824,4905177.0
2017-02-17,66.27,50642.7703,5259157.0
2017-02-21,66.98,51185.3442,4796142.0
2017-02-22,65.91,50367.6625,5177711.0
2017-02-23,65.25,49870.0087,6441463.0
2017-02-24,64.89,49594.8638,5286608.0
2017-02-27,65.47,50038.1528,5015678.0
2017-02-28,65.55,50099.2961,5309417.0
2017-03-01,66.24,50626.6571,5277025.0
2017-03-02,65.5,50061.0815,5647005.0
2017-03-03,64.86,49571.9351,5089671.0
2017-03-06,64.73,49472.5772,5100805.0
2017-03-07,64.7,49449.6485,5391588.0
2017-03-08,62.06,47431.9194,7225961.0
2017-03-09,62.5,47768.2076,8182533.0
2017-03-10,62.6,47844.6367,6070041.0
2017-03-13,62.88,48058.6383,6118100.0
2017-03-14,63.04,48180.9249,5747013.0
2017-03-15,65.06,49724.7933,7500332.0
2017-03-16,63.82,48777.0721,5789495.0
2017-03-17,64.09,48983.4308,7553837.0
2017-03-20,63.66,48654.7855,4655581.0
2017-03-21,63.36,48425.4981,6446632.0
2017-03-22,63.51,48540.1418,4984519.0
2017-03-23,63.04,48180.9249,3975466.0
2017-03-24,62.83,48038.528,4228916.0
2017-03-27,62.87,48069.1111,3350289.0
2017-03-28,63.4,48474.3383,4961358.0
2017-03-29,63.78,48764.8785,4351410.0
2017-03-30,64.27,49139.5224,8501408.0
2017-03-31,63.36,48443.7551,6520820.0
2017-04-03,63.74,48734.2953,4324440.0
2017-04-04,64.01,48940.7317,3051136.0
2017-04-05,63.43,48497.2756,4740765.0
2017-04-06,63.28,48382.5887,4285656.0
2017-04-07,62.99,48160.8607,3871733.0
2017-04-10,64.14,49040.1271,4063136.0
2017-04-11,64.98,49682.3738,4828751.0
2017-04-12,65.06,49743.5402,6533850.0
2017-04-13,64.09,49001.8981,4693006.0
2017-04-17,64.03,48956.0233,4065041.0
2017-04-18,62.7,47939.1326,4404077.0
2017-04-19,61.96,47373.3438,5447455.0
2017-04-20,61.93,47350.4064,4094049.0
2017-04-21,61.86,47296.8859,4400227.0
2017-04-24,62.07,47457.4476,2945205.0
2017-04-25,62.5,47786.2167,3384563.0
2017-04-26,62.43,47732.6962,3559019.0
2017-04-27,61.52,47036.9289,6506485.0
2017-04-28,61.54,47052.2204,3724077.0
2017-05-01,60.82,46501.7232,4615127.0
2017-05-02,60.04,45905.3512,5447723.0
2017-05-03,60.17,46004.7466,6641184.0
2017-05-04,58.02,44361.0317,11589299.0
2017-05-05,60.4,46180.7363,7710430.0
2017-05-08,60.6,46333.6526,5637121.0
2017-05-09,59.88,45783.1538,4491295.0
2017-05-10,61.33,46891.7973,5881363.0
2017-05-11,61.07,46693.006,3924825.0
2017-05-12,60.87,46540.0897,3675942.0
2017-05-15,61.31,46876.5056,5426751.0
2017-05-16,60.53,46280.1319,3524351.0
2017-05-17,60.27,46081.3406,4053482.0
2017-05-18,60.29,46096.6323,3506394.0
2017-05-19,60.64,46364.2359,4442805.0
2017-05-22,60.59,46326.0068,3008876.0
2017-05-23,61.56,47067.6511,3826682.0
2017-05-24,61.16,46761.8184,4697166.0
2017-05-25,60.71,46417.7566,4688286.0
2017-05-26,61.0,46639.4853,4675380.0
2017-05-30,60.12,45966.6534,3381474.0
2017-05-31,58.93,45056.8011,7475466.0
2017-06-01,60.51,46264.8402,7530877.0
2017-06-02,60.7,46410.1108,6778398.0
2017-06-05,60.06,45920.7785,5403983.0
2017-06-06,61.65,47136.4634,7535630.0
2017-06-07,60.13,45974.2992,9861656.0
2017-06-08,58.61,44812.135,10782760.0
2017-06-09,61.01,46647.1311,6236989.0
2017-06-12,60.85,46524.798,5823394.0
2017-06-13,61.0,46639.4853,4041097.0
2017-06-14,60.12,45966.653,4894201.0
2017-06-15,59.4,45416.1542,3982832.0
2017-06-16,61.83,47274.0877,6438519.0
2017-06-19,62.03,47427.0041,6818296.0
2017-06-20,60.77,46463.6311,4150077.0
2017-06-21,59.88,45783.1534,4976093.0
2017-06-22,60.21,46035.4654,3700511.0
2017-06-23,60.12,45966.653,4844028.0
2017-06-26,60.01,45882.549,3687612.0
2017-06-27,59.63,45592.008,2976107.0
2017-06-28,59.57,45546.1331,4533379.0
2017-06-29,59.8,45721.9869,3959749.0
2017-06-30,59.87,45775.5076,4707823.0
2017-07-03,61.26,46838.2762,2806548.0
2017-07-05,59.75,45683.7578,4070463.0
2017-07-06,58.87,45010.9259,4341003.0
2017-07-07,58.68,44865.6553,3257119.0
2017-07-10,58.77,44934.4677,2778252.0
2017-07-11,58.94,45064.4466,2757330.0
2017-07-12,59.16,45232.6546,3355836.0
2017-07-13,59.5,45492.6123,3053760.0
2017-07-14,59.82,45737.2785,2575077.0
2017-07-17,60.04,45905.4865,3966824.0
2017-07-18,60.24,46058.4028,3613717.0
2017-07-19,60.89,46555.3809,4062599.0
2017-07-20,60.52,46272.4857,3082246.0
2017-07-21,60.03,45897.8407,3418942.0
2017-07-24,59.41,45423.8,2750554.0
2017-07-25,61.01,46647.1307,3941343.0
2017-07-26,61.59,47090.5881,3537841.0
2017-07-27,62.14,47511.1081,4622516.0
2017-07-28,62.73,47962.2113,3984814.0
2017-07-31,61.93,47350.5459,4102133.0
2017-08-01,61.53,47044.7132,2918207.0
2017-08-02,61.37,46921.8501,5934599.0
2017-08-03,61.55,47059.4733,5768938.0
2017-08-04,62.09,47472.3427,3313589.0
2017-08-07,61.83,47273.5537,3204400.0
2017-08-08,61.35,46906.5586,3231082.0
2017-08-09,61.66,47143.5763,2483393.0
2017-08-10,61.34,46898.9129,2991021.0
2017-08-11,61.13,46738.3526,2475317.0
2017-08-14,61.24,46822.4556,2464144.0
2017-08-15,60.62,46348.4203,3133324.0
2017-08-16,59.7,45645.0131,3687480.0
2017-08-17,58.92,45048.6461,4145853.0
2017-08-18,59.15,45224.4979,4042915.0
2017-08-21,58.84,44987.4802,2788993.0
2017-08-22,59.16,45232.1436,2563783.0
2017-08-23,59.6,45568.5557,2759772.0
2017-08-24,59.13,45209.2064,2387837.0
2017-08-25,59.22,45278.018,1925903.0
2017-08-28,59.13,45209.2064,2381073.0
2017-08-29,59.08,45170.9777,2825465.0
2017-08-30,59.17,45239.7893,2855922.0
2017-08-31,59.7,45645.0131,3729611.0
2017-09-01,59.75,45683.2417,2635770.0
2017-09-05,60.72,46424.8776,4619762.0
2017-09-06,61.62,47112.9934,4086281.0
2017-09-07,61.86,47296.4909,4037058.0
2017-09-08,60.24,46057.8825,3502021.0
2017-09-11,60.41,46187.8599,4402960.0
2017-09-12,60.78,46470.752,4436640.0
2017-09-13,61.55,47059.4733,4139200.0
2017-09-14,61.58,47082.4105,4765031.0
2017-09-15,61.35,46906.5586,5291423.0
2017-09-18,61.8,47250.6165,4192394.0
2017-09-19,61.86,47296.4909,3221259.0
2017-09-20,62.49,47778.172,3519805.0
2017-09-21,62.75,47976.961,2676782.0
2017-09-22,62.94,48122.2298,3412058.0
2017-09-25,64.58,49376.1297,5157853.0
2017-09-26,64.44,49269.0895,3425532.0
2017-09-27,65.19,49842.5193,3523410.0
2017-09-28,64.97,49674.3132,3388661.0
2017-09-29,64.21,49093.2377,3559687.0
2017-10-02,64.11,49016.7804,2775090.0
2017-10-03,63.98,48917.3859,1862017.0
2017-10-04,64.39,49230.8608,3355841.0
2017-10-05,64.35,49200.2779,3028636.0
2017-10-06,63.91,48863.8657,2303213.0
2017-10-09,64.0,48932.6773,3117632.0
2017-10-10,64.5,49314.9639,3435363.0
2017-10-11,64.39,49230.8608,2044645.0
2017-10-12,64.22,49100.8834,3100040.0
2017-10-13,64.73,49490.8157,3377630.0
2017-10-16,64.77,49521.3986,2668801.0
2017-10-17,64.64,49422.0041,3092590.0
2017-10-18,64.63,49414.3584,2895117.0
2017-10-19,64.84,49574.9187,3568070.0
2017-10-20,65.47,50056.5997,4522973.0
2017-10-23,65.05,49735.479,3410558.0
2017-10-24,65.82,50324.2003,6594212.0
2017-10-25,65.35,49964.851,6910348.0
2017-10-26,64.62,49406.7126,4454192.0
2017-10-27,65.05,49735.479,5064265.0
2017-10-30,64.96,49666.6675,4371611.0
2017-10-31,64.57,49368.484,5235118.0
2017-11-01,65.46,50092.9604,6184177.0
2017-11-02,67.9,51960.1591,7875764.0
2017-11-03,68.26,52235.6474,6370511.0
2017-11-06,68.82,52664.1848,3986193.0
2017-11-07,68.75,52610.6176,3306510.0
2017-11-08,68.17,52166.7753,4635571.0
2017-11-09,68.7,52572.3553,2973928.0
2017-11-10,68.17,52166.7753,3493991.0
2017-11-13,67.93,51983.1164,3682367.0
2017-11-14,67.32,51516.3168,4178263.0
2017-11-15,66.67,51018.9073,4881537.0
2017-11-16,67.17,51401.53,3595945.0
2017-11-17,68.4,52342.7817,5513692.0
2017-11-20,67.81,51891.287,4157569.0
2017-11-21,67.88,51944.8542,2972635.0
2017-11-22,68.23,52212.69,2696090.0
2017-11-24,68.42,52358.0866,1596187.0
2017-11-27,68.08,52097.9032,8203533.0
2017-11-28,68.96,52771.3191,4807513.0
2017-11-29,69.9,53490.6498,5105310.0
2017-11-30,70.5,53949.797,6525708.0
2017-12-01,70.24,53750.8332,4972592.0
2017-12-04,70.06,53613.089,3678196.0
2017-12-05,70.0,53567.1743,2723755.0
2017-12-06,69.27,53008.5452,3304856.0
2017-12-07,69.41,53115.6795,3813135.0
2017-12-08,68.87,52702.447,3063764.0
2017-12-11,69.5,53184.5516,2855752.0
2017-12-12,70.03,53590.1317,6178724.0
2017-12-13,69.97,53544.2169,3985824.0
2017-12-14,70.55,53988.0592,5522587.0
2017-12-15,70.62,54041.6264,7554041.0
2017-12-18,70.97,54309.4623,3092289.0
2017-12-19,70.9,54255.8951,4198199.0
2017-12-20,71.88,55005.8355,2844156.0
2017-12-21,72.58,55541.5073,2902364.0
2017-12-22,72.99,55855.2579,5465751.0
2017-12-26,73.54,56276.1428,2214391.0
2017-12-27,73.32,56107.7888,2237532.0
2017-12-28,73.7,56398.5821,1682774.0
2017-12-29,73.66,56367.9723,3181641.0
2018-01-02,73.98,56612.8508,2829956.0
2018-01-03,75.0,57393.401,3463407.0
2018-01-04,74.96,57362.7912,2706051.0
2018-01-05,74.55,57049.0406,3240275.0
2018-01-08,75.19,57538.7976,3174577.0
2018-01-09,74.89,57309.224,2985147.0
2018-01-10,74.25,56819.467,4094333.0
2018-01-11,75.82,58020.9022,5061075.0
2018-01-12,76.53,58564.2264,5781137.0
2018-01-16,75.27,57600.0173,4333089.0
2018-01-17,75.86,58051.512,3109926.0
2018-01-18,75.39,57691.8467,3012402.0
2018-01-19,75.55,57814.286,3224752.0
2018-01-22,77.63,59405.9963,4309443.0
2018-01-23,77.42,59245.2948,3313985.0
2018-01-24,77.56,59352.4291,3356098.0
2018-01-25,76.74,58724.9279,2468719.0
2018-01-26,77.18,59061.6359,2345884.0
2018-01-29,76.24,58342.3053,3014770.0
2018-01-30,74.76,57209.7421,4415223.0
2018-01-31,74.97,57370.4437,4626137.0
2018-02-01,76.1,58235.1709,3165336.0
2018-02-02,73.58,56306.7526,5505047.0
2018-02-05,70.91,54263.5476,5786781.0
2018-02-06,71.22,54500.7736,5616417.0
2018-02-07,69.87,53467.6924,5630286.0
2018-02-08,68.47,52396.3489,7126269.0
2018-02-09,68.18,52174.4278,5440264.0
2018-02-12,69.87,53467.6924,3951715.0
2018-02-13,69.72,53352.9056,4519843.0
2018-02-14,69.85,53452.3875,8007764.0
2018-02-15,69.43,53130.9844,5020812.0
2018-02-16,68.16,52159.1229,5793646.0
2018-02-20,67.99,52029.0311,5107948.0
2018-02-21,67.21,51432.1398,5113629.0
2018-02-22,67.92,51975.464,3785333.0
2018-02-23,68.32,52274.9588,3854662.0
2018-02-26,67.27,51471.5526,7385607.0
2018-02-27,66.75,51073.6753,6623649.0
2018-02-28,65.6,50193.7543,8149584.0
2018-03-01,65.63,50216.7088,5519323.0
2018-03-02,65.64,50224.3603,3752456.0
2018-03-05,65.92,50438.6019,4746913.0
2018-03-06,65.66,50239.6632,4435259.0
2018-03-07,65.19,49880.0434,4694166.0
2018-03-08,62.96,48173.7618,9402574.0
2018-03-09,63.67,48717.0173,12059707.0
2018-03-12,63.89,48885.3501,7821475.0
2018-03-13,64.2,49122.5462,4840251.0
2018-03-14,64.04,49000.1224,3466681.0
2018-03-15,63.91,48900.653,3226136.0
2018-03-16,64.45,49313.8333,6189285.0
2018-03-19,63.65,48701.7144,4686207.0
2018-03-20,63.91,48900.653,4877662.0
2018-03-21,66.04,50530.4198,4784762.0
2018-03-22,65.18,49906.2972,6320665.0
2018-03-23,65.49,50143.6546,6253712.0
2018-03-26,67.2,51452.9483,3938800.0
2018-03-27,65.82,50396.3253,5378631.0
2018-03-28,63.15,48351.9894,10391821.0
2018-03-29,64.96,49737.8501,7823482.0
2018-04-02,64.67,49515.8061,6816447.0
2018-04-03,66.63,51016.5171,7485955.0
2018-04-04,66.62,51008.8604,6631880.0
2018-04-05,67.77,51889.3796,7941162.0
2018-04-06,67.53,51705.6191,6898770.0
2018-04-09,68.93,52777.5555,7918717.0
2018-04-10,70.51,53987.3123,8005143.0
2018-04-11,71.68,54883.1449,4999431.0
2018-04-12,71.78,54959.7118,4736767.0
2018-04-13,73.63,56376.1992,6321755.0
2018-04-16,74.91,57356.2554,5205572.0
2018-04-17,75.22,57593.6127,4187694.0
2018-04-18,75.92,58129.5809,4276327.0
2018-04-19,75.99,58183.1777,5457559.0
2018-04-20,76.47,58550.6988,5027932.0
2018-04-23,77.24,59140.2638,3220763.0
2018-04-24,77.34,59216.8307,4876792.0
2018-04-25,77.36,59232.1441,5583100.0
2018-04-26,77.6,59415.9046,3672126.0
2018-04-27,77.04,58987.1301,2901688.0
2018-04-30,77.26,59155.5772,3742391.0
2018-05-01,76.58,58634.9224,3895045.0
2018-05-02,76.83,58826.3396,3978290.0
2018-05-03,77.29,59178.5473,4773167.0
2018-05-04,77.71,59500.1282,2975010.0
2018-05-07,77.28,59170.8906,5105419.0
2018-05-08,78.2,59883.2314,7159965.0
2018-05-09,82.4,63099.4664,11029957.0
2018-05-10,83.86,64217.4909,5741221.0
2018-05-11,84.97,65067.4958,6621328.0
2018-05-14,84.89,65006.2342,6459553.0
2018-05-15,84.27,64531.4567,4637342.0
2018-05-16,84.26,64523.799,5235656.0
2018-05-17,86.16,65978.7624,4935457.0
2018-05-18,85.42,65412.0924,3498594.0
2018-05-21,85.79,65695.4274,5806073.0
2018-05-22,84.95,65052.1804,3827440.0
2018-05-23,85.33,65343.1731,3507337.0
2018-05-24,83.86,64217.4909,3319344.0
2018-05-25,82.4,63099.4664,4152080.0
2018-05-29,81.83,62662.9773,4130632.0
2018-05-30,84.07,64378.3026,3781020.0
2018-05-31,84.2,64477.8528,4861137.0
2018-06-01,85.1,65167.046,4940156.0
2018-06-04,85.36,65366.1462,4312027.0
2018-06-05,85.51,65481.0118,6391030.0
2018-06-06,86.46,66208.4935,6534344.0
2018-06-07,86.48,66223.8089,7228953.0
2018-06-08,85.47,65450.381,5533220.0
2018-06-11,86.15,65971.1047,5813427.0
2018-06-12,84.93,65036.865,6053580.0
2018-06-13,84.33,64577.4029,4401642.0
2018-06-14,84.35,64592.7183,3675563.0
2018-06-15,83.33,63811.6327,7476915.0
2018-06-18,83.79,64163.887,5247191.0
2018-06-19,82.58,63237.305,5426962.0
2018-06-20,83.24,63742.7134,4452497.0
2018-06-21,82.09,62862.0776,4997353.0
2018-06-22,83.33,63811.6327,5699085.0
2018-06-25,81.35,62295.4076,3780329.0
2018-06-26,82.68,63313.882,3925592.0
2018-06-27,83.77,64148.5716,5131817.0
2018-06-28,83.4,63865.2366,3507099.0
2018-06-29,83.68,64079.6523,3849695.0
2018-07-02,82.52,63191.3588,3091306.0
2018-07-03,83.86,64217.4909,2978893.0
2018-07-05,84.19,64470.1951,3670183.0
2018-07-06,84.25,64516.1413,2801072.0
2018-07-09,85.25,65281.9115,3001602.0
2018-07-10,85.7,65626.5081,4601458.0
2018-07-11,83.93,64271.0948,5109416.0
2018-07-12,84.56,64753.5301,4694091.0
2018-07-13,83.64,64049.0215,4723923.0
2018-07-16,82.53,63199.0165,3661671.0
2018-07-17,82.69,63321.5397,3476131.0
2018-07-18,82.96,63528.2977,3827000.0
2018-07-19,82.98,63543.6131,3495475.0
2018-07-20,83.08,63620.1901,3147194.0
2018-07-23,82.45,63137.7549,3328216.0
2018-07-24,83.46,63911.1828,7053068.0
2018-07-25,84.33,64577.4029,4623224.0
2018-07-26,84.16,64447.222,4169160.0
2018-07-27,83.47,63918.8405,2787348.0
2018-07-30,83.31,63796.3173,3198908.0
2018-07-31,83.93,64271.0948,5069944.0
2018-08-01,82.64,63283.2512,3417586.0
2018-08-02,82.24,62976.9431,3355720.0
2018-08-03,82.29,63015.2317,3281573.0
2018-08-06,82.3,63022.8894,3224184.0
2018-08-07,81.94,62747.2121,3933400.0
2018-08-08,81.2,62095.382,4539360.0
2018-08-09,77.79,59487.6818,14625180.0
2018-08-10,78.78,60244.7561,8380585.0
2018-08-13,78.14,59755.3343,6056022.0
2018-08-14,79.66,60917.7109,5701555.0
2018-08-15,76.93,58830.0214,6489462.0
2018-08-16,78.02,59663.5678,5470610.0
2018-08-17,78.55,60068.8701,4795120.0
2018-08-20,79.01,60420.642,3119024.0
2018-08-21,78.89,60328.8754,3282375.0
2018-08-22,79.33,60665.3529,2948908.0
2018-08-23,78.98,60397.7004,2313636.0
2018-08-24,79.34,60673.0001,2580762.0
2018-08-27,80.21,61338.3077,2242062.0
2018-08-28,80.11,61261.8356,3173182.0
2018-08-29,80.23,61353.6022,3149751.0
2018-08-30,80.13,61277.13,3216602.0
2018-08-31,79.87,61078.3025,3227761.0
2018-09-04,79.27,60619.4696,5131583.0
2018-09-05,79.14,60520.0558,3851040.0
2018-09-06,77.57,59319.4431,4084214.0
2018-09-07,76.65,58615.8994,3317648.0
2018-09-10,76.88,58791.7853,2732136.0
2018-09-11,77.12,58975.3185,4164676.0
2018-09-12,75.74,57920.0029,5535723.0
2018-09-13,76.64,58608.2522,7684714.0
2018-09-14,77.58,59327.0903,4672685.0
2018-09-17,77.6,59342.3848,3000579.0
2018-09-18,78.88,60321.2282,3789670.0
2018-09-19,79.38,60703.5889,3785027.0
2018-09-20,79.23,60588.8807,3752941.0
2018-09-21,79.6,60871.8277,8386063.0
2018-09-24,80.75,61751.2573,4700621.0
2018-09-25,81.31,62179.5013,5316270.0
2018-09-26,81.01,61950.0849,4221418.0
2018-09-27,81.17,62072.4403,5241429.0
2018-09-28,82.17,62837.1618,6414567.0
