,OXY US Equity,OXY US Equity,OXY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-03-03,28.66,26698.3582,20382064.0
2021-03-04,29.9,27853.4861,39491581.0
2021-03-05,31.23,29092.4538,42026530.0
2021-03-08,29.77,27732.384,22684836.0
2021-03-09,28.65,26689.0427,23868210.0
2021-03-10,29.36,27350.4465,24101753.0
2021-03-11,30.98,28859.5652,21984257.0
2021-03-12,30.63,28533.521,16114009.0
2021-03-15,29.3,27294.5532,19584618.0
2021-03-16,28.17,26241.8964,16895158.0
2021-03-17,29.04,27052.349,16242394.0
2021-03-18,26.62,24797.9866,24421040.0
2021-03-19,28.1,26176.6876,29558099.0
2021-03-22,27.46,25580.4926,14200429.0
2021-03-23,26.59,24770.04,20609389.0
2021-03-24,27.06,25207.8707,15596413.0
2021-03-25,26.7,24872.511,18172001.0
2021-03-26,27.76,25912.8661,16268520.0
2021-03-29,27.0,25203.4361,13907089.0
2021-03-30,27.33,25511.4781,9799226.0
2021-03-31,26.62,24848.7211,15989670.0
2021-04-01,27.38,25558.1511,27311044.0
2021-04-05,25.31,23625.8877,32081284.0
2021-04-06,25.35,23663.2261,20232428.0
2021-04-07,25.3,23616.5531,14354563.0
2021-04-08,24.73,23084.4805,14911138.0
2021-04-09,24.59,22953.7961,10378755.0
2021-04-12,24.23,22617.7502,15386313.0
2021-04-13,24.29,22673.7579,11106498.0
2021-04-14,25.55,23849.9182,26392815.0
2021-04-15,24.86,23205.8304,13541188.0
2021-04-16,24.38,22757.7693,11494808.0
2021-04-19,24.54,22907.123,11162616.0
2021-04-20,23.2,21656.2858,18736185.0
2021-04-21,24.45,22823.1116,19500133.0
2021-04-22,24.1,22496.4004,16448536.0
2021-04-23,24.65,23009.8037,10830242.0
2021-04-26,24.9,23243.1688,12515570.0
2021-04-27,25.09,23420.5264,13876017.0
2021-04-28,26.1,24363.3216,20740971.0
2021-04-29,25.94,24213.9679,18229984.0
2021-04-30,25.36,23672.5607,14842915.0
2021-05-03,26.14,24400.66,13380910.0
2021-05-04,25.86,24139.291,15044734.0
2021-05-05,27.05,25250.1091,19853071.0
2021-05-06,26.65,24876.7249,14458227.0
2021-05-07,27.39,25567.4857,17631399.0
2021-05-10,26.63,24858.0557,19188308.0
2021-05-11,24.53,22896.7603,30525035.0
2021-05-12,25.12,23447.4774,26921896.0
2021-05-13,23.71,22131.357,20686376.0
2021-05-14,25.1,23428.809,19639622.0
2021-05-17,26.39,24632.9191,17232129.0
2021-05-18,25.87,24147.5414,15992390.0
2021-05-19,25.07,23400.8064,18157165.0
2021-05-20,24.95,23288.7962,14554213.0
2021-05-21,25.12,23447.4774,13212200.0
2021-05-24,25.44,23746.1713,13100534.0
2021-05-25,24.62,22980.768,13774199.0
2021-05-26,25.29,23606.1585,14084130.0
2021-05-27,26.07,24334.2251,19886308.0
2021-05-28,25.96,24231.5491,10132126.0
2021-06-01,28.47,26574.43,27701874.0
2021-06-02,29.23,27283.8282,28273094.0
2021-06-03,29.28,27330.4991,19504428.0
2021-06-04,29.14,27199.8205,16134541.0
2021-06-07,29.16,27218.4889,10040786.0
2021-06-08,29.19,27246.4914,12127743.0
2021-06-09,28.35,26462.4197,15365898.0
2021-06-10,28.33,26443.7513,14212478.0
2021-06-11,28.33,26443.7513,10863551.0
2021-06-14,28.28,26397.0804,13827317.0
2021-06-15,29.2,27255.8256,13087667.0
2021-06-16,30.54,28506.6066,42712739.0
2021-06-17,28.22,26341.0753,39315207.0
2021-06-18,27.99,26126.389,24074329.0
2021-06-21,29.5,27535.8512,18633602.0
2021-06-22,30.01,28011.8947,15195904.0
2021-06-23,30.96,28898.6425,24067581.0
2021-06-24,31.74,29626.7091,15182233.0
2021-06-25,32.91,30718.8089,25211899.0
2021-06-28,31.24,29159.9997,17426071.0
2021-06-29,31.3,29216.0048,15618960.0
2021-06-30,31.27,29188.0023,12823912.0
2021-07-01,32.86,30672.138,23100194.0
2021-07-02,32.58,30410.7808,10670928.0
2021-07-06,30.51,28478.6041,21467044.0
2021-07-07,29.48,27517.1828,20238500.0
2021-07-08,29.66,27685.1982,16379095.0
2021-07-09,30.24,28226.581,13108843.0
2021-07-12,29.99,27993.2264,11171527.0
2021-07-13,30.08,28077.234,11039488.0
2021-07-14,27.83,25977.042,22822468.0
2021-07-15,27.23,25416.9908,18361001.0
2021-07-16,25.94,24212.8807,18512290.0
2021-07-19,24.82,23167.4518,28376776.0
2021-07-20,25.37,23680.832,17071011.0
2021-07-21,27.18,25370.3199,19629300.0
2021-07-22,27.01,25211.6387,12459562.0
2021-07-23,26.58,24810.2686,9502506.0
2021-07-26,27.12,25314.3147,11080817.0
2021-07-27,26.26,24511.5747,12870381.0
2021-07-28,26.9,25108.9626,11767747.0
2021-07-29,26.78,24996.9524,11718236.0
2021-07-30,26.1,24362.2277,15123264.0
2021-08-02,25.79,24072.8679,13879968.0
2021-08-03,26.43,24678.6065,15215289.0
2021-08-04,25.69,23987.6428,20780168.0
2021-08-05,26.19,24454.5101,12976216.0
2021-08-06,26.39,24641.2571,12862475.0
2021-08-09,25.61,23912.9441,12029116.0
2021-08-10,26.26,24519.8716,13269637.0
2021-08-11,26.84,25061.4377,15265573.0
2021-08-12,26.87,25089.4497,9253552.0
2021-08-13,25.79,24081.0163,12000881.0
2021-08-16,24.79,23147.2817,16371446.0
2021-08-17,24.08,22484.3301,15987819.0
2021-08-18,23.45,21896.0772,15233183.0
2021-08-19,22.09,20626.1981,26408141.0
2021-08-20,21.95,20495.4753,18519024.0
2021-08-23,23.47,21914.7519,17577571.0
2021-08-24,24.38,22764.4505,15360034.0
2021-08-25,24.63,22997.8841,10024451.0
2021-08-26,24.0,22409.6313,11491018.0
2021-08-27,25.66,23959.6308,17295256.0
2021-08-30,25.25,23576.7996,10804446.0
2021-08-31,25.69,23987.6428,17367683.0
2021-09-01,25.08,23418.0647,14779525.0
2021-09-02,26.58,24818.6667,21151865.0
2021-09-03,25.92,24202.4018,13461719.0
2021-09-07,25.66,23959.6308,11338299.0
2021-09-08,24.91,23259.3298,12672590.0
2021-09-09,25.07,23408.7273,12905253.0
2021-09-10,24.98,23324.6912,10690172.0
2021-09-13,26.65,24884.0281,22818817.0
2021-09-14,26.28,24538.5463,16350342.0
2021-09-15,27.88,26032.5217,25212410.0
2021-09-16,27.33,25518.9676,13235170.0
2021-09-17,26.94,25154.8111,25235993.0
2021-09-20,25.48,23791.5586,20469985.0
2021-09-21,25.43,23744.8718,12866206.0
2021-09-22,26.75,24977.4015,21793420.0
2021-09-23,27.96,26107.2205,17427986.0
2021-09-24,28.1,26237.9433,13473789.0
2021-09-27,30.19,28189.4487,26376700.0
2021-09-28,29.9,27918.6656,29296291.0
2021-09-29,30.03,28040.0511,16325025.0
2021-09-30,29.58,27619.8706,19182661.0
2021-10-01,31.15,29085.8339,19625070.0
2021-10-04,31.81,29702.0988,25391782.0
2021-10-05,32.77,30598.4841,27604486.0
2021-10-06,32.0,29879.5084,22400601.0
2021-10-07,32.48,30327.701,21848876.0
2021-10-08,33.63,31401.4958,20246908.0
2021-10-11,33.39,31177.3995,21394944.0
2021-10-12,33.01,30822.5804,15502163.0
2021-10-13,32.28,30140.9541,14943948.0
2021-10-14,31.99,29870.171,17846836.0
2021-10-15,31.66,29562.0386,14781603.0
2021-10-18,32.93,30747.8816,25900791.0
2021-10-19,32.94,30757.2189,13006205.0
2021-10-20,33.36,31149.3875,15636573.0
2021-10-21,32.8,30626.4961,14869306.0
2021-10-22,33.93,31681.6162,15000961.0
2021-10-25,35.22,32886.1339,19253696.0
2021-10-26,35.36,33016.8568,15398121.0
2021-10-27,33.3,31093.3634,20124769.0
2021-10-28,33.83,31588.2428,12039168.0
2021-10-29,33.53,31308.1224,13346473.0
2021-11-01,34.81,32503.3027,14134073.0
2021-11-02,34.36,32083.1221,11557958.0
2021-11-03,33.85,31606.9175,13783969.0
2021-11-04,33.75,31521.8581,20375392.0
2021-11-05,33.42,31213.6444,18862583.0
2021-11-08,34.29,32026.2078,14267474.0
2021-11-09,33.74,31512.5183,13200068.0
2021-11-10,31.82,29719.2748,17560966.0
2021-11-11,32.12,29999.4691,10684973.0
2021-11-12,32.08,29962.1099,10241314.0
2021-11-15,31.98,29868.7118,10287627.0
2021-11-16,31.84,29737.9544,10348517.0
2021-11-17,30.76,28729.255,14406073.0
2021-11-18,30.64,28617.1773,12789728.0
2021-11-19,29.12,27197.5262,19311137.0
2021-11-22,30.01,28028.7692,16567328.0
2021-11-23,31.92,29812.6729,21492547.0
2021-11-24,32.01,29896.7312,11491014.0
2021-11-26,29.7,27739.2351,22787824.0
2021-11-29,30.06,28075.4683,15448122.0
2021-11-30,29.65,27692.5361,20779594.0
2021-12-01,28.95,27038.7494,19018772.0
2021-12-02,29.65,27692.5361,18877793.0
2021-12-03,29.16,27234.8854,15148793.0
2021-12-06,29.84,27869.9925,11188796.0
2021-12-07,31.12,29065.4881,13643812.0
2021-12-08,30.77,28738.5948,11473683.0
2021-12-09,30.24,28243.5849,9111662.0
2021-12-10,30.77,28738.5948,9672303.0
2021-12-13,29.23,27300.2641,12525655.0
2021-12-14,28.74,26842.6134,14116384.0
2021-12-15,28.52,26637.1376,19091740.0
2021-12-16,28.38,26506.3802,13027229.0
2021-12-17,28.04,26188.8267,23540994.0
2021-12-20,26.98,25198.8069,21316192.0
2021-12-21,28.6,26711.8561,13116158.0
2021-12-22,28.92,27010.73,8381044.0
2021-12-23,28.85,26945.3513,8401591.0
2021-12-27,29.64,27683.1963,8380047.0
2021-12-28,29.48,27533.7593,9545606.0
2021-12-29,29.26,27328.2835,11311012.0
2021-12-30,28.97,27057.429,9509485.0
2021-12-31,28.99,27076.1086,8669155.0
2022-01-03,31.06,29009.4493,15095852.0
2022-01-04,33.38,31176.2851,26692372.0
2022-01-05,31.81,29709.935,21157260.0
2022-01-06,32.76,30597.2169,18528246.0
2022-01-07,33.21,31017.5084,14884484.0
2022-01-10,32.38,30242.3042,17609662.0
2022-01-11,34.7,32409.14,20876121.0
2022-01-12,34.75,32455.8391,15501767.0
2022-01-13,34.15,31895.4505,13529490.0
2022-01-14,35.51,33165.6646,19566035.0
2022-01-18,36.03,33651.3347,24419099.0
2022-01-19,35.83,33464.5385,18393252.0
2022-01-20,34.95,32642.6353,16099275.0
2022-01-21,33.75,31521.8581,18434140.0
2022-01-24,34.01,31764.6932,23742862.0
2022-01-25,36.77,34342.4807,28095586.0
2022-01-26,37.06,34613.3352,25911607.0
2022-01-27,37.26,34800.1314,21102662.0
2022-01-28,37.57,35089.6655,16658181.0
2022-01-31,37.67,35183.0636,16469302.0
2022-02-01,39.29,36696.1127,20514773.0
2022-02-02,39.62,37004.3265,14752748.0
2022-02-03,40.0,37359.2392,22557478.0
2022-02-04,40.8,38106.424,23757400.0
2022-02-07,41.0,38293.2202,15544015.0
2022-02-08,39.35,36752.1516,20307525.0
2022-02-09,40.3,37639.4335,16412010.0
2022-02-10,40.68,37994.3463,17756306.0
2022-02-11,42.98,40142.5026,24477906.0
2022-02-14,41.23,38508.0358,21485913.0
2022-02-15,39.85,37219.1421,23618152.0
2022-02-16,39.65,37032.3459,18292088.0
2022-02-17,39.86,37228.4819,15162786.0
2022-02-18,39.56,36948.2876,14462708.0
2022-02-22,38.32,35790.1512,20757170.0
2022-02-23,38.69,36135.7242,15379390.0
2022-02-24,38.92,36353.7705,32173767.0
2022-02-25,38.74,36185.6389,29780441.0
2022-02-28,43.73,40846.6182,50039517.0
2022-03-01,46.79,43704.854,68949820.0
2022-03-02,48.37,45180.6751,51230106.0
2022-03-03,47.75,44601.5555,43690512.0
2022-03-04,56.15,52447.693,101759603.0
2022-03-07,55.38,51728.4637,81361215.0
2022-03-08,54.6,50999.8938,81141767.0
2022-03-09,57.5,53708.6794,134668989.0
2022-03-10,58.13,54297.1397,81812591.0
2022-03-11,57.95,54129.0082,48469639.0
2022-03-14,55.59,51924.6171,53706914.0
2022-03-15,54.53,50934.5093,49163860.0
2022-03-16,52.99,49496.0508,43406316.0
2022-03-17,58.01,54185.052,59355480.0
2022-03-18,56.24,52531.7587,40835935.0
2022-03-21,60.96,56940.5408,52222959.0
2022-03-22,59.64,55707.5763,35853513.0
2022-03-23,59.84,55894.3891,39139724.0
2022-03-24,57.75,53942.1954,28409085.0
2022-03-25,58.71,54838.8968,37749900.0
2022-03-28,56.64,53066.5369,24924672.0
2022-03-29,56.79,53207.0733,29111203.0
2022-03-30,57.48,53853.5406,26068990.0
2022-03-31,56.74,53160.2278,32217545.0
2022-04-01,58.11,54443.7934,21019029.0
2022-04-04,57.79,54143.9825,19371054.0
2022-04-05,55.72,52204.5805,22939267.0
2022-04-06,56.1,52560.606,27902977.0
2022-04-07,57.68,54040.9225,24408341.0
2022-04-08,61.8,57900.9884,41639002.0
2022-04-11,57.92,54265.7807,27618031.0
2022-04-12,59.14,55408.8099,26820867.0
2022-04-13,59.62,55858.5263,21358382.0
2022-04-14,59.34,55596.1917,18789385.0
2022-04-18,61.37,57498.1174,30802492.0
2022-04-19,60.38,56570.5773,19514640.0
2022-04-20,61.47,57591.8083,20837836.0
2022-04-21,59.2,55465.0245,32050433.0
2022-04-22,56.62,53047.7987,22816947.0
2022-04-25,54.92,51455.0531,32976979.0
2022-04-26,54.82,51361.3622,27151259.0
2022-04-27,55.59,52082.7823,20688475.0
2022-04-28,57.03,53431.9315,20633143.0
2022-04-29,55.09,51614.3277,19208596.0
2022-05-02,58.3,54621.8062,38104698.0
2022-05-03,59.24,55502.5008,24723439.0
2022-05-04,61.57,57685.4993,27975499.0
2022-05-05,62.29,58360.0739,42153578.0
2022-05-06,64.94,60842.8833,30897863.0
2022-05-09,57.84,54190.828,40093511.0
2022-05-10,59.41,55678.5162,30590159.0
2022-05-11,60.1,56325.178,36357072.0
2022-05-12,59.22,55500.45,23862877.0
2022-05-13,64.08,60055.1981,35184864.0
2022-05-16,67.72,63466.5733,38650675.0
2022-05-17,67.94,63672.7553,28834803.0
2022-05-18,64.3,60261.3801,28649823.0
2022-05-19,63.96,59942.7352,27147556.0
2022-05-20,63.26,59286.7015,23803391.0
2022-05-23,65.42,61311.034,24517338.0
2022-05-24,65.07,60983.0172,19892932.0
2022-05-25,66.39,62220.1093,18245005.0
2022-05-26,68.66,64347.5328,22548615.0
2022-05-27,70.86,66409.353,20843906.0
2022-05-31,69.31,64956.707,41019492.0
2022-06-01,70.42,65996.989,28856914.0
2022-06-02,69.3,64947.3351,23447614.0
2022-06-03,70.29,65875.1541,23397785.0
2022-06-06,69.61,65237.8643,25654112.0
2022-06-07,70.55,66118.8238,25630471.0
2022-06-08,69.03,64694.2935,29262712.0
2022-06-09,65.18,61086.1082,25166623.0
2022-06-10,63.87,59858.388,27441946.0
2022-06-13,59.83,56072.1365,34448407.0
2022-06-14,62.09,58190.1881,31328407.0
2022-06-15,60.28,56493.8724,29608916.0
2022-06-16,56.81,53241.8197,40604250.0
2022-06-17,55.68,52182.7939,51530833.0
2022-06-21,57.87,54235.2421,31096551.0
2022-06-22,55.77,52267.1411,37845610.0
2022-06-23,56.09,52567.0422,36861532.0
2022-06-24,57.52,53907.2253,45335599.0
2022-06-27,58.9,55200.5488,26793472.0
2022-06-28,61.71,57834.0555,39137647.0
2022-06-29,59.1,55387.987,31710746.0
2022-06-30,58.88,55181.805,27244414.0
2022-07-01,60.44,56643.823,28036794.0
2022-07-05,59.11,55397.3589,40025176.0
2022-07-06,59.11,55397.3589,30682695.0
2022-07-07,61.47,57609.1297,25249707.0
2022-07-08,60.67,56859.3769,25463679.0
2022-07-11,59.52,55781.6072,17906524.0
2022-07-12,57.37,53766.6466,25927818.0
2022-07-13,58.01,54366.4489,19295492.0
2022-07-14,57.23,53635.4399,24478753.0
2022-07-15,58.71,55022.4826,18944543.0
2022-07-18,60.05,56278.3185,20112548.0
2022-07-19,62.82,58874.3375,21616369.0
2022-07-20,63.55,59558.4869,17643134.0
2022-07-21,62.0,58105.8409,16640469.0
2022-07-22,61.06,57224.8814,14198421.0
2022-07-25,64.41,60364.4712,19564448.0
2022-07-26,62.07,58171.4443,20190773.0
2022-07-27,62.78,58836.8498,16625128.0
2022-07-28,62.64,58705.6431,14559448.0
2022-07-29,65.75,61620.3071,19570669.0
2022-08-01,65.23,61132.9678,16725731.0
2022-08-02,65.06,60602.8661,16296754.0
2022-08-03,60.99,56811.6938,32476605.0
2022-08-04,57.46,53523.5273,37999109.0
2022-08-05,59.01,54967.3398,20987457.0
2022-08-08,60.04,55926.7765,18199195.0
2022-08-09,62.41,58134.4124,22286792.0
2022-08-10,62.86,58553.5838,14200071.0
2022-08-11,65.69,61189.706,21762333.0
2022-08-12,65.73,61226.9657,11746074.0
2022-08-15,64.34,59932.1919,16684691.0
2022-08-16,63.51,59159.0536,16662241.0
2022-08-17,62.97,58656.0479,14889808.0
2022-08-18,64.88,60435.1975,16817996.0
2022-08-19,71.29,66406.0609,79948146.0
2022-08-22,69.03,64300.8891,47928809.0
2022-08-23,73.79,68734.7908,59618731.0
2022-08-24,74.91,69778.0617,39632291.0
2022-08-25,74.48,69377.5202,22784634.0
2022-08-26,73.55,68511.2327,20581076.0
2022-08-29,75.26,70104.0839,29995009.0
2022-08-30,72.01,67076.7351,26152885.0
2022-08-31,71.0,66135.9282,21579096.0
2022-09-01,68.4,63714.0492,21504253.0
2022-09-02,68.77,64058.7012,22793013.0
2022-09-06,66.88,62298.1814,21676426.0
2022-09-07,65.43,60947.5181,22488441.0
2022-09-08,64.61,60183.6947,22052684.0
2022-09-09,65.61,61115.1866,21877168.0
2022-09-12,66.8,62223.6621,26349103.0
2022-09-13,65.34,60863.6838,25446407.0
2022-09-14,67.2,62596.2588,28406986.0
2022-09-15,65.09,60630.8108,24382065.0
2022-09-16,64.41,59997.3963,57451410.0
2022-09-19,64.68,60248.8991,19677385.0
2022-09-20,64.28,59876.3024,20264249.0
2022-09-21,62.68,58385.9152,18597218.0
2022-09-22,61.88,57640.7217,20343176.0
2022-09-23,58.73,54706.522,29654880.0
2022-09-26,57.88,53914.7539,25390733.0
2022-09-27,58.53,54520.2237,28187470.0
2022-09-28,61.41,57202.9205,22343938.0
2022-09-29,62.11,57854.9648,30091449.0
2022-09-30,61.45,57240.1801,19494875.0
2022-10-03,64.06,59671.3741,25451447.0
2022-10-04,66.17,61636.8221,25152307.0
2022-10-05,67.74,63099.2645,25491395.0
2022-10-06,70.5,65670.1823,23475268.0
2022-10-07,69.8,65018.1379,29084976.0
2022-10-10,65.63,61133.8165,24069232.0
2022-10-11,64.03,59643.4294,22465481.0
2022-10-12,65.11,60649.4407,17647073.0
2022-10-13,68.0,63341.4524,22618706.0
2022-10-14,66.68,62111.883,17851348.0
2022-10-17,67.36,62745.2975,14839439.0
2022-10-18,67.78,63136.5242,15683799.0
2022-10-19,68.46,63769.9387,17116042.0
2022-10-20,68.85,64133.2206,15403015.0
2022-10-21,71.26,66378.1161,16715977.0
2022-10-24,70.83,65977.5746,12902807.0
2022-10-25,71.09,66219.7625,12413528.0
2022-10-26,72.52,67551.796,12731322.0
2022-10-27,71.87,66946.3262,12754058.0
2022-10-28,71.84,66918.3815,13814351.0
2022-10-31,72.6,67626.3154,13646426.0
2022-11-01,73.8,68744.1057,13011795.0
2022-11-02,71.1,66229.0774,16178365.0
2022-11-03,72.16,67216.4589,12815265.0
2022-11-04,73.27,68250.415,16034390.0
2022-11-07,75.97,70765.4432,17469150.0
2022-11-08,74.83,68014.0458,16029726.0
2022-11-09,67.93,61742.5381,24783398.0
2022-11-10,70.48,64060.2692,18619542.0
2022-11-11,74.33,67559.5887,20663590.0
2022-11-14,73.28,66605.2288,15576233.0
2022-11-15,74.43,67650.4801,17099085.0
2022-11-16,71.93,65378.1947,13154985.0
2022-11-17,71.46,64951.0051,11624416.0
2022-11-18,71.25,64760.1331,16252765.0
2022-11-21,69.59,63251.3356,21672988.0
2022-11-22,72.77,66141.6826,15944418.0
2022-11-23,71.12,64641.9743,12375459.0
2022-11-25,70.28,63878.4864,5426469.0
2022-11-28,68.23,62015.2124,13377989.0
2022-11-29,69.11,62815.0568,12701719.0
2022-11-30,69.49,63160.4442,13850033.0
2022-12-01,68.8,62533.2935,9247442.0
2022-12-02,68.21,61997.0341,9092364.0
2022-12-05,66.36,60315.5429,15275518.0
2022-12-06,64.14,58297.7535,13006936.0
2022-12-07,63.95,58125.0598,11757827.0
2022-12-08,63.71,57906.9204,13268577.0
2022-12-09,62.6,56898.0257,11979515.0
2022-12-12,64.03,58197.773,12659472.0
2022-12-13,64.28,58425.0015,13408936.0
2022-12-14,63.68,57879.653,13390417.0
2022-12-15,63.16,57407.0177,10746767.0
2022-12-16,62.53,56834.4017,19373092.0
2022-12-19,62.41,56725.332,10057664.0
2022-12-20,62.37,56688.9755,9925579.0
2022-12-21,63.73,57925.0987,11611925.0
2022-12-22,61.8,56170.8944,12991203.0
2022-12-23,63.95,58125.0598,11828842.0
2022-12-27,64.33,58470.4472,9026070.0
2022-12-28,62.08,56425.3904,10346961.0
2022-12-29,62.28,56607.1732,7338684.0
2022-12-30,62.99,57252.5022,8181967.0
2023-01-03,61.05,55489.2088,13104045.0
2023-01-04,61.11,55543.7436,12238012.0
2023-01-05,62.22,56552.6384,10692848.0
2023-01-06,63.75,57943.277,9832734.0
2023-01-09,64.08,58243.2187,12519803.0
2023-01-10,64.15,58306.8427,6613497.0
2023-01-11,64.09,58252.3078,7613870.0
2023-01-12,65.74,59752.0162,12351895.0
2023-01-13,65.31,59361.1831,7200106.0
2023-01-17,64.72,58824.9237,7503266.0
2023-01-18,64.42,58552.2495,13922533.0
2023-01-19,65.67,59688.3922,10038390.0
2023-01-20,66.91,60815.4457,12439933.0
2023-01-23,66.5,60442.7909,9891476.0
2023-01-24,64.43,58561.3386,8519089.0
2023-01-25,64.52,58643.1409,10053332.0
2023-01-26,67.09,60979.0503,12564353.0
2023-01-27,66.54,60479.1475,8760981.0
2023-01-30,64.13,58288.6644,9515124.0
2023-01-31,64.79,58888.5477,10315326.0
2023-02-01,63.5,57716.0485,12694989.0
2023-02-02,62.47,56779.8669,13098464.0
2023-02-03,61.24,55661.9025,17851494.0
2023-02-06,61.55,55943.6659,11803105.0
2023-02-07,64.6,58715.854,12969313.0
2023-02-08,63.93,58106.8815,7668332.0
2023-02-09,63.2,57443.3742,6738819.0
2023-02-10,65.63,59652.0356,13530656.0
2023-02-13,64.76,58861.2803,7835073.0
2023-02-14,66.34,60297.3646,12410307.0
2023-02-15,62.9,57170.7,17806883.0
2023-02-16,62.5,56807.1343,12173934.0
2023-02-17,60.73,55198.3563,20380359.0
2023-02-21,59.82,54371.2444,11314556.0
2023-02-22,58.42,53098.7646,17198707.0
2023-02-23,59.22,53825.8959,12734634.0
2023-02-24,58.98,53607.7565,13116321.0
2023-02-27,58.96,53068.2715,17984637.0
2023-02-28,58.56,52708.2425,34364431.0
2023-03-01,59.71,53743.3258,14414245.0
2023-03-02,60.27,54247.3664,13870725.0
2023-03-03,61.25,55129.4374,17088921.0
2023-03-06,61.68,55516.4685,12890792.0
2023-03-07,60.85,54769.4084,12547298.0
2023-03-08,62.15,55939.5026,22946978.0
2023-03-09,60.56,54508.3874,13331019.0
2023-03-10,59.86,53878.3367,14715758.0
2023-03-13,59.15,53239.2852,19574477.0
2023-03-14,60.19,54175.3606,16825685.0
2023-03-15,56.8,51124.115,30722098.0
2023-03-16,59.04,53140.2773,22759008.0
2023-03-17,58.48,52636.2367,21005650.0
2023-03-20,58.98,53086.2729,14579660.0
2023-03-21,60.24,54220.3642,16959118.0
2023-03-22,58.68,52816.2512,13936202.0
2023-03-23,58.48,52636.2367,15059304.0
2023-03-24,58.18,52252.3387,13613232.0
2023-03-27,59.65,53572.568,14419720.0
2023-03-28,62.21,55871.7427,21795482.0
2023-03-29,62.09,55763.9689,13107142.0
2023-03-30,62.32,55970.5354,8311737.0
2023-03-31,62.43,56069.3281,9618819.0
2023-04-03,65.18,58539.1447,24486512.0
2023-04-04,64.83,58224.8044,16176388.0
2023-04-05,64.57,57991.2945,12056140.0
2023-04-06,63.04,56617.1783,10480902.0
2023-04-10,64.09,57560.1992,11531362.0
2023-04-11,64.37,57811.6714,8979018.0
2023-04-12,64.84,58233.7855,9185428.0
2023-04-13,64.77,58170.9175,7697011.0
2023-04-14,64.48,57910.4641,6763377.0
2023-04-17,62.94,56527.3668,8514691.0
2023-04-18,63.0,56581.2537,7936570.0
2023-04-19,62.47,56105.2527,7742200.0
2023-04-20,62.03,55710.082,7769038.0
2023-04-21,61.87,55566.3836,7825206.0
2023-04-24,62.76,56365.7061,7560166.0
2023-04-25,61.33,55081.4014,9709715.0
2023-04-26,60.26,54120.4182,8470870.0
2023-04-27,60.58,54407.8151,8172103.0
2023-04-28,61.53,55261.0244,9727709.0
2023-05-01,61.17,54937.703,7337710.0
2023-05-02,60.04,53922.8329,12442895.0
2023-05-03,58.97,52961.8497,11639225.0
2023-05-04,58.7,52719.3586,11201972.0
2023-05-05,60.69,54506.6077,11275998.0
2023-05-08,58.96,52952.8685,17632070.0
2023-05-09,58.96,52577.2962,13373173.0
2023-05-10,56.85,50695.7139,21378565.0
2023-05-11,57.93,51658.7987,14178084.0
2023-05-12,58.09,51801.4779,9463707.0
2023-05-15,58.52,52184.9283,9155550.0
2023-05-16,58.14,51846.0652,10515960.0
2023-05-17,58.92,52541.6264,9549054.0
2023-05-18,58.25,51944.1571,11296754.0
2023-05-19,59.13,52728.8929,16016627.0
2023-05-22,59.04,52648.6358,9445236.0
2023-05-23,59.68,53219.3528,9639209.0
2023-05-24,59.39,52960.7467,10665832.0
2023-05-25,58.81,52443.5344,10362940.0
2023-05-26,58.94,52559.4613,9946041.0
2023-05-30,58.59,52247.3505,12529436.0
2023-05-31,57.66,51418.0275,15280294.0
2023-06-01,58.12,51828.2303,10189832.0
2023-06-02,59.69,53228.2702,14473193.0
2023-06-05,59.4,52969.6641,10529637.0
2023-06-06,59.44,53005.3339,8616502.0
2023-06-07,60.04,53540.381,9055604.0
2023-06-08,59.71,53246.1051,11015402.0
2023-06-09,59.32,52898.3245,7404291.0
2023-06-12,59.19,52782.3976,8323054.0
2023-06-13,58.77,52407.8646,11501269.0
2023-06-14,58.47,52140.3411,11289200.0
2023-06-15,58.42,52095.7538,10699707.0
2023-06-16,58.15,51854.9826,13741451.0
2023-06-20,57.23,51034.5771,12586120.0
2023-06-21,57.47,51248.5959,9013200.0
2023-06-22,56.52,50401.438,10322006.0
2023-06-23,56.07,50000.1526,21395567.0
2023-06-26,57.25,51052.412,11174939.0
2023-06-27,57.13,50945.4025,9013530.0
2023-06-28,57.46,51239.6784,8867352.0
2023-06-29,58.52,52184.9283,10982586.0
2023-06-30,58.8,52434.617,11629496.0
2023-07-03,59.21,52800.2325,4541219.0
2023-07-05,58.89,52514.8741,8018826.0
2023-07-06,57.61,51373.4402,9776625.0
2023-07-07,58.61,52265.1854,11269991.0
2023-07-10,58.7,52345.4425,8200061.0
2023-07-11,60.55,53995.1711,14636224.0
2023-07-12,61.32,54681.8149,11581678.0
2023-07-13,61.44,54788.8243,9794193.0
2023-07-14,59.38,52951.8292,9845967.0
2023-07-17,59.29,52871.5721,6605764.0
2023-07-18,60.08,53576.0508,10918082.0
2023-07-19,60.16,53647.3904,7568315.0
2023-07-20,60.46,53914.914,5714566.0
2023-07-21,60.74,54164.6027,6490017.0
2023-07-24,62.32,55573.5601,11877960.0
2023-07-25,63.41,56545.5623,10371728.0
2023-07-26,62.85,56046.185,6860975.0
2023-07-27,61.85,55154.4398,7804860.0
2023-07-28,62.08,55359.5412,6214659.0
2023-07-31,63.13,56295.8737,9522701.0
2023-08-01,62.64,55858.9185,6613228.0
2023-08-02,61.47,54381.3957,11352635.0
