,STT US Equity,STT US Equity,STT US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2020-11-16,69.81,24628.8071,1934986.0
2020-11-17,70.56,24893.4054,1318322.0
2020-11-18,69.18,24406.5445,1567306.0
2020-11-19,69.27,24438.2963,1224957.0
2020-11-20,67.95,23972.6034,1324524.0
2020-11-23,70.56,24893.4054,1221061.0
2020-11-24,73.42,25902.4068,1574061.0
2020-11-25,72.24,25486.1055,1108870.0
2020-11-27,71.59,25256.787,590966.0
2020-11-30,70.48,24865.1815,2624994.0
2020-12-01,72.26,25493.1614,1756003.0
2020-12-02,74.06,26128.1973,2011829.0
2020-12-03,73.88,26064.6937,2073301.0
2020-12-04,76.38,26946.6879,2130217.0
2020-12-07,75.96,26798.5129,2279049.0
2020-12-08,75.84,26756.1772,1851966.0
2020-12-09,72.76,25669.5603,4151487.0
2020-12-10,71.73,25306.1787,4203885.0
2020-12-11,72.8,25683.6722,5707840.0
2020-12-14,70.7,24942.797,2215981.0
2020-12-15,71.79,25327.3465,1573240.0
2020-12-16,71.2,25119.1959,3391164.0
2020-12-17,70.74,24956.9089,3558690.0
2020-12-18,70.66,24928.6851,4201737.0
2020-12-21,70.34,24815.7899,5216356.0
2020-12-22,70.19,24762.8702,5568408.0
2020-12-23,71.58,25253.259,2694411.0
2020-12-24,71.78,25323.8185,665765.0
2020-12-28,72.12,25443.7698,1738886.0
2020-12-29,71.94,25380.2662,1168725.0
2020-12-30,72.42,25549.6091,909851.0
2020-12-31,72.78,25676.6162,951023.0
2021-01-04,72.25,25489.6335,1441302.0
2021-01-05,72.68,25641.3365,1730543.0
2021-01-06,77.63,27387.6851,3674603.0
2021-01-07,77.73,27422.9648,1810388.0
2021-01-08,77.13,27211.2862,1773639.0
2021-01-11,78.14,27567.6119,1999899.0
2021-01-12,80.42,28371.9906,2391720.0
2021-01-13,78.66,27751.0667,2039338.0
2021-01-14,79.58,28075.6406,2111578.0
2021-01-15,77.18,27228.9261,2502495.0
2021-01-19,78.4,27687.4523,5215242.0
2021-01-20,76.64,27065.8972,3542772.0
2021-01-21,74.58,26338.3953,2562626.0
2021-01-22,74.17,26193.6012,3920281.0
2021-01-25,72.55,25621.488,2066986.0
2021-01-26,72.63,25649.7405,1726976.0
2021-01-27,70.14,24770.3814,2445946.0
2021-01-28,71.63,25296.5843,2485090.0
2021-01-29,70.0,24720.9395,2490774.0
2021-02-01,70.25,24809.2286,2300849.0
2021-02-02,70.8,25003.4646,2928626.0
2021-02-03,71.6,25285.9896,3217733.0
2021-02-04,73.79,26059.4018,2478509.0
2021-02-05,74.77,26405.495,1844591.0
2021-02-08,76.07,26864.5981,1893722.0
2021-02-09,75.84,26783.3722,1942871.0
2021-02-10,74.09,26165.3487,2051775.0
2021-02-11,72.92,25752.1355,4342715.0
2021-02-12,73.5,25956.9865,4365821.0
2021-02-16,75.46,26649.1728,6137761.0
2021-02-17,75.16,26543.2259,3135609.0
2021-02-18,74.7,26380.774,1534083.0
2021-02-19,71.93,25303.9927,5675292.0
2021-02-22,73.54,25870.3687,3820795.0
2021-02-23,74.06,26053.2976,3465814.0
2021-02-24,76.82,27024.2279,4874905.0
2021-02-25,74.26,26123.6549,3724792.0
2021-02-26,72.77,25599.4932,3589051.0
2021-03-01,76.74,26996.085,3399448.0
2021-03-02,77.03,27098.1031,2823746.0
2021-03-03,79.31,27900.176,3635900.0
2021-03-04,78.2,27509.6931,5685909.0
2021-03-05,79.42,27938.8725,4087482.0
2021-03-08,80.5,28318.8017,2346439.0
2021-03-09,81.84,28790.1955,4520331.0
2021-03-10,83.24,29282.6964,3179551.0
2021-03-11,83.58,29402.3037,3566313.0
2021-03-12,83.8,29479.6967,3450033.0
2021-03-15,83.67,29433.9645,2387871.0
2021-03-16,83.65,29426.9288,3060036.0
2021-03-17,84.76,29817.4116,2157246.0
2021-03-18,85.25,29989.7869,2906851.0
2021-03-19,84.16,29606.3398,5457022.0
2021-03-22,81.62,28712.8025,2232652.0
2021-03-23,79.38,27924.801,1923901.0
2021-03-24,79.86,28093.6585,1646062.0
2021-03-25,82.37,28976.6422,2320751.0
2021-03-26,85.89,30214.9302,2806616.0
2021-03-29,85.33,30017.9298,1915047.0
2021-03-30,86.31,30362.6805,2782599.0
2021-03-31,84.01,29553.5719,2598816.0
2021-04-01,84.95,29884.251,2567483.0
2021-04-05,85.4,30042.5549,3491941.0
2021-04-06,84.98,29616.6751,1729680.0
2021-04-07,84.74,29533.0319,1861247.0
2021-04-08,84.41,29418.0224,2568759.0
2021-04-09,86.47,30135.9602,1797378.0
2021-04-12,86.93,30296.2764,1115857.0
2021-04-13,85.75,29885.0305,1038324.0
2021-04-14,86.68,30209.148,1219244.0
2021-04-15,86.51,30149.9007,2724629.0
2021-04-16,80.43,27992.2927,5681312.0
2021-04-19,80.89,28152.3879,3686210.0
2021-04-20,78.6,27355.3924,3539531.0
2021-04-21,80.14,27891.3632,2593674.0
2021-04-22,78.7,27390.1957,3217654.0
2021-04-23,81.11,28207.4845,2223793.0
2021-04-26,81.3,28273.5605,1796546.0
2021-04-27,82.24,28600.4627,1775677.0
2021-04-28,83.25,28951.7086,2006860.0
2021-04-29,83.48,29031.6953,3958710.0
2021-04-30,83.95,29195.1464,2087716.0
2021-05-03,84.68,29449.0173,1433328.0
2021-05-04,84.85,29508.1379,2638907.0
2021-05-05,86.21,29981.1027,1616056.0
2021-05-06,87.33,30370.6032,2230740.0
2021-05-07,87.23,30335.8264,1731272.0
2021-05-10,87.83,30544.4873,2372236.0
2021-05-11,86.1,29942.8482,2684434.0
2021-05-12,84.87,29515.0932,2535945.0
2021-05-13,85.71,29807.2186,2015745.0
2021-05-14,86.75,30168.8976,1538391.0
2021-05-17,86.38,30040.2233,1508651.0
2021-05-18,84.64,29435.1065,2266002.0
2021-05-19,84.09,29243.834,2356121.0
2021-05-20,84.21,29285.5662,1481117.0
2021-05-21,86.25,29995.0135,1620845.0
2021-05-24,86.41,30050.6564,1363597.0
2021-05-25,85.36,29685.4997,1562732.0
2021-05-26,86.29,30008.9242,2190080.0
2021-05-27,86.99,30252.362,2727219.0
2021-05-28,86.98,30248.8843,1846604.0
2021-06-01,87.98,30596.6526,1330568.0
2021-06-02,87.07,30280.1834,1753103.0
2021-06-03,87.09,30287.1388,1013757.0
2021-06-04,86.9,30221.0628,1402394.0
2021-06-07,86.41,30050.6564,1569847.0
2021-06-08,86.06,29928.9375,2224502.0
2021-06-09,84.57,29410.7628,1887151.0
2021-06-10,83.64,29087.3383,1765118.0
2021-06-11,83.74,29122.1151,1829683.0
2021-06-14,84.79,29487.2718,3192938.0
2021-06-15,85.79,29835.0401,2226548.0
2021-06-16,87.21,30328.871,4069061.0
2021-06-17,82.78,28788.2576,3718015.0
2021-06-18,78.85,27421.5282,6110592.0
2021-06-21,81.61,28381.3687,2088807.0
2021-06-22,80.69,28061.4219,1638732.0
2021-06-23,80.98,28162.2747,1391296.0
2021-06-24,81.86,28468.3107,1978024.0
2021-06-25,83.23,28944.7533,2350632.0
2021-06-28,82.1,28551.7751,1815865.0
2021-06-29,82.2,28586.552,1655849.0
2021-06-30,82.28,28614.3734,1588742.0
2021-07-01,83.82,29149.9366,1590985.0
2021-07-02,84.3,29316.8653,2046317.0
2021-07-06,81.9,28482.2215,2336517.0
2021-07-07,81.4,28308.3373,1178964.0
2021-07-08,79.59,27678.8768,1563273.0
2021-07-09,84.11,29250.7894,2239275.0
2021-07-12,84.32,29323.8207,1313109.0
2021-07-13,83.6,29073.4275,1308173.0
2021-07-14,82.47,28680.4494,1776276.0
2021-07-15,81.97,28506.5653,2278491.0
2021-07-16,84.34,29330.7761,3925112.0
2021-07-19,79.63,27692.7875,2711465.0
2021-07-20,82.81,28798.6906,2044943.0
2021-07-21,85.13,29605.513,1639764.0
2021-07-22,84.89,29522.0486,2296665.0
2021-07-23,85.35,29317.9908,1850067.0
2021-07-26,86.16,29596.2283,1587100.0
2021-07-27,85.7,29438.2169,1467929.0
2021-07-28,86.24,29623.7086,1294366.0
2021-07-29,87.96,30214.5339,1301039.0
2021-07-30,87.14,29932.8614,1398413.0
2021-08-02,87.01,29888.2059,1393453.0
2021-08-03,88.02,30235.1441,1324673.0
2021-08-04,86.59,29743.9346,1346917.0
2021-08-05,87.49,30053.0874,1335696.0
2021-08-06,90.0,30915.2803,1516607.0
2021-08-09,90.57,31111.077,1013055.0
2021-08-10,91.28,31354.9642,1106506.0
2021-08-11,92.01,31605.7215,1233927.0
2021-08-12,91.46,31416.7948,1250107.0
2021-08-13,90.79,31186.6477,1280860.0
2021-08-16,90.06,30935.8904,1638318.0
2021-08-17,88.15,30279.7995,1637456.0
2021-08-18,87.35,30004.997,1745750.0
2021-08-19,85.5,29369.5162,1644778.0
2021-08-20,86.09,29572.1831,1551937.0
2021-08-23,88.12,30269.4944,1189288.0
2021-08-24,89.57,30767.5739,1189654.0
2021-08-25,92.0,31602.2865,2741499.0
2021-08-26,92.5,31774.038,2148158.0
2021-08-27,94.28,32385.4736,1509555.0
2021-08-30,92.51,31777.4731,1070511.0
2021-08-31,92.91,31914.8743,2270335.0
2021-09-01,91.87,31557.6311,1614516.0
2021-09-02,92.69,31839.3036,1212935.0
2021-09-03,92.89,31908.0043,1873367.0
2021-09-07,89.43,30719.4835,4181717.0
2021-09-08,87.31,29991.2569,3881651.0
2021-09-09,87.89,30190.4887,2179544.0
2021-09-10,87.56,32014.2847,8363778.0
2021-09-13,88.3,32284.8486,3545048.0
2021-09-14,86.57,31652.3142,4651395.0
2021-09-15,87.92,32145.9104,3266825.0
2021-09-16,87.05,31827.815,2752772.0
2021-09-17,84.82,31012.4672,7098990.0
2021-09-20,82.45,30145.9316,3496924.0
2021-09-21,81.69,29868.0553,1810476.0
2021-09-22,83.15,30401.8704,1833680.0
2021-09-23,85.86,31392.7191,2587052.0
2021-09-24,85.74,31348.8439,5686778.0
2021-09-27,88.47,32347.0051,2313268.0
2021-09-28,86.81,31740.0646,2122217.0
2021-09-29,86.54,31641.3453,1285098.0
2021-09-30,84.72,30975.9045,1408800.0
2021-10-01,86.41,31593.8139,1428833.0
2021-10-04,86.12,31487.7821,1544589.0
2021-10-05,88.72,32438.4118,2983860.0
2021-10-06,88.47,32347.0051,2148856.0
2021-10-07,89.08,32570.0375,1972517.0
2021-10-08,91.2,33345.1663,1856990.0
2021-10-11,90.97,33261.0722,1884965.0
2021-10-12,90.63,33136.7591,2350906.0
2021-10-13,89.61,32763.8197,2116584.0
2021-10-14,91.71,33531.636,1557143.0
2021-10-15,92.73,33904.5754,3815037.0
2021-10-18,94.79,34657.9893,6502058.0
2021-10-19,97.06,35487.9675,3426973.0
2021-10-20,99.37,36332.5709,2608991.0
2021-10-21,98.14,35882.847,2328479.0
2021-10-22,99.4,36343.5398,2029083.0
2021-10-25,98.6,36051.0365,1111282.0
2021-10-26,98.27,35930.3788,1329618.0
2021-10-27,96.24,35188.1516,1960002.0
2021-10-28,98.82,36131.4749,1422095.0
2021-10-29,98.55,36032.755,1709583.0
2021-11-01,99.33,36317.9458,1155533.0
2021-11-02,99.44,36358.165,1347716.0
2021-11-03,99.6,36416.6656,1541528.0
2021-11-04,96.53,35294.1841,2063928.0
2021-11-05,95.67,34979.743,2510782.0
2021-11-08,96.63,35330.747,1371968.0
2021-11-09,96.03,35111.3695,1172315.0
2021-11-10,97.55,35667.1258,1708378.0
2021-11-11,98.48,36007.161,1337311.0
2021-11-12,99.07,36222.8822,2585861.0
2021-11-15,99.92,36533.667,1384493.0
2021-11-16,98.61,36054.6927,1740265.0
2021-11-17,96.19,35169.8702,1367873.0
2021-11-18,95.24,34822.5224,1156429.0
2021-11-19,94.75,34643.3641,1229026.0
2021-11-22,97.25,35557.4371,1467005.0
2021-11-23,98.2,35904.7848,1518614.0
2021-11-24,98.26,35926.7225,1096255.0
2021-11-26,93.35,34131.4833,1330396.0
2021-11-29,93.19,34072.9826,1872531.0
2021-11-30,88.97,32530.0275,4767168.0
2021-12-01,88.62,32402.0573,2753383.0
2021-12-02,92.39,33780.4793,2494642.0
2021-12-03,90.01,32910.2819,2634589.0
2021-12-06,93.61,34226.5469,4280696.0
2021-12-07,94.9,34698.2085,3560339.0
2021-12-08,92.91,33970.6065,3633111.0
2021-12-09,93.98,34361.8297,2751439.0
2021-12-10,93.51,34189.984,2125615.0
2021-12-13,91.26,33367.3183,2030949.0
2021-12-14,92.1,33674.4468,1840523.0
2021-12-15,91.86,33586.6958,2389039.0
2021-12-16,92.69,33890.168,2311972.0
2021-12-17,91.83,33575.727,3364972.0
2021-12-20,90.1,32943.1885,1658906.0
2021-12-21,92.32,33754.8853,2119443.0
2021-12-22,92.59,33853.6051,1698502.0
2021-12-23,93.03,34014.482,1267719.0
2021-12-27,93.79,34292.3601,1106328.0
2021-12-28,93.7,34259.4535,2430396.0
2021-12-29,93.79,34292.3601,1038209.0
2021-12-30,93.24,34091.2641,846982.0
2021-12-31,93.0,34003.5131,967604.0
2022-01-03,94.45,34533.6754,1614585.0
2022-01-04,98.32,35948.6603,2367307.0
2022-01-05,97.15,35520.8742,2907202.0
2022-01-06,98.92,36168.0378,2494660.0
2022-01-07,101.66,37169.8617,4315686.0
2022-01-10,101.2,37001.6723,3335379.0
2022-01-11,102.35,37422.1459,2493763.0
2022-01-12,103.33,37780.4624,2808182.0
2022-01-13,103.44,37820.6817,1977560.0
2022-01-14,103.77,37941.3393,3286766.0
2022-01-18,101.01,36932.2028,3649435.0
2022-01-19,93.88,34325.2668,4091183.0
2022-01-20,94.21,34445.9244,3432409.0
2022-01-21,90.99,33268.5985,3257616.0
2022-01-24,93.8,34296.0164,5022581.0
2022-01-25,94.13,34416.6741,5227017.0
2022-01-26,94.32,34486.1436,3616098.0
2022-01-27,93.12,34047.3886,2441844.0
2022-01-28,93.65,34241.1721,1779880.0
2022-01-31,94.5,34551.9568,2537689.0
2022-02-01,96.51,35286.8715,1868639.0
2022-02-02,97.57,35708.9437,1783770.0
2022-02-03,97.09,35533.272,2001508.0
2022-02-04,98.89,36192.0411,2288021.0
2022-02-07,99.33,36353.0735,1735429.0
2022-02-08,101.85,37275.3502,2075506.0
2022-02-09,101.67,37209.4733,1097487.0
2022-02-10,101.39,37106.9981,1715862.0
2022-02-11,99.17,36294.5163,2059468.0
2022-02-14,98.68,36115.1847,1627763.0
2022-02-15,100.32,36715.3965,1097266.0
2022-02-16,100.28,36700.7572,1435117.0
2022-02-17,93.65,34282.2063,2431154.0
2022-02-18,93.39,34187.0288,2762207.0
2022-02-22,92.43,33835.6041,2011946.0
2022-02-23,87.23,31932.054,2817607.0
2022-02-24,85.48,31291.4361,3244478.0
2022-02-25,88.74,32484.8157,2178486.0
2022-02-28,85.33,31236.526,3709503.0
2022-03-01,80.89,29611.1871,3963798.0
2022-03-02,83.94,30727.6924,2710296.0
2022-03-03,83.94,30727.6924,1865989.0
2022-03-04,80.51,29472.0815,3271203.0
2022-03-07,78.17,28615.4839,2064814.0
2022-03-08,79.36,29051.104,2221682.0
2022-03-09,83.58,30595.9082,2685450.0
2022-03-10,82.92,30354.3037,2070363.0
2022-03-11,82.09,30050.4679,1531681.0
2022-03-14,83.35,30511.7127,1506115.0
2022-03-15,83.97,30738.6745,1384791.0
2022-03-16,87.45,32012.5888,1866172.0
2022-03-17,88.05,32232.2292,1520607.0
2022-03-18,88.93,32554.3685,3020662.0
2022-03-21,88.36,32345.7101,1382278.0
2022-03-22,90.33,33066.8627,2337299.0
2022-03-23,87.48,32023.5708,1840340.0
2022-03-24,89.01,32583.6538,1344725.0
2022-03-25,90.53,33140.0762,1076903.0
2022-03-28,90.11,32986.3279,1500234.0
2022-03-29,91.97,33667.2132,2125121.0
2022-03-30,92.11,33718.4626,2545035.0
2022-03-31,87.12,31891.7866,3086958.0
2022-04-01,85.81,31412.2384,2065198.0
2022-04-04,85.84,31423.2204,2825979.0
2022-04-05,85.31,31229.2047,1776119.0
2022-04-06,83.7,30639.8363,1453497.0
2022-04-07,83.96,30850.6249,1818097.0
2022-04-08,84.17,30927.7882,1154477.0
2022-04-11,82.72,30394.994,2128777.0
2022-04-12,82.25,30222.2952,1925685.0
2022-04-13,82.85,30442.7617,2459763.0
2022-04-14,75.81,27855.9537,5810231.0
2022-04-18,74.38,27330.5084,5355357.0
2022-04-19,74.91,27525.2539,4617524.0
2022-04-20,75.91,27892.6982,2579847.0
2022-04-21,74.58,27403.9972,2398600.0
2022-04-22,70.87,26040.7788,3327135.0
2022-04-25,70.95,26070.1744,3979240.0
2022-04-26,67.73,24887.0037,3228100.0
2022-04-27,66.86,24545.3229,3973004.0
2022-04-28,68.84,25272.2111,2512369.0
2022-04-29,66.97,24585.7056,3599294.0
2022-05-02,68.58,25176.7611,2688089.0
2022-05-03,69.91,25665.0243,2711131.0
2022-05-04,72.76,26711.3027,1992053.0
2022-05-05,71.22,26145.9453,2607425.0
2022-05-06,70.13,25745.7897,1965240.0
2022-05-09,69.25,25422.7283,2836973.0
2022-05-10,67.71,24857.3709,2619116.0
2022-05-11,66.31,24343.4096,3524143.0
2022-05-12,67.62,24824.3305,3412136.0
2022-05-13,69.21,25408.0437,2094512.0
2022-05-16,68.31,25077.64,1641173.0
2022-05-17,69.66,25573.2455,3998458.0
2022-05-18,66.97,24585.7056,2916843.0
2022-05-19,65.96,24214.9193,3171244.0
2022-05-20,67.47,24769.2632,3896407.0
2022-05-23,69.73,25598.9436,2259898.0
2022-05-24,68.67,25209.8015,1557302.0
2022-05-25,69.3,25441.0841,1561720.0
2022-05-26,70.99,26061.5088,1529203.0
2022-05-27,73.04,26814.0949,3041986.0
2022-05-31,72.49,26612.1816,6337534.0
2022-06-01,69.95,25679.7089,2955319.0
2022-06-02,73.13,26847.1353,2426485.0
2022-06-03,71.3,26175.3145,1252957.0
2022-06-06,71.41,26215.6971,1220922.0
2022-06-07,73.01,26803.0815,2085447.0
2022-06-08,69.04,25345.6341,7272660.0
2022-06-09,68.14,25015.2304,4397640.0
2022-06-10,65.23,23946.9251,2773372.0
2022-06-13,63.07,23153.9563,4184363.0
2022-06-14,62.18,22827.2238,3339830.0
2022-06-15,63.94,23473.3465,3224304.0
2022-06-16,62.33,22882.291,2605056.0
2022-06-17,61.75,22669.3642,6843598.0
2022-06-21,63.8,23421.9504,2732936.0
2022-06-22,63.33,23249.4062,1898028.0
2022-06-23,62.89,23087.8756,2225193.0
2022-06-24,66.27,24328.725,2467426.0
2022-06-27,65.21,23939.5828,2793416.0
2022-06-28,64.49,23675.2599,2004187.0
2022-06-29,64.08,23524.7427,2032217.0
2022-06-30,61.65,22632.6527,3178685.0
2022-07-01,63.38,23267.762,1959507.0
2022-07-05,63.07,23153.9563,1602184.0
2022-07-06,62.27,22860.2641,1746874.0
2022-07-07,63.7,23385.2389,2177987.0
2022-07-08,63.03,23139.2717,1278964.0
2022-07-11,62.7,23018.1237,1839672.0
2022-07-12,62.36,22893.2914,2832233.0
2022-07-13,60.94,22372.0009,2661445.0
2022-07-14,59.84,21968.1742,4319316.0
2022-07-15,65.67,24141.5629,8351866.0
2022-07-18,64.96,23880.5532,3475146.0
2022-07-19,67.33,24751.811,2747679.0
2022-07-20,66.97,24619.4681,2509946.0
2022-07-21,67.82,24931.9445,1826787.0
2022-07-22,68.16,25056.9351,2178233.0
2022-07-25,68.4,25145.1637,1489968.0
2022-07-26,66.99,24626.8205,1754779.0
2022-07-27,68.91,25332.6496,1476613.0
2022-07-28,69.97,25722.3265,1961263.0
2022-07-29,71.04,26115.6793,3991383.0
2022-08-01,70.36,25865.6981,1785565.0
2022-08-02,69.22,25446.612,1419644.0
2022-08-03,71.02,26108.3269,1735395.0
2022-08-04,70.33,25854.6695,1804743.0
2022-08-05,70.66,25975.9839,1470449.0
2022-08-08,70.3,25843.6409,1283595.0
2022-08-09,70.38,25873.0505,894593.0
2022-08-10,72.52,26659.7559,1199313.0
2022-08-11,73.51,27023.6991,1004400.0
2022-08-12,74.93,27545.7186,1586626.0
2022-08-15,74.46,27372.9375,1066612.0
2022-08-16,74.48,27380.2899,1410671.0
2022-08-17,73.96,27189.1278,1117136.0
2022-08-18,74.2,27277.3564,946451.0
2022-08-19,72.26,26564.1749,1336639.0
2022-08-22,70.88,26056.8602,1046509.0
2022-08-23,70.77,26016.422,614296.0
2022-08-24,70.53,25928.1934,942153.0
2022-08-25,71.67,26347.2795,975208.0
2022-08-26,69.13,25413.5263,986275.0
2022-08-29,68.72,25262.8024,1350358.0
2022-08-30,69.08,25395.1453,1263835.0
2022-08-31,68.35,25126.7832,1859612.0
2022-09-01,68.59,25215.0118,1385555.0
2022-09-02,67.68,24880.4782,1714630.0
2022-09-06,68.06,25020.1736,1341948.0
2022-09-07,69.74,25637.7741,2055596.0
2022-09-08,72.06,26490.651,2454289.0
2022-09-09,73.0,26836.2132,2639339.0
2022-09-12,74.19,27273.6802,3115238.0
2022-09-13,72.13,26516.3844,2207963.0
2022-09-14,71.4,26248.0222,2145763.0
2022-09-15,71.4,26248.0222,1465711.0
2022-09-16,70.1,25770.1171,2824633.0
2022-09-19,70.87,26053.184,1298348.0
2022-09-20,68.95,25347.3548,1689087.0
2022-09-21,67.77,24913.564,1895115.0
2022-09-22,66.08,24292.2872,1202352.0
2022-09-23,63.63,23391.6198,2555593.0
2022-09-26,62.61,23016.6481,3234907.0
2022-09-27,61.28,22527.7143,2808951.0
2022-09-28,63.23,23244.5721,2243888.0
2022-09-29,61.72,22689.4668,2054995.0
2022-09-30,60.81,22354.9332,2403634.0
2022-10-03,63.11,23200.4577,2621536.0
2022-10-04,65.61,24119.5061,2287158.0
2022-10-05,65.43,24053.3347,1304184.0
2022-10-06,63.96,23512.9342,1318294.0
2022-10-07,62.11,22832.8384,1782630.0
2022-10-10,61.62,22652.7049,1180023.0
2022-10-11,60.81,22354.9332,1899617.0
2022-10-12,60.16,22115.9806,1675432.0
2022-10-13,63.5,23343.8293,1998630.0
2022-10-14,61.11,22465.219,2693135.0
2022-10-17,63.81,23457.7913,3546230.0
2022-10-18,64.42,23704.4667,6023369.0
2022-10-19,64.57,23759.6618,3315015.0
2022-10-20,64.86,23866.3724,2871184.0
2022-10-21,69.12,25433.9139,3294813.0
2022-10-24,70.52,25949.0685,2738148.0
2022-10-25,72.05,26512.0587,3145259.0
2022-10-26,72.28,26522.4338,2281138.0
2022-10-27,73.1,26823.3247,2184574.0
2022-10-28,74.78,27439.7842,2373585.0
2022-10-31,74.0,27153.5709,2740148.0
2022-11-01,74.4,27300.3469,2576577.0
2022-11-02,73.88,27109.5381,2444669.0
2022-11-03,73.07,26812.3165,1941526.0
2022-11-04,75.45,27685.6341,1763824.0
2022-11-07,75.93,27861.7654,1842902.0
2022-11-08,76.15,27942.4922,2133553.0
2022-11-09,75.22,27601.2379,1690905.0
2022-11-10,79.86,29303.8401,2284398.0
2022-11-11,80.99,29718.4825,2897895.0
2022-11-14,79.0,28988.2716,3105263.0
2022-11-15,79.46,29157.0641,2681351.0
2022-11-16,78.91,28955.247,2232264.0
2022-11-17,74.51,27340.7104,5477219.0
2022-11-18,75.59,27737.0057,3901036.0
2022-11-21,76.61,28111.2847,2419490.0
2022-11-22,76.59,28103.9459,1972829.0
2022-11-23,77.05,28272.7383,1870751.0
2022-11-25,77.06,28276.4077,1030808.0
2022-11-28,73.52,26977.4396,2255809.0
2022-11-29,73.93,27127.8851,1502615.0
2022-11-30,79.67,29234.1215,7618948.0
2022-12-01,78.72,28885.5284,2907180.0
2022-12-02,77.72,28518.5882,4159038.0
2022-12-05,76.24,27975.5168,2284423.0
2022-12-06,74.36,27285.6693,2581224.0
2022-12-07,80.45,29520.3348,6096642.0
2022-12-08,78.12,28665.3643,2770885.0
2022-12-09,79.03,28999.2798,3070927.0
2022-12-12,80.26,29450.6162,2790792.0
2022-12-13,81.33,29843.2422,3751776.0
2022-12-14,79.89,29314.8483,3860299.0
2022-12-15,78.26,28716.7359,2909994.0
2022-12-16,77.7,28511.2494,5120243.0
2022-12-19,77.56,28459.8778,2387259.0
2022-12-20,77.99,28617.6621,2300026.0
2022-12-21,78.71,28881.859,2157162.0
2022-12-22,77.85,28566.2904,1087782.0
2022-12-23,77.49,28434.192,1232479.0
2022-12-27,77.15,28309.4323,1620218.0
2022-12-28,76.84,28195.6809,1546230.0
2022-12-29,78.34,28746.0911,1587459.0
2022-12-30,77.57,28463.5472,1387346.0
2023-01-03,78.4,28768.1075,3168101.0
2023-01-04,79.48,29164.4029,2324489.0
2023-01-05,78.71,28881.859,1980262.0
2023-01-06,80.68,29604.7311,2059343.0
2023-01-09,80.91,29689.1273,3437019.0
2023-01-10,81.46,29890.9444,2972116.0
2023-01-11,82.34,30213.8517,3100852.0
2023-01-12,82.37,30224.8599,3896517.0
2023-01-13,82.97,30445.024,4274374.0
2023-01-17,83.0,30456.0322,3085036.0
2023-01-18,81.54,29920.2996,2583093.0
2023-01-19,80.52,29546.0206,3358551.0
2023-01-20,84.28,30925.7156,4790157.0
2023-01-23,86.22,31637.5795,4304911.0
2023-01-24,87.03,31934.801,3312804.0
2023-01-25,88.2,30783.9315,3310590.0
2023-01-26,90.23,31492.4506,3307727.0
2023-01-27,90.73,31666.9627,2773934.0
2023-01-30,90.15,31464.5287,2818702.0
2023-01-31,91.33,31876.3772,4529817.0
2023-02-01,92.28,32207.9501,3589424.0
2023-02-02,92.37,32239.3623,3092602.0
2023-02-03,91.08,31789.1211,3329899.0
2023-02-06,90.73,31666.9475,2117076.0
2023-02-07,92.68,32347.5598,3043181.0
2023-02-08,93.59,32665.1718,3173002.0
2023-02-09,92.53,32295.2062,3057353.0
2023-02-10,92.58,32312.6419,2552150.0
2023-02-13,94.03,32818.7424,2457104.0
2023-02-14,93.58,32661.6815,2337323.0
2023-02-15,94.11,32846.6644,2408170.0
2023-02-16,93.27,32129.52,3424078.0
2023-02-17,92.0,31692.0322,2454853.0
2023-02-21,89.17,30717.1577,2432353.0
2023-02-22,88.1,30348.5656,2431089.0
2023-02-23,87.11,30007.5318,2526306.0
2023-02-24,87.17,30028.2005,1694206.0
2023-02-27,88.81,30593.1454,2514422.0
2023-02-28,88.68,30548.3632,2297584.0
2023-03-01,89.51,30834.2805,1996403.0
2023-03-02,88.77,30579.3663,1854885.0
2023-03-03,90.42,31147.756,2284454.0
2023-03-06,90.18,31065.0811,2185550.0
2023-03-07,86.66,29852.5164,3284641.0
2023-03-08,86.59,29828.4029,2767199.0
2023-03-09,82.84,28536.6081,3332655.0
2023-03-10,79.87,27513.5067,5195756.0
2023-03-13,73.97,25481.0829,5164467.0
2023-03-14,76.74,26435.2886,4597112.0
2023-03-15,73.7,25388.0736,4209783.0
2023-03-16,74.75,25749.7762,3821027.0
2023-03-17,71.77,24723.2299,9746937.0
2023-03-20,73.44,25298.5092,2896138.0
2023-03-21,76.72,26428.399,3051792.0
2023-03-22,73.75,25405.2976,2682133.0
2023-03-23,72.69,25040.1502,1836737.0
2023-03-24,71.65,24681.8925,2696999.0
2023-03-27,73.39,25281.2853,1997845.0
2023-03-28,73.62,25360.5153,1172987.0
2023-03-29,75.45,25990.9112,1689576.0
2023-03-30,75.0,25835.8958,1638640.0
2023-03-31,75.69,26073.5861,1679392.0
2023-04-03,75.46,25994.356,1831830.0
2023-04-04,74.62,25704.994,2263976.0
2023-04-05,75.59,26039.1382,2254256.0
2023-04-06,76.16,25624.6747,2163764.0
2023-04-10,77.33,26018.3311,2177494.0
2023-04-11,78.58,26438.9041,2671364.0
2023-04-12,78.21,26314.4145,1648504.0
2023-04-13,78.81,26516.2896,1805225.0
2023-04-14,80.03,26926.7689,2852159.0
2023-04-17,72.68,24453.9907,13773859.0
2023-04-18,74.9,25200.9343,6732299.0
2023-04-19,75.29,25332.1541,4032836.0
