,STT US Equity,STT US Equity,STT US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2014-04-14,64.44,27791.1168,2549712.0
2014-04-15,64.35,27752.3023,3599298.0
2014-04-16,64.91,27993.8142,2182552.0
2014-04-17,65.53,28261.2024,1922332.0
2014-04-21,65.0,28032.6286,1572608.0
2014-04-22,65.36,28187.8863,2779595.0
2014-04-23,65.91,28425.0854,2260326.0
2014-04-24,65.73,28347.4566,3045350.0
2014-04-25,63.79,27510.7905,5063601.0
2014-04-28,63.49,27381.4091,4464660.0
2014-04-29,64.34,27747.9896,1670198.0
2014-04-30,64.56,27842.8693,2208781.0
2014-05-01,64.6,27860.1201,2037347.0
2014-05-02,65.36,28187.8863,2497001.0
2014-05-05,64.13,27657.4227,2323251.0
2014-05-06,63.55,27407.2854,4913597.0
2014-05-07,64.25,27709.1752,2179266.0
2014-05-08,64.96,28015.3778,2660709.0
2014-05-09,64.86,27917.143,1909727.0
2014-05-12,65.86,28347.5646,2415957.0
2014-05-13,65.59,28231.3508,3016175.0
2014-05-14,64.87,27921.4472,2637218.0
2014-05-15,63.21,27206.9474,4434559.0
2014-05-16,63.19,27198.339,4565058.0
2014-05-19,63.81,27465.2004,2430035.0
2014-05-20,63.23,27215.5559,3205326.0
2014-05-21,64.27,27663.1943,2240829.0
2014-05-22,64.69,27843.9714,1736662.0
2014-05-23,64.49,27757.887,1776311.0
2014-05-27,65.17,28050.5737,2117176.0
2014-05-28,64.83,27904.2304,2636894.0
2014-05-29,65.01,27981.7063,2257394.0
2014-05-30,65.27,28093.6159,2118866.0
2014-06-02,65.07,28007.5315,1590973.0
2014-06-03,65.79,28317.4351,2279145.0
2014-06-04,66.32,28545.5585,1965410.0
2014-06-05,66.43,28592.9049,2315095.0
2014-06-06,67.0,28838.2452,1831675.0
2014-06-09,67.21,28928.6337,1518399.0
2014-06-10,66.96,28821.0283,1531942.0
2014-06-11,66.48,28614.426,1463319.0
2014-06-12,66.23,28506.8206,1926288.0
2014-06-13,66.26,28519.7332,2100310.0
2014-06-16,66.09,28446.5615,2073768.0
2014-06-17,67.73,29152.4529,3688602.0
2014-06-18,67.82,29191.1909,2660382.0
2014-06-19,67.22,28932.9379,3163555.0
2014-06-20,67.8,29182.5824,1826635.0
2014-06-23,68.03,29281.5794,1136775.0
2014-06-24,67.55,29074.977,1665836.0
2014-06-25,68.03,29281.5794,1620518.0
2014-06-26,67.67,29126.6276,1845277.0
2014-06-27,66.82,28760.7693,2016362.0
2014-06-30,67.26,28950.1548,2169600.0
2014-07-01,67.66,29122.3234,1556402.0
2014-07-02,68.1,29311.7089,2374254.0
2014-07-03,68.84,29630.2209,1259879.0
2014-07-07,68.54,29501.0944,1367091.0
2014-07-08,67.79,29178.2782,1661007.0
2014-07-09,68.15,29333.23,2092565.0
2014-07-10,67.7,29139.5403,1458113.0
2014-07-11,67.61,29100.8023,1597668.0
2014-07-14,68.58,29518.3113,1994856.0
2014-07-15,69.11,29746.4347,2211147.0
2014-07-16,69.42,29879.8654,3062989.0
2014-07-17,69.12,29750.7389,2967311.0
2014-07-18,69.9,30086.4677,3713799.0
2014-07-21,69.75,30021.9045,2961800.0
2014-07-22,70.07,30159.6394,6265323.0
2014-07-23,70.29,30254.3321,2096397.0
2014-07-24,71.56,30800.9675,2846784.0
2014-07-25,71.45,30753.6212,2060874.0
2014-07-28,71.25,30667.5368,1292687.0
2014-07-29,71.02,30568.5399,1346910.0
2014-07-30,71.86,30930.094,1756123.0
2014-07-31,70.44,30318.8954,2459325.0
2014-08-01,69.96,30112.293,2124298.0
2014-08-04,70.47,30331.808,1951092.0
2014-08-05,69.62,29965.9497,1786787.0
2014-08-06,70.32,30267.2448,1945938.0
2014-08-07,69.69,29996.0792,2015967.0
2014-08-08,70.36,29798.8235,1323016.0
2014-08-11,70.3,29773.4123,1234341.0
2014-08-12,69.77,29548.947,2418034.0
2014-08-13,69.99,29642.1213,1817039.0
2014-08-14,70.17,29718.3548,1387085.0
2014-08-15,69.63,29489.6543,2053468.0
2014-08-18,70.19,29726.8252,1965459.0
2014-08-19,70.2,29731.0604,1411478.0
2014-08-20,70.44,29832.705,1676360.0
2014-08-21,70.77,29972.4664,1726709.0
2014-08-22,70.92,30035.9943,1747583.0
2014-08-25,71.75,30387.5154,1324503.0
2014-08-26,72.2,30578.0991,1771163.0
2014-08-27,71.61,30328.2227,1355734.0
2014-08-28,71.67,30353.6339,1171284.0
2014-08-29,72.03,30506.1008,1175824.0
2014-09-02,72.39,30658.5678,1609184.0
2014-09-03,72.31,30624.6863,1385706.0
2014-09-04,72.43,30675.5086,1984596.0
2014-09-05,72.66,30772.9181,1753032.0
2014-09-08,72.69,30785.6236,1445339.0
2014-09-09,71.55,30302.8115,1918914.0
2014-09-10,72.19,30573.8639,2078618.0
2014-09-11,72.92,30883.0331,2001539.0
2014-09-12,74.08,31374.3156,3165157.0
2014-09-15,74.3,31467.4898,2748856.0
2014-09-16,74.3,31467.4898,2252633.0
2014-09-17,74.81,31683.4847,2794989.0
2014-09-18,75.73,32073.1225,2394332.0
2014-09-19,74.84,31696.1903,3198220.0
2014-09-22,74.47,31539.4881,1386305.0
2014-09-23,73.94,31315.0229,1361667.0
2014-09-24,74.94,31738.5422,1778643.0
2014-09-25,73.86,31281.1413,1893938.0
2014-09-26,74.31,31471.725,1510569.0
2014-09-29,73.61,31175.2615,1299529.0
2014-09-30,73.61,31175.2615,1764227.0
2014-10-01,72.5,30705.155,1973568.0
2014-10-02,72.66,30772.9181,2776087.0
2014-10-03,73.59,31166.7911,1704872.0
2014-10-06,73.51,31132.9095,1412851.0
2014-10-07,71.27,30184.2261,2733297.0
2014-10-08,71.93,30463.7489,3567276.0
2014-10-09,69.11,29269.4243,4754223.0
2014-10-10,68.04,28816.2585,4238920.0
2014-10-13,66.9,28333.4464,2809460.0
2014-10-14,67.23,28473.2078,2865234.0
2014-10-15,65.81,27871.8103,4695717.0
2014-10-16,66.19,28032.7477,2564029.0
2014-10-17,67.38,28536.7357,3229416.0
2014-10-20,67.42,28553.6765,1461260.0
2014-10-21,68.97,29210.1315,1773980.0
2014-10-22,67.9,28756.9658,3219613.0
2014-10-23,68.94,29197.426,2012970.0
2014-10-24,71.88,30442.5729,3907400.0
2014-10-27,72.36,30645.8622,1951806.0
2014-10-28,72.95,30895.7387,2011854.0
2014-10-29,73.82,31264.2005,2560706.0
2014-10-30,73.55,31149.8503,2530426.0
2014-10-31,75.46,31958.7723,3036326.0
2014-11-03,75.86,32128.1801,1905955.0
2014-11-04,76.58,32433.114,2313648.0
2014-11-05,77.22,32704.1664,1352110.0
2014-11-06,77.85,32970.9836,1159243.0
2014-11-07,77.81,32954.0429,1789552.0
2014-11-10,78.12,32614.7329,1961014.0
2014-11-11,77.68,32431.0349,1888940.0
2014-11-12,77.45,32335.011,2162889.0
2014-11-13,76.48,31930.0406,3010342.0
2014-11-14,76.07,31758.8675,2536990.0
2014-11-17,75.67,31591.8694,2444132.0
2014-11-18,75.86,31671.1935,1712881.0
2014-11-19,75.88,31679.5434,1624789.0
2014-11-20,76.2,31813.1419,1881121.0
2014-11-21,76.57,31967.6151,2004905.0
2014-11-24,77.21,32234.8121,1508050.0
2014-11-25,77.19,32226.4622,1565104.0
2014-11-26,76.87,32092.8637,1060444.0
2014-11-28,76.73,32034.4144,608605.0
2014-12-01,76.02,31737.9927,1582243.0
2014-12-02,77.42,32322.4861,1875878.0
2014-12-03,78.35,32710.7568,1878865.0
2014-12-04,78.28,32681.5321,1765853.0
2014-12-05,79.28,33099.0274,1826416.0
2014-12-08,79.72,33282.7253,1705686.0
2014-12-09,79.6,33232.6259,1455641.0
2014-12-10,78.38,32723.2816,2454276.0
2014-12-11,78.2,32648.1325,2033139.0
2014-12-12,75.24,31412.3464,3498445.0
2014-12-15,75.42,31487.4955,2710617.0
2014-12-16,74.89,31266.223,2253037.0
2014-12-17,76.86,32088.6888,2216356.0
2014-12-18,79.47,33178.3515,2348151.0
2014-12-19,79.73,33286.9003,3583531.0
2014-12-22,79.66,33257.6756,1596652.0
2014-12-23,80.33,33537.3975,1640187.0
2014-12-24,80.07,33428.8487,599729.0
2014-12-26,79.9,33357.8745,596058.0
2014-12-29,79.91,33362.0494,789600.0
2014-12-30,79.21,33069.8027,935418.0
2014-12-31,78.5,32773.3811,1266418.0
2015-01-02,78.35,32710.7568,1421473.0
2015-01-05,77.05,32168.0129,3265100.0
2015-01-06,74.85,31249.5232,3254766.0
2015-01-07,75.55,31541.7699,2158230.0
2015-01-08,77.15,32209.7624,1590052.0
2015-01-09,76.03,31742.1677,2081694.0
2015-01-12,75.37,31466.6208,1809532.0
2015-01-13,75.19,31391.4716,2266255.0
2015-01-14,73.35,30623.2803,3231469.0
2015-01-15,72.78,30385.308,2370097.0
2015-01-16,73.66,30752.7038,2160174.0
2015-01-20,73.2,30560.656,2194920.0
2015-01-21,74.74,31203.5987,3808521.0
2015-01-22,77.09,32184.7127,4103768.0
2015-01-23,72.4,30226.6597,4844267.0
2015-01-26,73.28,30594.0556,5507981.0
2015-01-27,72.54,30285.1091,3500630.0
2015-01-28,71.28,29759.065,5427503.0
2015-01-29,71.8,29976.1626,2667907.0
2015-01-30,71.51,29855.0889,6286341.0
2015-02-02,72.98,30468.807,2609021.0
2015-02-03,74.62,31153.4993,3586377.0
2015-02-04,73.77,30798.6283,2922831.0
2015-02-05,74.69,31182.724,2024651.0
2015-02-06,76.12,31604.6556,3313539.0
2015-02-09,76.16,31621.2634,2728772.0
2015-02-10,77.27,32082.13,2231322.0
2015-02-11,76.99,31965.8754,1756020.0
2015-02-12,77.39,32131.9534,4828539.0
2015-02-13,76.93,31940.9637,2537196.0
2015-02-17,77.27,32082.13,3007934.0
2015-02-18,76.25,31658.6309,2122864.0
2015-02-19,76.54,31779.0375,2082086.0
2015-02-20,77.63,32005.3437,2418978.0
2015-02-23,77.1,31786.835,1790346.0
2015-02-24,78.21,32244.4664,2882276.0
2015-02-25,76.91,31708.5016,4417640.0
2015-02-26,74.81,30842.7124,5054574.0
2015-02-27,74.45,30694.2913,3095013.0
2015-03-02,75.57,31156.0456,3576367.0
2015-03-03,75.37,31073.5895,2137010.0
2015-03-04,75.13,30974.6422,2426390.0
2015-03-05,74.67,30784.9931,2365322.0
2015-03-06,72.81,30018.1512,6013480.0
2015-03-09,73.57,30331.4844,2678822.0
2015-03-10,71.34,29412.0987,3022482.0
2015-03-11,72.42,29857.3617,3838433.0
2015-03-12,73.67,30372.7125,3745096.0
2015-03-13,73.41,30265.5195,2741364.0
2015-03-16,74.9,30879.8176,2648656.0
2015-03-17,75.56,31151.9228,2200199.0
2015-03-18,75.13,30974.6422,2847625.0
2015-03-19,74.83,30850.958,3063610.0
2015-03-20,76.24,31432.2736,3356545.0
2015-03-23,75.57,31156.0456,1757941.0
2015-03-24,74.75,30817.9755,1854026.0
2015-03-25,73.27,30207.8002,2493836.0
2015-03-26,73.65,30364.4669,2727823.0
2015-03-27,73.47,30290.2564,1917627.0
2015-03-30,73.88,30459.2914,1847208.0
2015-03-31,73.53,30314.9932,2597416.0
2015-04-01,73.45,30282.0107,2480805.0
2015-04-02,73.97,30496.3967,1920633.0
2015-04-06,74.65,30776.9024,1634557.0
2015-04-07,75.2,31003.6579,2329591.0
2015-04-08,75.78,31242.7818,1934063.0
2015-04-09,76.22,31424.1862,1799944.0
2015-04-10,76.35,31477.7829,1699264.0
2015-04-13,76.65,31601.4678,1793075.0
2015-04-14,76.39,31494.2743,1584895.0
2015-04-15,76.53,31551.9938,1910697.0
2015-04-16,76.44,31514.8884,1177356.0
2015-04-17,75.68,31201.5535,2238212.0
2015-04-20,76.28,31448.9232,1148089.0
2015-04-21,76.67,31609.7134,2514634.0
2015-04-22,77.93,32129.1896,3248400.0
2015-04-23,78.19,32236.3831,2804057.0
2015-04-24,76.36,31481.9058,4179514.0
2015-04-27,76.93,31716.9069,3793337.0
2015-04-28,77.48,31943.6624,1890603.0
2015-04-29,77.65,32013.7504,1587869.0
2015-04-30,77.12,31795.2406,2143363.0
2015-05-01,77.65,32013.7504,1185715.0
2015-05-04,78.74,32463.1386,1654509.0
2015-05-05,78.75,32467.2614,3029259.0
2015-05-06,78.01,32162.1722,2650202.0
2015-05-07,78.17,32228.1374,1816245.0
2015-05-08,78.75,32419.7634,1360999.0
2015-05-11,78.02,32119.2373,2279053.0
2015-05-12,77.76,32012.2006,2210906.0
2015-05-13,78.0,32111.0037,1465980.0
2015-05-14,77.72,31995.7335,3376965.0
2015-05-15,77.85,32049.2518,1963113.0
2015-05-18,78.69,32395.0626,2278548.0
2015-05-19,79.11,32567.968,2036512.0
2015-05-20,78.95,32502.0993,1538579.0
2015-05-21,78.9,32481.5153,1412102.0
2015-05-22,78.62,32366.245,1470404.0
2015-05-26,77.61,31950.4487,2567923.0
2015-05-27,78.47,32304.4931,1799329.0
2015-05-28,79.12,32572.0848,2051194.0
2015-05-29,77.93,32082.1862,2597918.0
2015-06-01,77.44,31880.4632,2016625.0
2015-06-02,77.15,31761.0761,2261132.0
2015-06-03,78.35,32255.0916,2016607.0
2015-06-04,77.33,31835.1784,1648179.0
2015-06-05,78.52,32325.0771,2639133.0
2015-06-08,78.79,32436.2306,2375117.0
2015-06-09,79.15,32584.4352,1964310.0
2015-06-10,80.68,33214.3049,2756134.0
2015-06-11,80.84,33280.1736,1260191.0
2015-06-12,80.64,33197.8377,1999860.0
2015-06-15,79.82,32860.2605,1541775.0
2015-06-16,79.84,32868.4941,1752806.0
2015-06-17,79.49,32724.4062,1980068.0
2015-06-18,79.91,32897.3116,1763551.0
2015-06-19,78.95,32502.0993,3133033.0
2015-06-22,79.52,32736.7566,1955807.0
2015-06-23,79.9,32893.1948,1727561.0
2015-06-24,79.76,32835.5597,2429637.0
2015-06-25,78.66,32382.7122,1823606.0
2015-06-26,78.98,32514.4497,2453358.0
2015-06-29,76.29,31407.0317,2330288.0
2015-06-30,77.0,31699.3242,2507349.0
2015-07-01,77.43,31876.3464,1408430.0
2015-07-02,77.01,31703.441,1396019.0
2015-07-06,76.62,31542.886,1273397.0
2015-07-07,76.63,31547.0028,1929943.0
2015-07-08,74.6,30711.2933,1398283.0
2015-07-09,74.95,30855.3811,2543136.0
2015-07-10,75.97,31275.2943,2047502.0
2015-07-13,77.22,31789.8937,1741329.0
2015-07-14,77.54,31921.6311,1531695.0
2015-07-15,77.99,32106.8869,1288156.0
2015-07-16,79.3,32646.1871,2401812.0
2015-07-17,79.38,32679.1215,1447485.0
2015-07-20,79.8,32852.0269,1961576.0
2015-07-21,79.95,32913.7788,1938173.0
2015-07-22,80.82,33271.94,2157872.0
2015-07-23,79.71,32814.9757,2070054.0
2015-07-24,75.38,31032.4033,5198477.0
2015-07-27,74.83,30805.9796,3448796.0
2015-07-28,76.17,31357.6302,2740450.0
2015-07-29,76.42,31460.5501,1879711.0
2015-07-30,77.15,31761.0761,1232699.0
2015-07-31,76.56,31518.1852,1928868.0
2015-08-03,77.19,31777.5433,2011015.0
2015-08-04,78.15,32172.7557,2140003.0
2015-08-05,78.1,32152.1717,1668440.0
2015-08-06,78.35,32255.0916,2680266.0
2015-08-07,78.51,32040.9569,1448940.0
2015-08-10,79.53,32457.2323,2062464.0
2015-08-11,78.43,32008.3079,2038571.0
2015-08-12,77.21,31510.41,2943110.0
2015-08-13,77.55,31649.1684,1915063.0
2015-08-14,78.47,32024.6324,1496177.0
2015-08-17,78.13,31885.874,2034371.0
2015-08-18,78.38,31987.9022,1415099.0
2015-08-19,77.95,31812.4136,2289718.0
2015-08-20,75.92,30983.9441,2820795.0
2015-08-21,73.88,30151.3934,4060152.0
2015-08-24,69.46,28347.5337,4985774.0
2015-08-25,68.09,27788.4188,4179494.0
2015-08-26,70.77,28882.1618,3644194.0
2015-08-27,72.94,29767.7672,3134864.0
2015-08-28,73.11,29837.1464,2003942.0
2015-08-31,71.92,29351.4918,2616762.0
2015-09-01,69.68,28437.3186,3690199.0
2015-09-02,70.82,28902.5674,2249009.0
2015-09-03,71.45,29159.6787,2311190.0
2015-09-04,70.03,28580.1581,2448151.0
2015-09-08,72.22,29473.9257,2350038.0
2015-09-09,71.26,29082.1372,2209253.0
2015-09-10,71.62,29229.0579,2372754.0
2015-09-11,71.52,29188.2466,1981594.0
2015-09-14,71.3,29098.4617,1522680.0
2015-09-15,71.93,29355.573,3418293.0
2015-09-16,72.09,29420.871,2475464.0
2015-09-17,71.49,29176.0032,3090279.0
2015-09-18,69.0,28159.8017,4757863.0
2015-09-21,69.84,28502.6166,2551139.0
2015-09-22,68.61,28000.6376,3236041.0
2015-09-23,68.56,27980.2319,2372971.0
2015-09-24,67.73,27641.4981,3485352.0
2015-09-25,68.74,28053.6923,2718616.0
2015-09-28,66.39,27094.6266,3047097.0
2015-09-29,66.62,27188.4926,2432892.0
2015-09-30,67.21,27429.2793,2848832.0
2015-10-01,67.11,27388.468,2190738.0
2015-10-02,67.12,27392.5491,3499422.0
2015-10-05,68.67,28025.1244,3978321.0
2015-10-06,68.11,27796.581,1684020.0
2015-10-07,69.02,28167.9639,2436610.0
2015-10-08,69.45,28343.4525,1190807.0
2015-10-09,68.77,28065.9357,2626384.0
2015-10-12,69.11,28204.6941,1423567.0
2015-10-13,67.71,27633.3358,1650888.0
2015-10-14,66.64,27196.6548,2612650.0
2015-10-15,68.51,27959.8263,2033626.0
2015-10-16,68.51,27959.8263,2279443.0
2015-10-19,67.82,27678.2282,1960192.0
2015-10-20,68.26,27857.798,2364656.0
2015-10-21,67.19,27421.117,2259877.0
2015-10-22,69.27,28269.9922,3160819.0
2015-10-23,67.14,27400.7114,6390737.0
2015-10-26,66.92,27310.9265,3978672.0
2015-10-27,67.47,27535.3887,3392974.0
2015-10-28,70.34,28706.6732,3690239.0
2015-10-29,69.78,28478.1299,2010645.0
2015-10-30,69.0,28159.8017,2886892.0
2015-11-02,70.32,28698.5109,1822421.0
2015-11-03,71.25,29078.0561,3056003.0
2015-11-04,71.27,29086.2183,1956476.0
2015-11-05,72.46,29571.8729,3251918.0
2015-11-06,73.62,29704.6477,4261705.0
2015-11-09,72.42,29220.4644,3290928.0
2015-11-10,71.43,28821.0132,2780497.0
2015-11-11,71.65,28909.7801,2946145.0
2015-11-12,70.62,28494.1894,2922298.0
2015-11-13,69.96,28227.8886,1986037.0
2015-11-16,70.59,28482.0848,2078444.0
2015-11-17,70.98,28639.4444,1861287.0
2015-11-18,72.88,29406.068,2198034.0
2015-11-19,72.62,29301.1616,1427116.0
2015-11-20,72.78,29365.7194,1595482.0
2015-11-23,72.62,29301.1616,1785210.0
2015-11-24,72.34,29188.1855,1615301.0
2015-11-25,72.82,29381.8589,1559314.0
2015-11-27,72.8,29373.7891,798839.0
2015-11-30,72.58,29285.0222,2023033.0
2015-12-01,72.43,29224.4993,1877922.0
2015-12-02,72.36,29196.2552,2469112.0
2015-12-03,71.34,28784.6994,2408927.0
2015-12-04,73.69,29732.8918,2147622.0
2015-12-07,72.52,29260.813,1614390.0
2015-12-08,70.96,28631.3747,2896755.0
2015-12-09,68.83,27771.9493,4596132.0
2015-12-10,69.05,27860.7162,2789556.0
2015-12-11,66.12,26678.5019,2993845.0
2015-12-14,65.73,26521.1423,3588223.0
2015-12-15,67.41,27198.999,4619676.0
2015-12-16,68.61,27683.1823,4486050.0
2015-12-17,66.4,26791.478,3755026.0
2015-12-18,64.73,26117.6562,3840523.0
2015-12-21,65.77,26537.2818,2202926.0
2015-12-22,66.4,26791.478,2196842.0
2015-12-23,67.16,27098.1274,1832254.0
2015-12-24,67.14,27090.0577,685914.0
2015-12-28,67.17,27102.1623,1366621.0
2015-12-29,67.65,27295.8356,1487860.0
2015-12-30,66.57,26860.0706,1117638.0
2015-12-31,66.36,26775.3386,1533796.0
2016-01-04,65.14,26283.0855,2589174.0
2016-01-05,65.24,26323.4341,1508987.0
2016-01-06,63.07,25447.8692,2361902.0
2016-01-07,60.22,24297.9338,3194608.0
2016-01-08,58.65,23664.4606,1939638.0
2016-01-11,58.44,23579.7285,3002133.0
2016-01-12,59.35,23946.9009,2613290.0
2016-01-13,56.81,22922.0462,2297948.0
2016-01-14,57.44,23176.2424,3695633.0
2016-01-15,54.97,22179.6317,4242605.0
2016-01-19,55.54,22409.6188,4877153.0
2016-01-20,55.13,22244.1895,6009905.0
2016-01-21,54.43,21961.7492,2840900.0
2016-01-22,55.83,22526.6298,2829461.0
2016-01-25,54.22,21877.0171,3622111.0
2016-01-26,55.93,22566.9784,3333873.0
2016-01-27,51.91,20944.9642,6069107.0
2016-01-28,51.98,20973.2082,4552511.0
2016-01-29,55.73,22486.2812,5960367.0
2016-02-01,54.79,22107.0042,3587018.0
2016-02-02,52.97,21372.6595,5012343.0
2016-02-03,53.78,21699.4832,5264316.0
2016-02-04,55.11,22236.1198,3943141.0
2016-02-05,54.42,21957.7144,3247105.0
2016-02-08,53.57,21614.7512,4004178.0
2016-02-09,53.4,21546.1585,4211660.0
2016-02-10,53.73,21679.3089,2628291.0
2016-02-11,52.38,21134.6027,3714393.0
2016-02-12,54.68,22062.6207,2529903.0
2016-02-16,56.64,22853.4535,3249657.0
2016-02-17,56.58,22829.2444,3058272.0
2016-02-18,55.58,22425.7582,3101513.0
2016-02-19,56.19,22476.9654,4855814.0
2016-02-22,56.82,22728.9762,3614326.0
2016-02-23,55.63,22252.9558,3156739.0
2016-02-24,54.18,21672.9309,4880106.0
2016-02-25,54.74,21896.9405,4042555.0
2016-02-26,55.41,22164.952,2667484.0
2016-02-29,54.78,21912.9412,3656324.0
2016-03-01,57.14,22856.9817,2674064.0
2016-03-02,57.69,23076.9912,2649114.0
2016-03-03,58.05,23220.9974,2322008.0
2016-03-04,58.67,23469.008,3422855.0
2016-03-07,58.5,23401.0051,2572144.0
2016-03-08,57.28,22912.9842,3420753.0
2016-03-09,56.99,22796.9792,3869269.0
2016-03-10,56.57,22628.972,4351817.0
2016-03-11,57.95,23180.9957,3518748.0
2016-03-14,57.76,23104.9924,2718556.0
2016-03-15,56.75,22700.975,3470522.0
2016-03-16,56.85,22740.9768,5406147.0
2016-03-17,57.4,22960.9862,5872251.0
2016-03-18,59.05,23621.0146,6149891.0
2016-03-21,59.94,23977.0299,4571004.0
2016-03-22,59.36,23745.0199,2946088.0
2016-03-23,59.64,23857.0247,5657784.0
2016-03-24,58.75,23501.0094,3158207.0
2016-03-28,58.41,23365.0036,3521169.0
2016-03-29,58.49,23397.0049,2154427.0
2016-03-30,58.52,23409.0055,3570397.0
2016-03-31,58.52,23409.0055,2627134.0
2016-04-01,58.95,23581.0128,2059390.0
2016-04-04,58.8,23521.0103,1674434.0
2016-04-05,57.61,23044.9898,4117832.0
2016-04-06,58.2,23281.0,1709181.0
2016-04-07,56.18,22557.6227,2451763.0
2016-04-08,56.27,22593.7599,1817676.0
2016-04-11,56.57,22714.2171,1618264.0
2016-04-12,57.49,23083.6193,1703145.0
2016-04-13,59.74,23987.0484,2468908.0
2016-04-14,60.08,24123.5666,2446637.0
2016-04-15,59.57,23918.7893,2477079.0
2016-04-18,59.89,24047.2771,1773157.0
2016-04-19,60.26,24195.841,2307355.0
2016-04-20,61.75,24794.1118,2436887.0
2016-04-21,61.19,24569.2584,1715375.0
2016-04-22,61.89,24850.3252,1367321.0
2016-04-25,61.41,24657.5937,1486731.0
2016-04-26,62.48,25087.2244,2991901.0
2016-04-27,63.93,25669.4343,3412196.0
2016-04-28,62.81,25219.7274,2425982.0
2016-04-29,62.3,25014.9501,2381801.0
2016-05-02,62.91,25259.8798,1807913.0
2016-05-03,61.06,24517.0602,2877869.0
2016-05-04,60.02,24099.4752,3214854.0
2016-05-05,59.74,23987.0484,1615712.0
2016-05-06,59.76,23661.3928,1955900.0
2016-05-09,59.8,23677.2304,1476126.0
2016-05-10,61.11,24195.9122,1961713.0
2016-05-11,60.38,23906.8758,1601112.0
2016-05-12,60.03,23768.2967,1560493.0
2016-05-13,59.23,23451.5444,1724813.0
2016-05-16,59.71,23641.5958,1650012.0
2016-05-17,59.69,23633.677,2314638.0
2016-05-18,61.5,24350.3289,2352630.0
2016-05-19,60.72,24041.4955,2224222.0
2016-05-20,61.43,24322.6131,2097066.0
2016-05-23,61.25,24251.3438,1679544.0
2016-05-24,62.55,24766.0662,1806517.0
2016-05-25,63.68,25213.4788,2597528.0
2016-05-26,62.87,24892.7671,2210321.0
2016-05-27,63.33,25074.8997,1779705.0
2016-05-31,63.06,24967.9958,2300276.0
2016-06-01,62.96,24928.4018,1846257.0
2016-06-02,63.0,24944.2394,1632465.0
2016-06-03,61.01,24156.3182,3327248.0
2016-06-06,62.55,24766.0662,2650689.0
2016-06-07,61.77,24457.2328,2170854.0
2016-06-08,61.54,24366.1665,2687644.0
2016-06-09,60.29,23871.2411,2830775.0
2016-06-10,59.18,23431.7474,5045498.0
2016-06-13,59.11,23404.0316,3181695.0
2016-06-14,58.22,23051.6447,3642839.0
2016-06-15,57.91,22928.9032,4224372.0
2016-06-16,57.55,22786.3647,3313180.0
2016-06-17,57.94,22940.7814,3731049.0
2016-06-20,58.65,23221.899,3799411.0
2016-06-21,58.78,23273.3713,2678544.0
2016-06-22,58.49,23158.5486,3358363.0
2016-06-23,60.27,23863.3223,2174019.0
2016-06-24,54.99,21772.7575,5170099.0
2016-06-27,50.79,20109.8082,5286970.0
2016-06-28,51.27,20299.8596,4167632.0
2016-06-29,52.16,20652.2464,4752935.0
2016-06-30,53.92,21349.1014,6593633.0
2016-07-01,53.84,21317.4262,2504386.0
2016-07-05,52.6,20826.4602,2852113.0
2016-07-06,52.12,20636.4088,3997466.0
2016-07-07,52.04,20604.7336,4141683.0
2016-07-08,53.23,21075.9026,2554012.0
2016-07-11,53.61,21226.3599,2718272.0
2016-07-12,54.71,21661.8942,2358830.0
2016-07-13,54.81,21701.4883,1937232.0
2016-07-14,56.22,22259.7641,3510508.0
2016-07-15,56.91,22532.9629,3982292.0
2016-07-18,57.62,22814.0805,2233870.0
2016-07-19,57.46,22750.7301,2405817.0
2016-07-20,57.77,22873.4716,1836832.0
2016-07-21,57.3,22687.3796,1512437.0
2016-07-22,58.24,23059.5635,2307910.0
2016-07-25,57.79,22881.3904,1636311.0
2016-07-26,58.32,23091.2387,1750390.0
2016-07-27,63.75,25241.1946,6013594.0
2016-07-28,65.45,25914.2931,3953471.0
2016-07-29,65.78,26044.9534,2942366.0
2016-08-01,65.94,26108.3039,2828952.0
2016-08-02,65.33,25866.7803,2775885.0
2016-08-03,65.85,26072.6693,2278980.0
2016-08-04,65.79,26048.9128,2529420.0
2016-08-05,67.95,26501.5348,2153382.0
2016-08-08,68.18,26591.2383,1902465.0
2016-08-09,67.81,26446.9326,1879526.0
2016-08-10,67.69,26400.1308,1552961.0
2016-08-11,68.5,26716.0431,1584668.0
2016-08-12,68.24,26614.6392,1130449.0
2016-08-15,69.21,26992.9539,1489831.0
2016-08-16,68.99,26907.1506,1755048.0
2016-08-17,69.09,26946.1521,2266067.0
2016-08-18,69.05,26930.5515,1834904.0
2016-08-19,69.02,26918.8511,2037262.0
2016-08-22,68.97,26899.3503,1544982.0
2016-08-23,69.32,27035.8556,1753756.0
2016-08-24,69.02,26918.8511,1762141.0
2016-08-25,69.04,26926.6514,1633224.0
2016-08-26,69.07,26938.3518,2519958.0
2016-08-29,69.63,27156.7603,1436305.0
2016-08-30,70.34,27433.6712,1639504.0
2016-08-31,70.24,27394.6696,2536585.0
2016-09-01,70.12,27347.8678,1223850.0
2016-09-02,70.63,27546.7756,1453578.0
2016-09-06,70.37,27445.3716,1799260.0
2016-09-07,70.57,27523.3747,1358145.0
2016-09-08,70.54,27511.6742,2569809.0
2016-09-09,69.7,27184.0614,2868765.0
2016-09-12,70.65,27554.5759,2752245.0
