,JPM US Equity,JPM US Equity,JPM US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2015-03-17,61.61,229701.3331,11718327.0
2015-03-18,61.75,230223.2969,15697854.0
2015-03-19,61.2,228172.725,11523785.0
2015-03-20,61.75,230223.2969,18368347.0
2015-03-23,61.14,227949.0263,15112872.0
2015-03-24,60.46,225413.7738,12128693.0
2015-03-25,59.61,222244.7081,14950859.0
2015-03-26,59.54,221983.7263,14039559.0
2015-03-27,59.55,222021.0094,11755819.0
2015-03-30,60.96,227277.93,20656523.0
2015-03-31,60.58,225861.1713,17346667.0
2015-04-01,59.95,223512.3344,18100587.0
2015-04-02,60.52,225637.4725,12697771.0
2015-04-06,60.47,225451.0569,12025243.0
2015-04-07,60.85,226867.8156,11505503.0
2015-04-08,61.05,227613.4781,11733950.0
2015-04-09,61.47,229179.3694,11728495.0
2015-04-10,61.7,230036.8813,9869670.0
2015-04-13,62.07,231416.3569,15468702.0
2015-04-14,63.04,235032.82,33775406.0
2015-04-15,64.21,239394.9456,28732225.0
2015-04-16,63.81,237903.6206,16640454.0
2015-04-17,62.84,234287.1575,20221236.0
2015-04-20,63.24,235778.4825,12755309.0
2015-04-21,62.31,232311.1519,14985119.0
2015-04-22,62.94,234659.9888,14484658.0
2015-04-23,62.8,234138.025,12851257.0
2015-04-24,62.6,233392.3625,9597525.0
2015-04-27,62.34,232423.0013,11146409.0
2015-04-28,62.76,233988.8925,12307828.0
2015-04-29,63.6,237120.675,17601215.0
2015-04-30,63.26,235853.0488,16840865.0
2015-05-01,63.61,237157.9581,11640805.0
2015-05-04,64.72,241296.385,14972462.0
2015-05-05,64.4,238994.013,17692369.0
2015-05-06,63.92,237212.6912,18087852.0
2015-05-07,64.5,239365.1217,15039936.0
2015-05-08,65.49,243039.098,16802611.0
2015-05-11,65.45,242890.6545,13799675.0
2015-05-12,65.36,242556.6567,12762234.0
2015-05-13,65.52,243150.4306,11874274.0
2015-05-14,66.05,245117.3068,11855518.0
2015-05-15,65.88,244486.422,11152125.0
2015-05-18,66.42,246490.409,10510893.0
2015-05-19,67.01,248679.9505,14282994.0
2015-05-20,66.48,246713.0743,12446012.0
2015-05-21,66.65,247343.9591,12934474.0
2015-05-22,66.47,246675.9634,9296939.0
2015-05-26,65.73,243929.7589,15571327.0
2015-05-27,66.47,246675.9634,10963652.0
2015-05-28,66.2,245673.9699,11797444.0
2015-05-29,65.78,244115.3133,14310723.0
2015-06-01,66.08,245228.6394,11899261.0
2015-06-02,66.02,245005.9742,12784152.0
2015-06-03,66.7,247529.5135,12927263.0
2015-06-04,66.33,246156.4112,13863283.0
2015-06-05,67.42,250201.4962,20801141.0
2015-06-08,66.89,248234.62,14558660.0
2015-06-09,67.18,249310.8353,13263493.0
2015-06-10,68.26,253318.8094,17478898.0
2015-06-11,68.52,254283.6921,13739872.0
2015-06-12,68.25,253281.6985,11804741.0
2015-06-15,67.99,252316.8159,14082323.0
2015-06-16,68.37,253727.029,11692849.0
2015-06-17,68.14,252873.479,14521889.0
2015-06-18,68.78,255248.5747,16759603.0
2015-06-19,68.08,252650.8137,21606383.0
2015-06-22,68.96,255916.5704,14306669.0
2015-06-23,69.75,258848.3293,15736884.0
2015-06-24,69.02,256139.2357,16995033.0
2015-06-25,68.65,254766.1334,13314291.0
2015-06-26,68.95,255879.4596,14489159.0
2015-06-29,67.2,249385.057,19934417.0
2015-06-30,67.76,251463.2658,20677358.0
2015-07-01,68.07,252613.7029,13964423.0
2015-07-02,67.52,250572.6049,12822941.0
2015-07-06,67.33,249867.4984,13527098.0
2015-07-07,66.8,247900.6222,22421483.0
2015-07-08,65.43,242816.4328,17707242.0
2015-07-09,66.11,245339.972,14984705.0
2015-07-10,67.05,248828.394,12356059.0
2015-07-13,68.09,252687.9246,16175638.0
2015-07-14,69.04,256213.4574,20185118.0
2015-07-15,69.19,256770.1205,16891606.0
2015-07-16,69.56,258143.2227,18035652.0
2015-07-17,69.21,256844.3422,14040686.0
2015-07-20,69.26,257029.8966,11512894.0
2015-07-21,69.1,256436.1226,11659915.0
2015-07-22,70.08,260072.988,15493019.0
2015-07-23,69.64,257535.6908,14331837.0
2015-07-24,68.91,254836.0777,12413896.0
2015-07-27,68.01,251507.7876,16801563.0
2015-07-28,68.05,251655.7116,14932360.0
2015-07-29,68.94,254947.0207,13059190.0
2015-07-30,69.04,255316.8307,10197182.0
2015-07-31,68.53,253430.7997,11911818.0
2015-08-03,68.53,253428.5577,9980587.0
2015-08-04,68.46,253169.693,10963966.0
2015-08-05,68.73,254168.1712,11302860.0
2015-08-06,68.25,252393.0989,10803363.0
2015-08-07,68.05,251653.4854,11453310.0
2015-08-10,68.89,254759.862,12661440.0
2015-08-11,68.23,252319.1375,14800333.0
2015-08-12,67.24,248658.0508,21150053.0
2015-08-13,67.55,249804.4517,11930623.0
2015-08-14,67.89,251061.7946,11248813.0
2015-08-17,68.07,251727.4467,10326540.0
2015-08-18,68.21,252245.1762,10617481.0
2015-08-19,67.6,249989.3551,15198203.0
2015-08-20,65.94,243850.5632,20972302.0
2015-08-21,63.6,235197.0855,28235460.0
2015-08-24,60.25,222808.5598,36339089.0
2015-08-25,59.91,221551.2169,31772532.0
2015-08-26,62.91,232645.4191,33576825.0
2015-08-27,64.48,238451.3848,29045691.0
2015-08-28,64.13,237157.0613,16687313.0
2015-08-31,64.1,237046.1192,14223416.0
2015-09-01,61.45,227246.2407,23637264.0
2015-09-02,62.57,231388.0761,17757899.0
2015-09-03,62.68,231794.8636,17065377.0
2015-09-04,61.5,227431.144,20188951.0
2015-09-08,63.16,233569.9359,13385051.0
2015-09-09,62.18,229945.8299,13889457.0
2015-09-10,62.66,231720.9022,15751110.0
2015-09-11,62.56,231351.0955,12766683.0
2015-09-14,62.38,230685.4433,10202787.0
2015-09-15,63.58,235123.1242,14023503.0
2015-09-16,64.14,237194.0419,12235935.0
2015-09-17,62.65,231683.9215,21249199.0
2015-09-18,60.94,225360.2263,31008001.0
2015-09-21,61.45,227246.2407,13136377.0
2015-09-22,60.91,225249.2843,14811862.0
2015-09-23,60.64,224250.8061,11712247.0
2015-09-24,60.22,222697.6178,17293389.0
2015-09-25,61.47,227320.202,18384297.0
2015-09-28,59.98,221810.0816,17452209.0
2015-09-29,59.84,221292.3522,19334947.0
2015-09-30,60.97,225471.1683,18743807.0
2015-10-01,61.42,227135.2987,16863215.0
2015-10-02,60.81,224879.4775,20435078.0
2015-10-05,62.02,229354.1391,13471119.0
2015-10-06,62.05,229465.0811,12134800.0
2015-10-07,62.13,229760.9265,12818858.0
2015-10-08,62.13,229760.9265,13964567.0
2015-10-09,61.93,229021.313,12112022.0
2015-10-12,61.72,228244.7189,10857374.0
2015-10-13,61.55,227616.0474,15621860.0
2015-10-14,59.99,221847.0623,28989352.0
2015-10-15,61.89,228873.3903,18147873.0
2015-10-16,62.43,230870.3467,17456576.0
2015-10-19,62.22,230093.7526,14510389.0
2015-10-20,62.52,231203.1728,11545128.0
2015-10-21,62.06,229502.0618,12173278.0
2015-10-22,63.19,233680.8779,15295681.0
2015-10-23,63.87,236195.5637,16985219.0
2015-10-26,63.9,236306.5058,13880244.0
2015-10-27,63.64,235345.0082,8831862.0
2015-10-28,65.5,242223.4136,17962014.0
2015-10-29,65.21,241150.974,12753676.0
2015-10-30,64.25,237600.8293,15731415.0
2015-11-02,65.54,241261.2525,15253302.0
2015-11-03,65.78,242144.7237,11519476.0
2015-11-04,65.85,242402.4028,11388422.0
2015-11-05,66.44,244574.2694,12715877.0
2015-11-06,68.46,252010.1518,23262747.0
2015-11-09,67.39,248071.3428,17143831.0
2015-11-10,67.68,249138.8705,13239736.0
2015-11-11,67.35,247924.0976,8513925.0
2015-11-12,66.0,242954.5723,13576850.0
2015-11-13,65.56,241334.8751,11836959.0
2015-11-16,66.51,244831.9485,11041106.0
2015-11-17,66.13,243433.1192,12354839.0
2015-11-18,67.45,248292.2106,12911408.0
2015-11-19,67.66,249065.2479,12839462.0
2015-11-20,67.54,248623.5123,11209616.0
2015-11-23,66.88,246193.9666,11338963.0
2015-11-24,66.78,245825.8536,10910042.0
2015-11-25,66.86,246120.344,7772026.0
2015-11-27,67.17,247261.4942,4052853.0
2015-11-30,66.68,245457.7406,15147536.0
2015-12-01,67.61,248881.1914,12708809.0
2015-12-02,66.66,245384.118,13440883.0
2015-12-03,65.8,242218.3463,14626881.0
2015-12-04,67.89,249911.9077,17786043.0
2015-12-07,67.0,246635.7021,11686033.0
2015-12-08,65.96,242807.3271,13084484.0
2015-12-09,65.46,240966.7621,16770188.0
2015-12-10,65.61,241518.9316,12838986.0
2015-12-11,64.07,235849.9916,17889293.0
2015-12-14,64.27,236586.2176,17638159.0
2015-12-15,66.1,243322.6853,18126588.0
2015-12-16,67.53,248586.701,21720024.0
2015-12-17,66.28,243985.2886,18122090.0
2015-12-18,64.4,237064.7645,23819643.0
2015-12-21,65.54,241261.2525,18869297.0
2015-12-22,65.68,241776.6107,12149529.0
2015-12-23,66.73,245641.7971,12524453.0
2015-12-24,66.6,245163.2502,4468242.0
2015-12-28,66.38,244353.4016,6610609.0
2015-12-29,67.07,246893.3812,9820830.0
2015-12-30,66.59,245126.4389,7190650.0
2015-12-31,66.03,243065.0062,14654329.0
2016-01-04,63.62,234193.4831,25393155.0
2016-01-05,63.73,234598.4074,16566703.0
2016-01-06,62.81,231211.7679,22961532.0
2016-01-07,60.27,221861.698,27630867.0
2016-01-08,58.92,216892.1727,22373287.0
2016-01-11,58.83,216560.871,20925529.0
2016-01-12,58.96,217039.4179,22971612.0
2016-01-13,57.34,211075.9875,28808129.0
2016-01-14,58.2,214241.7592,31296332.0
2016-01-15,57.04,209971.6485,38131656.0
2016-01-19,57.01,209861.2146,22818919.0
2016-01-20,55.51,204339.5198,34646083.0
2016-01-21,55.25,203382.426,31301088.0
2016-01-22,56.95,209640.3468,22732187.0
2016-01-25,55.66,204891.6893,21114360.0
2016-01-26,57.08,210118.8937,17535732.0
2016-01-27,57.04,209971.6485,20559961.0
2016-01-28,57.28,210855.1197,15497866.0
2016-01-29,59.5,219027.228,26992199.0
2016-02-01,58.86,216671.3049,16807936.0
2016-02-02,57.03,209934.8372,22448151.0
2016-02-03,57.41,211333.6666,31543220.0
2016-02-04,58.4,214977.9852,21651256.0
2016-02-05,57.75,212585.2507,22001260.0
2016-02-08,56.54,208131.0836,28267601.0
2016-02-09,56.2,206879.4994,26300049.0
2016-02-10,55.52,204376.3311,22389590.0
2016-02-11,53.07,195357.5629,44334661.0
2016-02-12,57.49,211628.157,37011352.0
2016-02-16,58.35,214793.9287,23730687.0
2016-02-17,58.77,216340.0032,21580108.0
2016-02-18,57.81,212806.1185,17037776.0
2016-02-19,57.82,212842.9298,15658190.0
2016-02-22,58.57,215603.7772,14882763.0
2016-02-23,56.12,205975.2658,31772544.0
2016-02-24,56.14,206048.6711,25560096.0
2016-02-25,57.01,209241.8015,14473275.0
2016-02-26,57.54,211187.0419,20947508.0
2016-02-29,56.3,206635.9135,19554051.0
2016-03-01,59.2,217279.6816,23958079.0
2016-03-02,59.76,219335.03,20943122.0
2016-03-03,59.96,220069.083,15790644.0
2016-03-04,60.05,220399.4068,18459014.0
2016-03-07,59.94,219995.6777,12832395.0
2016-03-08,58.78,215738.1704,14132879.0
2016-03-09,59.12,216986.0604,13238828.0
2016-03-10,58.61,215114.2254,21139207.0
2016-03-11,59.34,217793.5187,21054993.0
2016-03-14,59.12,216986.0604,13436139.0
2016-03-15,59.2,217279.6816,10910468.0
2016-03-16,58.92,216252.0075,17423930.0
2016-03-17,58.75,215628.0624,19405736.0
2016-03-18,60.48,221977.6207,29570210.0
2016-03-21,60.46,221904.2154,12684403.0
2016-03-22,60.24,221096.7571,12042664.0
2016-03-23,59.94,219995.6777,11658691.0
2016-03-24,59.48,218307.3558,12921194.0
2016-03-28,59.4,218013.7346,11159717.0
2016-03-29,59.03,216655.7366,15933428.0
2016-03-30,59.71,219151.5167,13307142.0
2016-03-31,59.22,217353.0869,14904715.0
2016-04-01,59.87,219738.7591,15417527.0
2016-04-04,59.2,217279.6816,12305028.0
2016-04-05,58.36,214196.6591,12886615.0
2016-04-06,58.81,215848.2783,12167852.0
2016-04-07,57.32,209895.3304,19226797.0
2016-04-08,57.74,211433.2934,13547667.0
2016-04-11,58.2,213117.7291,17627802.0
2016-04-12,59.28,217072.491,17779234.0
2016-04-13,61.79,226263.6508,37516774.0
2016-04-14,62.59,229193.1041,24249920.0
2016-04-15,61.87,226556.5962,19290707.0
2016-04-18,62.27,228021.3228,13813072.0
2016-04-19,63.32,231866.2303,19255617.0
2016-04-20,64.24,235235.1016,14594439.0
2016-04-21,63.6,232891.539,15395776.0
2016-04-22,63.97,234246.4111,12444665.0
2016-04-25,63.6,232891.539,10687190.0
2016-04-26,63.93,234099.9385,12048042.0
2016-04-27,64.11,234759.0655,15284125.0
2016-04-28,63.6,232891.539,12852527.0
2016-04-29,63.2,231100.8447,16376353.0
2016-05-02,63.79,233258.2735,10247330.0
2016-05-03,62.56,228760.583,19120338.0
2016-05-04,61.57,225140.4907,17030241.0
2016-05-05,61.24,223933.7932,14033862.0
2016-05-06,61.6,225250.1904,11057877.0
2016-05-09,61.21,223824.0934,11197141.0
2016-05-10,62.04,226859.1204,11897151.0
2016-05-11,61.81,226018.0888,11254047.0
2016-05-12,61.77,225871.8224,11071679.0
2016-05-13,61.2,223787.5269,15122325.0
2016-05-16,61.66,225469.59,10951344.0
2016-05-17,61.66,225469.59,12180930.0
2016-05-18,64.04,234172.4382,24052314.0
2016-05-19,63.39,231795.6099,16076159.0
2016-05-20,63.51,232234.409,11862030.0
2016-05-23,63.46,232051.576,9347540.0
2016-05-24,64.54,236000.7677,13839390.0
2016-05-25,65.52,239584.2935,18936695.0
2016-05-26,65.03,237792.5306,9428352.0
2016-05-27,65.43,239255.1942,10116014.0
2016-05-31,65.27,238670.1287,15139407.0
2016-06-01,65.69,240205.9255,14031018.0
2016-06-02,65.81,240644.7245,10637550.0
2016-06-03,64.64,236366.4336,20261681.0
2016-06-06,65.28,238706.6953,13193497.0
2016-06-07,65.06,237902.2303,9924106.0
2016-06-08,65.25,238596.9955,9428013.0
2016-06-09,64.75,236768.6661,10817761.0
2016-06-10,63.84,233441.1064,16678358.0
2016-06-13,63.27,231356.8109,14382759.0
2016-06-14,62.08,227005.3867,19509322.0
2016-06-15,61.97,226603.1542,16982140.0
2016-06-16,62.22,227517.319,16791228.0
2016-06-17,62.28,227736.7185,15751497.0
2016-06-20,62.37,228065.8178,12213239.0
2016-06-21,62.95,230186.68,11611632.0
2016-06-22,62.71,229309.0818,12643492.0
2016-06-23,64.05,234209.0048,16583609.0
2016-06-24,59.6,217936.8726,44108712.0
2016-06-27,57.61,210660.1213,37925291.0
2016-06-28,59.52,217644.3398,29088741.0
2016-06-29,61.2,223787.5269,21483012.0
2016-06-30,62.14,227224.7863,21343616.0
2016-07-01,61.26,224006.9264,14217796.0
2016-07-05,59.55,217754.0396,23357694.0
2016-07-06,60.19,220094.3013,20429800.0
2016-07-07,60.58,221520.3983,13771017.0
2016-07-08,61.83,226091.222,16998814.0
2016-07-11,62.27,227700.1519,13151438.0
2016-07-12,63.2,231100.8447,16588124.0
2016-07-13,63.16,230954.5784,18526932.0
2016-07-14,64.12,234464.9709,28985935.0
2016-07-15,64.18,234684.3705,17607090.0
2016-07-18,63.96,233879.9055,10824364.0
2016-07-19,63.86,233514.2396,9737390.0
2016-07-20,63.93,233770.2057,10411068.0
2016-07-21,63.69,232892.6076,9952750.0
2016-07-22,64.04,234172.4382,8195688.0
2016-07-25,63.87,233550.8062,8168252.0
2016-07-26,64.13,234501.5375,8067766.0
2016-07-27,64.33,235232.8693,11806756.0
2016-07-28,64.1,234391.8378,10013424.0
2016-07-29,63.97,233916.4721,13210412.0
2016-08-01,63.8,233294.8401,11422601.0
2016-08-02,63.65,232746.3412,13550022.0
2016-08-03,64.66,233550.7834,13122345.0
2016-08-04,64.56,233189.5852,9873007.0
2016-08-05,66.3,239474.4346,20752730.0
2016-08-08,66.1,238752.0381,11359174.0
2016-08-09,65.87,237921.2821,10096971.0
2016-08-10,65.28,235790.2125,11556086.0
2016-08-11,65.46,236440.3693,9604549.0
2016-08-12,65.32,235934.6918,7685383.0
2016-08-15,65.72,237379.4848,8371557.0
2016-08-16,65.71,237343.3649,10128856.0
2016-08-17,65.89,237993.5218,11868065.0
2016-08-18,65.95,238210.2407,9313621.0
2016-08-19,65.86,237885.1623,9084877.0
2016-08-22,65.8,237668.4434,9055631.0
2016-08-23,65.77,237560.0839,8949607.0
2016-08-24,65.95,238210.2407,10167204.0
2016-08-25,66.07,238643.6786,9978651.0
2016-08-26,66.22,239185.476,14038597.0
2016-08-29,66.95,241822.2231,14583145.0
2016-08-30,67.5,243808.8135,13791151.0
2016-08-31,67.5,243808.8135,14952329.0
2016-09-01,67.21,242761.3386,12226517.0
2016-09-02,67.49,243772.6937,13720662.0
2016-09-06,67.44,243592.0945,16649371.0
2016-09-07,67.16,242580.7395,10070407.0
2016-09-08,67.25,242905.8179,12252961.0
2016-09-09,66.65,240738.6284,19686877.0
2016-09-12,67.06,242219.5412,16452983.0
2016-09-13,66.53,240305.1905,18876069.0
2016-09-14,66.4,239835.6328,12648595.0
2016-09-15,66.64,240702.5086,12639749.0
2016-09-16,65.82,237740.683,25161488.0
2016-09-19,66.19,239077.1165,13466874.0
2016-09-20,66.46,240052.3518,10092157.0
2016-09-21,66.84,241424.9051,14116774.0
2016-09-22,67.39,243411.4954,12781744.0
2016-09-23,67.25,242905.8179,13967357.0
2016-09-26,65.78,237596.2037,16408130.0
2016-09-27,66.36,239691.1535,13711386.0
2016-09-28,66.71,240955.3474,11278036.0
2016-09-29,65.65,237126.646,18727192.0
2016-09-30,66.59,240521.9095,21680093.0
2016-10-03,66.51,240232.9509,14901651.0
2016-10-04,66.6,240558.0293,17226890.0
2016-10-05,67.69,244495.0901,16279971.0
2016-10-06,67.87,245145.247,17484978.0
2016-10-07,68.11,246012.1228,18497019.0
2016-10-10,68.64,247926.4734,13027466.0
2016-10-11,68.31,246734.5192,15657104.0
2016-10-12,68.13,246084.3624,11899831.0
2016-10-13,67.74,244675.6893,17890046.0
2016-10-14,67.52,243881.0531,24163776.0
2016-10-17,67.17,242616.8593,14963411.0
2016-10-18,67.7,244531.21,11870286.0
2016-10-19,68.35,246878.9985,12705774.0
2016-10-20,68.26,246553.9201,14122005.0
2016-10-21,68.49,247384.6761,12175674.0
2016-10-24,68.87,248757.2294,10197123.0
2016-10-25,68.8,248504.3906,9945050.0
2016-10-26,69.13,249696.3448,9801266.0
2016-10-27,69.23,250057.5431,14210699.0
2016-10-28,69.11,249624.1052,12766498.0
2016-10-31,69.26,250165.9025,14336299.0
2016-11-01,68.97,246792.8791,15564491.0
2016-11-02,68.68,245755.1825,12449788.0
2016-11-03,68.38,244681.7033,10369670.0
2016-11-04,67.76,242463.1795,13571306.0
2016-11-07,69.88,250049.0995,16515137.0
2016-11-08,70.03,250585.8391,17531748.0
2016-11-09,73.25,262107.8497,50948378.0
2016-11-10,76.65,274273.9479,56192320.0
2016-11-11,76.69,274417.0784,27574323.0
2016-11-14,79.51,284507.7834,46130653.0
2016-11-15,79.36,283971.0438,28126307.0
2016-11-16,77.4,276957.646,26054926.0
2016-11-17,78.02,279176.1698,19306721.0
2016-11-18,77.71,278066.9079,19769965.0
2016-11-21,78.05,279283.5177,11983529.0
2016-11-22,78.53,281001.0845,14410100.0
2016-11-23,78.86,282181.9117,13401387.0
2016-11-25,78.83,282074.5637,6185719.0
2016-11-28,78.32,280249.649,13007242.0
2016-11-29,78.92,282396.6075,14144062.0
2016-11-30,80.17,286869.4377,25351899.0
2016-12-01,81.79,292666.2257,23823632.0
2016-12-02,81.6,291986.3555,16931504.0
2016-12-05,83.26,297926.274,18529840.0
2016-12-06,83.69,299464.9276,16130043.0
2016-12-07,84.07,300824.6679,18996905.0
2016-12-08,85.12,304581.8453,20844853.0
2016-12-09,85.49,305905.8031,14567202.0
2016-12-12,84.73,303186.3223,14511332.0
2016-12-13,84.76,303293.6702,16669046.0
2016-12-14,84.73,303186.3223,22622633.0
2016-12-15,86.0,307730.7178,19438924.0
2016-12-16,84.94,303937.7578,23008520.0
2016-12-19,85.43,305691.1072,21685098.0
2016-12-20,86.53,309627.1978,14587310.0
2016-12-21,86.75,310414.4159,11400484.0
2016-12-22,86.89,310915.3729,13924219.0
2016-12-23,87.05,311487.8951,10759433.0
2016-12-27,87.13,311774.1563,6946360.0
2016-12-28,86.5,309519.8499,9455586.0
2016-12-29,85.89,307337.1087,14689042.0
2016-12-30,86.29,308768.4144,13617776.0
2017-01-03,87.23,312131.9827,20550714.0
2017-01-04,86.91,310986.9382,15266596.0
2017-01-05,86.11,308124.3268,14300816.0
2017-01-06,86.12,308160.1095,12893298.0
2017-01-09,86.18,308374.8053,12806609.0
2017-01-10,86.43,309269.3714,13989033.0
2017-01-11,87.08,311595.2431,14713067.0
2017-01-12,86.24,308589.5012,21337435.0
2017-01-13,86.7,310235.5027,28295985.0
2017-01-17,83.55,298963.9706,30024625.0
2017-01-18,83.94,300359.4936,21270134.0
2017-01-19,83.3,298069.4045,16555554.0
2017-01-20,83.67,299393.3623,18436790.0
2017-01-23,83.71,299536.4928,12179161.0
2017-01-24,84.72,303150.5396,15175319.0
2017-01-25,86.03,307838.0657,17550952.0
2017-01-26,86.75,310414.4159,15962835.0
2017-01-27,86.93,311058.5034,12535420.0
2017-01-30,86.03,307838.0657,13661859.0
2017-01-31,84.63,302828.4959,15655126.0
2017-02-01,84.95,303973.5404,15430940.0
2017-02-02,84.59,302685.3653,11081359.0
2017-02-03,87.18,311953.0695,17885244.0
2017-02-06,86.77,310485.9812,11828416.0
2017-02-07,86.72,310307.068,9392832.0
2017-02-08,85.96,307587.5872,13970870.0
2017-02-09,87.2,312024.6348,13749123.0
2017-02-10,87.0,311308.9819,10992466.0
2017-02-13,88.15,315423.9857,18739103.0
2017-02-14,89.56,320469.3382,17932086.0
2017-02-15,90.59,324154.9503,17381807.0
2017-02-16,90.53,323940.2544,17672724.0
2017-02-17,90.23,322866.7752,15776589.0
2017-02-21,91.01,325657.8212,14068315.0
2017-02-22,91.06,325836.7344,11838980.0
2017-02-23,91.13,326087.2129,11066952.0
2017-02-24,90.33,323224.6016,15062298.0
2017-02-27,90.43,323582.428,12360988.0
2017-02-28,90.62,323691.2993,15183542.0
2017-03-01,93.6,334335.7494,24451380.0
2017-03-02,92.14,329120.6832,16862487.0
2017-03-03,92.8,331478.1789,12861607.0
2017-03-06,91.92,328334.8513,15059178.0
2017-03-07,91.41,326513.1501,11156845.0
2017-03-08,91.21,325798.7575,17378401.0
2017-03-09,91.57,327084.6643,13726237.0
2017-03-10,91.28,326048.7949,13729948.0
2017-03-13,91.36,326334.552,10004297.0
2017-03-14,91.51,326870.3465,10237702.0
2017-03-15,91.73,327656.1784,16601394.0
2017-03-16,91.64,327334.7017,14492039.0
2017-03-17,90.68,323905.6171,21734743.0
2017-03-20,90.03,321583.841,14623597.0
2017-03-21,87.39,312153.8583,33089241.0
2017-03-22,87.53,312653.9332,21741025.0
2017-03-23,87.39,312153.8583,16090092.0
2017-03-24,87.29,311796.662,16093237.0
2017-03-27,87.24,311618.0639,16689294.0
2017-03-28,88.6,316475.9337,16264403.0
2017-03-29,88.27,315297.1859,10207578.0
2017-03-30,89.03,318011.8779,11630996.0
2017-03-31,87.84,313761.2418,16987605.0
2017-04-03,87.52,312618.2136,19831778.0
2017-04-04,87.31,311868.1013,14280832.0
2017-04-05,86.19,306651.8154,17635486.0
2017-04-06,86.48,307683.5943,14379588.0
2017-04-07,86.18,306616.2368,13097108.0
2017-04-10,85.88,305548.8793,15081616.0
2017-04-11,85.73,305015.2005,14690492.0
2017-04-12,85.4,303841.1072,14730636.0
2017-04-13,84.4,300283.2488,30529763.0
2017-04-17,85.86,305477.7221,19071650.0
2017-04-18,85.16,302987.2212,14127049.0
2017-04-19,84.46,300496.7203,17588506.0
2017-04-20,85.55,304374.786,15635808.0
2017-04-21,84.52,300710.1918,19820592.0
2017-04-24,87.5,311312.6099,25468285.0
2017-04-25,88.26,314016.5822,18253752.0
2017-04-26,88.43,314621.4182,12832154.0
2017-04-27,87.61,311703.9743,13329025.0
2017-04-28,87.0,309533.6807,10755629.0
2017-05-01,87.06,309747.1522,15712266.0
2017-05-02,86.5,307317.521,14414164.0
2017-05-03,87.0,309093.9229,11540536.0
2017-05-04,87.1,309449.2032,11540103.0
2017-05-05,87.0,309093.9229,9436036.0
2017-05-08,87.1,309449.2032,8162209.0
2017-05-09,86.75,308205.7219,10273937.0
2017-05-10,87.43,310621.6284,8334867.0
2017-05-11,87.16,309662.3714,10907382.0
2017-05-12,86.92,308809.6986,8738802.0
2017-05-15,87.34,310301.8761,8835631.0
2017-05-16,87.61,311261.1331,9794968.0
2017-05-17,84.27,299394.7687,24679728.0
2017-05-18,83.96,298293.3996,23350068.0
2017-05-19,84.78,301206.6986,13412878.0
2017-05-22,84.7,300922.4743,11635998.0
2017-05-23,85.76,304688.4463,11753016.0
2017-05-24,85.71,304510.8061,9923251.0
2017-05-25,85.35,303231.7967,12238543.0
2017-05-26,85.36,303267.3248,8113464.0
2017-05-30,83.9,298080.2313,12603176.0
2017-05-31,82.15,291862.8249,28327925.0
2017-06-01,83.06,295095.8762,17123490.0
2017-06-02,82.64,293603.6987,14998489.0
2017-06-05,82.79,294136.6192,9080165.0
2017-06-06,82.96,294740.5959,12196816.0
2017-06-07,83.91,298115.7594,13711071.0
2017-06-08,84.95,301810.6752,17950964.0
2017-06-09,86.96,308951.8107,19120172.0
2017-06-12,86.98,309022.8668,16053405.0
2017-06-13,87.27,310053.1799,12557225.0
2017-06-14,87.09,309413.683,16175654.0
2017-06-15,86.57,307566.2251,12509682.0
2017-06-16,86.18,306180.6316,16936572.0
2017-06-19,88.07,312895.4308,15972336.0
2017-06-20,87.52,310941.3887,11197809.0
2017-06-21,87.12,309520.2671,10005941.0
2017-06-22,87.02,309164.9868,12180579.0
2017-06-23,86.86,308596.5382,18812029.0
2017-06-26,87.24,309946.6036,10082422.0
2017-06-27,88.05,312824.3747,15415152.0
2017-06-28,89.82,319112.8374,17466177.0
2017-06-29,91.15,323838.0665,27697818.0
2017-06-30,91.4,324726.2674,16892700.0
2017-07-03,92.75,329522.5525,13208087.0
2017-07-05,93.68,332826.6601,17535404.0
2017-07-06,93.38,331760.8189,16596123.0
2017-07-07,93.85,333430.6367,12817808.0
2017-07-10,93.19,331085.7862,13987191.0
2017-07-11,92.83,329806.7768,13262282.0
2017-07-12,92.51,328669.8796,13540107.0
2017-07-13,93.1,330766.0339,12820084.0
2017-07-14,92.25,327746.1506,22235168.0
2017-07-17,91.39,324690.7394,14374219.0
2017-07-18,91.07,323553.8422,14719404.0
2017-07-19,91.2,324015.7067,11651245.0
2017-07-20,91.2,324015.7067,11561740.0
2017-07-21,90.89,322914.3375,10971292.0
2017-07-24,91.28,324299.931,10725116.0
2017-07-25,92.8,329700.1927,16447678.0
2017-07-26,91.93,326609.2534,11815499.0
2017-07-27,91.55,325259.188,12332375.0
2017-07-28,91.28,324299.931,9351915.0
2017-07-31,91.8,326147.3889,11520329.0
2017-08-01,93.03,330517.3376,12523725.0
2017-08-02,93.11,327650.7762,10165604.0
2017-08-03,92.5,325504.2079,11078804.0
2017-08-04,93.66,329586.2066,14323999.0
2017-08-07,94.02,330853.0338,7978339.0
2017-08-08,93.68,329656.5859,13745401.0
2017-08-09,93.53,329128.7413,11214440.0
2017-08-10,92.19,324413.329,13252269.0
2017-08-11,91.42,321703.7264,10679534.0
2017-08-14,92.49,325469.0183,10994793.0
