,JPM US Equity,JPM US Equity,JPM US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2019-06-10,110.34,357939.9776,11380602.0
2019-06-11,110.68,359042.9284,9847999.0
2019-06-12,109.27,354468.9265,9670511.0
2019-06-13,109.54,355344.7992,8406903.0
2019-06-14,109.82,356253.1117,9077685.0
2019-06-17,109.22,354306.7279,8128583.0
2019-06-18,110.71,359140.2476,11057340.0
2019-06-19,109.91,356545.0692,13126542.0
2019-06-20,110.19,357453.3817,13638199.0
2019-06-21,109.44,355020.4019,27089546.0
2019-06-24,108.66,352490.103,13039577.0
2019-06-25,107.76,349570.5274,18660111.0
2019-06-26,108.48,351906.1879,10324609.0
2019-06-27,108.84,353074.0182,10906607.0
2019-06-28,111.8,362676.1782,21634683.0
2019-07-01,113.68,368774.8473,12762478.0
2019-07-02,113.8,369164.1241,10182625.0
2019-07-03,112.82,365985.0306,6849443.0
2019-07-05,113.49,368158.4925,7929536.0
2019-07-08,112.87,366147.2292,6917209.0
2019-07-09,113.35,367704.3363,8947322.0
2019-07-10,113.02,366633.8252,9242253.0
2019-07-11,114.1,370137.316,11595170.0
2019-07-12,115.3,374030.0836,10783395.0
2019-07-15,113.9,369488.5214,12946597.0
2019-07-16,115.12,373446.1684,16944998.0
2019-07-17,113.99,369780.479,13120924.0
2019-07-18,114.67,371986.3806,9400654.0
2019-07-19,113.54,368320.6911,10402772.0
2019-07-22,114.27,370688.7914,9061487.0
2019-07-23,116.36,377468.6949,12752167.0
2019-07-24,116.83,378993.3622,10011034.0
2019-07-25,115.71,375360.1125,10138368.0
2019-07-26,116.22,377014.5387,12800364.0
2019-07-29,115.85,375814.2687,8500370.0
2019-07-30,115.59,374970.8357,7121146.0
2019-07-31,116.0,376300.8646,13647968.0
2019-08-01,112.94,366374.3073,15664530.0
2019-08-02,112.93,366341.8676,11025527.0
2019-08-05,109.57,355442.1184,15855328.0
2019-08-06,110.43,358231.9352,10203487.0
2019-08-07,108.03,345424.3034,17320865.0
2019-08-08,109.86,351275.7009,10903331.0
2019-08-09,109.74,350892.0027,9980834.0
2019-08-12,107.68,344305.1836,9156647.0
2019-08-13,109.34,349613.0087,12236560.0
2019-08-14,104.8,335096.4268,19491849.0
2019-08-15,105.2,336375.4208,13365567.0
2019-08-16,107.72,344433.083,11830550.0
2019-08-19,108.69,347534.6435,8265570.0
2019-08-20,107.31,343122.1142,8376105.0
2019-08-21,107.61,344081.3597,8189648.0
2019-08-22,108.72,347630.568,9343395.0
2019-08-23,106.02,338997.3585,14764096.0
2019-08-26,106.87,341715.2208,8211955.0
2019-08-27,105.74,338102.0627,14335951.0
2019-08-28,106.8,341491.3968,10593762.0
2019-08-29,109.22,349229.3105,10002439.0
2019-08-30,109.86,351275.7009,10170346.0
2019-09-03,108.56,347118.9704,9869174.0
2019-09-04,109.87,351307.6757,6944055.0
2019-09-05,112.37,359301.3882,13226615.0
2019-09-06,112.61,360068.7846,7836735.0
2019-09-09,115.4,368989.7677,13985144.0
2019-09-10,116.87,373690.0707,14333096.0
2019-09-11,117.19,374713.2659,9919217.0
2019-09-12,117.91,377015.4551,12283450.0
2019-09-13,120.23,384433.6202,16257246.0
2019-09-16,119.16,381012.3113,11993932.0
2019-09-17,118.57,379125.7951,10819727.0
2019-09-18,119.76,382930.8023,10716320.0
2019-09-19,119.38,381715.758,9460470.0
2019-09-20,118.9,380180.9652,22076823.0
2019-09-23,118.88,380117.0155,9184038.0
2019-09-24,117.33,375160.9138,11851899.0
2019-09-25,118.0,377303.2287,10269021.0
2019-09-26,117.03,374201.6683,9920613.0
2019-09-27,117.72,376407.9329,10207958.0
2019-09-30,117.69,376312.0084,9800755.0
2019-10-01,115.55,369469.3905,11328624.0
2019-10-02,113.25,362115.175,12630337.0
2019-10-03,112.19,358725.8409,13102112.0
2019-10-04,114.62,366495.7294,9622741.0
2019-10-07,114.37,365696.3582,6816951.0
2019-10-08,111.82,357542.7715,11588324.0
2019-10-09,112.63,360132.7343,7339861.0
2019-10-10,114.21,365184.7606,11388900.0
2019-10-11,116.14,371355.9066,15193768.0
2019-10-14,116.45,372347.127,8878537.0
2019-10-15,119.96,383570.2993,30522338.0
2019-10-16,119.68,382675.0035,11632039.0
2019-10-17,120.35,384817.3184,11064912.0
2019-10-18,120.56,385488.7903,10418383.0
2019-10-21,123.55,395049.2704,13272678.0
2019-10-22,124.79,399014.1518,12657085.0
2019-10-23,125.12,400069.3218,9397328.0
2019-10-24,125.03,399781.5482,8057164.0
2019-10-25,126.03,402979.0332,9055690.0
2019-10-28,126.51,404513.826,9522184.0
2019-10-29,126.43,404258.0272,9797283.0
2019-10-30,125.73,402019.7877,8513704.0
2019-10-31,124.92,399429.8248,11589074.0
2019-11-01,127.8,408638.5816,11682642.0
2019-11-04,128.82,404041.9879,9159871.0
2019-11-05,129.1,404920.2037,13747635.0
2019-11-06,129.3,405547.5007,11231123.0
2019-11-07,130.0,407743.0401,13528925.0
2019-11-08,130.38,408934.9044,9294223.0
2019-11-11,129.92,407492.1213,8680490.0
2019-11-12,129.16,405108.3928,9101912.0
2019-11-13,128.48,402975.583,8098146.0
2019-11-14,128.6,403351.9612,8483725.0
2019-11-15,129.53,406268.8922,10163667.0
2019-11-18,130.62,409687.6608,8752503.0
2019-11-19,130.58,409562.2014,8824852.0
2019-11-20,129.63,406582.5407,11785284.0
2019-11-21,129.93,407523.4862,7705492.0
2019-11-22,130.79,410220.8632,8167918.0
2019-11-25,131.49,412416.4027,10069669.0
2019-11-26,131.67,412980.9699,10493863.0
2019-11-27,132.06,414204.1991,6609027.0
2019-11-29,131.76,413263.2536,5712035.0
2019-12-02,131.47,412353.673,8622886.0
2019-12-03,129.78,407053.0134,10649454.0
2019-12-04,132.34,415082.4148,10319310.0
2019-12-05,133.06,417340.684,9587878.0
2019-12-06,135.04,423550.9241,10171252.0
2019-12-09,134.41,421574.9386,8576380.0
2019-12-10,134.5,421857.2223,7533000.0
2019-12-11,134.18,420853.5471,9012476.0
2019-12-12,138.02,432897.6492,13725737.0
2019-12-13,136.81,429102.5025,10594949.0
2019-12-16,137.34,430764.8395,11372787.0
2019-12-17,138.18,433399.4868,11547063.0
2019-12-18,138.04,432960.3789,10382144.0
2019-12-19,137.35,430796.2043,9351045.0
2019-12-20,137.24,430451.191,29993960.0
2019-12-23,137.2,430325.7316,9738524.0
2019-12-24,137.58,431517.5958,3324291.0
2019-12-26,139.04,436096.8638,6773034.0
2019-12-27,139.14,436410.5123,7868575.0
2019-12-30,138.63,434810.905,6963342.0
2019-12-31,139.4,437225.9984,7201834.0
2020-01-02,141.09,442526.6579,10811019.0
2020-01-03,138.34,433901.3244,10387518.0
2020-01-06,138.23,433556.311,10266522.0
2020-01-07,135.88,426185.5715,10576911.0
2020-01-08,136.94,429510.2455,9697731.0
2020-01-09,137.44,431078.488,9470746.0
2020-01-10,136.07,426781.5036,10192026.0
2020-01-13,137.2,430325.7316,12381809.0
2020-01-14,138.8,435344.1075,24942958.0
2020-01-15,136.72,428820.2188,16293416.0
2020-01-16,137.25,430482.5558,10783752.0
2020-01-17,138.2,433462.2165,14697672.0
2020-01-21,136.84,429196.597,8474247.0
2020-01-22,136.68,428694.7594,7549111.0
2020-01-23,136.54,428255.6515,9345683.0
2020-01-24,133.15,417622.9676,15166392.0
2020-01-27,132.03,414110.1045,12860456.0
2020-01-28,134.43,421637.6683,13062789.0
2020-01-29,134.23,421010.3713,9326173.0
2020-01-30,135.89,426216.9363,9048887.0
2020-01-31,132.36,415145.1445,12785242.0
2020-02-03,133.37,418312.9943,10021369.0
2020-02-04,135.29,424335.0454,9157126.0
2020-02-05,137.59,431548.9607,10150709.0
2020-02-06,137.61,431611.6904,8992592.0
2020-02-07,137.17,430231.637,6379784.0
2020-02-10,137.74,432019.4334,5960700.0
2020-02-11,138.0,432834.9195,6578649.0
2020-02-12,138.0,432834.9195,7957984.0
2020-02-13,137.88,432458.5413,7447535.0
2020-02-14,137.46,431141.2177,6627891.0
2020-02-18,135.64,425432.8151,8997247.0
2020-02-19,137.49,431235.3122,7071399.0
2020-02-20,137.49,431235.3122,7422800.0
2020-02-21,135.81,425966.0175,9772770.0
2020-02-24,132.16,414517.8476,13618432.0
2020-02-25,126.26,396012.5865,20797188.0
2020-02-26,126.64,389288.3987,24836163.0
2020-02-27,121.37,373088.5419,23005470.0
2020-02-28,116.11,356919.4249,45942580.0
2020-03-02,121.52,373549.6384,27355446.0
2020-03-03,116.96,359532.305,32547736.0
2020-03-04,119.85,368416.0974,25795867.0
2020-03-05,113.97,350341.1149,25025628.0
2020-03-06,108.08,332235.3927,38159405.0
2020-03-09,93.44,287232.375,40352025.0
2020-03-10,100.7,309549.4452,31102652.0
2020-03-11,95.96,294978.7961,38157806.0
2020-03-12,88.05,270663.641,49725233.0
2020-03-13,103.91,319416.9102,38543328.0
2020-03-16,88.36,271616.5738,38589653.0
2020-03-17,93.76,288216.0475,35239844.0
2020-03-18,83.89,257875.8983,41525568.0
2020-03-19,85.3,262210.2053,32175060.0
2020-03-20,83.5,256677.0474,30150823.0
2020-03-23,79.03,242936.372,32536580.0
2020-03-24,88.43,271831.7522,34363160.0
2020-03-25,91.73,281975.875,38111699.0
2020-03-26,98.12,301618.5856,29840426.0
2020-03-27,91.13,280131.489,30041458.0
2020-03-30,93.5,287416.8136,21656933.0
2020-03-31,90.03,276750.1147,23379303.0
2020-04-01,84.36,259320.6673,28029566.0
2020-04-02,87.51,269003.6937,24017959.0
2020-04-03,84.05,258367.7346,21199448.0
2020-04-06,89.46,272543.2067,26820846.0
2020-04-07,90.64,276138.1205,22563810.0
2020-04-08,94.3,287288.4462,22903255.0
2020-04-09,102.76,313062.1498,42084666.0
2020-04-13,98.19,299139.4754,26911949.0
2020-04-14,95.5,290944.2907,46151255.0
2020-04-15,90.79,276595.101,30118621.0
2020-04-16,87.33,266054.0828,32449619.0
2020-04-17,95.18,289969.3988,30191898.0
2020-04-20,91.71,279397.9151,23679430.0
2020-04-21,89.05,271294.1265,23035023.0
2020-04-22,89.34,272177.6223,16706026.0
2020-04-23,89.39,272329.9491,16638765.0
2020-04-24,90.71,276351.3781,15815286.0
2020-04-27,94.62,288263.338,22870210.0
2020-04-28,95.29,290304.5179,20238900.0
2020-04-29,97.86,298134.1182,20462562.0
2020-04-30,95.76,291736.3903,19127632.0
2020-05-01,93.25,284089.5822,18547741.0
2020-05-04,92.14,280707.9261,15725875.0
2020-05-05,92.0,280281.4109,18064140.0
2020-05-06,90.27,275010.9018,20978035.0
2020-05-07,91.21,277874.6466,16771938.0
2020-05-08,92.7,282459.0207,20494915.0
2020-05-11,89.97,274140.6482,31907585.0
2020-05-12,87.03,265182.401,27962923.0
2020-05-13,84.03,256041.3324,35451600.0
2020-05-14,87.52,266675.4422,35152452.0
2020-05-15,85.9,261739.2651,26099044.0
2020-05-18,90.45,275603.2192,30528734.0
2020-05-19,88.67,270179.5185,19597291.0
2020-05-20,91.33,278284.5994,20552362.0
2020-05-21,90.17,274750.0528,14621406.0
2020-05-22,89.47,272617.1368,13557923.0
2020-05-26,95.82,291965.7321,41233949.0
2020-05-27,101.37,308876.709,39402040.0
2020-05-28,99.86,304275.7045,24738542.0
2020-05-29,97.31,296505.7962,26538154.0
2020-06-01,98.6,300436.4557,15207495.0
2020-06-02,98.93,301441.9732,21194963.0
2020-06-03,104.27,317713.0754,25941090.0
2020-06-04,106.44,324325.115,26784723.0
2020-06-05,111.23,338920.3546,42230986.0
2020-06-08,113.45,345684.7454,24881791.0
2020-06-09,110.54,336817.9088,17031144.0
2020-06-10,106.06,323167.2463,24913328.0
2020-06-11,97.21,296201.0939,36259224.0
2020-06-12,99.87,304306.1747,24856764.0
2020-06-15,101.25,308511.0663,22153641.0
2020-06-16,102.06,310979.1548,22193575.0
2020-06-17,99.48,303117.8358,15639830.0
2020-06-18,98.94,301472.4435,16591911.0
2020-06-19,97.81,298029.3076,40371167.0
2020-06-22,96.75,294799.4633,16216903.0
2020-06-23,97.93,298394.9503,15381376.0
2020-06-24,94.66,288431.1855,22919784.0
2020-06-25,97.96,298486.361,25743638.0
2020-06-26,92.59,282123.8482,41896324.0
2020-06-29,93.0,283373.1276,18499738.0
2020-06-30,94.06,286602.9718,19137010.0
2020-07-01,93.26,284165.3535,18755728.0
2020-07-02,92.66,282337.1398,27845616.0
2020-07-06,95.0,289467.1733,18625272.0
2020-07-07,92.32,281301.152,25757203.0
2020-07-08,93.3,284287.2344,18762214.0
2020-07-09,91.28,278132.2482,25600763.0
2020-07-10,96.27,293336.8924,28954234.0
2020-07-13,97.65,297541.7839,32079211.0
2020-07-14,98.21,299248.1168,42731666.0
2020-07-15,99.73,303879.5915,22508410.0
2020-07-16,100.01,304732.7579,16886886.0
2020-07-17,98.16,299095.7656,16161547.0
2020-07-20,97.3,296475.3259,14458137.0
2020-07-21,99.41,302904.5442,17812297.0
2020-07-22,98.69,300710.6877,14271150.0
2020-07-23,98.98,301594.3244,12870184.0
2020-07-24,98.28,299461.4084,12744151.0
2020-07-27,96.9,295256.5168,11959055.0
2020-07-28,97.32,296536.2664,11754273.0
2020-07-29,99.68,303727.2404,12743520.0
2020-07-30,97.02,295622.1595,14834785.0
2020-07-31,96.64,294464.2908,14539496.0
2020-08-03,96.1,292874.7912,12972563.0
2020-08-04,95.55,291198.6087,13366154.0
2020-08-05,97.21,296257.6322,15349693.0
2020-08-06,97.24,296349.0603,10482062.0
2020-08-07,99.38,302870.9339,14743678.0
2020-08-10,100.64,306710.9156,14989853.0
2020-08-11,103.82,316402.2978,31518607.0
2020-08-12,102.94,313720.4059,19250157.0
2020-08-13,102.37,311983.2713,13598648.0
2020-08-14,102.41,312105.1755,12134360.0
2020-08-17,99.71,303876.6434,14987988.0
2020-08-18,98.32,299640.4732,13246506.0
2020-08-19,98.55,300341.4222,13533015.0
2020-08-20,97.37,296745.2489,13672577.0
2020-08-21,97.32,296592.8687,12228301.0
2020-08-24,100.06,304943.305,17898270.0
2020-08-25,100.5,306284.2509,13648931.0
2020-08-26,99.09,301987.1286,12052437.0
2020-08-27,102.35,311922.3192,22163863.0
2020-08-28,102.77,313202.3131,13756725.0
2020-08-31,100.19,305339.4936,14219441.0
2020-09-01,100.14,305187.1133,11602053.0
2020-09-02,101.65,309788.9961,14475673.0
2020-09-03,101.33,308813.7627,23281235.0
2020-09-04,103.52,315488.0165,26325470.0
2020-09-08,99.92,304516.6403,22108612.0
2020-09-09,100.87,307411.8646,13434024.0
2020-09-10,99.83,304242.3559,15922793.0
2020-09-11,101.07,308021.3855,13784342.0
2020-09-14,102.47,312288.0318,19017373.0
2020-09-15,99.28,302566.1735,23682973.0
2020-09-16,99.7,303846.1674,19284239.0
2020-09-17,98.56,300371.8982,18290104.0
2020-09-18,98.35,299731.9013,20121579.0
2020-09-21,95.31,290467.1837,28378768.0
2020-09-22,94.27,287297.675,19257004.0
2020-09-23,92.74,282634.8401,19952667.0
2020-09-24,92.66,282391.0318,18366522.0
2020-09-25,93.47,284859.5914,13293076.0
2020-09-28,96.16,293057.6475,20894106.0
2020-09-29,95.35,290589.0878,12854673.0
2020-09-30,96.27,293392.884,16400587.0
2020-10-01,96.97,295526.2071,15778666.0
2020-10-02,97.89,298330.0032,15149570.0
2020-10-05,99.04,301834.7484,13871881.0
2020-10-06,98.02,298726.1918,19220440.0
2020-10-07,99.73,303937.5955,16358533.0
2020-10-08,101.78,310185.1847,15659016.0
2020-10-09,101.2,308417.5741,13689115.0
2020-10-12,102.44,312196.6036,16057978.0
2020-10-13,100.78,307137.5802,21697310.0
2020-10-14,100.22,305430.9217,15214907.0
2020-10-15,101.72,310002.3284,17171199.0
2020-10-16,101.51,309362.3315,13276397.0
2020-10-19,99.8,304150.9278,11725674.0
2020-10-20,100.37,305888.0624,11257070.0
2020-10-21,99.37,302840.4579,10730521.0
2020-10-22,102.88,313537.5496,14837204.0
2020-10-23,103.81,316371.8218,15087611.0
2020-10-26,101.24,308539.4783,12410742.0
2020-10-27,99.33,302718.5537,10391663.0
2020-10-28,96.54,294215.7372,16389464.0
2020-10-29,97.17,296135.728,14208820.0
2020-10-30,98.04,298787.1439,15200685.0
2020-11-02,100.25,305582.3571,15011597.0
2020-11-03,103.41,315214.6787,17482590.0
2020-11-04,100.25,305582.3571,18886518.0
2020-11-05,104.35,318079.9896,17837373.0
2020-11-06,102.96,313842.9874,12552785.0
2020-11-09,116.9,356334.9381,47792406.0
2020-11-10,116.52,355176.6209,20539339.0
2020-11-11,114.78,349872.7476,14443409.0
2020-11-12,113.37,345574.7813,22066464.0
2020-11-13,114.08,347739.0054,11856870.0
2020-11-16,117.3,357554.2193,19858562.0
2020-11-17,116.11,353926.8576,14553245.0
2020-11-18,115.25,351305.403,12571217.0
2020-11-19,115.56,352250.346,10202538.0
2020-11-20,114.57,349232.6249,12720823.0
2020-11-23,117.87,359291.695,13209211.0
2020-11-24,123.32,375904.4017,20121557.0
2020-11-25,122.03,371972.2198,11715627.0
2020-11-27,121.22,369503.1753,5983627.0
2020-11-30,117.88,359322.1771,14411847.0
2020-12-01,119.74,364991.8348,12678222.0
2020-12-02,122.04,372002.7018,10811255.0
2020-12-03,121.24,369564.1394,12904414.0
2020-12-04,122.34,372917.1627,13583654.0
2020-12-07,121.88,371514.9893,9724307.0
2020-12-08,122.0,371880.7737,9592124.0
2020-12-09,121.05,368984.9808,13073933.0
2020-12-10,120.27,366607.3824,13668420.0
2020-12-11,119.56,364443.1582,9981643.0
2020-12-14,118.3,360602.4224,12112352.0
2020-12-15,120.32,366759.7925,12591419.0
2020-12-16,120.67,367826.6636,11169364.0
2020-12-17,119.67,364778.4605,11618001.0
2020-12-18,119.08,362980.0207,28954764.0
2020-12-21,123.55,376605.4884,28323642.0
2020-12-22,121.67,370874.8667,11808882.0
2020-12-23,125.07,381238.7571,14973226.0
2020-12-24,124.52,379562.2454,4164948.0
2020-12-28,125.34,382061.7719,8072641.0
2020-12-29,125.01,381055.8649,8389199.0
2020-12-30,125.36,382122.736,7397964.0
2020-12-31,127.07,387335.1632,8580214.0
2021-01-04,125.87,383677.3195,16819915.0
2021-01-05,125.65,383006.7149,13731206.0
2021-01-06,131.55,400991.1129,24909056.0
2021-01-07,135.87,414159.3502,21940387.0
2021-01-08,136.02,414616.5806,12035126.0
2021-01-11,138.05,420804.4328,15949048.0
2021-01-12,140.22,427419.0335,18033462.0
2021-01-13,140.35,427815.2999,14816761.0
2021-01-14,141.17,430314.8264,18565597.0
2021-01-15,138.64,422602.8727,27881016.0
2021-01-19,138.04,420773.9508,19843782.0
2021-01-20,135.97,414464.1705,16028845.0
2021-01-21,134.83,410989.219,13415022.0
2021-01-22,133.79,407819.0878,12933227.0
2021-01-25,132.12,402728.5887,14212764.0
2021-01-26,131.58,401082.559,11307819.0
2021-01-27,127.86,389743.2436,17603851.0
2021-01-28,130.11,396601.7005,13761758.0
2021-01-29,128.67,392212.2881,14808109.0
2021-02-01,129.62,395108.081,11080662.0
2021-02-02,133.61,407270.4112,12253574.0
2021-02-03,135.14,411934.1619,10600777.0
2021-02-04,138.25,421414.0735,12419526.0
2021-02-05,137.98,420591.0586,10051265.0
2021-02-08,140.14,427175.1772,10136384.0
2021-02-09,139.58,425468.1835,8614807.0
2021-02-10,139.66,425712.0398,10323204.0
2021-02-11,139.27,424523.2406,9200955.0
2021-02-12,141.25,430558.6826,8324562.0
2021-02-16,144.65,440922.5731,12130618.0
2021-02-17,145.1,442294.2644,10834189.0
2021-02-18,145.59,443787.8839,10590274.0
2021-02-19,148.02,451195.0174,11969782.0
2021-02-22,149.41,455432.0196,11488415.0
2021-02-23,150.61,459587.3843,16234408.0
2021-02-24,153.26,467673.8764,15061433.0
2021-02-25,151.18,461326.743,18127707.0
2021-02-26,147.17,449090.2022,19829182.0
2021-03-01,150.5,459251.7186,14845483.0
2021-03-02,150.01,457756.4805,14221724.0
2021-03-03,152.91,466605.8491,14324103.0
2021-03-04,150.56,459434.809,20093905.0
2021-03-05,150.91,460502.8363,18465108.0
2021-03-08,152.91,466605.8491,17133270.0
2021-03-09,151.83,463310.2222,16238763.0
2021-03-10,155.13,473380.1934,14342237.0
2021-03-11,154.32,470908.4732,11771478.0
2021-03-12,156.15,476492.73,12849532.0
2021-03-15,155.37,474112.555,12103264.0
2021-03-16,153.51,468436.753,12805565.0
2021-03-17,155.09,473258.1332,13952375.0
2021-03-18,157.65,481069.9896,21898467.0
2021-03-19,155.14,473410.7085,54418832.0
2021-03-22,150.97,460685.9266,19944845.0
2021-03-23,149.46,456078.1519,17076304.0
2021-03-24,150.62,459617.8994,13079793.0
2021-03-25,152.55,465507.3068,15608340.0
2021-03-26,155.09,473258.1332,16754402.0
2021-03-29,152.68,465904.0026,17570343.0
2021-03-30,154.48,471396.7142,13184306.0
2021-03-31,152.23,464530.8248,16736681.0
2021-04-01,153.71,469047.0543,16561508.0
2021-04-05,153.62,468772.4187,13507979.0
2021-04-06,152.54,465476.7917,13071554.0
2021-04-07,154.93,469764.5186,16903523.0
2021-04-08,155.12,470340.6192,12335512.0
2021-04-09,156.28,473857.8647,12122400.0
2021-04-12,155.95,472857.269,12273355.0
2021-04-13,154.09,467217.5478,16113557.0
2021-04-14,151.21,458485.0762,19939592.0
2021-04-15,152.17,461395.9001,17694125.0
2021-04-16,153.3,464822.1823,13773412.0
2021-04-19,152.65,462851.312,11900220.0
2021-04-20,149.27,452602.7864,13716678.0
2021-04-21,150.54,456453.5638,12236674.0
2021-04-22,147.37,446841.7809,15256117.0
2021-04-23,150.19,455392.3259,14043086.0
2021-04-26,150.56,456514.2059,10799065.0
2021-04-27,151.25,458606.3606,12821182.0
2021-04-28,152.23,461577.8266,8943653.0
2021-04-29,155.19,470552.8667,12976866.0
2021-04-30,153.81,466368.5575,11705065.0
2021-05-03,153.36,465004.1088,11801108.0
2021-05-04,155.48,470657.8789,12977673.0
2021-05-05,157.52,476833.2202,10506673.0
2021-05-06,160.69,486429.2163,13542406.0
2021-05-07,161.24,488094.1368,14257828.0
2021-05-10,161.22,488033.5942,14014332.0
2021-05-11,158.54,479920.8909,15451666.0
2021-05-12,157.45,476621.3212,14381733.0
2021-05-13,161.5,488881.1901,15397363.0
2021-05-14,164.01,496479.2816,10583975.0
2021-05-17,164.67,498477.1862,9886843.0
2021-05-18,162.35,491454.249,11098117.0
2021-05-19,161.11,487700.6101,13278895.0
2021-05-20,160.83,486853.0143,10426014.0
2021-05-21,162.66,492392.6587,10248994.0
2021-05-24,163.54,495056.5314,9440290.0
2021-05-25,161.85,489940.6849,12609084.0
2021-05-26,161.83,489880.1424,13058340.0
2021-05-27,164.35,497508.5052,15707512.0
2021-05-28,164.24,497175.5211,10294700.0
2021-06-01,166.05,502654.623,9445366.0
2021-06-02,166.06,502684.8943,10498568.0
2021-06-03,166.17,503017.8784,13354653.0
2021-06-04,166.44,503835.203,8510831.0
2021-06-07,165.66,501474.043,7267196.0
2021-06-08,165.0,499476.1385,10370719.0
2021-06-09,162.94,493240.2546,12377367.0
2021-06-10,160.4,485551.3492,12119419.0
2021-06-11,160.29,485218.3651,13683774.0
2021-06-14,157.57,476984.5766,19917855.0
2021-06-15,155.18,469749.7404,24485479.0
2021-06-16,156.27,473049.3101,25321233.0
2021-06-17,151.76,459396.9623,29722421.0
2021-06-18,147.92,447772.7903,43595659.0
2021-06-21,150.43,455370.8819,18664796.0
2021-06-22,150.21,454704.9137,14251160.0
2021-06-23,151.12,457459.6003,12733326.0
2021-06-24,152.51,461667.3084,13733186.0
2021-06-25,154.05,466329.0857,15484922.0
2021-06-28,154.33,467176.6815,14125837.0
2021-06-29,154.14,466601.5272,14528708.0
2021-06-30,155.54,470839.5065,12530993.0
2021-07-01,157.08,475501.2838,10479389.0
2021-07-02,156.03,472322.7993,11431349.0
2021-07-06,153.41,464391.7237,15083360.0
2021-07-07,153.59,464936.6067,12271789.0
2021-07-08,150.94,456914.7172,17834574.0
2021-07-09,155.77,471535.746,13694523.0
2021-07-12,158.0,478286.2417,19940363.0
2021-07-13,155.65,471172.4906,22671744.0
2021-07-14,155.12,469568.1127,14622833.0
2021-07-15,155.46,470597.3363,11539263.0
2021-07-16,151.91,459851.0315,14002741.0
2021-07-19,146.97,444897.0186,22172865.0
2021-07-20,149.71,453191.3496,15385158.0
2021-07-21,152.86,462726.8032,12356686.0
2021-07-22,150.93,456884.4459,9913322.0
2021-07-23,150.64,456006.5788,9666101.0
2021-07-26,151.65,459063.9782,8207990.0
2021-07-27,151.45,458458.5526,11218727.0
2021-07-28,151.7,459215.3346,9217294.0
2021-07-29,153.0,463150.6011,9063531.0
2021-07-30,151.78,459457.5048,9805241.0
2021-08-02,151.17,451719.445,10203157.0
2021-08-03,152.89,456859.0722,10394804.0
2021-08-04,151.24,451928.6159,10154973.0
2021-08-05,153.15,457635.9926,9151499.0
2021-08-06,157.5,470634.4684,13328750.0
2021-08-09,157.33,470126.482,9516867.0
2021-08-10,159.26,475893.6218,8666998.0
2021-08-11,161.16,481571.117,9156458.0
2021-08-12,161.79,483453.6549,8849610.0
2021-08-13,159.98,478045.0937,8980903.0
2021-08-16,158.93,474907.5306,8759767.0
2021-08-17,157.01,469170.2723,9347213.0
2021-08-18,155.58,464897.2101,8065493.0
2021-08-19,154.28,461012.6082,9517737.0
2021-08-20,154.72,462327.3965,6974102.0
2021-08-23,156.7,468243.9441,7934587.0
2021-08-24,157.67,471142.4548,7670925.0
2021-08-25,160.92,480853.9597,11335040.0
2021-08-26,161.75,483334.1287,11027451.0
2021-08-27,163.05,487218.7306,8780185.0
2021-08-30,160.44,479419.6452,7937561.0
2021-08-31,159.95,477955.449,12340838.0
2021-09-01,159.72,477268.1733,8729920.0
2021-09-02,160.46,479479.4083,8815634.0
2021-09-03,159.49,476580.8976,7961223.0
2021-09-07,159.21,475744.2141,9290968.0
2021-09-08,158.5,473622.6238,7852678.0
2021-09-09,159.19,475684.451,7904256.0
2021-09-10,157.36,470216.1267,8311551.0
2021-09-13,159.86,477686.5151,10052807.0
2021-09-14,157.07,469349.5616,11685606.0
2021-09-15,158.16,472606.6509,11691485.0
2021-09-16,158.09,472397.4801,10880895.0
2021-09-17,157.68,471172.3364,25608018.0
2021-09-20,152.96,457068.2431,15819905.0
2021-09-21,152.98,457128.0062,8999860.0
2021-09-22,155.91,465883.3014,11236150.0
2021-09-23,161.18,481630.8801,12336136.0
2021-09-24,163.04,487188.8491,10102432.0
2021-09-27,166.98,498962.1812,13220871.0
2021-09-28,166.08,496272.8414,13387886.0
2021-09-29,165.95,495884.3812,7777078.0
2021-09-30,163.69,489131.1501,13168016.0
2021-10-01,167.13,499410.4045,11284976.0
2021-10-04,166.95,498872.5365,14120044.0
2021-10-05,168.66,503982.2822,12292877.0
2021-10-06,169.02,505058.0181,8692607.0
2021-10-07,170.09,508255.3443,10195443.0
2021-10-08,170.22,508643.8045,8190144.0
2021-10-11,166.64,497946.2084,12154737.0
2021-10-12,165.36,494121.3695,13032633.0
2021-10-13,161.0,481093.0122,22753485.0
2021-10-14,163.47,488473.7559,15180727.0
2021-10-15,166.61,497856.5637,14267441.0
2021-10-18,166.55,497677.2744,12672909.0
2021-10-19,168.57,503713.3482,8053949.0
2021-10-20,170.84,510496.4608,8185565.0
2021-10-21,169.5,506492.3327,8415166.0
2021-10-22,171.78,513305.3269,8817895.0
2021-10-25,170.94,510795.2764,10159202.0
2021-10-26,171.4,512169.8278,8015067.0
2021-10-27,167.83,501502.1132,9846993.0
2021-10-28,170.36,509062.1463,7212937.0
2021-10-29,169.89,507657.7133,8140070.0
2021-11-01,169.8,507388.7793,7435507.0
2021-11-02,170.47,503784.2054,7173754.0
2021-11-03,170.53,503961.5214,8402685.0
