,BSX US Equity,BSX US Equity,BSX US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-08-30,54.27,79463.3965,9036957.0
2023-08-31,53.94,78980.2028,8083157.0
2023-09-01,53.62,78511.6514,6879849.0
2023-09-05,53.3,78043.0999,6330647.0
2023-09-06,53.86,78863.0649,7705042.0
2023-09-07,53.89,78906.9916,7994198.0
2023-09-08,53.87,78877.7072,4419340.0
2023-09-11,54.56,79888.0212,6415931.0
2023-09-12,53.42,78218.8067,5643940.0
2023-09-13,53.2,77896.6776,5710223.0
2023-09-14,52.92,77486.6951,5574932.0
2023-09-15,52.9,77457.4106,14535192.0
2023-09-18,53.0,77603.8329,8139689.0
2023-09-19,53.03,77647.7596,7549134.0
2023-09-20,54.1,79214.4785,15134161.0
2023-09-21,53.97,79024.1295,10507415.0
2023-09-22,53.6,78482.3669,9439902.0
2023-09-25,53.8,78775.2115,6747199.0
2023-09-26,52.83,77354.915,7656016.0
2023-09-27,52.1,76286.032,8483273.0
2023-09-28,53.37,78145.5955,6579614.0
2023-09-29,52.8,77310.9883,11501697.0
2023-10-02,52.81,77325.6305,5259833.0
2023-10-03,51.54,75466.067,8414792.0
2023-10-04,51.55,75480.7092,10035702.0
2023-10-05,51.68,75671.0582,5477081.0
2023-10-06,52.12,76315.3165,6319143.0
2023-10-09,52.4,76725.299,5006654.0
2023-10-10,53.8,78775.2115,10592685.0
2023-10-11,50.91,74543.6063,17763736.0
2023-10-12,48.64,71219.8195,19234735.0
2023-10-13,49.52,72508.336,11188403.0
2023-10-16,50.1,73357.5855,7146982.0
2023-10-17,50.46,73884.7059,7423868.0
2023-10-18,50.71,74250.7617,7164662.0
2023-10-19,50.55,74016.4859,8528333.0
2023-10-20,50.05,73284.3743,6090909.0
2023-10-23,50.13,73401.5122,5745312.0
2023-10-24,50.96,74616.8175,10162431.0
2023-10-25,49.99,73196.5209,9612339.0
2023-10-26,49.78,72889.034,12274231.0
2023-10-27,49.52,72508.336,7452165.0
2023-10-30,50.05,73284.3743,8448179.0
2023-10-31,51.19,74953.5888,10120637.0
2023-11-01,51.66,75681.0103,7156141.0
2023-11-02,52.52,76940.8954,9901422.0
2023-11-03,52.53,76955.5453,9440527.0
2023-11-06,52.81,77365.7405,6054746.0
2023-11-07,52.17,76428.1515,6559534.0
2023-11-08,52.11,76340.2525,6989884.0
2023-11-09,51.43,75344.0642,7135166.0
2023-11-10,51.56,75534.512,7496222.0
2023-11-13,53.71,78684.225,12619447.0
2023-11-14,54.02,79138.3696,6031360.0
2023-11-15,53.85,78889.3225,5759851.0
2023-11-16,54.67,80090.6084,10875995.0
2023-11-17,54.34,79607.1641,5200225.0
2023-11-20,54.46,79782.962,4708685.0
2023-11-21,55.32,81042.8472,7228661.0
2023-11-22,55.43,81203.9953,5601118.0
2023-11-24,55.63,81496.9919,2476836.0
2023-11-27,55.69,81584.8909,5313739.0
2023-11-28,54.93,80471.5039,6450749.0
2023-11-29,55.44,81218.6452,4780411.0
2023-11-30,55.89,81877.8874,8346178.0
2023-12-01,56.14,82244.1331,4730456.0
2023-12-04,54.77,80237.1067,9420893.0
2023-12-05,54.88,80398.2548,5393248.0
2023-12-06,54.82,80310.3558,4837545.0
2023-12-07,55.03,80618.0022,4027818.0
2023-12-08,54.95,80500.8036,4300356.0
2023-12-11,55.26,80954.9483,3653377.0
2023-12-12,55.95,81965.7864,4625547.0
2023-12-13,56.48,82742.2272,6764536.0
2023-12-14,56.18,82302.7324,8267793.0
2023-12-15,55.81,81760.6888,10461314.0
2023-12-18,55.51,81321.194,6317604.0
2023-12-19,55.82,81775.3386,5898163.0
2023-12-20,54.98,80544.7531,5843955.0
2023-12-21,55.65,81526.2915,5138564.0
2023-12-22,55.9,81892.5372,5404295.0
2023-12-26,55.99,82024.3857,2834287.0
2023-12-27,56.02,82068.3352,3186590.0
2023-12-28,56.28,82449.2307,3382432.0
2023-12-29,57.81,84690.6543,10667450.0
