,VLO US Equity,VLO US Equity,VLO US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-02-27,135.05,50123.9204,2901945.0
2023-02-28,131.73,48891.6996,5428040.0
2023-03-01,139.29,51697.5999,5042214.0
2023-03-02,139.23,51675.3309,3473421.0
2023-03-03,141.17,52395.3635,3703897.0
2023-03-06,139.69,51846.0603,3413871.0
2023-03-07,136.96,50832.8185,3577673.0
2023-03-08,132.77,49277.6965,5029789.0
2023-03-09,132.28,49095.8326,4913020.0
2023-03-10,132.16,49051.2945,3856020.0
2023-03-13,128.11,47548.1336,5199221.0
2023-03-14,131.62,48850.873,4717274.0
2023-03-15,124.33,46145.1834,8770720.0
2023-03-16,127.17,47199.2518,7040750.0
2023-03-17,126.37,46902.3311,13800928.0
2023-03-20,128.91,47845.0543,5343766.0
2023-03-21,132.19,49062.429,6393185.0
2023-03-22,131.77,48906.5457,3909974.0
2023-03-23,130.38,47958.9982,3793722.0
2023-03-24,129.26,47547.0173,4362297.0
2023-03-27,131.88,48510.7585,4003945.0
2023-03-28,136.02,50033.6167,4099683.0
2023-03-29,136.95,50375.708,4453867.0
2023-03-30,137.02,50401.4568,3254678.0
2023-03-31,139.6,51350.4844,3330602.0
2023-04-03,138.53,50956.8954,6276124.0
2023-04-04,127.43,46873.8698,8945015.0
2023-04-05,135.09,49691.5253,8034228.0
2023-04-06,132.59,48771.925,3170466.0
2023-04-10,135.1,49695.2037,2369600.0
2023-04-11,136.71,50287.4264,2476263.0
2023-04-12,133.72,49187.5843,2968706.0
2023-04-13,133.13,48970.5586,3223081.0
2023-04-14,131.86,48503.4017,2463365.0
2023-04-17,128.3,47193.8907,3525909.0
2023-04-18,127.11,46756.161,3827964.0
2023-04-19,124.4,45759.3142,4409216.0
2023-04-20,122.95,45225.946,3966550.0
2023-04-21,119.63,44004.7167,6644645.0
2023-04-24,120.0,44140.8175,5268600.0
2023-04-25,117.85,43349.9612,4058270.0
2023-04-26,116.64,42904.8746,5711833.0
2023-04-27,114.64,41444.303,7742723.0
2023-04-28,114.67,41455.1485,4042843.0
2023-05-01,115.41,41722.6711,3054252.0
2023-05-02,110.78,40048.8476,4598310.0
2023-05-03,107.06,38704.0046,4871926.0
2023-05-04,104.31,37709.833,5083917.0
2023-05-05,107.04,38696.7742,3872185.0
2023-05-08,107.38,38819.69,3179997.0
2023-05-09,108.4,39188.4373,4146013.0
2023-05-10,111.01,40131.9965,6454130.0
2023-05-11,110.66,40005.4656,4411430.0
2023-05-12,110.52,39954.8532,3526776.0
2023-05-15,112.91,40818.8787,4611965.0
2023-05-16,109.64,39636.7183,4956126.0
2023-05-17,112.1,40526.05,4231438.0
2023-05-18,111.55,40327.2157,4692252.0
2023-05-19,111.27,40225.9909,3708266.0
2023-05-22,112.79,40775.4967,3819493.0
2023-05-23,112.5,40670.6568,5606652.0
2023-05-24,114.79,41498.5306,4179174.0
2023-05-25,113.18,40916.4883,4426948.0
2023-05-26,113.82,41147.8591,3087459.0
2023-05-30,111.66,40366.9825,3515336.0
2023-05-31,107.04,38696.7742,11087040.0
2023-06-01,105.93,38295.4904,5241697.0
2023-06-02,109.27,39502.957,4709591.0
2023-06-05,107.39,38823.3052,4589267.0
2023-06-06,109.27,39502.957,3894949.0
2023-06-07,113.52,41039.4041,5141089.0
2023-06-08,112.44,40648.9657,5158750.0
2023-06-09,113.39,40992.4068,3143687.0
2023-06-12,113.08,40880.3366,4114018.0
2023-06-13,113.08,40880.3366,3710032.0
2023-06-14,111.83,40428.4404,3399708.0
2023-06-15,114.03,41223.7777,3873663.0
2023-06-16,114.21,41288.8507,9938997.0
2023-06-20,110.96,40113.9207,4058161.0
2023-06-21,111.62,40352.5218,3776246.0
2023-06-22,110.39,39907.856,3122330.0
2023-06-23,111.3,40236.8364,5722529.0
2023-06-26,112.99,40847.8001,3152491.0
2023-06-27,115.35,41700.9801,3740683.0
2023-06-28,115.69,41823.8958,2506083.0
2023-06-29,116.61,42156.4914,2272785.0
2023-06-30,117.3,42405.9381,2975707.0
2023-07-03,117.43,42452.9353,1466093.0
2023-07-05,116.75,42207.1038,2753291.0
2023-07-06,113.46,41017.713,4178251.0
2023-07-07,114.88,41531.0671,4587860.0
2023-07-10,112.61,40710.4236,4199291.0
2023-07-11,115.95,41917.8902,3683352.0
2023-07-12,115.04,41588.9098,3032903.0
2023-07-13,115.51,41758.8228,2966115.0
2023-07-14,113.48,41024.9434,2335397.0
2023-07-17,113.71,41108.0923,2968663.0
2023-07-18,115.42,41726.2863,2858729.0
2023-07-19,118.02,42666.2303,2797306.0
2023-07-20,120.73,43645.9413,3947242.0
2023-07-21,122.99,44462.9696,3556638.0
2023-07-24,125.71,45446.2957,4398075.0
2023-07-25,124.54,45023.3208,3398231.0
2023-07-26,126.18,45616.2086,3849501.0
2023-07-27,125.47,44307.5825,4422618.0
2023-07-28,129.07,45578.8608,2958961.0
2023-07-31,128.91,45522.3596,4360181.0
2023-08-01,128.77,45472.921,3353219.0
2023-08-02,126.31,44604.2141,4190656.0
2023-08-03,125.6,44353.4897,3446500.0
2023-08-04,126.89,44809.0311,2665089.0
2023-08-07,129.29,45656.5501,3045800.0
2023-08-08,131.34,46380.4725,4119026.0
2023-08-09,133.95,47302.1493,3898036.0
2023-08-10,134.86,47623.5002,3738741.0
2023-08-11,139.06,49106.6583,3420638.0
2023-08-14,136.5,48202.6381,3410307.0
2023-08-15,131.14,46309.8459,4969614.0
2023-08-16,130.94,46239.2193,3502729.0
2023-08-17,132.02,46620.6028,3311057.0
2023-08-18,133.58,47171.4901,3012091.0
2023-08-21,131.16,46316.9085,3734002.0
2023-08-22,130.89,46221.5627,2563838.0
2023-08-23,129.37,45684.8007,4025780.0
2023-08-24,129.46,45716.5826,2764701.0
2023-08-25,133.12,47009.049,5167228.0
2023-08-28,131.6,46472.287,2680112.0
2023-08-29,131.39,46398.1291,3041769.0
2023-08-30,131.45,46419.3171,3167882.0
2023-08-31,129.9,45871.9611,4154274.0
2023-09-01,133.58,47171.4901,2999619.0
2023-09-05,133.12,47009.049,2997563.0
2023-09-06,134.03,47330.3999,3163409.0
2023-09-07,136.25,48114.3549,3691544.0
2023-09-08,142.06,50166.0569,5147053.0
2023-09-11,143.74,50759.3202,5554923.0
2023-09-12,146.26,51649.215,4273891.0
2023-09-13,145.48,51373.7714,3185010.0
2023-09-14,145.95,51539.7438,3737702.0
2023-09-15,143.68,50738.1322,8067973.0
2023-09-18,146.28,51656.2777,4418418.0
2023-09-19,142.66,50377.9367,4568950.0
2023-09-20,142.97,50487.4079,3720415.0
2023-09-21,146.3,51663.3403,6814025.0
2023-09-22,145.27,51299.6135,4114807.0
2023-09-25,146.54,51748.0922,3241861.0
2023-09-26,141.58,49996.5532,4936809.0
2023-09-27,143.95,50833.4781,3643911.0
2023-09-28,147.18,51974.0973,3587272.0
2023-09-29,141.71,50042.4604,4302381.0
2023-10-02,138.09,48764.1194,4109678.0
2023-10-03,133.58,47171.4901,5762095.0
2023-10-04,128.67,45437.6077,4097008.0
2023-10-05,127.48,45017.3795,3399518.0
2023-10-06,126.53,44681.9033,2829540.0
2023-10-09,126.95,44830.2191,3798919.0
2023-10-10,130.21,45981.4323,3998884.0
2023-10-11,129.6,45766.0212,3012255.0
2023-10-12,126.23,44575.9634,3961728.0
2023-10-13,126.05,44512.3995,3826148.0
2023-10-16,129.2,45624.7681,2851978.0
2023-10-17,130.72,46161.5301,2277867.0
2023-10-18,134.03,47330.3999,3780419.0
2023-10-19,132.42,46761.856,2998627.0
2023-10-20,131.18,46323.9712,3075851.0
2023-10-23,130.73,46165.0614,2748975.0
2023-10-24,128.8,45483.5149,2913443.0
2023-10-25,126.86,44798.4372,3056167.0
2023-10-26,125.36,42679.1808,3992585.0
2023-10-27,123.56,42066.3655,3674533.0
2023-10-30,124.24,42297.8735,2925365.0
2023-10-31,127.0,43237.5236,3914769.0
2023-11-01,127.73,43486.0543,3741669.0
2023-11-02,128.96,43904.8114,3569486.0
2023-11-03,126.43,43043.4655,3297755.0
2023-11-06,125.82,42835.7892,2073056.0
2023-11-07,123.05,41892.7345,2641455.0
2023-11-08,121.58,41392.2687,3278182.0
2023-11-09,119.92,40827.1168,2553262.0
2023-11-10,122.67,41763.3624,2966380.0
2023-11-13,124.27,42308.0871,2831893.0
2023-11-14,126.08,42924.3069,2847491.0
2023-11-15,126.7,43135.3878,3239145.0
2023-11-16,121.92,41508.0227,3365841.0
2023-11-17,124.11,42253.6146,3132772.0
2023-11-20,124.73,42464.6955,2324620.0
2023-11-21,123.17,41933.5889,2369905.0
2023-11-22,125.36,42679.1808,2631263.0
2023-11-24,124.96,42542.9996,1204878.0
2023-11-27,125.61,42764.294,2454979.0
2023-11-28,125.24,42638.3265,2045460.0
2023-11-29,124.08,42243.401,3180533.0
2023-11-30,125.36,42679.1808,4460737.0
2023-12-01,126.38,43026.4428,2516478.0
2023-12-04,126.46,43053.679,2960032.0
2023-12-05,125.65,42777.9122,3128594.0
2023-12-06,122.73,41783.7896,3454113.0
2023-12-07,122.07,41559.0906,3277746.0
2023-12-08,122.74,41787.1941,2176131.0
2023-12-11,123.48,42039.1293,3293457.0
2023-12-12,120.9,41160.7607,4041742.0
2023-12-13,124.8,42488.5272,4238393.0
2023-12-14,129.18,43979.711,4415302.0
2023-12-15,128.57,43772.0348,9641837.0
2023-12-18,131.92,44912.5521,3621111.0
2023-12-19,133.6,45484.5131,3741345.0
2023-12-20,132.54,45123.6329,4492232.0
2023-12-21,131.92,44912.5521,2977065.0
2023-12-22,132.2,45007.8789,2279046.0
2023-12-26,133.19,45344.9273,1807112.0
2023-12-27,131.82,44878.5068,1358141.0
2023-12-28,130.09,44289.5232,1661194.0
2023-12-29,130.0,44258.8825,1964013.0
