,VLO US Equity,VLO US Equity,VLO US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2014-10-27,48.36,25532.3061,4453571.0
2014-10-28,49.49,26128.9046,4844136.0
2014-10-29,48.53,25622.0598,6248426.0
2014-10-30,48.85,25791.0081,4326953.0
2014-10-31,50.09,26445.6826,7607813.0
2014-11-03,50.34,26577.6734,7701699.0
2014-11-04,50.63,26730.7828,8782703.0
2014-11-05,49.64,26208.0991,10009945.0
2014-11-06,50.24,26187.3516,6769053.0
2014-11-07,50.72,26437.5492,6614243.0
2014-11-10,50.59,26369.7874,6202052.0
2014-11-11,51.16,26666.8971,5509685.0
2014-11-12,51.33,26755.5087,5573772.0
2014-11-13,49.68,25895.4544,9948472.0
2014-11-14,49.51,25806.8427,7214388.0
2014-11-17,49.72,25916.3042,5743077.0
2014-11-18,50.06,26093.5275,5928769.0
2014-11-19,50.12,26124.8022,5942150.0
2014-11-20,50.26,26197.7765,8481989.0
2014-11-21,50.29,26213.4139,11518885.0
2014-11-24,50.81,26484.4613,7486907.0
2014-11-25,50.98,26573.073,6516225.0
2014-11-26,50.94,26552.2232,4733101.0
2014-11-28,48.61,25337.7222,6734223.0
2014-12-01,48.9,25488.8832,7101398.0
2014-12-02,50.88,26520.9485,8538846.0
2014-12-03,51.72,26958.7943,9364982.0
2014-12-04,51.59,26891.0324,8172900.0
2014-12-05,49.78,25947.5789,8287634.0
2014-12-08,48.11,25077.0997,8361228.0
2014-12-09,48.59,25327.2973,9498064.0
2014-12-10,46.65,24316.0819,10050269.0
2014-12-11,46.81,24399.4811,5657782.0
2014-12-12,46.27,24118.0087,7575874.0
2014-12-15,46.11,24034.6095,6812576.0
2014-12-16,47.03,24514.155,9631998.0
2014-12-17,47.79,24910.3012,8219364.0
2014-12-18,47.07,24535.0048,13097101.0
2014-12-19,48.88,25478.4583,11362848.0
2014-12-22,48.84,25457.6085,7796483.0
2014-12-23,49.36,25728.656,5236050.0
2014-12-24,49.79,25952.7913,3646658.0
2014-12-26,50.29,26213.4139,5273032.0
2014-12-29,50.01,26067.4653,4834961.0
2014-12-30,49.71,25911.0917,5165926.0
2014-12-31,49.5,25801.6303,5925925.0
2015-01-02,50.34,26239.4761,5897048.0
2015-01-05,48.27,25160.4989,7732696.0
2015-01-06,47.68,24852.9643,8586789.0
2015-01-07,47.31,24660.1036,8825816.0
2015-01-08,50.02,26072.6777,8941712.0
2015-01-09,48.65,25358.572,8475059.0
2015-01-12,47.37,24691.3783,6898660.0
2015-01-13,45.95,23951.2103,10932808.0
2015-01-14,44.86,23383.0532,13608548.0
2015-01-15,44.07,22971.2696,11217161.0
2015-01-16,45.4,23664.5255,9632950.0
2015-01-20,46.51,24243.1076,8528091.0
2015-01-21,47.19,24597.5542,6944373.0
2015-01-22,48.0,25019.7627,9023296.0
2015-01-23,50.16,26145.652,11629549.0
2015-01-26,51.19,26682.5344,9803161.0
2015-01-27,51.23,26703.3842,6593372.0
2015-01-28,51.51,26849.3328,12498686.0
2015-01-29,52.08,27146.4425,11391471.0
2015-01-30,52.88,27563.4386,10200535.0
2015-02-02,54.44,28376.5809,9905795.0
2015-02-03,54.38,28345.3062,10521146.0
2015-02-04,54.29,28298.3941,7770524.0
2015-02-05,55.01,28673.6905,6612236.0
2015-02-06,54.86,28595.5038,7786218.0
2015-02-09,54.45,28381.7933,5036268.0
2015-02-10,55.52,28939.5255,7759704.0
2015-02-11,55.36,28856.1263,6647321.0
2015-02-12,56.55,29476.4079,10149258.0
2015-02-13,58.6,30544.9603,13179674.0
2015-02-17,58.73,30612.7221,8450125.0
2015-02-18,59.27,30894.1945,6655660.0
2015-02-19,60.18,31368.5275,7449200.0
2015-02-20,60.72,31649.9998,6927874.0
2015-02-23,62.5,32577.816,9827221.0
2015-02-24,61.6,32108.6955,6310430.0
2015-02-25,61.27,31936.6846,5407489.0
2015-02-26,61.97,31907.6321,7633470.0
2015-02-27,61.69,31763.4633,8224906.0
2015-03-02,58.67,30208.5005,13063654.0
2015-03-03,60.08,30934.4931,6377736.0
2015-03-04,59.08,30419.6047,7102051.0
2015-03-05,59.96,30872.7065,6580399.0
2015-03-06,58.74,30244.5427,5741031.0
2015-03-09,58.6,30172.4583,6148257.0
2015-03-10,57.77,29745.1009,6435446.0
2015-03-11,57.74,29729.6543,10911146.0
2015-03-12,57.78,29750.2498,7140062.0
2015-03-13,58.53,30136.4161,5127070.0
2015-03-16,59.66,30718.24,5317151.0
2015-03-17,59.9,30841.8132,5471883.0
2015-03-18,61.96,31902.4832,8494276.0
2015-03-19,60.8,31305.2127,5156567.0
2015-03-20,61.55,31638.4657,10391775.0
2015-03-23,62.49,32121.6526,7250667.0
2015-03-24,62.07,31905.7606,7275457.0
2015-03-25,63.78,32784.7496,10707143.0
2015-03-26,63.38,32579.1382,7688313.0
2015-03-27,61.87,31802.9548,7746815.0
2015-03-30,63.76,32774.4691,7052874.0
2015-03-31,63.62,32702.505,5371251.0
2015-04-01,63.45,32615.1202,7650746.0
2015-04-02,59.8,30738.9155,13137889.0
2015-04-06,59.53,30600.1277,9501571.0
2015-04-07,58.59,30116.9407,9843688.0
2015-04-08,58.62,30132.3616,6688528.0
2015-04-09,58.92,30286.5702,5982608.0
2015-04-10,59.73,30702.9334,5167585.0
2015-04-13,57.46,29536.0883,7597834.0
2015-04-14,57.19,29397.3006,7286437.0
2015-04-15,57.11,29356.1783,6877392.0
2015-04-16,58.26,29947.3113,6487315.0
2015-04-17,57.56,29587.4912,5230595.0
2015-04-20,57.47,29541.2286,5317851.0
2015-04-21,58.33,29983.2933,5382134.0
2015-04-22,59.35,30507.6025,6344473.0
2015-04-23,59.23,30445.9191,5542651.0
2015-04-24,60.05,30867.4226,5277652.0
2015-04-27,59.4,30533.304,8056407.0
2015-04-28,58.7,30173.4839,7905446.0
2015-04-29,57.92,29772.5415,6002556.0
2015-04-30,56.9,29248.2323,8067518.0
2015-05-01,58.9,30276.2896,6905675.0
2015-05-04,58.11,29870.207,6709560.0
2015-05-05,58.02,29823.9444,4179073.0
2015-05-06,57.52,29566.93,4726991.0
2015-05-07,57.79,29393.2324,5762505.0
2015-05-08,59.09,30054.4403,5542734.0
2015-05-11,58.27,29637.3707,5689869.0
2015-05-12,57.53,29260.9908,4417485.0
2015-05-13,58.28,29642.4569,4495198.0
2015-05-14,59.79,30410.4753,5104555.0
2015-05-15,59.62,30324.0096,4768759.0
2015-05-18,60.41,30725.8206,3805604.0
2015-05-19,59.88,30456.2512,4911674.0
2015-05-20,60.23,30634.2687,4324612.0
2015-05-21,60.61,30827.5448,3711487.0
2015-05-22,60.99,31020.821,3562546.0
2015-05-26,59.53,30278.2337,7054432.0
2015-05-27,59.15,30084.9576,6799900.0
2015-05-28,58.92,29967.9746,4678660.0
2015-05-29,59.24,30130.7335,7824496.0
2015-06-01,58.78,29896.7676,5574229.0
2015-06-02,58.51,29759.4398,5107852.0
2015-06-03,57.76,29377.9738,5002552.0
2015-06-04,56.88,28930.3869,5025644.0
2015-06-05,57.74,29367.8013,5390405.0
2015-06-08,57.62,29306.7668,3787233.0
2015-06-09,57.15,29067.7147,4248339.0
2015-06-10,58.21,29606.8534,5756919.0
2015-06-11,59.65,30339.2683,6697374.0
2015-06-12,58.85,29932.3711,4692531.0
2015-06-15,58.47,29739.095,4832420.0
2015-06-16,58.92,29967.9746,2900383.0
2015-06-17,59.61,30318.9234,6264454.0
2015-06-18,60.27,30654.6136,5864370.0
2015-06-19,60.33,30685.1308,6109992.0
2015-06-22,59.92,30476.5961,5859252.0
2015-06-23,61.15,31102.2004,7956532.0
2015-06-24,60.61,30827.5448,6005253.0
2015-06-25,60.31,30674.9584,3915742.0
2015-06-26,60.9,30975.0451,7884577.0
2015-06-29,60.56,30802.1138,5457398.0
2015-06-30,62.6,31839.7015,10430278.0
2015-07-01,64.47,32790.8236,9035055.0
2015-07-02,64.72,32917.9789,6007687.0
2015-07-06,65.34,33233.3242,7291301.0
2015-07-07,64.65,32882.3754,11268850.0
2015-07-08,63.98,32541.5991,7221086.0
2015-07-09,64.11,32607.7198,5979431.0
2015-07-10,65.85,33492.7211,6043541.0
2015-07-13,66.87,34011.515,9443828.0
2015-07-14,66.31,33726.687,8369587.0
2015-07-15,65.19,33157.031,6265420.0
2015-07-16,67.46,34311.6016,7226358.0
2015-07-17,67.94,34555.7399,5326972.0
2015-07-20,66.57,33858.9286,5613165.0
2015-07-21,66.32,33731.7732,4126675.0
2015-07-22,66.67,33909.7907,6134547.0
2015-07-23,65.72,33426.6003,5477609.0
2015-07-24,65.7,33416.4279,5714560.0
2015-07-27,64.38,32745.0476,5845160.0
2015-07-28,65.07,33095.9964,4990475.0
2015-07-29,66.04,33589.3592,7178993.0
2015-07-30,64.23,32668.7544,9201547.0
2015-07-31,65.6,33365.5658,7003316.0
2015-08-03,64.66,32887.4616,5330692.0
2015-08-04,64.43,32770.4787,5994597.0
2015-08-05,64.82,32968.8411,7818736.0
2015-08-06,65.68,32650.3041,5102986.0
2015-08-07,65.42,32521.055,3951123.0
2015-08-10,69.0,34300.7153,8464170.0
2015-08-11,70.43,35011.5852,7584826.0
2015-08-12,70.19,34892.2784,8781688.0
2015-08-13,69.68,34638.7514,8978531.0
2015-08-14,68.12,33863.2569,6132419.0
2015-08-17,69.72,34658.6358,4713730.0
2015-08-18,69.47,34534.3579,3978504.0
2015-08-19,67.87,33738.979,6032780.0
2015-08-20,67.25,33430.7697,5956323.0
2015-08-21,61.14,30393.4165,12583938.0
2015-08-24,58.52,29090.9835,10953693.0
2015-08-25,57.61,28638.6117,9937489.0
2015-08-26,58.85,29255.0304,9098946.0
2015-08-27,58.35,29006.4745,11148870.0
2015-08-28,59.0,29329.5972,7686550.0
2015-08-31,59.34,29498.6152,9326075.0
2015-09-01,57.4,28534.2183,9612342.0
2015-09-02,59.01,29334.5683,7724003.0
2015-09-03,59.4,29528.4419,7003121.0
2015-09-04,58.46,29061.1568,6323279.0
2015-09-08,60.83,30239.3118,7428164.0
2015-09-09,61.64,30641.9724,8970700.0
2015-09-10,62.95,31293.1888,7188128.0
2015-09-11,62.91,31273.3044,5347196.0
2015-09-14,60.73,30189.6006,5835087.0
2015-09-15,61.44,30542.55,5840522.0
2015-09-16,60.3,29975.8425,10914510.0
2015-09-17,60.59,30120.005,6079422.0
2015-09-18,59.91,29781.9689,8796437.0
2015-09-21,59.69,29672.6043,5210371.0
2015-09-22,59.22,29438.9618,5451858.0
2015-09-23,59.82,29737.2289,6299642.0
2015-09-24,59.8,29727.2866,5785026.0
2015-09-25,60.81,30229.3696,6660034.0
2015-09-28,57.88,28772.8319,6749896.0
2015-09-29,58.74,29200.3481,6885636.0
2015-09-30,60.1,29876.4202,6383427.0
2015-10-01,62.24,30940.2395,6856132.0
2015-10-02,63.1,31367.7556,5016957.0
2015-10-05,64.58,32103.4811,6664729.0
2015-10-06,63.94,31785.3295,6316167.0
2015-10-07,64.59,32108.4522,6008265.0
2015-10-08,65.71,32665.2175,4850620.0
2015-10-09,64.2,31914.5786,6652909.0
2015-10-12,64.5,32063.7122,3297176.0
2015-10-13,62.16,30900.4705,6751794.0
2015-10-14,61.38,30512.7233,4779104.0
2015-10-15,63.34,31487.0625,4349681.0
2015-10-16,63.75,31690.8783,4313488.0
2015-10-19,61.43,30537.5789,6017145.0
2015-10-20,60.08,29866.4779,6117641.0
2015-10-21,59.3,29478.7307,4821891.0
2015-10-22,60.36,30005.6692,6128810.0
2015-10-23,61.75,30696.6547,4929835.0
2015-10-26,61.9,30771.2214,4486268.0
2015-10-27,62.46,31049.6041,6828911.0
2015-10-28,63.42,31526.8314,7538477.0
2015-10-29,65.81,32714.9286,7268155.0
2015-10-30,65.92,32769.6109,5786994.0
2015-11-02,68.03,33818.5169,5043206.0
2015-11-03,69.6,34598.9824,6467839.0
2015-11-04,71.1,34234.8952,8324290.0
2015-11-05,71.93,34634.543,6613274.0
2015-11-06,71.95,34644.1731,4802991.0
2015-11-09,70.49,33941.1781,4808388.0
2015-11-10,71.32,34340.8259,4309204.0
2015-11-11,71.17,34268.6004,3308727.0
2015-11-12,69.41,33421.1544,5271843.0
2015-11-13,68.96,33204.4778,3844125.0
2015-11-16,69.67,33546.3453,3558284.0
2015-11-17,70.0,33705.2414,3394690.0
2015-11-18,70.66,34023.0337,3790207.0
2015-11-19,71.14,34254.1553,5569168.0
2015-11-20,71.98,34658.6182,4114816.0
2015-11-23,72.68,34995.6706,5119854.0
2015-11-24,73.03,35164.1968,5702737.0
2015-11-25,72.93,35116.0465,3637881.0
2015-11-27,72.94,35120.8615,1767400.0
2015-11-30,71.86,34600.8378,7250627.0
2015-12-01,72.57,34942.7053,4562131.0
2015-12-02,71.69,34518.9822,4251995.0
2015-12-03,69.99,33700.4264,6506415.0
2015-12-04,71.39,34374.5312,6189818.0
2015-12-07,70.79,34085.6291,7434959.0
2015-12-08,70.53,33960.4382,5428483.0
2015-12-09,69.88,33647.461,5092531.0
2015-12-10,71.38,34369.7162,5105973.0
2015-12-11,67.51,32506.2978,7725335.0
2015-12-14,67.55,32525.5579,7947715.0
2015-12-15,68.31,32891.5006,6453697.0
2015-12-16,70.2,33801.5421,9256699.0
2015-12-17,71.68,34514.1672,7334654.0
2015-12-18,70.03,33719.6865,10995631.0
2015-12-21,71.11,34239.7102,4806365.0
2015-12-22,71.48,34417.8665,4507021.0
2015-12-23,71.83,34586.3927,6009746.0
2015-12-24,71.93,34634.543,1727464.0
2015-12-28,70.62,34003.7735,3179798.0
2015-12-29,71.09,34230.0802,2536009.0
2015-12-30,71.58,34466.0168,5063973.0
2015-12-31,70.71,34047.1088,3231410.0
2016-01-04,69.94,33676.3512,6629238.0
2016-01-05,71.16,34263.7854,5152474.0
2016-01-06,70.66,34023.0337,7666201.0
2016-01-07,72.09,34711.5836,9149211.0
2016-01-08,68.26,32867.4254,10241902.0
2016-01-11,69.07,33257.4432,6680254.0
2016-01-12,71.19,34278.2305,8173789.0
2016-01-13,65.03,31312.1693,13534463.0
2016-01-14,67.32,32414.8122,8700172.0
2016-01-15,66.41,31976.644,8629599.0
2016-01-19,66.54,32039.2395,7105758.0
2016-01-20,65.48,31528.8458,7963062.0
2016-01-21,63.43,30541.7637,8961723.0
2016-01-22,67.86,32674.824,9274746.0
2016-01-25,65.14,31365.1346,6063339.0
2016-01-26,67.71,32602.5985,5989150.0
2016-01-27,65.99,31774.4126,7528991.0
2016-01-28,64.54,31076.2326,10704292.0
2016-01-29,67.87,32679.639,7275158.0
2016-02-01,68.7,33079.2869,5461373.0
2016-02-02,65.28,31432.5451,6879776.0
2016-02-03,60.94,29342.8202,12704032.0
2016-02-04,61.79,29752.0981,10085782.0
2016-02-05,57.12,27503.477,9175828.0
2016-02-08,54.82,26396.019,11496979.0
2016-02-09,54.82,26396.019,6624899.0
2016-02-10,54.88,26424.9093,6826948.0
2016-02-11,55.57,26757.1466,8175484.0
2016-02-12,57.75,27806.8242,6712319.0
2016-02-16,57.35,27614.2228,6991057.0
2016-02-17,57.77,27816.4542,5971043.0
2016-02-18,55.56,26752.3316,6813075.0
2016-02-19,57.05,27469.7717,5530148.0
2016-02-22,58.68,28254.6224,5025760.0
2016-02-23,57.49,27681.6333,5713322.0
2016-02-24,60.61,29183.924,8503526.0
2016-02-25,60.69,28548.1311,5303112.0
2016-02-26,59.66,28063.6267,5374557.0
2016-02-29,60.08,28261.1916,5333608.0
2016-03-01,61.59,28971.4845,4507081.0
2016-03-02,62.08,29201.9769,5392127.0
2016-03-03,63.84,30029.868,6239536.0
2016-03-04,63.89,30053.3877,7029937.0
2016-03-07,63.25,29752.3364,5197557.0
2016-03-08,62.33,29319.5751,5212440.0
2016-03-09,64.8,30481.445,6116952.0
2016-03-10,64.18,30189.8015,5400154.0
2016-03-11,65.37,30749.5688,4976762.0
2016-03-14,64.39,30288.584,4234709.0
2016-03-15,64.94,30547.3,4649943.0
2016-03-16,65.94,31017.6926,4990154.0
2016-03-17,64.18,30189.8015,6442112.0
2016-03-18,65.16,30650.7864,9723938.0
2016-03-21,65.85,30975.3573,5072949.0
2016-03-22,66.07,31078.8437,4016607.0
2016-03-23,64.9,30528.4843,4293425.0
2016-03-24,65.84,30970.6534,4255410.0
2016-03-28,65.24,30688.4178,3293673.0
2016-03-29,65.28,30707.2335,3554252.0
2016-03-30,63.98,30095.723,4970802.0
2016-03-31,64.14,30131.5678,5731616.0
2016-04-01,62.91,29553.7407,4441896.0
2016-04-04,63.29,29732.2564,3466362.0
2016-04-05,63.14,29661.7897,3946707.0
2016-04-06,61.68,28975.9136,8103499.0
2016-04-07,61.66,28966.5181,4447773.0
2016-04-08,63.06,29624.2074,7235149.0
2016-04-11,60.74,28534.3222,6120360.0
2016-04-12,60.9,28609.4867,7141421.0
2016-04-13,62.55,29384.6206,4419670.0
2016-04-14,61.56,28919.5402,4140704.0
2016-04-15,59.49,27947.0996,6987677.0
2016-04-18,60.71,28520.2289,5606168.0
2016-04-19,60.11,28238.362,6157158.0
2016-04-20,60.22,28290.0376,6518330.0
2016-04-21,60.65,28492.0422,5053158.0
2016-04-22,61.24,28769.2113,3973750.0
2016-04-25,61.77,29018.1937,4362243.0
2016-04-26,61.81,29036.9848,4214598.0
2016-04-27,62.19,29215.5005,4611792.0
2016-04-28,60.91,28614.1845,4581204.0
2016-04-29,58.87,27655.8371,6701278.0
2016-05-02,59.82,28102.1263,5419009.0
2016-05-03,57.63,27073.3123,8338522.0
2016-05-04,56.15,26378.0407,8052561.0
2016-05-05,55.61,26125.7233,6325580.0
2016-05-06,55.36,26008.2726,6734178.0
2016-05-09,54.98,25829.7476,5390697.0
2016-05-10,56.0,26308.9463,4913741.0
2016-05-11,55.87,26247.8719,5687942.0
2016-05-12,54.78,25735.7871,4516634.0
2016-05-13,55.11,25890.822,4555555.0
2016-05-16,55.19,25928.4062,5794808.0
2016-05-17,55.25,25956.5943,4382414.0
2016-05-18,56.44,26515.6594,5813422.0
2016-05-19,55.4,26027.0647,5244684.0
2016-05-20,56.13,26370.0206,3498410.0
2016-05-23,54.46,25585.4503,4635499.0
2016-05-24,55.35,26003.5746,5390792.0
2016-05-25,54.62,25660.6187,6709935.0
2016-05-26,54.09,25411.6233,5436677.0
2016-05-27,54.57,25637.1286,4437678.0
2016-05-31,54.7,25698.2029,6194401.0
2016-06-01,55.75,26191.4956,6355000.0
2016-06-02,55.72,26177.4016,5520943.0
2016-06-03,55.15,25909.6141,4541524.0
2016-06-06,54.92,25801.5595,5254772.0
2016-06-07,55.64,26139.8173,5563256.0
2016-06-08,54.39,25552.5641,6276501.0
2016-06-09,53.81,25280.0786,6292227.0
2016-06-10,53.43,25101.5536,4673653.0
2016-06-13,51.02,23969.3293,8842665.0
2016-06-14,50.79,23861.2747,7431983.0
2016-06-15,51.29,24096.176,8192099.0
2016-06-16,51.79,24331.0773,5707931.0
2016-06-17,51.71,24293.4931,7101985.0
2016-06-20,51.68,24279.399,4519994.0
2016-06-21,52.47,24650.5431,4809473.0
2016-06-22,52.81,24810.276,5301465.0
2016-06-23,53.71,25233.0983,5570918.0
2016-06-24,52.56,24692.8253,8054914.0
2016-06-27,51.13,24021.0076,6317933.0
2016-06-28,51.83,24349.8694,7708875.0
2016-06-29,51.92,24392.1516,7510137.0
2016-06-30,51.0,23959.9332,10412869.0
2016-07-01,51.43,24161.9484,5896198.0
2016-07-05,49.84,23414.9622,7937284.0
2016-07-06,48.66,22860.5951,11096154.0
2016-07-07,47.24,22193.4754,10441951.0
2016-07-08,47.73,22423.6787,9573650.0
2016-07-11,48.49,22780.7287,6178241.0
2016-07-12,49.25,23137.7787,7872437.0
2016-07-13,49.54,23274.0214,8156311.0
2016-07-14,50.4,23678.0517,5975054.0
2016-07-15,49.94,23461.9425,5729860.0
2016-07-18,50.43,23692.1457,5078590.0
2016-07-19,50.85,23889.4628,4880910.0
2016-07-20,50.78,23856.5767,4508950.0
2016-07-21,50.07,23523.0168,4555544.0
2016-07-22,49.88,23433.7543,6151302.0
2016-07-25,50.29,23626.3734,7659192.0
2016-07-26,52.67,24744.5036,12769547.0
2016-07-27,52.21,24528.3944,9149316.0
2016-07-28,51.87,24368.6615,5808329.0
2016-07-29,52.28,24561.2806,5116350.0
2016-08-01,51.63,24255.9089,6897328.0
2016-08-02,52.35,24594.1668,6961905.0
2016-08-03,54.71,25702.9009,11362091.0
2016-08-04,53.33,24603.3108,8840431.0
2016-08-05,53.5,24681.7388,8010346.0
2016-08-08,54.19,25000.064,6624378.0
2016-08-09,52.49,24215.7845,6853592.0
2016-08-10,52.92,24414.1611,7119156.0
2016-08-11,54.35,25073.8786,7812071.0
2016-08-12,54.33,25064.6517,4847080.0
2016-08-15,54.52,25152.3065,4942605.0
2016-08-16,54.5,25143.0797,4319879.0
2016-08-17,55.17,25452.1781,5803411.0
2016-08-18,55.06,25401.4306,5096398.0
2016-08-19,54.82,25290.7088,3976627.0
2016-08-22,54.43,25110.7858,5185790.0
2016-08-23,55.21,25470.6317,4354140.0
2016-08-24,55.7,25696.6888,5688213.0
2016-08-25,55.02,25382.977,5914353.0
2016-08-26,55.28,25502.9256,4064616.0
2016-08-29,55.63,25664.3949,3559309.0
2016-08-30,55.8,25742.8229,4046844.0
2016-08-31,55.35,25535.2195,5006246.0
2016-09-01,54.29,25046.1981,5281497.0
2016-09-02,54.83,25295.3222,4872863.0
2016-09-06,55.27,25498.3122,3553983.0
2016-09-07,56.09,25876.6117,4613621.0
2016-09-08,56.15,25904.2922,4467100.0
2016-09-09,54.92,25336.8429,5773659.0
2016-09-12,55.88,25779.7302,5791410.0
2016-09-13,55.35,25535.2195,4689504.0
2016-09-14,54.57,25175.3736,5416839.0
2016-09-15,56.19,25922.7458,6716442.0
2016-09-16,56.73,26171.8699,7316532.0
2016-09-19,57.14,26361.0197,5976463.0
2016-09-20,55.45,25581.3536,6201087.0
2016-09-21,55.68,25687.462,6033433.0
2016-09-22,55.6,25650.5547,4741816.0
2016-09-23,55.67,25682.8486,5392029.0
2016-09-26,54.29,25046.1981,4827185.0
2016-09-27,55.02,25382.977,5951975.0
2016-09-28,55.11,25424.4977,6715593.0
2016-09-29,51.71,23855.9386,13909620.0
2016-09-30,53.0,24451.0683,8318572.0
2016-10-03,52.9,24404.9342,5172192.0
2016-10-04,53.65,24750.9399,5804032.0
2016-10-05,54.8,25281.482,6393874.0
2016-10-06,54.9,25327.6161,4045611.0
2016-10-07,54.27,25036.9713,5564693.0
2016-10-10,54.74,25253.8015,4118431.0
2016-10-11,54.19,25000.064,4419745.0
2016-10-12,53.79,24815.5276,5334202.0
2016-10-13,53.85,24843.2081,3862351.0
2016-10-14,53.79,24815.5276,3071944.0
2016-10-17,54.15,24981.6104,5476245.0
2016-10-18,55.46,25585.967,6109446.0
2016-10-19,54.54,25161.5333,7486664.0
2016-10-20,54.77,25267.6417,3650861.0
2016-10-21,55.76,25724.3692,5287856.0
2016-10-24,56.16,25908.9056,5358674.0
2016-10-25,58.93,27186.8199,10808919.0
2016-10-26,59.52,27459.0111,7770825.0
2016-10-27,58.81,27131.459,6598112.0
2016-10-28,58.6,27034.5774,4742117.0
2016-10-31,59.24,27329.8356,4969484.0
2016-11-01,59.49,27445.1708,7817612.0
2016-11-02,58.43,26956.1495,7317619.0
2016-11-03,57.86,26693.1852,3855988.0
2016-11-04,57.87,26697.7986,3729942.0
2016-11-07,58.52,26997.6702,4075111.0
2016-11-08,58.14,26317.9294,3803447.0
2016-11-09,62.03,28078.7953,10909132.0
2016-11-10,62.96,28499.7736,8019919.0
2016-11-11,62.45,28268.9145,4273736.0
2016-11-14,62.58,28327.761,4614069.0
2016-11-15,63.15,28585.7799,4652157.0
2016-11-16,63.63,28803.059,4684124.0
2016-11-17,64.67,29273.8303,5854922.0
2016-11-18,63.39,28694.4194,4737657.0
2016-11-21,64.54,29214.9839,4922760.0
2016-11-22,65.25,29536.3759,4427399.0
2016-11-23,64.72,29296.4636,4306372.0
2016-11-25,64.86,29359.8366,1735372.0
2016-11-28,63.79,28875.4853,4666386.0
2016-11-29,63.77,28866.432,4427864.0
2016-11-30,61.56,27866.0429,14238350.0
2016-12-01,60.53,27399.7982,10720481.0
2016-12-02,61.46,27820.7764,5295670.0
2016-12-05,64.52,29205.9306,8277910.0
2016-12-06,64.72,29296.4636,5149317.0
2016-12-07,67.54,30572.9782,6397994.0
2016-12-08,68.37,30948.6899,5556096.0
2016-12-09,68.0,30781.204,5124518.0
2016-12-12,66.82,30247.0596,6769789.0
2016-12-13,67.2,30419.0722,4336362.0
2016-12-14,66.49,30097.6802,4534287.0
2016-12-15,67.64,30618.2447,5106894.0
2016-12-16,68.0,30781.204,8009899.0
2016-12-19,67.45,30532.2384,3612280.0
2016-12-20,67.57,30586.5581,2765102.0
2016-12-21,67.93,30749.5174,3206370.0
2016-12-22,68.72,31107.1226,3212354.0
2016-12-23,68.96,31215.7622,1696795.0
2016-12-27,69.45,31437.5679,2153879.0
2016-12-28,68.67,31084.4894,2471069.0
2016-12-29,68.63,31066.3828,1913030.0
2016-12-30,68.32,30926.0567,2552875.0
2017-01-03,70.42,31876.6527,4425039.0
2017-01-04,67.89,30731.4109,7431035.0
2017-01-05,67.68,30636.3513,6450632.0
2017-01-06,66.66,30174.6332,3771723.0
2017-01-09,66.37,30043.3604,5132604.0
2017-01-10,66.53,30115.7868,5433399.0
2017-01-11,67.08,30364.7524,3391045.0
2017-01-12,66.52,30111.2601,4530147.0
2017-01-13,66.39,30052.4137,3366737.0
2017-01-17,66.19,29961.8808,4942176.0
2017-01-18,66.75,30215.373,4252098.0
2017-01-19,66.07,29907.561,3642165.0
2017-01-20,66.24,29984.514,2911178.0
2017-01-23,66.25,29989.0406,4049567.0
2017-01-24,67.86,30717.8309,3893732.0
2017-01-25,68.33,30930.5834,4606237.0
2017-01-26,67.37,30496.0252,4006340.0
2017-01-27,67.31,30468.8653,4628178.0
2017-01-30,68.23,30885.3169,8413949.0
2017-01-31,65.76,29767.2349,11657679.0
2017-02-01,65.37,29590.6956,5204470.0
2017-02-02,65.42,29613.3289,6193179.0
2017-02-03,65.51,29654.0687,4416379.0
2017-02-06,65.11,29473.0028,4297823.0
2017-02-07,65.44,29622.3822,4968517.0
2017-02-08,67.08,30364.7524,4428117.0
2017-02-09,67.62,30609.1914,2805912.0
2017-02-10,67.47,30541.2917,2653911.0
2017-02-13,67.04,30346.6458,3367526.0
2017-02-14,67.62,30609.1914,2512323.0
2017-02-15,67.76,30672.5644,2572705.0
2017-02-16,66.6,30147.4733,5266519.0
2017-02-17,65.49,29645.0154,4808766.0
2017-02-21,66.27,29998.0939,4499580.0
2017-02-22,66.01,29880.4011,4240404.0
2017-02-23,67.03,30233.85,4208181.0
2017-02-24,66.72,30094.0246,3670673.0
2017-02-27,67.24,30328.5704,3129406.0
2017-02-28,67.95,30648.8156,9074708.0
2017-03-01,68.48,30887.8718,4921856.0
2017-03-02,66.45,29972.2413,7342972.0
2017-03-03,66.08,29805.3529,4054091.0
2017-03-06,66.44,29967.7308,3315268.0
2017-03-07,65.62,29597.8702,5504104.0
2017-03-08,66.87,30161.6821,7446438.0
2017-03-09,66.48,29985.7728,4720291.0
2017-03-10,66.57,30026.3672,4471559.0
2017-03-13,67.66,30518.0112,4970722.0
2017-03-14,67.44,30418.7803,2955367.0
2017-03-15,68.73,31000.6342,4751235.0
2017-03-16,68.55,30919.4453,3654241.0
2017-03-17,68.9,31077.3126,9529901.0
2017-03-20,68.53,30910.4243,3175135.0
2017-03-21,67.15,30287.9759,4068049.0
2017-03-22,67.57,30477.4167,3123491.0
2017-03-23,67.1,30109.837,3298752.0
2017-03-24,65.78,29517.5123,4372045.0
2017-03-27,66.23,29719.4412,2799341.0
