,LOW US Equity,LOW US Equity,LOW US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-04-01,191.32,137225.5809,3192229.0
2021-04-05,193.73,138954.1699,3507184.0
2021-04-06,194.2,139291.2807,2917930.0
2021-04-07,193.67,138911.1345,3276259.0
2021-04-08,194.21,139298.4532,2684463.0
2021-04-09,198.51,142382.6577,3168770.0
2021-04-12,200.65,143917.5874,3647875.0
2021-04-13,199.72,143250.5385,2964525.0
2021-04-14,201.52,144541.6008,3371879.0
2021-04-15,204.57,146713.1802,3656292.0
2021-04-16,208.25,149352.3966,6359772.0
2021-04-19,204.01,146311.5603,3828801.0
2021-04-20,202.77,145422.2591,3006194.0
2021-04-21,203.91,146239.8424,2716757.0
2021-04-22,201.3,144368.0069,3712957.0
2021-04-23,200.93,144102.6509,3634022.0
2021-04-26,199.19,142854.7605,3017006.0
2021-04-27,199.05,142754.3555,3453852.0
2021-04-28,196.06,140609.9922,4939169.0
2021-04-29,198.44,142316.8767,3860273.0
2021-04-30,196.25,140746.2561,4255564.0
2021-05-03,199.2,142861.9323,4629549.0
2021-05-04,200.3,143650.8285,4150088.0
2021-05-05,200.0,143435.675,3715334.0
2021-05-06,205.94,147695.7145,4525204.0
2021-05-07,208.4,149459.9733,3695125.0
2021-05-10,211.31,151546.9624,4476915.0
2021-05-11,205.34,147265.4075,4449217.0
2021-05-12,195.54,140237.0594,5406645.0
2021-05-13,200.34,143679.5156,4495509.0
2021-05-14,198.91,142653.9506,3742979.0
2021-05-17,194.13,139225.8379,5798755.0
2021-05-18,192.75,138236.1318,5691482.0
2021-05-19,190.72,136364.8,6797914.0
2021-05-20,193.41,138288.15,4397664.0
2021-05-21,192.47,137616.05,4032744.0
2021-05-24,190.66,136321.9,3396434.0
2021-05-25,193.02,138009.3,4089275.0
2021-05-26,193.6,138424.0,3565939.0
2021-05-27,193.77,136974.1018,5126469.0
2021-05-28,194.83,137723.4054,3619589.0
2021-06-01,191.85,135616.8728,4105632.0
2021-06-02,190.77,134853.4314,3997711.0
2021-06-03,190.3,134521.1931,3469466.0
2021-06-04,189.91,134245.5059,4210681.0
2021-06-07,190.25,134485.8486,2913482.0
2021-06-08,191.4,135298.7722,3604841.0
2021-06-09,190.6,134733.2601,3638947.0
2021-06-10,188.78,133446.7201,3905835.0
2021-06-11,190.81,134881.707,3127773.0
2021-06-14,189.66,134068.7834,3257722.0
2021-06-15,187.88,132810.5189,4472613.0
2021-06-16,186.2,131622.9435,4176146.0
2021-06-17,186.84,132075.3532,4260944.0
2021-06-18,186.88,132103.6288,9316869.0
2021-06-21,188.88,133517.4091,4539680.0
2021-06-22,191.72,135524.9771,3995715.0
2021-06-23,191.14,135114.9808,2836086.0
2021-06-24,191.75,135546.1838,2768003.0
2021-06-25,192.66,136189.4538,4149785.0
2021-06-28,193.21,136578.2434,2510639.0
2021-06-29,194.2,137278.0646,2628892.0
2021-06-30,193.97,137115.4799,2716109.0
2021-07-01,195.82,138423.2266,2456346.0
2021-07-02,195.71,138345.4687,2553453.0
2021-07-06,194.75,137666.8542,2588629.0
2021-07-07,195.88,138465.64,3647371.0
2021-07-08,192.8,136288.4184,3993821.0
2021-07-09,195.33,138076.8505,2436359.0
2021-07-12,195.57,138246.5041,2405689.0
2021-07-13,194.28,137334.6158,3192075.0
2021-07-14,192.74,136246.005,2943386.0
2021-07-15,195.75,138373.7443,3187979.0
2021-07-16,196.14,138649.4315,4920693.0
2021-07-19,192.9,136359.1074,5213961.0
2021-07-20,194.11,137214.4445,2882733.0
2021-07-21,195.13,137935.4724,2112874.0
2021-07-22,196.77,139094.7723,3244279.0
2021-07-23,200.84,141971.8151,3358116.0
2021-07-26,197.74,139780.4557,3422176.0
2021-07-27,193.51,136790.3104,4106073.0
2021-07-28,192.39,135998.5935,2152764.0
2021-07-29,193.62,136868.0683,2532817.0
2021-07-30,192.69,136210.6605,2841591.0
2021-08-02,190.96,134987.7406,3051665.0
2021-08-03,193.95,137101.3421,2335367.0
2021-08-04,189.9,134238.437,3162398.0
2021-08-05,190.68,134789.8113,2335758.0
2021-08-06,190.16,134422.2285,2855017.0
2021-08-09,187.99,132888.2769,2296182.0
2021-08-10,189.73,134118.2657,2548402.0
2021-08-11,194.52,137504.2694,3367253.0
2021-08-12,192.0,135722.9063,2754081.0
2021-08-13,190.51,134669.64,2400926.0
2021-08-16,193.48,136769.1037,3486642.0
2021-08-17,182.26,128837.7964,8256370.0
2021-08-18,199.73,139611.27,16992721.0
2021-08-19,202.59,141610.41,5378332.0
2021-08-20,208.21,145538.79,4915661.0
2021-08-23,206.06,144035.94,4195205.0
2021-08-24,203.39,142169.61,4110644.0
2021-08-25,206.18,144119.82,2628833.0
2021-08-26,205.65,143749.35,3250430.0
2021-08-27,205.9,142571.8909,3128212.0
2021-08-30,204.99,141941.7771,3986280.0
2021-08-31,203.89,141180.1012,4877879.0
2021-09-01,203.43,140861.5821,2835036.0
2021-09-02,206.15,142744.999,2656307.0
2021-09-03,205.98,142627.2855,2260908.0
2021-09-07,205.15,142052.5664,2591895.0
2021-09-08,204.09,141318.5877,3344859.0
2021-09-09,203.01,140570.7604,2566245.0
2021-09-10,204.33,141484.7715,2505756.0
2021-09-13,206.05,142675.7558,3159040.0
2021-09-14,204.17,141373.9823,2488582.0
2021-09-15,205.61,142371.0854,2956611.0
2021-09-16,208.48,144358.3672,3365599.0
2021-09-17,209.03,144739.2052,5835397.0
2021-09-20,205.27,142135.6583,3640389.0
2021-09-21,206.27,142828.091,2681274.0
2021-09-22,208.89,144642.2646,3169203.0
2021-09-23,207.98,144012.1509,3128815.0
2021-09-24,207.87,143935.9833,2275876.0
2021-09-27,210.63,145847.0975,2886211.0
2021-09-28,205.43,142246.4475,4030423.0
2021-09-29,207.1,143402.8101,2678368.0
2021-09-30,202.86,140466.8955,3829021.0
2021-10-01,203.7,141048.539,3016400.0
2021-10-04,204.51,141609.4094,5195641.0
2021-10-05,204.27,141443.2256,3483142.0
2021-10-06,204.0,141256.2688,3079628.0
2021-10-07,207.9,143956.7563,3001146.0
2021-10-08,206.16,142751.9234,3042044.0
2021-10-11,208.85,144614.5673,3267889.0
2021-10-12,209.8,145272.3784,2793550.0
2021-10-13,212.12,146878.8222,3275725.0
2021-10-14,216.45,149877.0558,3177235.0
2021-10-15,219.16,151753.5483,2930548.0
2021-10-18,221.74,153540.0247,2785992.0
2021-10-19,222.91,154350.1709,2976253.0
2021-10-20,225.01,155804.2796,2293870.0
2021-10-21,227.42,157473.0424,2883245.0
2021-10-22,228.77,158407.8265,2207451.0
2021-10-25,231.82,160519.7462,3018519.0
2021-10-26,231.07,160000.4217,2801056.0
2021-10-27,231.77,160485.1246,2801745.0
2021-10-28,231.76,160478.2002,2421697.0
2021-10-29,233.82,161904.6116,3316325.0
2021-11-01,231.75,160471.2759,3861604.0
2021-11-02,233.03,161357.5898,2167348.0
2021-11-03,234.3,162236.9793,2629344.0
2021-11-04,237.78,164646.645,2508823.0
2021-11-05,235.54,163095.5958,2356480.0
2021-11-08,234.79,162576.2713,2797387.0
2021-11-09,233.91,161966.9305,2307588.0
2021-11-10,232.55,161025.2221,2403123.0
2021-11-11,232.32,160865.9625,1921436.0
2021-11-12,236.32,163635.6933,2462903.0
2021-11-15,234.92,162666.2875,2219943.0
2021-11-16,244.78,169493.6739,5223229.0
2021-11-17,245.73,170151.4849,6823898.0
2021-11-18,247.38,169702.68,3468889.0
2021-11-19,249.52,171170.72,3685521.0
2021-11-22,252.35,173112.1,4460971.0
2021-11-23,251.91,172810.26,2550700.0
2021-11-24,252.63,170208.7524,1952637.0
2021-11-26,247.69,166880.4412,1890971.0
2021-11-29,248.58,167480.0762,3209064.0
2021-11-30,244.59,164791.825,6236008.0
2021-12-01,245.34,165297.1353,4019688.0
2021-12-02,250.39,168699.5587,3706711.0
2021-12-03,248.69,167554.1884,3972165.0
2021-12-06,251.18,169231.8189,3008545.0
2021-12-07,256.91,173092.3903,3405621.0
2021-12-08,256.74,172977.8533,3820799.0
2021-12-09,258.15,173927.8368,3812705.0
2021-12-10,261.38,176104.0403,2547664.0
2021-12-13,257.24,173314.7269,3915269.0
2021-12-14,252.46,170094.2153,5100578.0
2021-12-15,257.54,173516.8511,4939283.0
2021-12-16,253.24,170619.7381,4457213.0
2021-12-17,248.09,167149.9401,10175909.0
2021-12-20,245.62,165485.7846,3900882.0
2021-12-21,246.98,166402.0807,2963847.0
2021-12-22,249.7,168234.6731,1772047.0
2021-12-23,250.09,168497.4345,2060478.0
2021-12-27,253.7,170929.6618,1590318.0
2021-12-28,254.02,171145.2609,1531542.0
2021-12-29,257.57,173537.0635,1617702.0
2021-12-30,256.39,172742.0418,1488100.0
2021-12-31,258.48,174150.1734,1774222.0
2022-01-03,255.51,172149.1443,5305697.0
2022-01-04,259.81,175046.2572,3638211.0
2022-01-05,254.75,171637.0964,3808574.0
2022-01-06,257.79,173685.2879,3616309.0
2022-01-07,251.09,169171.1817,4945544.0
2022-01-10,247.69,166880.4412,6292571.0
2022-01-11,249.5,168099.9237,3414950.0
2022-01-12,250.72,168921.8952,2825576.0
2022-01-13,250.7,168908.4203,2243611.0
2022-01-14,243.4,163990.0658,3258477.0
2022-01-18,238.41,160628.0673,4612577.0
2022-01-19,234.7,158128.4653,4146791.0
2022-01-20,223.93,150872.208,5946565.0
2022-01-21,225.02,151606.5925,5724411.0
2022-01-24,232.35,156545.1594,4912593.0
2022-01-25,230.01,154968.5909,4099153.0
2022-01-26,228.1,153681.7338,4349153.0
2022-01-27,225.93,152219.7024,3426116.0
2022-01-28,234.99,158323.8519,3215463.0
2022-01-31,237.35,159913.8953,4486036.0
2022-02-01,238.35,160587.6425,2723824.0
2022-02-02,239.11,161099.6904,2442894.0
2022-02-03,234.11,157730.9544,2512234.0
2022-02-04,229.07,154335.2686,3456689.0
2022-02-07,227.02,152954.0868,2990056.0
2022-02-08,231.76,156147.6485,2572444.0
2022-02-09,233.66,157427.7682,2115334.0
2022-02-10,227.4,153210.1108,3053766.0
2022-02-11,225.91,152206.2275,2192806.0
2022-02-14,225.95,152233.1774,2025703.0
2022-02-15,228.1,153681.7338,1846100.0
2022-02-16,227.01,152947.3494,2461400.0
2022-02-17,223.79,150777.8834,2482353.0
2022-02-18,222.69,150036.7615,4241661.0
2022-02-22,214.59,144579.4093,7641105.0
2022-02-23,215.09,144110.3,8936864.0
2022-02-24,213.41,142984.7,5749345.0
2022-02-25,219.18,146850.6,4613281.0
2022-02-28,221.06,148110.2,5440555.0
2022-03-01,221.5,148405.0,3953236.0
2022-03-02,228.66,153202.2,4513727.0
2022-03-03,226.28,151607.6,3180721.0
2022-03-04,224.07,150126.9,3145816.0
2022-03-07,222.26,148914.2,4022744.0
2022-03-08,223.26,149584.2,3726146.0
2022-03-09,225.88,151339.6,3428704.0
2022-03-10,224.17,150193.9,3318890.0
2022-03-11,222.21,148880.7,2616309.0
2022-03-14,226.51,151761.7,3607706.0
2022-03-15,231.07,154816.9,3413674.0
2022-03-16,231.33,154991.1,3497382.0
2022-03-17,234.38,157034.6,3323855.0
2022-03-18,235.67,157898.9,9149965.0
2022-03-21,227.6,150571.3512,4349172.0
2022-03-22,228.47,151146.9095,3248750.0
2022-03-23,220.92,146152.1217,3728128.0
2022-03-24,219.17,144994.3895,3399162.0
2022-03-25,212.92,140859.6314,6832850.0
2022-03-28,213.78,141428.5741,6579600.0
2022-03-29,219.57,145259.014,4993689.0
2022-03-30,209.49,138590.4761,7090934.0
2022-03-31,202.19,133761.0786,7318469.0
2022-04-01,202.4,133900.0065,4827182.0
2022-04-04,204.12,135037.8919,5427547.0
2022-04-05,204.87,135534.0629,4707282.0
2022-04-06,200.65,132742.2742,6356121.0
2022-04-07,202.64,134058.7812,4411564.0
2022-04-08,206.66,136718.2576,5065517.0
2022-04-11,204.59,135348.8258,3576161.0
2022-04-12,204.14,135051.1232,4354856.0
2022-04-13,205.51,135957.4621,2803473.0
2022-04-14,201.28,133070.4337,4001575.0
2022-04-18,198.52,131245.7397,3800438.0
2022-04-19,203.04,134234.0066,3392926.0
2022-04-20,208.74,138002.3963,3906051.0
2022-04-21,205.03,135549.6374,3797609.0
2022-04-22,197.06,130280.5031,4216309.0
2022-04-25,200.38,132475.4248,3895913.0
2022-04-26,199.59,131953.1392,3959126.0
2022-04-27,199.57,131939.9168,3028244.0
2022-04-28,205.14,135622.3607,3250689.0
2022-04-29,197.73,130723.4541,4217600.0
2022-05-02,203.14,134300.1187,3697789.0
2022-05-03,201.63,133301.826,3002576.0
2022-05-04,207.16,136957.8251,4452366.0
2022-05-05,195.92,129526.8251,4262901.0
2022-05-06,192.29,127126.9559,3910713.0
2022-05-09,196.07,129625.9933,3998316.0
2022-05-10,192.13,127021.1766,3638724.0
2022-05-11,187.77,124138.689,4598202.0
2022-05-12,191.7,126736.8945,4292960.0
2022-05-13,194.0,128257.4728,2911878.0
2022-05-16,194.73,128740.0912,4405388.0
2022-05-17,194.03,128277.3065,8209965.0
2022-05-18,183.82,121527.2611,7847561.0
2022-05-19,187.86,122484.72,5132247.0
2022-05-20,184.69,120417.88,5722556.0
2022-05-23,186.25,121435.0,3546848.0
2022-05-24,184.62,120372.24,4486453.0
2022-05-25,188.55,122934.6,3986461.0
2022-05-26,195.53,124968.8601,3338117.0
2022-05-27,199.63,127589.2883,2779220.0
2022-05-31,195.3,124821.8605,4733916.0
2022-06-01,191.72,122533.7793,3290348.0
2022-06-02,196.13,125352.3374,3359184.0
2022-06-03,195.45,124917.7298,2262787.0
2022-06-06,196.77,125761.3799,2691594.0
2022-06-07,195.65,125045.5556,3269772.0
2022-06-08,192.45,123000.3433,2775810.0
2022-06-09,194.28,124169.9491,2999674.0
2022-06-10,186.33,119088.8749,3565302.0
2022-06-13,181.26,115848.4917,3899277.0
2022-06-14,177.94,113726.584,4037325.0
2022-06-15,179.01,114410.4519,4127799.0
2022-06-16,171.61,109680.8985,5536507.0
2022-06-17,172.47,110230.5493,8498950.0
2022-06-21,172.38,110173.0277,4753347.0
2022-06-22,173.6,110952.7649,4437993.0
2022-06-23,176.33,112697.5866,3611682.0
2022-06-24,182.84,116858.3153,5346188.0
2022-06-27,184.22,117740.3131,2829378.0
2022-06-28,174.72,111668.5892,4992125.0
2022-06-29,176.1,112550.587,2802682.0
2022-06-30,174.67,111636.6327,4415419.0
2022-07-01,177.36,113355.8893,3095545.0
2022-07-05,179.88,114966.4939,3227129.0
2022-07-06,179.06,114442.4083,2177656.0
2022-07-07,181.57,116046.6217,2935689.0
2022-07-08,181.63,116084.9694,2024782.0
2022-07-11,180.11,115113.4936,2285164.0
2022-07-12,181.0,115682.3182,3184728.0
2022-07-13,182.37,116557.9247,2935421.0
2022-07-14,182.66,116743.2721,3262080.0
2022-07-15,185.0,118238.8336,2901426.0
2022-07-18,185.79,118743.7453,2965993.0
2022-07-19,188.78,120654.7405,2683876.0
2022-07-20,191.03,122092.7804,2427275.0
2022-07-21,193.56,123709.7763,3266101.0
2022-07-22,195.58,125000.8166,3329487.0
2022-07-25,194.8,124502.2961,2492199.0
2022-07-26,188.6,120539.6973,3647204.0
2022-07-27,189.92,121383.3474,3714121.0
2022-07-28,190.8,121945.7808,6034590.0
2022-07-29,191.53,122412.3448,4507128.0
2022-08-01,194.09,124048.5146,3349467.0
2022-08-02,187.95,120124.2636,3401823.0
2022-08-03,195.42,124898.556,3292746.0
2022-08-04,197.16,126010.6401,3534251.0
2022-08-05,199.08,127237.7675,2409730.0
2022-08-08,201.84,129001.763,3042755.0
2022-08-09,195.2,124757.9476,3914537.0
2022-08-10,201.43,128739.7202,4094417.0
2022-08-11,202.18,129219.0668,3337506.0
2022-08-12,206.47,131960.9295,3014054.0
2022-08-15,208.04,132964.3618,4075486.0
2022-08-16,214.12,136850.2651,5892219.0
2022-08-17,215.37,135898.47,8082124.0
2022-08-18,216.47,136592.57,3011833.0
2022-08-19,211.36,133368.16,3347472.0
2022-08-22,209.99,132503.69,4136594.0
2022-08-23,207.47,130913.57,2533885.0
2022-08-24,208.41,131506.71,2634446.0
2022-08-25,210.96,130942.9916,2634866.0
2022-08-26,200.99,124754.607,3720486.0
2022-08-29,201.07,124804.263,3273815.0
2022-08-30,197.22,122414.5658,3906978.0
2022-08-31,194.14,120502.8081,5145146.0
2022-09-01,195.76,121508.343,3462176.0
2022-09-02,195.51,121353.1679,3165925.0
2022-09-06,192.96,119770.3814,3128847.0
2022-09-07,201.3,124947.0241,4086611.0
2022-09-08,204.38,126858.7819,3564194.0
2022-09-09,205.65,127647.0716,3176502.0
2022-09-12,206.4,128112.597,3218785.0
2022-09-13,193.63,120186.2508,4441373.0
2022-09-14,192.39,119416.5821,3963670.0
2022-09-15,191.04,118578.6363,3309679.0
2022-09-16,191.81,119056.5758,10187849.0
2022-09-19,195.1,121098.6806,3351878.0
2022-09-20,190.41,118187.595,3650226.0
2022-09-21,188.36,116915.1588,2925726.0
2022-09-22,188.12,116766.1907,2864643.0
2022-09-23,188.13,116772.3977,3382504.0
2022-09-26,186.02,115462.7195,2938703.0
2022-09-27,187.67,116486.8754,3866498.0
2022-09-28,194.53,120744.8813,5384929.0
2022-09-29,190.46,118218.63,3622750.0
2022-09-30,187.81,116573.7735,6049011.0
2022-10-03,193.92,120366.254,4346473.0
2022-10-04,197.42,122538.7059,4139074.0
2022-10-05,199.03,123538.0339,3196077.0
2022-10-06,199.98,124127.6994,3305087.0
2022-10-07,197.21,122408.3588,3467037.0
2022-10-10,194.9,120974.5405,2449746.0
2022-10-11,196.43,121924.2124,2765991.0
2022-10-12,193.87,120335.2189,2354000.0
2022-10-13,193.16,119894.5215,4851092.0
2022-10-14,188.96,117287.5791,4143263.0
2022-10-17,194.09,120471.773,3504756.0
2022-10-18,193.2,119919.3495,3804253.0
2022-10-19,183.94,114171.6623,5362452.0
2022-10-20,178.3,110670.9111,4095592.0
2022-10-21,182.37,113197.1624,3583575.0
2022-10-24,187.61,116449.6334,3705003.0
2022-10-25,193.85,120322.8049,3245708.0
2022-10-26,193.55,120136.5947,2567321.0
2022-10-27,193.66,120204.8718,2457637.0
2022-10-28,198.73,123351.8237,3292225.0
2022-10-31,194.95,121005.5755,3550336.0
2022-11-01,193.55,120136.5947,3260207.0
2022-11-02,185.71,115270.3023,4539660.0
2022-11-03,179.82,111614.376,4187460.0
2022-11-04,182.15,113060.6083,4623564.0
2022-11-07,186.56,115797.8978,2715511.0
2022-11-08,188.36,116915.1588,2880906.0
2022-11-09,186.63,115841.3468,3007351.0
2022-11-10,204.32,126821.5398,4837244.0
2022-11-11,209.02,129738.8325,4272464.0
2022-11-14,204.66,127032.578,4164981.0
2022-11-15,208.84,129627.1064,5127810.0
2022-11-16,215.13,133531.313,8173082.0
2022-11-17,208.4,127332.4,3509736.0
2022-11-18,209.93,128267.23,2912756.0
2022-11-21,210.27,128474.97,2326785.0
2022-11-22,214.47,131041.17,2845905.0
2022-11-23,211.02,127604.3374,2593950.0
2022-11-25,210.97,127574.1022,975678.0
2022-11-28,209.04,126407.0263,2202367.0
2022-11-29,207.47,125457.6432,1980888.0
2022-11-30,212.55,128529.5323,4701568.0
2022-12-01,215.48,130301.3109,2735131.0
2022-12-02,214.84,129914.3012,3242449.0
2022-12-05,206.18,124677.5769,3308476.0
2022-12-06,201.91,122095.4969,3627519.0
2022-12-07,206.89,125106.9157,3999395.0
2022-12-08,203.56,123093.2562,3150188.0
2022-12-09,201.77,122010.8386,3226910.0
2022-12-12,205.08,124012.4041,2720027.0
2022-12-13,211.22,127725.2779,4168645.0
2022-12-14,212.11,128263.4632,3727712.0
2022-12-15,208.02,125790.2297,3374053.0
2022-12-16,206.14,124653.3888,9543471.0
2022-12-19,203.17,122857.4222,2442444.0
2022-12-20,200.86,121460.5592,2372187.0
2022-12-21,202.43,122409.9423,2345410.0
2022-12-22,199.15,120426.5178,2414946.0
2022-12-23,201.88,122077.3558,1469299.0
2022-12-27,201.71,121974.5564,2076600.0
2022-12-28,200.06,120976.7972,1419898.0
2022-12-29,202.26,122307.1428,1270947.0
2022-12-30,199.24,120480.941,2154647.0
2023-01-03,199.04,120360.0005,2602208.0
2023-01-04,201.39,121781.0516,2507434.0
2023-01-05,200.77,121406.136,1942252.0
2023-01-06,200.97,121527.0765,3121509.0
2023-01-09,199.44,120601.8816,2748474.0
2023-01-10,201.4,121787.0986,2200918.0
2023-01-11,208.59,126134.9101,2780964.0
2023-01-12,210.26,127144.7634,2690152.0
2023-01-13,212.16,128293.6983,3875862.0
2023-01-17,209.52,126697.2835,2943807.0
2023-01-18,208.5,126080.4869,3575106.0
2023-01-19,202.13,122228.5315,3508807.0
2023-01-20,204.53,123679.8177,3517607.0
2023-01-23,205.11,124030.5452,3473698.0
2023-01-24,206.41,124816.6585,2862499.0
2023-01-25,206.11,124635.2477,2283441.0
2023-01-26,201.81,122035.0267,3426079.0
2023-01-27,202.49,122446.2244,2907889.0
2023-01-30,201.91,122095.4969,2786376.0
2023-01-31,208.25,125929.3112,3415828.0
2023-02-01,213.56,129140.2819,3363932.0
2023-02-02,221.56,133977.9025,4156769.0
2023-02-03,215.97,130597.6151,3047868.0
2023-02-06,215.87,130537.1449,2380640.0
2023-02-07,214.73,129847.7839,2552300.0
2023-02-08,212.76,128656.5199,2421051.0
2023-02-09,208.64,126165.1452,2386806.0
2023-02-10,208.78,126249.8036,1836457.0
2023-02-13,214.14,129491.0094,2363984.0
2023-02-14,213.76,129261.2224,2316568.0
2023-02-15,215.03,130029.1947,1851560.0
2023-02-16,214.01,129412.3981,2479039.0
2023-02-17,212.75,128650.4728,3462070.0
2023-02-21,201.85,122059.2148,3942873.0
2023-02-22,202.63,122530.8828,2667375.0
2023-02-23,202.21,122276.9077,2332267.0
2023-02-24,201.54,121871.757,2163697.0
2023-02-27,204.24,123504.4539,2765044.0
2023-02-28,205.75,124417.5548,4391371.0
2023-03-01,194.31,117499.7573,9814299.0
2023-03-02,195.1,117255.1,4097297.0
2023-03-03,199.73,120037.73,3483230.0
2023-03-06,201.57,121143.57,3160916.0
2023-03-07,197.41,118643.41,3320205.0
2023-03-08,201.14,120885.14,2670533.0
2023-03-09,199.05,119629.05,2440684.0
2023-03-10,196.66,118192.66,2986817.0
2023-03-13,197.55,118727.55,3116451.0
2023-03-14,196.83,118294.83,3909236.0
2023-03-15,198.59,119352.59,3794220.0
2023-03-16,199.67,120001.67,3154009.0
2023-03-17,197.36,118613.36,7271376.0
2023-03-20,196.79,118270.79,2405200.0
2023-03-21,196.79,118270.79,2940356.0
2023-03-22,191.57,115133.57,3275746.0
2023-03-23,189.69,114003.69,3346503.0
2023-03-24,189.46,113865.46,2692548.0
2023-03-27,190.53,113623.7584,2488490.0
2023-03-28,190.15,113397.143,1872337.0
2023-03-29,191.94,114464.6207,2436492.0
2023-03-30,192.65,114888.0337,2157103.0
2023-03-31,199.97,119253.3615,3151577.0
2023-04-03,203.99,121650.7137,3471080.0
2023-04-04,203.0,121060.321,2500147.0
2023-04-05,199.43,118931.3291,2417870.0
2023-04-06,198.57,118418.4627,2403332.0
2023-04-10,199.78,119140.0538,2387668.0
2023-04-11,201.34,120070.3696,2458989.0
2023-04-12,199.77,119134.0903,2665419.0
2023-04-13,201.47,120147.8959,2778705.0
2023-04-14,202.18,120571.3088,2028284.0
2023-04-17,205.0,122253.0335,2420060.0
2023-04-18,208.1,124101.7379,2685246.0
2023-04-19,208.83,124537.078,2488819.0
2023-04-20,209.76,125091.6893,2948979.0
2023-04-21,211.04,125855.0253,2864183.0
2023-04-24,211.04,125855.0253,2758708.0
2023-04-25,205.88,122777.827,2723867.0
2023-04-26,200.8,119748.3372,3409008.0
2023-04-27,204.53,121972.7461,2498982.0
2023-04-28,207.83,123940.7217,2451890.0
2023-05-01,208.22,124173.3007,2282164.0
2023-05-02,205.97,122831.4991,2201912.0
2023-05-03,205.31,122437.9039,2386576.0
2023-05-04,202.8,120941.0497,2375943.0
2023-05-05,205.81,122736.0821,2495636.0
2023-05-08,204.05,121686.4951,1586594.0
2023-05-09,207.12,123517.3088,2249984.0
2023-05-10,204.32,121847.5112,2715621.0
2023-05-11,203.3,121239.2279,3015622.0
2023-05-12,203.26,121215.3736,2261757.0
2023-05-15,201.55,120195.6044,2971473.0
2023-05-16,199.22,118806.0943,4685913.0
2023-05-17,207.2,123565.0173,3756108.0
2023-05-18,209.16,124733.8756,2275344.0
2023-05-19,206.27,123010.406,2768457.0
2023-05-22,203.15,121149.7744,3536961.0
2023-05-23,206.65,122336.8,6507459.0
2023-05-24,203.63,120548.96,2829807.0
2023-05-25,201.04,119015.68,3030425.0
2023-05-26,206.52,122259.84,3072744.0
2023-05-30,205.7,121774.4,2534120.0
2023-05-31,201.13,119068.96,3894803.0
2023-06-01,203.92,119493.2013,2764765.0
2023-06-02,209.81,122944.6281,2834616.0
2023-06-05,206.78,121169.1063,2490516.0
2023-06-06,207.16,121391.779,2804958.0
2023-06-07,211.21,123765.0012,3334704.0
2023-06-08,210.46,123325.5156,2409775.0
2023-06-09,209.12,122540.3013,2093011.0
2023-06-12,213.36,125024.8599,2465152.0
2023-06-13,217.35,127362.9232,3056105.0
2023-06-14,214.86,125903.831,3080477.0
2023-06-15,218.93,128288.7728,3186992.0
2023-06-16,217.08,127204.7084,6874356.0
2023-06-20,215.46,126255.4195,3058345.0
2023-06-21,214.25,125546.3828,3364501.0
2023-06-22,214.82,125880.3918,2781938.0
2023-06-23,215.22,126114.7841,3997351.0
2023-06-26,217.96,127720.3715,2498941.0
2023-06-27,223.56,131001.8638,4223483.0
2023-06-28,222.52,130392.4438,3372676.0
2023-06-29,222.82,130568.2381,3058232.0
2023-06-30,225.7,132255.8627,3633322.0
2023-07-03,224.59,131605.4241,1498445.0
2023-07-05,225.49,132132.8068,2876405.0
2023-07-06,221.42,129747.865,3012138.0
2023-07-07,221.94,130052.575,2345358.0
2023-07-10,229.12,134259.917,2536242.0
2023-07-11,229.43,134441.571,2219693.0
2023-07-12,232.11,136011.9995,2256058.0
2023-07-13,229.54,134506.0289,1882917.0
2023-07-14,228.74,134037.2443,1536023.0
2023-07-17,227.97,133586.0391,1951534.0
2023-07-18,229.91,134722.8418,1858121.0
2023-07-19,230.89,135297.103,1649635.0
2023-07-20,230.99,135355.7011,1959688.0
2023-07-21,233.78,136990.5874,3348441.0
2023-07-24,234.0,137119.5032,2018959.0
2023-07-25,233.94,137084.3444,1547780.0
2023-07-26,234.07,137160.5219,1720191.0
2023-07-27,234.9,137646.8859,1973004.0
2023-07-28,235.09,137758.2223,1767327.0
2023-07-31,234.27,137277.718,2614906.0
2023-08-01,232.35,136152.6349,2030978.0
2023-08-02,229.49,134476.7299,2298063.0
2023-08-03,226.72,132853.5631,2436264.0
2023-08-04,223.12,130744.0323,2549633.0
2023-08-07,223.3,130849.5088,1902580.0
2023-08-08,220.91,129449.0148,2152115.0
2023-08-09,219.64,128704.8192,2061312.0
2023-08-10,220.86,129419.7157,1815543.0
2023-08-11,223.69,131078.0413,2356325.0
2023-08-14,225.89,132367.1991,2927365.0
2023-08-15,223.84,131165.9385,2079076.0
2023-08-16,222.15,130175.6309,1403585.0
2023-08-17,218.15,127831.7078,1791189.0
2023-08-18,219.35,128534.8848,2250674.0
2023-08-21,217.59,127503.5586,2804770.0
2023-08-22,225.74,131380.68,4084562.0
2023-08-23,227.19,132224.58,2390719.0
2023-08-24,222.97,129768.54,1994762.0
2023-08-25,223.07,129826.74,1805094.0
2023-08-28,222.72,129623.04,1726208.0
2023-08-29,226.41,131770.62,1800713.0
2023-08-30,230.31,132915.4061,2839645.0
2023-08-31,230.48,133013.5157,3433327.0
2023-09-01,232.51,134185.0596,2562017.0
2023-09-05,230.43,132984.6599,2569274.0
