,NI US Equity,NI US Equity,NI US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-04-28,22.55,7232.2814,1841303.0
2016-04-29,22.71,7283.597,1937667.0
2016-05-02,22.96,7363.7775,3054145.0
2016-05-03,23.11,7430.8933,2847302.0
2016-05-04,23.53,7565.942,2929900.0
2016-05-05,23.48,7549.8647,3040531.0
2016-05-06,23.41,7527.3566,3059132.0
2016-05-09,23.6,7588.4501,2232168.0
2016-05-10,23.53,7565.942,2818834.0
2016-05-11,23.79,7649.5435,2282500.0
2016-05-12,23.96,7704.2061,2533032.0
2016-05-13,24.12,7755.6532,3361665.0
2016-05-16,24.3,7813.5312,3084714.0
2016-05-17,23.9,7684.9134,2692112.0
2016-05-18,23.45,7540.2184,4161499.0
2016-05-19,23.52,7562.7265,3049121.0
2016-05-20,23.82,7659.1899,4648167.0
2016-05-23,23.68,7614.1736,2193282.0
2016-05-24,24.07,7739.576,4063974.0
2016-05-25,23.95,7700.9906,2439737.0
2016-05-26,24.04,7729.9297,2363951.0
2016-05-27,24.12,7755.6532,2582171.0
2016-05-31,23.86,7672.0516,17694429.0
2016-06-01,24.03,7726.7142,2484752.0
2016-06-02,23.99,7713.8524,2105747.0
2016-06-03,24.46,7864.9783,2724379.0
2016-06-06,24.43,7855.332,2004139.0
2016-06-07,24.44,7858.5474,2415209.0
2016-06-08,24.64,7922.8563,2321226.0
2016-06-09,25.02,8045.0433,1530564.0
2016-06-10,24.9,8006.4579,3719540.0
2016-06-13,24.96,8025.7506,1667266.0
2016-06-14,25.21,8106.1367,1643363.0
2016-06-15,25.18,8096.4904,3512884.0
2016-06-16,25.35,8151.1529,2272424.0
2016-06-17,25.26,8122.2139,4011264.0
2016-06-20,25.09,8067.5514,3059648.0
2016-06-21,25.3,8135.0757,2666219.0
2016-06-22,25.25,8118.9985,2495902.0
2016-06-23,25.18,8096.4904,1617040.0
2016-06-24,25.31,8138.2912,5057074.0
2016-06-27,25.4,8167.2302,3159241.0
2016-06-28,25.59,8228.3236,2854664.0
2016-06-29,25.86,8315.1406,2222154.0
2016-06-30,26.52,8527.36,3534162.0
2016-07-01,26.66,8572.3762,2988347.0
2016-07-05,26.77,8607.7461,3674557.0
2016-07-06,26.65,8569.1608,2987889.0
2016-07-07,26.04,8373.0186,2915158.0
2016-07-08,26.13,8401.9576,3961326.0
2016-07-11,26.07,8382.665,2343283.0
2016-07-12,25.86,8315.1406,3369745.0
2016-07-13,26.06,8379.4495,2109754.0
2016-07-14,26.01,8363.3723,1935530.0
2016-07-15,26.1,8392.3113,1596559.0
2016-07-18,26.13,8401.9576,1538458.0
2016-07-19,26.05,8376.2341,2253806.0
2016-07-20,25.87,8318.3561,2113336.0
2016-07-21,25.93,8337.6487,4874497.0
2016-07-22,26.26,8443.7584,1807592.0
2016-07-25,26.05,8376.2341,2787220.0
2016-07-26,25.77,8286.2016,2037703.0
2016-07-27,25.46,8186.5228,2450570.0
2016-07-28,25.75,8279.7707,2267409.0
2016-07-29,25.66,8250.8317,7105925.0
2016-08-01,25.81,8299.0634,3031809.0
2016-08-02,25.94,8357.4875,3291129.0
2016-08-03,25.34,8164.1763,4429039.0
2016-08-04,25.37,8173.8419,4594816.0
2016-08-05,24.85,8006.3055,4531967.0
2016-08-08,24.81,7993.4181,2649301.0
2016-08-09,24.89,8019.1929,2464569.0
2016-08-10,25.01,8057.8552,1994850.0
2016-08-11,25.02,8061.077,2678020.0
2016-08-12,25.01,8057.8552,1726695.0
2016-08-15,24.55,7909.6499,3855514.0
2016-08-16,24.32,7835.5473,2754239.0
2016-08-17,24.72,7964.4214,3503522.0
2016-08-18,24.99,8051.4115,2525895.0
2016-08-19,24.62,7932.2029,10423741.0
2016-08-22,24.82,7996.64,2944399.0
2016-08-23,24.7,7957.9777,1972616.0
2016-08-24,24.76,7977.3089,1768279.0
2016-08-25,24.69,7954.7559,4071529.0
2016-08-26,24.19,7793.6632,3141237.0
2016-08-29,24.25,7812.9943,3678333.0
2016-08-30,23.86,7687.3421,2845259.0
2016-08-31,23.94,7713.1169,2865596.0
2016-09-01,23.83,7677.6765,1699929.0
2016-09-02,24.13,7774.3321,2063827.0
2016-09-06,24.42,7867.7658,2130576.0
2016-09-07,24.38,7854.8784,1799467.0
2016-09-08,24.39,7858.1003,2439357.0
2016-09-09,23.37,7529.4712,2394049.0
2016-09-12,23.7,7635.7924,3068128.0
2016-09-13,23.23,7484.3653,2290726.0
2016-09-14,23.42,7545.5805,2354171.0
2016-09-15,23.65,7619.6831,1577072.0
2016-09-16,24.12,7771.1102,3700801.0
2016-09-19,24.43,7870.9877,1925929.0
2016-09-20,24.6,7925.7592,3301657.0
2016-09-21,25.38,8177.0638,3268731.0
2016-09-22,25.27,8141.6234,3480105.0
2016-09-23,25.11,8090.0737,3028209.0
2016-09-26,25.1,8086.8519,2295249.0
2016-09-27,24.69,7954.7559,2358360.0
2016-09-28,24.65,7941.8685,2279450.0
2016-09-29,24.21,7800.1069,2276491.0
2016-09-30,24.11,7767.8884,2937683.0
2016-10-03,23.62,7610.0176,3239684.0
2016-10-04,22.98,7403.819,5039718.0
2016-10-05,22.85,7361.9349,3854339.0
2016-10-06,22.84,7358.713,2148304.0
2016-10-07,22.61,7284.6104,2878944.0
2016-10-10,22.91,7381.266,1851775.0
2016-10-11,22.38,7210.5078,1924380.0
2016-10-12,22.69,7310.3852,2106618.0
2016-10-13,22.9,7378.0441,2541866.0
2016-10-14,22.68,7307.1634,3120961.0
2016-10-17,22.91,7381.266,2257678.0
2016-10-18,23.06,7429.5938,1864379.0
2016-10-19,22.84,7358.713,2156570.0
2016-10-20,22.79,7342.6037,1909868.0
2016-10-21,22.61,7284.6104,2944689.0
2016-10-24,22.53,7258.8356,2959223.0
2016-10-25,22.82,7352.2693,2222469.0
2016-10-26,22.71,7316.8289,1991309.0
2016-10-27,22.48,7242.7263,2379218.0
2016-10-28,22.53,7258.8356,1542506.0
2016-10-31,23.26,7494.0309,3771953.0
2016-11-01,22.34,7209.9616,4578252.0
2016-11-02,22.09,7129.2772,3233532.0
2016-11-03,22.14,7145.4141,2173975.0
2016-11-04,21.92,7074.4118,2146894.0
2016-11-07,22.31,7200.2795,2895231.0
2016-11-08,22.58,7287.4187,2951218.0
2016-11-09,22.26,7184.1426,4317980.0
2016-11-10,21.53,6948.544,4789067.0
2016-11-11,21.41,6909.8155,2470604.0
2016-11-14,21.56,6958.2262,5346436.0
2016-11-15,21.91,7071.1844,3116292.0
2016-11-16,21.75,7019.5463,2257819.0
2016-11-17,21.61,6974.363,1454992.0
2016-11-18,21.71,7006.6368,2372397.0
2016-11-21,21.89,7064.7296,1975425.0
2016-11-22,21.83,7045.3654,2604526.0
2016-11-23,21.64,6984.0452,2228687.0
2016-11-25,22.14,7145.4141,1779173.0
2016-11-28,22.21,7168.0057,2664681.0
2016-11-29,22.37,7219.6437,3787206.0
2016-11-30,21.94,7080.8665,3416849.0
2016-12-01,21.71,7006.6368,2732275.0
2016-12-02,21.69,7000.1821,4973194.0
2016-12-05,21.64,6984.0452,3376379.0
2016-12-06,21.47,6929.1798,4653991.0
2016-12-07,21.57,6961.4535,5540556.0
2016-12-08,21.71,7006.6368,2793887.0
2016-12-09,21.78,7029.2285,3375543.0
2016-12-12,21.88,7061.5022,2703075.0
2016-12-13,22.1,7132.5046,4269592.0
2016-12-14,21.66,6990.4999,3885161.0
2016-12-15,22.01,7103.4582,3022053.0
2016-12-16,22.03,7109.9129,4934942.0
2016-12-19,22.33,7206.7342,2647699.0
2016-12-20,22.21,7168.0057,2729173.0
2016-12-21,22.33,7206.7342,2504485.0
2016-12-22,22.43,7239.008,1635488.0
2016-12-23,22.3,7197.0521,862002.0
2016-12-27,22.23,7174.4605,848578.0
2016-12-28,21.95,7084.0939,1020525.0
2016-12-29,22.24,7177.6878,1549350.0
2016-12-30,22.14,7145.4141,1764521.0
2017-01-03,22.19,7161.5509,1925191.0
2017-01-04,22.36,7216.4164,2235547.0
2017-01-05,22.68,7319.6925,5483521.0
2017-01-06,22.36,7216.4164,4398555.0
2017-01-09,22.06,7119.595,3023212.0
2017-01-10,21.94,7080.8665,2181608.0
2017-01-11,22.12,7138.9593,3292406.0
2017-01-12,22.03,7109.9129,2538079.0
2017-01-13,21.96,7087.3213,1749776.0
2017-01-17,22.35,7213.189,2960578.0
2017-01-18,22.52,7268.0544,2469972.0
2017-01-19,22.34,7209.9616,1806675.0
2017-01-20,22.51,7264.827,2533322.0
2017-01-23,22.2,7164.7783,2271421.0
2017-01-24,22.25,7180.9152,1861524.0
2017-01-25,22.2,7164.7783,1956864.0
2017-01-26,22.22,7171.2331,2298005.0
2017-01-27,22.03,7109.9129,1862910.0
2017-01-30,21.84,7048.5927,2565836.0
2017-01-31,22.37,7219.6437,2723170.0
2017-02-01,21.98,7093.776,3088471.0
2017-02-02,22.16,7151.8688,2893017.0
2017-02-03,22.26,7184.1426,2492580.0
2017-02-06,22.24,7177.6878,2789991.0
2017-02-07,22.16,7151.8688,2851040.0
2017-02-08,22.18,7158.3236,3283966.0
2017-02-09,22.23,7174.4605,2839953.0
2017-02-10,22.41,7232.5533,2713930.0
2017-02-13,22.52,7268.0544,2640184.0
2017-02-14,22.25,7180.9152,2102270.0
2017-02-15,22.23,7174.4605,2465593.0
2017-02-16,22.67,7316.4651,3382368.0
2017-02-17,22.7,7326.1472,11287198.0
2017-02-21,22.99,7419.7412,4043866.0
2017-02-22,23.17,7494.2399,3573006.0
2017-02-23,23.77,7688.3074,4395805.0
2017-02-24,24.01,7765.9344,3693833.0
2017-02-27,23.8,7698.0108,2080303.0
2017-02-28,23.91,7733.5898,3099322.0
2017-03-01,23.9,7730.3554,6108919.0
2017-03-02,24.09,7791.8101,2920328.0
2017-03-03,23.72,7672.1351,4921918.0
2017-03-06,23.58,7626.8527,3383279.0
2017-03-07,23.5,7600.977,3056784.0
2017-03-08,23.02,7445.723,2963367.0
2017-03-09,22.99,7436.0197,3495942.0
2017-03-10,23.33,7545.9912,2448009.0
2017-03-13,23.5,7600.977,3154568.0
2017-03-14,23.36,7555.6946,2256655.0
2017-03-15,23.71,7668.9007,3931790.0
2017-03-16,23.37,7558.9291,2431462.0
2017-03-17,23.5,7600.977,3826198.0
2017-03-20,23.22,7510.4122,2362548.0
2017-03-21,23.57,7623.6182,4059287.0
2017-03-22,23.81,7701.2452,3455325.0
2017-03-23,23.75,7681.8385,2432568.0
2017-03-24,23.87,7720.652,2340129.0
2017-03-27,23.81,7701.2452,2046024.0
2017-03-28,23.71,7668.9007,1973364.0
2017-03-29,23.71,7668.9007,1589020.0
2017-03-30,23.59,7630.0872,2031652.0
2017-03-31,23.79,7694.7763,2072368.0
2017-04-03,23.68,7659.1973,2264312.0
2017-04-04,23.66,7652.7284,2694518.0
2017-04-05,23.78,7697.6792,2952283.0
2017-04-06,23.84,7717.1014,2768984.0
2017-04-07,23.68,7665.3088,5453086.0
2017-04-10,23.74,7684.731,2275496.0
2017-04-11,23.85,7720.3385,2682704.0
2017-04-12,23.94,7749.4718,1817646.0
2017-04-13,23.78,7697.6792,2077778.0
2017-04-17,24.02,7775.3681,1916024.0
2017-04-18,24.21,7836.8719,3760935.0
2017-04-19,24.23,7843.3459,4656060.0
2017-04-20,24.12,7807.7385,2927820.0
2017-04-21,24.19,7830.3978,5713570.0
2017-04-24,24.26,7853.0571,4274549.0
2017-04-25,24.43,7908.0867,2914967.0
2017-04-26,24.09,7798.0274,2969039.0
2017-04-27,24.36,7885.4275,3862935.0
2017-04-28,24.25,7849.82,2420869.0
2017-05-01,24.09,7798.0274,2047918.0
2017-05-02,24.24,7846.583,2836735.0
2017-05-03,24.01,7795.2567,3091354.0
2017-05-04,24.28,7882.9168,4655084.0
2017-05-05,24.53,7964.0836,2851867.0
2017-05-08,24.38,7915.3835,1726525.0
2017-05-09,24.1,7824.4767,2015542.0
2017-05-10,24.14,7837.4634,1944447.0
2017-05-11,24.14,7837.4634,1897447.0
2017-05-12,24.3,7889.4101,1872459.0
2017-05-15,24.52,7960.8369,2689093.0
2017-05-16,24.21,7860.1901,2473793.0
2017-05-17,24.25,7873.1768,2160997.0
2017-05-18,24.5,7954.3436,4158215.0
2017-05-19,24.7,8019.277,2547672.0
2017-05-22,25.01,8119.9238,3006919.0
2017-05-23,25.14,8162.1305,2433901.0
2017-05-24,25.22,8188.1039,2374609.0
2017-05-25,25.53,8288.7506,1445382.0
2017-05-26,25.56,8298.4907,2544067.0
2017-05-30,25.82,8382.9041,3321918.0
2017-05-31,26.07,8464.0709,3414718.0
2017-06-01,26.24,8519.2643,3261963.0
2017-06-02,26.35,8554.9777,2223035.0
2017-06-05,26.38,8564.7177,3854658.0
2017-06-06,26.26,8525.7576,3153181.0
2017-06-07,26.44,8584.1977,3433902.0
2017-06-08,25.83,8386.1508,3301366.0
2017-06-09,25.77,8366.6707,2394318.0
2017-06-12,25.67,8334.204,1774338.0
2017-06-13,25.82,8382.9041,1627468.0
2017-06-14,25.92,8415.3705,2046502.0
2017-06-15,26.05,8457.5772,2083165.0
2017-06-16,26.06,8460.8239,4571688.0
2017-06-19,26.17,8496.5372,2066717.0
2017-06-20,26.23,8516.0173,1463593.0
2017-06-21,26.02,8447.8372,1677647.0
2017-06-22,25.92,8415.3705,3070239.0
2017-06-23,25.81,8379.6571,2056243.0
2017-06-26,26.08,8467.3172,1554132.0
2017-06-27,25.88,8402.3838,3499408.0
2017-06-28,25.49,8275.7636,2109211.0
2017-06-29,25.39,8243.2969,1971154.0
2017-06-30,25.36,8233.5569,2124724.0
2017-07-03,25.32,8220.5702,976025.0
2017-07-05,25.35,8230.3102,2750809.0
2017-07-06,25.2,8181.6102,1706984.0
2017-07-07,25.32,8220.5702,1074828.0
2017-07-10,25.21,8184.8569,1080339.0
2017-07-11,25.17,8171.8702,3813399.0
2017-07-12,25.57,8301.737,2107846.0
2017-07-13,25.35,8230.3102,1231286.0
2017-07-14,25.75,8360.1771,1707108.0
2017-07-17,25.81,8379.6571,899763.0
2017-07-18,25.69,8340.6971,2131716.0
2017-07-19,25.65,8327.7104,1534783.0
2017-07-20,25.82,8382.9038,2309030.0
2017-07-21,25.98,8434.8505,4424431.0
2017-07-24,26.09,8470.5639,1813577.0
2017-07-25,26.02,8447.8372,2334405.0
2017-07-26,26.51,8606.9241,3763598.0
2017-07-27,26.29,8535.4973,2275134.0
2017-07-28,26.07,8464.0705,1665035.0
2017-07-31,26.06,8460.8239,1727037.0
2017-08-01,26.24,8519.2639,2842358.0
2017-08-02,26.67,8690.9623,2791394.0
2017-08-03,26.5,8635.5644,3082153.0
2017-08-04,26.4,8602.9773,1360123.0
2017-08-07,26.36,8589.9425,1514117.0
2017-08-08,26.32,8576.9077,1891805.0
2017-08-09,26.38,8596.4599,1978415.0
2017-08-10,26.37,8593.2012,1328543.0
2017-08-11,26.35,8586.6838,1378390.0
2017-08-14,26.64,8681.1862,1751475.0
2017-08-15,26.66,8687.7036,1537483.0
2017-08-16,26.96,8785.4647,1737060.0
2017-08-17,26.69,8697.4797,2146851.0
2017-08-18,26.79,8730.0668,2622821.0
2017-08-21,26.78,8726.8081,1430404.0
2017-08-22,26.94,8778.9473,1663448.0
2017-08-23,27.03,8808.2757,1033588.0
2017-08-24,26.94,8778.9473,9490610.0
2017-08-25,27.11,8834.3453,1393070.0
2017-08-28,27.09,8827.8279,1073021.0
2017-08-29,26.98,8791.9822,940348.0
2017-08-30,26.91,8769.1712,810254.0
2017-08-31,26.87,8756.1364,1699814.0
2017-09-01,26.86,8752.8777,762900.0
2017-09-05,26.87,8756.1364,1207701.0
2017-09-06,26.79,8730.0668,904221.0
2017-09-07,26.99,8795.2409,1015267.0
2017-09-08,27.11,8834.3453,1657098.0
2017-09-11,27.23,8873.4497,1454853.0
2017-09-12,26.79,8730.0668,1198810.0
2017-09-13,26.68,8694.221,1189272.0
2017-09-14,26.92,8772.4299,1528802.0
2017-09-15,26.99,8795.2409,3532635.0
2017-09-18,26.54,8648.5992,2303262.0
2017-09-19,26.4,8602.9773,1410826.0
2017-09-20,26.19,8534.5446,1964159.0
2017-09-21,26.12,8511.7336,895630.0
2017-09-22,25.69,8371.6094,2014187.0
2017-09-25,25.91,8443.3009,3279061.0
2017-09-26,26.07,8495.4401,1624848.0
2017-09-27,25.42,8283.6244,2290549.0
2017-09-28,25.5,8309.694,1590960.0
2017-09-29,25.59,8339.0224,1646949.0
2017-10-02,25.51,8312.9527,1618759.0
2017-10-03,25.37,8267.3309,2452494.0
2017-10-04,25.71,8378.1268,2984655.0
2017-10-05,25.72,8381.3855,1893473.0
2017-10-06,25.72,8381.3855,3089634.0
2017-10-09,25.91,8443.3009,1610604.0
2017-10-10,26.35,8586.6838,2027844.0
2017-10-11,26.42,8609.4948,2757564.0
2017-10-12,26.57,8658.3753,2388269.0
2017-10-13,26.6,8668.1514,1541922.0
2017-10-16,26.37,8593.2012,2088375.0
2017-10-17,26.45,8619.2709,1720422.0
2017-10-18,26.43,8612.7535,1241166.0
2017-10-19,26.76,8720.2907,1522486.0
2017-10-20,26.66,8687.7036,1847664.0
2017-10-23,26.82,8739.8429,1225905.0
2017-10-24,26.67,8690.9623,1408264.0
2017-10-25,26.54,8648.5992,2197702.0
2017-10-26,26.47,8625.7883,1881154.0
2017-10-27,26.44,8616.0122,2724735.0
2017-10-30,26.25,8554.0968,1867308.0
2017-10-31,26.37,8593.2012,2200327.0
2017-11-01,26.58,8951.9764,3384354.0
2017-11-02,26.94,9073.2221,3368182.0
2017-11-03,27.33,9204.5716,3699443.0
2017-11-06,27.21,9164.1564,2241575.0
2017-11-07,27.47,9251.7227,1757849.0
2017-11-08,27.52,9268.5624,1462035.0
2017-11-09,27.52,9268.5624,1940666.0
2017-11-10,27.2,9160.7884,1700122.0
2017-11-13,27.32,9201.2037,2071976.0
2017-11-14,27.58,9288.7701,4529528.0
2017-11-15,27.24,9174.2602,2422316.0
2017-11-16,27.32,9201.2037,3621278.0
2017-11-17,27.08,9120.3732,6277742.0
2017-11-20,27.09,9123.7411,3164332.0
2017-11-21,27.22,9167.5243,2381719.0
2017-11-22,27.04,9106.9015,2272096.0
2017-11-24,27.04,9106.9015,611330.0
2017-11-27,27.1,9127.1091,2736967.0
2017-11-28,27.2,9160.7884,2397417.0
2017-11-29,27.17,9150.6846,2689151.0
2017-11-30,27.53,9271.9304,3768991.0
2017-12-01,27.33,9204.5716,2808754.0
2017-12-04,27.03,9103.5335,2093865.0
2017-12-05,26.8,9026.071,1817873.0
2017-12-06,27.0,9093.4297,1946075.0
2017-12-07,27.03,9103.5335,2488136.0
2017-12-08,27.14,9140.5808,3964578.0
2017-12-11,27.18,9154.0526,3491419.0
2017-12-12,26.39,8887.9856,6008143.0
2017-12-13,26.43,8901.4573,3886503.0
2017-12-14,26.48,8918.297,3304159.0
2017-12-15,26.51,8928.4008,6153663.0
2017-12-18,25.98,8749.9001,2537676.0
2017-12-19,25.3,8520.8804,1967462.0
2017-12-20,24.96,8406.3706,3390676.0
2017-12-21,24.66,8305.3325,2784115.0
2017-12-22,25.28,8514.1446,3610240.0
2017-12-26,25.06,8440.0499,1694359.0
2017-12-27,25.24,8500.6728,1765377.0
2017-12-28,25.56,8608.4468,2652617.0
2017-12-29,25.67,8645.4941,2798281.0
2018-01-02,25.36,8541.0881,2695104.0
2018-01-03,25.2,8487.2011,2130609.0
2018-01-04,25.09,8450.1538,3428804.0
2018-01-05,24.79,8349.1156,3340118.0
2018-01-08,25.0,8419.8423,2803678.0
2018-01-09,24.7,8318.8042,2335619.0
2018-01-10,24.13,8126.8318,3862391.0
2018-01-11,24.13,8126.8318,3112630.0
2018-01-12,24.07,8106.6242,2661419.0
2018-01-16,24.03,8093.1524,2401808.0
2018-01-17,24.15,8133.5677,2103660.0
2018-01-18,23.98,8076.3128,4002728.0
2018-01-19,23.94,8062.841,2586188.0
2018-01-22,23.95,8066.2089,3642243.0
2018-01-23,24.17,8140.3036,2313900.0
2018-01-24,24.18,8143.6715,3679392.0
2018-01-25,24.42,8224.502,2761780.0
2018-01-26,24.5,8251.4455,4492640.0
2018-01-29,24.22,8157.1432,3026397.0
2018-01-30,24.45,8234.6058,2758874.0
2018-01-31,24.68,8312.0683,4421969.0
2018-02-01,24.24,8163.8791,3907721.0
2018-02-02,23.97,8072.9448,2915597.0
2018-02-05,23.52,7921.3877,3939145.0
2018-02-06,23.28,7840.5572,4925081.0
2018-02-07,23.09,7776.5664,4045640.0
2018-02-08,22.51,7581.226,6438748.0
2018-02-09,23.09,7776.5664,5275003.0
2018-02-12,23.11,7783.3022,3695404.0
2018-02-13,23.13,7790.0381,2653834.0
2018-02-14,22.74,7658.6886,3187896.0
2018-02-15,23.37,7870.8686,6189161.0
2018-02-16,23.48,7907.9159,3911492.0
2018-02-20,23.02,7767.1972,4071924.0
2018-02-21,22.8,7692.9669,2851903.0
2018-02-22,23.08,7787.4419,4442023.0
2018-02-23,23.6,7962.8955,3767857.0
2018-02-26,23.59,7959.5214,4486264.0
2018-02-27,23.32,7868.4205,3909572.0
2018-02-28,23.13,7804.3124,5825031.0
2018-03-01,23.17,7817.8089,5428375.0
2018-03-02,23.17,7817.8089,4702544.0
2018-03-05,23.53,7939.2768,3926349.0
2018-03-06,23.21,7831.3053,5323483.0
2018-03-07,22.95,7743.5785,4216249.0
2018-03-08,23.08,7787.4419,2453388.0
2018-03-09,22.96,7746.9526,4872471.0
2018-03-12,23.14,7807.6865,5725475.0
2018-03-13,23.14,7807.6865,3771845.0
2018-03-14,23.31,7865.0464,3605381.0
2018-03-15,23.39,7892.0392,4420170.0
2018-03-16,23.43,7905.5357,13341070.0
2018-03-19,23.24,7841.4276,2248970.0
2018-03-20,23.18,7821.183,3244214.0
2018-03-21,23.29,7858.2982,3172189.0
2018-03-22,23.39,7892.0392,5266935.0
2018-03-23,23.06,7780.6937,3828971.0
2018-03-26,23.39,7892.0392,3653434.0
2018-03-27,23.79,8027.0036,6568194.0
2018-03-28,23.72,8003.3848,3655423.0
2018-03-29,23.91,8067.4929,2800761.0
2018-04-02,23.85,8047.2482,3460681.0
2018-04-03,24.02,8104.6081,2808684.0
2018-04-04,24.19,8161.9679,5150604.0
2018-04-05,24.43,8242.9465,3648256.0
2018-04-06,24.25,8186.0001,5764278.0
2018-04-09,24.15,8152.2434,3818480.0
2018-04-10,24.11,8138.7407,4198573.0
2018-04-11,23.98,8094.857,3608322.0
2018-04-12,23.52,7939.5762,2120062.0
2018-04-13,23.55,7949.7032,2739439.0
2018-04-16,23.89,8064.476,2436000.0
2018-04-17,24.14,8148.8677,1321154.0
2018-04-18,23.95,8084.73,2504054.0
2018-04-19,24.0,8101.6084,2962591.0
2018-04-20,23.75,8017.2166,3177688.0
2018-04-23,23.87,8057.7246,1837994.0
2018-04-24,23.93,8077.9787,3261839.0
2018-04-25,23.91,8071.2273,2172810.0
2018-04-26,24.28,8196.1271,2361479.0
2018-04-27,24.51,8273.7675,2565732.0
2018-04-30,24.39,8233.2595,2150618.0
2018-05-01,24.52,8277.1432,3922577.0
2018-05-02,25.38,8571.775,7217420.0
2018-05-03,25.57,8635.9451,4622153.0
2018-05-04,25.41,8581.9071,2840496.0
2018-05-07,25.48,8605.5487,3289072.0
2018-05-08,25.1,8477.2085,3650016.0
2018-05-09,24.65,8325.2267,3009008.0
2018-05-10,24.91,8413.0384,2152049.0
2018-05-11,24.93,8419.7932,2161718.0
2018-05-14,24.85,8392.7742,2270373.0
2018-05-15,24.69,8338.7362,2622596.0
2018-05-16,24.4,8240.7924,3740159.0
2018-05-17,24.36,8227.2829,3053738.0
2018-05-18,24.43,8250.9245,3273452.0
2018-05-21,24.4,8240.7924,2141054.0
2018-05-22,24.4,8851.3209,2229256.0
2018-05-23,24.67,8949.2659,2300180.0
2018-05-24,24.85,9014.5625,1962482.0
2018-05-25,25.1,9105.2523,2592192.0
2018-05-29,25.07,9094.3695,2625299.0
2018-05-30,25.31,9181.4317,2464913.0
2018-05-31,25.3,9177.8041,2408540.0
2018-06-01,24.74,8974.659,2873514.0
2018-06-04,24.49,8883.9692,3544144.0
2018-06-05,24.25,8796.9071,2787690.0
2018-06-06,23.54,8539.3481,2984664.0
2018-06-07,23.56,8546.6033,3157725.0
2018-06-08,23.52,8532.093,2628775.0
2018-06-11,23.27,8441.4032,1958514.0
2018-06-12,23.73,8608.2724,2510671.0
2018-06-13,23.8,8633.6655,3398204.0
2018-06-14,23.99,8702.5897,2632252.0
2018-06-15,24.26,8800.5347,4875041.0
2018-06-18,24.39,8847.6933,2101357.0
2018-06-19,24.67,8949.2659,2272745.0
2018-06-20,24.8,8996.4245,1593002.0
2018-06-21,24.78,8989.1694,2853825.0
2018-06-22,25.06,9090.7419,2958185.0
2018-06-25,25.67,9312.0249,2991058.0
2018-06-26,25.57,9275.749,2382337.0
2018-06-27,25.83,9370.0664,1645563.0
2018-06-28,26.12,9475.2665,4218641.0
2018-06-29,26.28,9533.3079,4245115.0
2018-07-02,26.52,9620.3701,4150086.0
2018-07-03,26.73,9696.5495,1450197.0
2018-07-05,26.8,9721.9426,4200469.0
2018-07-06,26.88,9750.9634,2351323.0
2018-07-09,26.06,9453.5009,3372206.0
2018-07-10,26.24,9518.7976,3181818.0
2018-07-11,26.38,9569.5838,1898533.0
2018-07-12,26.3,9540.5631,2238963.0
2018-07-13,26.3,9540.5631,1679898.0
2018-07-16,26.26,9526.0528,1404805.0
2018-07-17,26.12,9475.2665,2075414.0
2018-07-18,25.9,9395.4595,2323331.0
2018-07-19,26.15,9486.1493,2410413.0
2018-07-20,25.95,9413.5975,2724472.0
2018-07-23,25.74,9337.418,2356548.0
2018-07-24,25.79,9355.556,3561632.0
2018-07-25,25.79,9355.556,1823995.0
2018-07-26,26.12,9475.2665,1844509.0
2018-07-27,26.17,9493.4044,2212710.0
2018-07-30,25.72,9330.1629,3356754.0
2018-07-31,26.18,9497.032,3114703.0
2018-08-01,25.9,9402.6501,3274783.0
2018-08-02,26.29,9544.2344,3762320.0
2018-08-03,26.59,9653.1455,2646573.0
2018-08-06,26.79,9725.7528,3528544.0
2018-08-07,26.54,9634.9936,1778788.0
2018-08-08,26.47,9609.5811,1826902.0
2018-08-09,26.51,9624.1025,1693740.0
2018-08-10,26.61,9660.4062,2979329.0
2018-08-13,26.83,9740.2743,3024467.0
2018-08-14,26.96,9787.469,2679483.0
2018-08-15,27.19,9870.9675,3563454.0
2018-08-16,27.52,9990.7696,2062854.0
2018-08-17,27.6,10019.8125,2372670.0
2018-08-20,27.43,9958.0963,1987425.0
2018-08-21,27.17,9863.7067,1913431.0
2018-08-22,27.0,9801.9905,1346093.0
2018-08-23,27.04,9816.512,1412632.0
2018-08-24,27.06,9823.7727,1866849.0
2018-08-27,26.95,9783.8387,1867526.0
2018-08-28,26.95,9783.8387,1744162.0
2018-08-29,27.25,9892.7497,2388999.0
2018-08-30,27.15,9856.446,1669128.0
2018-08-31,27.07,9827.4031,2246218.0
2018-09-04,27.12,9845.5549,1884118.0
2018-09-05,27.54,9998.0303,1990752.0
2018-09-06,27.68,10048.8554,1135207.0
2018-09-07,27.35,9929.0533,1913711.0
2018-09-10,27.62,10027.0732,2423581.0
2018-09-11,27.73,10067.0073,1872361.0
2018-09-12,27.89,10125.0931,3913757.0
2018-09-13,28.08,10194.0701,1968419.0
2018-09-14,24.79,8999.6794,33151059.0
2018-09-17,25.73,9340.9339,15104460.0
2018-09-18,25.92,9409.9109,6549173.0
2018-09-19,25.54,9271.9569,6470425.0
2018-09-20,25.23,9159.4156,5165292.0
2018-09-21,25.55,9275.5873,11601945.0
2018-09-24,25.29,9181.1978,3352259.0
2018-09-25,24.89,9035.9831,2846936.0
2018-09-26,24.56,8916.181,2394777.0
