,NI US Equity,NI US Equity,NI US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-03-02,21.77,8530.7859,3950206.0
2021-03-03,21.57,8452.414,5396003.0
2021-03-04,21.5,8424.9838,5467114.0
2021-03-05,21.86,8566.0533,4956836.0
2021-03-08,22.04,8636.588,6788245.0
2021-03-09,22.03,8632.6694,5633382.0
2021-03-10,22.13,8671.8554,5152792.0
2021-03-11,22.2,8699.2856,3592239.0
2021-03-12,22.55,8836.4365,3924151.0
2021-03-15,23.03,9024.5291,4065112.0
2021-03-16,23.45,9189.1102,5562309.0
2021-03-17,23.45,9189.1102,8248581.0
2021-03-18,23.57,9236.1334,6476564.0
2021-03-19,23.69,9283.1566,10310959.0
2021-03-22,23.42,9177.3544,4649750.0
2021-03-23,23.52,9216.5404,5810708.0
2021-03-24,23.88,9357.6099,6746626.0
2021-03-25,24.36,9545.7026,3945067.0
2021-03-26,23.8,9326.2611,4625538.0
2021-03-29,24.15,9463.412,3437820.0
2021-03-30,23.99,9400.7145,2282577.0
2021-03-31,24.11,9447.7376,2941568.0
2021-04-01,24.07,9432.0632,2022365.0
2021-04-05,24.43,9573.1327,2421873.0
2021-04-06,24.52,9608.4001,2042981.0
2021-04-07,24.63,9651.5047,2015820.0
2021-04-08,24.65,9659.3419,3381271.0
2021-04-09,24.71,9682.8535,2135240.0
2021-04-12,24.75,9698.5278,1922640.0
2021-04-13,24.51,9604.4815,16849902.0
2021-04-14,25.26,9898.3763,14761340.0
2021-04-15,25.58,10023.7714,4182031.0
2021-04-16,25.62,10039.4458,3938005.0
2021-04-19,25.74,10093.4228,3587389.0
2021-04-20,26.18,10265.9599,4203770.0
2021-04-21,26.03,10207.1404,5606681.0
2021-04-22,25.9,10156.1635,3253359.0
2021-04-23,25.72,10085.5802,3216837.0
2021-04-26,25.67,10065.9737,2779060.0
2021-04-27,25.56,10022.8394,3974296.0
2021-04-28,25.61,10042.4459,4469716.0
2021-04-29,25.76,10101.2653,6294645.0
2021-04-30,26.02,10203.2191,5759951.0
2021-05-03,25.9,10156.1635,3916834.0
2021-05-04,25.94,10171.8487,5108652.0
2021-05-05,25.78,10111.3554,4453939.0
2021-05-06,25.76,10103.5111,3907477.0
2021-05-07,25.98,10189.7989,3537264.0
2021-05-10,26.47,10381.9852,4859216.0
2021-05-11,25.81,10123.122,4929400.0
2021-05-12,25.4,9962.313,2221703.0
2021-05-13,25.76,10103.5111,2647037.0
2021-05-14,25.75,10099.5889,2205329.0
2021-05-17,25.45,9981.9238,3678658.0
2021-05-18,25.25,9903.4804,2527667.0
2021-05-19,25.18,9876.0252,3579741.0
2021-05-20,25.32,9930.9356,3108368.0
2021-05-21,25.42,9970.1573,2522503.0
2021-05-24,25.56,10025.0677,3622736.0
2021-05-25,25.33,9934.8578,3121222.0
2021-05-26,25.46,9985.846,3109003.0
2021-05-27,25.51,10005.4568,4494732.0
2021-05-28,25.5,10001.5347,3960172.0
2021-06-01,25.43,9974.0795,2582246.0
2021-06-02,25.55,10021.1455,4964439.0
2021-06-03,25.48,9993.6903,4438221.0
2021-06-04,25.49,9997.6125,2943953.0
2021-06-07,25.51,10005.4568,2379109.0
2021-06-08,25.42,9970.1573,2929177.0
2021-06-09,25.62,10048.6007,2430421.0
2021-06-10,25.75,10099.5889,2961289.0
2021-06-11,26.01,10201.5654,7275171.0
2021-06-14,26.03,10209.4097,3274948.0
2021-06-15,26.16,10260.3979,6423226.0
2021-06-16,25.81,10123.122,2485500.0
2021-06-17,25.88,10150.5772,2640354.0
2021-06-18,25.02,9813.2705,5017293.0
2021-06-21,25.39,9958.3908,4547969.0
2021-06-22,25.15,9864.2587,2903227.0
2021-06-23,24.86,9750.5158,2848081.0
2021-06-24,24.84,9742.6714,2687596.0
2021-06-25,25.1,9844.6479,4057598.0
2021-06-28,25.16,9868.1809,1890543.0
2021-06-29,24.64,9664.228,2556751.0
2021-06-30,24.5,9609.3176,3683444.0
2021-07-01,24.8,9726.9827,3129863.0
2021-07-02,24.83,9738.7493,2097071.0
2021-07-06,24.87,9754.4379,2583008.0
2021-07-07,25.03,9817.1927,2359066.0
2021-07-08,24.95,9785.8153,3150177.0
2021-07-09,25.14,9860.3365,2711591.0
2021-07-12,25.24,9899.5582,1945630.0
2021-07-13,24.97,9793.6596,2391360.0
2021-07-14,25.18,9876.0252,1979091.0
2021-07-15,25.56,10025.0677,3191488.0
2021-07-16,25.75,10099.5889,3135594.0
2021-07-19,24.96,9789.7375,3461653.0
2021-07-20,25.17,9872.103,4098941.0
2021-07-21,24.79,9723.0606,2303285.0
2021-07-22,24.88,9758.3601,2649609.0
2021-07-23,25.21,9887.7917,2402641.0
2021-07-26,25.24,9899.5582,2560909.0
2021-07-27,25.6,10040.7564,2528559.0
2021-07-28,25.5,10001.5347,2098276.0
2021-07-29,25.2,9883.8696,2123667.0
2021-07-30,24.77,9715.2162,10273862.0
2021-08-02,25.13,9856.4144,3218202.0
2021-08-03,25.31,9927.0134,2861254.0
2021-08-04,25.25,9908.3621,2709117.0
2021-08-05,25.44,9982.9201,1979840.0
2021-08-06,25.4,9967.2237,1570046.0
2021-08-09,25.24,9904.438,1870495.0
2021-08-10,25.07,9837.7283,2406789.0
2021-08-11,25.36,9951.5273,2277926.0
2021-08-12,25.29,9924.0585,1719604.0
2021-08-13,25.47,9994.6924,1301189.0
2021-08-16,25.64,10061.4022,2319970.0
2021-08-17,25.69,10081.0227,3190192.0
2021-08-18,25.47,9994.6924,2999474.0
2021-08-19,25.5,10006.4647,4638539.0
2021-08-20,25.71,10088.8709,2212888.0
2021-08-23,25.34,9943.6791,2526632.0
2021-08-24,25.18,9880.8934,3779073.0
2021-08-25,25.03,9822.0318,2960244.0
2021-08-26,24.77,9720.0051,4043437.0
2021-08-27,24.82,9739.6257,2510522.0
2021-08-30,24.76,9716.081,2734193.0
2021-08-31,24.65,9672.9159,4701223.0
2021-09-01,25.21,9892.6657,3221264.0
2021-09-02,25.38,9959.3755,2320430.0
2021-09-03,25.06,9833.8041,2177718.0
2021-09-07,24.72,9700.3846,3552337.0
2021-09-08,25.1,9849.5006,2686655.0
2021-09-09,25.04,9825.9559,3525337.0
2021-09-10,24.61,9657.2195,3289073.0
2021-09-13,24.71,9696.4605,3986130.0
2021-09-14,24.31,9539.4964,3594013.0
2021-09-15,24.19,9492.4071,4414977.0
2021-09-16,24.05,9437.4697,3151619.0
2021-09-17,24.03,9429.6215,6367530.0
2021-09-20,23.93,9390.3804,3180559.0
2021-09-21,24.0,9417.8491,3588633.0
2021-09-22,24.13,9468.8625,3760264.0
2021-09-23,23.91,9382.5322,3088392.0
2021-09-24,24.01,9421.7732,3415832.0
2021-09-27,23.88,9370.7599,4850866.0
2021-09-28,23.84,9355.0635,4064603.0
2021-09-29,24.23,9508.1035,3378391.0
2021-09-30,24.23,9508.1035,4207319.0
2021-10-01,24.3,9535.5723,4756959.0
2021-10-04,24.59,9649.3713,5050738.0
2021-10-05,24.39,9570.8892,4760494.0
2021-10-06,24.65,9672.9159,3324986.0
2021-10-07,24.56,9637.599,3426587.0
2021-10-08,24.43,9586.5856,2681689.0
2021-10-11,24.34,9551.2687,2184107.0
2021-10-12,24.36,9559.1169,3914797.0
2021-10-13,24.69,9688.6123,4792254.0
2021-10-14,24.9,9771.0185,4533320.0
2021-10-15,24.88,9763.1703,2991598.0
2021-10-18,24.51,9617.9784,3059519.0
2021-10-19,24.64,9668.9918,2061287.0
2021-10-20,24.91,9774.9426,2975960.0
2021-10-21,24.9,9771.0185,3952726.0
2021-10-22,25.05,9829.88,3150033.0
2021-10-25,24.97,9798.4872,2233648.0
2021-10-26,24.96,9794.5631,3200316.0
2021-10-27,24.84,9747.4739,2930970.0
2021-10-28,24.68,9684.6882,3112252.0
2021-10-29,24.67,9680.7641,3494350.0
2021-11-01,24.83,9743.5498,3017515.0
2021-11-02,24.74,9708.2328,4268628.0
2021-11-03,25.29,9931.5013,6673184.0
2021-11-04,25.07,9845.1063,5797300.0
2021-11-05,25.31,9939.3554,4811804.0
2021-11-08,25.07,9845.1063,3434466.0
2021-11-09,25.03,9829.3981,6084506.0
2021-11-10,25.31,9939.3554,3497460.0
2021-11-11,25.09,9852.9604,2748964.0
2021-11-12,25.08,9849.0333,4483708.0
2021-11-15,25.54,10029.6775,3636093.0
2021-11-16,25.28,9927.5743,2327259.0
2021-11-17,25.29,9931.5013,4132688.0
2021-11-18,25.12,9864.7415,2403974.0
2021-11-19,25.22,9904.012,10134405.0
2021-11-22,25.47,10002.1882,5689657.0
2021-11-23,25.54,10029.6775,2697158.0
2021-11-24,25.47,10002.1882,2289114.0
2021-11-26,24.99,9813.6899,1713158.0
2021-11-29,25.25,9915.7931,4959502.0
2021-11-30,24.51,9625.1917,6013779.0
2021-12-01,24.4,9581.9942,5812573.0
2021-12-02,24.82,9746.9301,5562633.0
2021-12-03,25.1,9856.8874,4730044.0
2021-12-06,25.68,10084.6562,3604521.0
2021-12-07,25.83,10143.5619,4674261.0
2021-12-08,25.81,10135.7078,5971837.0
2021-12-09,25.85,10151.416,4060283.0
2021-12-10,25.93,10182.8323,3904219.0
2021-12-13,26.27,10316.3519,3354812.0
2021-12-14,26.21,10292.7896,4437984.0
2021-12-15,26.6,10445.9445,3728247.0
2021-12-16,26.91,10567.6829,5271697.0
2021-12-17,26.88,10555.9018,7150572.0
2021-12-20,27.03,10614.8075,4300424.0
2021-12-21,26.82,10532.3395,3642850.0
2021-12-22,26.92,10571.61,1871419.0
2021-12-23,26.87,10551.9747,2113195.0
2021-12-27,27.07,10630.5157,3176567.0
2021-12-28,27.36,10744.4,1666646.0
2021-12-29,27.7,10877.9196,3222044.0
2021-12-30,27.55,10819.0139,2503755.0
2021-12-31,27.61,10842.5762,2686688.0
2022-01-03,27.52,10807.2328,2972268.0
2022-01-04,27.62,10846.5032,3840368.0
2022-01-05,27.77,10905.4089,3742699.0
2022-01-06,27.65,10858.2844,2562224.0
2022-01-07,27.87,10944.6794,3838122.0
2022-01-10,27.77,10905.4089,6248820.0
2022-01-11,27.81,10921.1171,5969616.0
2022-01-12,27.95,10976.0958,4115099.0
2022-01-13,28.33,11125.3236,5476445.0
2022-01-14,28.33,11125.3236,5641939.0
2022-01-18,28.16,11058.5638,4624373.0
2022-01-19,27.94,10972.1687,5016098.0
2022-01-20,27.84,10932.8983,4786441.0
2022-01-21,27.53,10811.1598,5027012.0
2022-01-24,27.04,10618.7345,9006650.0
2022-01-25,27.14,10658.005,8125069.0
2022-01-26,27.33,10732.6189,5749844.0
2022-01-27,27.97,10983.9499,7021207.0
2022-01-28,29.27,11494.466,16433666.0
2022-01-31,29.18,11459.1225,13156324.0
2022-02-01,28.83,11321.6759,7493782.0
2022-02-02,29.6,11624.0585,8064468.0
2022-02-03,29.74,11679.0372,9597344.0
2022-02-04,29.35,11525.8823,7231090.0
2022-02-07,28.79,11305.9677,5789295.0
2022-02-08,28.9,11349.1652,4470677.0
2022-02-09,29.02,11396.2898,4381540.0
2022-02-10,28.5,11192.0834,4793377.0
2022-02-11,28.76,11294.1866,5717886.0
2022-02-14,28.41,11156.7399,4439305.0
2022-02-15,28.26,11097.8342,4413508.0
2022-02-16,28.4,11152.8129,4802322.0
2022-02-17,28.57,11219.5727,3773310.0
2022-02-18,28.45,11172.4481,5024728.0
2022-02-22,28.36,11137.1047,5228190.0
2022-02-23,28.21,11435.9111,7648698.0
2022-02-24,28.33,11484.5573,9223155.0
2022-02-25,28.98,11748.0576,5719945.0
2022-02-28,28.93,11727.7883,5890551.0
2022-03-01,28.65,11614.2805,6395036.0
2022-03-02,29.19,11833.1884,5793620.0
2022-03-03,29.67,12027.7732,6779926.0
2022-03-04,30.48,12356.1351,4230643.0
2022-03-07,30.11,12206.1427,3602366.0
2022-03-08,29.61,12003.4501,5677870.0
2022-03-09,29.65,12019.6655,4063092.0
2022-03-10,29.92,12129.1195,4482655.0
2022-03-11,29.79,12076.4194,3941710.0
2022-03-14,29.61,12003.4501,3270059.0
2022-03-15,29.85,12100.7425,3237185.0
2022-03-16,30.09,12198.035,3921941.0
2022-03-17,30.14,12218.3042,3782316.0
2022-03-18,30.09,12198.035,8149359.0
2022-03-21,30.36,12307.4889,3384762.0
2022-03-22,30.22,12250.735,4033878.0
2022-03-23,30.25,12262.8966,4059144.0
2022-03-24,30.54,12380.4582,2892045.0
2022-03-25,31.14,12623.6892,3925960.0
2022-03-28,31.05,12587.2046,4595582.0
2022-03-29,31.43,12741.2509,2836043.0
2022-03-30,31.61,12814.2202,2541826.0
2022-03-31,31.8,12891.2433,3599775.0
2022-04-01,32.08,13004.7511,3716546.0
2022-04-04,31.72,12858.8125,4721159.0
2022-04-05,31.86,12915.5664,3551611.0
2022-04-06,32.46,13158.7974,4529556.0
2022-04-07,32.11,13016.9127,4588730.0
2022-04-08,32.05,12992.5896,3057233.0
2022-04-11,31.89,12927.728,2962926.0
2022-04-12,32.11,13016.9127,4134113.0
2022-04-13,31.68,12842.5971,3207016.0
2022-04-14,31.75,12870.9741,3756546.0
2022-04-18,31.74,12866.9202,4006115.0
2022-04-19,31.77,12890.1821,3379475.0
2022-04-20,32.1,13024.0745,4920363.0
2022-04-21,31.39,12736.0031,7613251.0
2022-04-22,30.87,12525.0212,4329532.0
2022-04-25,30.58,12407.3582,6174278.0
2022-04-26,30.2,12253.1791,4320498.0
2022-04-27,30.11,12216.663,5370111.0
2022-04-28,30.06,12196.3763,5422859.0
2022-04-29,29.12,11814.986,6169950.0
2022-05-02,28.73,11656.7495,6427325.0
2022-05-03,28.96,11750.0685,7759624.0
2022-05-04,29.67,12040.03,6482091.0
2022-05-05,29.31,11893.9426,4686051.0
2022-05-06,29.49,11966.9863,6726757.0
2022-05-09,29.44,11946.6964,6386862.0
2022-05-10,29.32,11898.0006,5875612.0
2022-05-11,29.67,12040.03,4772419.0
2022-05-12,29.61,12015.6821,4588881.0
2022-05-13,30.32,12303.7987,4029309.0
2022-05-16,30.43,12348.4365,3198044.0
2022-05-17,30.75,12478.2919,5350321.0
2022-05-18,30.56,12401.1903,4586726.0
2022-05-19,30.31,12299.7407,4617134.0
2022-05-20,30.28,12287.5668,5197635.0
2022-05-23,30.75,12478.2919,5239614.0
2022-05-24,31.24,12677.133,4684639.0
2022-05-25,31.44,12758.2926,2745189.0
2022-05-26,31.54,12798.8724,2385656.0
2022-05-27,31.76,12888.148,3507806.0
2022-05-31,31.45,12762.3506,3596260.0
2022-06-01,31.34,12717.7128,2907243.0
2022-06-02,31.41,12746.1187,1840417.0
2022-06-03,31.42,12750.1766,2176540.0
2022-06-06,31.76,12888.148,3560252.0
2022-06-07,31.77,12892.206,2633886.0
2022-06-08,31.03,12591.9154,4519131.0
2022-06-09,30.23,12267.2769,2431493.0
2022-06-10,30.05,12194.2332,3257409.0
2022-06-13,28.54,11581.4781,7239402.0
2022-06-14,27.6,11200.0279,6890208.0
2022-06-15,27.72,11248.7236,5268251.0
2022-06-16,27.17,11025.5347,4397912.0
2022-06-17,26.66,10818.5776,8691880.0
2022-06-21,26.98,10948.433,6847951.0
2022-06-22,27.39,11114.8103,3737466.0
2022-06-23,27.81,11285.2455,3542866.0
2022-06-24,28.62,11613.9419,5318453.0
2022-06-27,29.16,11833.0729,5465695.0
2022-06-28,29.35,11910.1746,3798990.0
2022-06-29,29.46,11954.8124,3362888.0
2022-06-30,29.49,11966.9863,3913457.0
2022-07-01,30.05,12194.2332,4079197.0
2022-07-05,28.55,11585.5361,4769273.0
2022-07-06,29.07,11796.5511,3135827.0
2022-07-07,28.5,11565.2462,5754940.0
2022-07-08,28.47,11553.0722,4666284.0
2022-07-11,28.8,11686.9856,2532815.0
2022-07-12,28.68,11638.2898,2643682.0
2022-07-13,28.61,11609.884,2505113.0
2022-07-14,28.71,11650.4638,4172818.0
2022-07-15,28.78,11678.8696,3497468.0
2022-07-18,28.39,11520.6084,6041016.0
2022-07-19,28.5,11565.2462,4079222.0
2022-07-20,28.29,11480.0286,5085978.0
2022-07-21,28.09,11398.8689,4391028.0
2022-07-22,28.44,11540.8983,3959358.0
2022-07-25,29.03,11780.3192,4331539.0
2022-07-26,29.2,11849.3048,3752171.0
2022-07-27,29.31,11893.9426,3618083.0
2022-07-28,29.93,12145.5375,2637564.0
2022-07-29,30.4,12336.2626,8404538.0
2022-08-01,30.34,12311.9147,3536049.0
2022-08-02,30.1,12214.5231,5415025.0
2022-08-03,30.27,12288.1973,4397927.0
2022-08-04,29.85,12117.697,4727132.0
2022-08-05,29.47,11963.4349,3041096.0
2022-08-08,29.9,12137.9947,4670215.0
2022-08-09,30.34,12316.614,3103768.0
2022-08-10,30.43,12353.1498,3042009.0
2022-08-11,30.42,12349.0902,3838103.0
2022-08-12,31.14,12641.3764,2600580.0
2022-08-15,31.36,12730.686,2188920.0
2022-08-16,31.58,12819.9957,2841301.0
2022-08-17,31.69,12864.6505,2882263.0
2022-08-18,31.71,12872.7696,2479507.0
2022-08-19,31.54,12803.7576,2458549.0
2022-08-22,31.21,12669.7931,2222369.0
2022-08-23,30.77,12491.1738,1975342.0
2022-08-24,30.94,12560.1858,1919165.0
2022-08-25,30.73,12474.9357,3130115.0
2022-08-26,30.18,12251.6615,4565737.0
2022-08-29,30.34,12316.614,3256668.0
2022-08-30,29.74,12073.0422,2921551.0
2022-08-31,29.51,11979.673,2189965.0
2022-09-01,29.73,12068.9827,2433661.0
2022-09-02,29.55,11995.9111,2171836.0
2022-09-06,29.52,11983.7325,2658577.0
2022-09-07,30.44,12357.2093,2165352.0
2022-09-08,30.24,12276.0187,2358434.0
2022-09-09,30.46,12365.3283,2338452.0
2022-09-12,30.58,12414.0427,2979243.0
2022-09-13,29.73,12068.9827,2393958.0
2022-09-14,29.86,12121.7566,2766847.0
2022-09-15,28.96,11756.3989,6340628.0
2022-09-16,28.83,11703.625,5489599.0
2022-09-19,29.29,11890.3633,3543640.0
2022-09-20,28.86,11715.8036,2585840.0
2022-09-21,28.41,11533.1247,3278062.0
2022-09-22,28.62,11618.3748,3528336.0
2022-09-23,28.04,11382.9221,3089242.0
2022-09-26,27.37,11110.9336,5408855.0
2022-09-27,26.86,10903.8976,4167650.0
2022-09-28,27.22,11050.0406,6595217.0
2022-09-29,25.97,10542.5994,4764262.0
2022-09-30,25.19,10225.956,4781982.0
2022-10-03,26.01,10558.8375,7976805.0
2022-10-04,26.9,10920.1357,5288260.0
2022-10-05,26.16,10619.7305,4350405.0
2022-10-06,25.1,10189.4203,4007520.0
2022-10-07,24.51,9949.908,2711142.0
2022-10-10,24.52,9953.9675,2944419.0
2022-10-11,24.87,10096.0511,5663327.0
2022-10-12,24.19,9820.003,4083307.0
2022-10-13,25.24,10246.2537,7062018.0
2022-10-14,24.49,9941.7889,5675674.0
2022-10-17,24.89,10104.1701,6351133.0
2022-10-18,25.27,10258.4323,4795268.0
2022-10-19,24.88,10100.1106,6125088.0
2022-10-20,24.15,9803.7649,6303178.0
2022-10-21,24.49,9941.7889,6783070.0
2022-10-24,24.67,10014.8605,3047958.0
2022-10-25,25.13,10201.5989,5149585.0
2022-10-26,25.17,10217.837,5953654.0
2022-10-27,25.37,10299.0276,4798236.0
2022-10-28,25.89,10510.1231,5972372.0
2022-10-31,25.69,10428.9325,7803104.0
2022-11-01,25.83,10485.766,5704344.0
2022-11-02,25.62,10400.5158,5698133.0
2022-11-03,25.66,10416.754,3754947.0
2022-11-04,25.89,10510.1231,5975682.0
2022-11-07,24.37,9897.4939,9661507.0
2022-11-08,24.93,10124.9291,8816449.0
2022-11-09,24.89,10108.6838,7767313.0
2022-11-10,26.09,10596.045,4966264.0
2022-11-11,25.81,10482.3274,4527392.0
2022-11-14,25.76,10462.0206,5185108.0
2022-11-15,25.68,10429.5299,4736598.0
2022-11-16,26.0,10559.4929,4103189.0
2022-11-17,25.56,10380.7938,5516398.0
2022-11-18,26.32,10689.4559,3519109.0
2022-11-21,26.55,10782.8668,4256339.0
2022-11-22,26.8,10884.4004,3297601.0
2022-11-23,27.18,11038.7314,3554965.0
2022-11-25,27.29,11083.4062,923800.0
2022-11-28,27.22,11054.9768,5751792.0
2022-11-29,27.23,11059.0381,6266747.0
2022-11-30,27.94,11347.3935,6166744.0
2022-12-01,27.75,11270.228,6617915.0
2022-12-02,27.57,11197.1238,4353548.0
2022-12-05,27.51,11172.7557,3504204.0
2022-12-06,27.84,11306.7801,3290235.0
2022-12-07,27.67,11237.7372,5748756.0
2022-12-08,27.77,11278.3507,4607834.0
2022-12-09,27.39,11124.0196,4220802.0
2022-12-12,28.08,11404.2523,4715291.0
2022-12-13,27.93,11343.3322,4109935.0
2022-12-14,27.82,11298.6574,3473756.0
2022-12-15,27.44,11144.3263,4250475.0
2022-12-16,27.19,11042.7928,6488306.0
2022-12-19,27.05,10985.934,3204728.0
2022-12-20,27.07,10994.0566,4109625.0
2022-12-21,27.55,11189.0011,2790226.0
2022-12-22,27.42,11136.2037,2005542.0
2022-12-23,27.71,11253.9826,1588436.0
2022-12-27,27.8,11290.5347,1994863.0
2022-12-28,27.55,11189.0011,1944056.0
2022-12-29,27.84,11306.7801,1431577.0
2022-12-30,27.42,11136.2037,2526860.0
2023-01-03,27.44,11144.3263,2385515.0
2023-01-04,27.78,11282.412,2654991.0
2023-01-05,27.13,11018.4247,2678386.0
2023-01-06,27.61,11213.3692,3376382.0
2023-01-09,27.88,11323.0255,6113445.0
2023-01-10,27.56,11193.0625,5888622.0
2023-01-11,27.93,11343.3322,3715420.0
2023-01-12,27.9,11331.1481,3170188.0
2023-01-13,27.79,11286.4734,2977151.0
2023-01-17,27.62,11217.4305,3625509.0
2023-01-18,27.04,10981.8726,2558036.0
2023-01-19,26.83,10896.5844,2191329.0
2023-01-20,27.21,11050.9154,8867422.0
2023-01-23,27.09,11002.1793,4749913.0
2023-01-24,27.32,11095.5902,3562503.0
2023-01-25,27.58,11201.1852,4197463.0
2023-01-26,27.54,11184.9398,7287730.0
2023-01-27,27.52,11176.8171,2040344.0
2023-01-30,27.55,11189.0011,2884494.0
2023-01-31,27.75,11270.228,4564397.0
2023-02-01,27.86,11314.9028,3763356.0
2023-02-02,27.77,11278.3507,2949222.0
2023-02-03,27.31,11091.5289,3499135.0
2023-02-06,27.27,11075.2835,1876881.0
2023-02-07,27.23,11059.0381,3001435.0
2023-02-08,26.79,10880.339,1811040.0
2023-02-09,26.33,10693.5172,3353023.0
2023-02-10,26.88,10916.8911,2763042.0
2023-02-13,27.14,11022.486,3194635.0
2023-02-14,26.93,10937.1978,2086374.0
2023-02-15,27.0,10965.6272,4387081.0
2023-02-16,26.88,10916.8911,3271642.0
2023-02-17,27.14,11022.486,4027987.0
2023-02-21,26.95,10945.3205,4805886.0
2023-02-22,27.61,11389.3443,6279821.0
2023-02-23,27.9,11508.9716,6508729.0
2023-02-24,27.82,11475.971,4552550.0
2023-02-27,27.49,11339.8434,5610119.0
2023-02-28,27.43,11315.0929,6308145.0
2023-03-01,26.83,11067.5881,5771423.0
2023-03-02,27.27,11249.0916,3269569.0
2023-03-03,27.7,11426.47,4132712.0
2023-03-06,27.56,11368.7189,3366407.0
2023-03-07,27.31,11265.592,3017300.0
2023-03-08,27.7,11426.47,3666573.0
2023-03-09,27.38,11294.4675,3358765.0
2023-03-10,26.71,11018.0872,3850791.0
2023-03-13,27.33,11273.8421,4847088.0
2023-03-14,27.76,11451.2205,4810545.0
2023-03-15,27.85,11488.3462,5493628.0
2023-03-16,27.96,11533.7221,3723541.0
2023-03-17,27.47,11331.5932,7542600.0
2023-03-20,27.82,11475.971,3413403.0
2023-03-21,26.98,11129.4643,4211063.0
2023-03-22,26.37,10877.8345,3620631.0
2023-03-23,25.98,10716.9564,3592518.0
2023-03-24,26.75,11034.5875,2651366.0
2023-03-27,27.05,11158.3399,2945208.0
2023-03-28,27.22,11228.4662,2797343.0
2023-03-29,27.6,11385.2193,2681804.0
2023-03-30,27.84,11484.2212,2893539.0
2023-03-31,27.96,11533.7221,4280969.0
2023-04-03,27.76,11451.2205,3917312.0
2023-04-04,27.76,11451.2205,2604725.0
2023-04-05,28.69,11834.8529,2992308.0
2023-04-06,28.82,11888.4789,3067967.0
2023-04-10,28.69,11834.8529,2131780.0
2023-04-11,28.64,11814.2275,2094047.0
2023-04-12,28.66,11822.4777,3280496.0
2023-04-13,28.34,11690.4751,4210198.0
2023-04-14,27.85,11488.3462,2217043.0
2023-04-17,28.3,11673.9748,2494499.0
2023-04-18,28.19,11628.5989,5274319.0
2023-04-19,28.55,11777.1018,3325701.0
2023-04-20,28.59,11793.6021,3486308.0
2023-04-21,28.64,11814.2275,5092121.0
2023-04-24,28.53,11768.8516,3192472.0
2023-04-25,28.65,11818.3526,2858061.0
2023-04-26,28.29,11669.8497,4619656.0
2023-04-27,28.55,11777.1018,2940822.0
2023-04-28,28.46,11739.9761,3016150.0
2023-05-01,28.51,11760.6015,3592698.0
2023-05-02,27.91,11513.0967,4714418.0
2023-05-03,28.12,11615.3377,4425482.0
2023-05-04,28.37,11718.6035,4759657.0
2023-05-05,28.54,11788.8243,3462270.0
2023-05-08,28.45,11751.6486,3460340.0
2023-05-09,28.45,11751.6486,3047945.0
2023-05-10,28.89,11933.3964,3103245.0
2023-05-11,28.16,11631.8602,4283697.0
2023-05-12,28.49,11768.1711,4563828.0
2023-05-15,28.04,11582.2927,2473692.0
2023-05-16,27.54,11375.7611,4459955.0
2023-05-17,27.43,11330.3241,3666543.0
2023-05-18,27.36,11301.4097,3551200.0
2023-05-19,27.36,11301.4097,5145138.0
2023-05-22,27.39,11313.8016,7264756.0
2023-05-23,27.36,11301.4097,5623639.0
2023-05-24,27.25,11255.9727,4372251.0
2023-05-25,27.01,11156.8375,4057499.0
2023-05-26,26.85,11090.7474,2923934.0
2023-05-30,26.6,10987.4816,3406675.0
2023-05-31,26.89,11107.27,5231930.0
2023-06-01,26.67,11016.3961,6363632.0
2023-06-02,26.76,11053.5717,5885240.0
2023-06-05,26.77,11057.7024,4297684.0
2023-06-06,26.96,11136.1844,4737564.0
2023-06-07,27.4,11317.9322,4659413.0
2023-06-08,27.33,11289.0178,2924204.0
2023-06-09,27.09,11189.8826,2975569.0
2023-06-12,27.12,11202.2745,2938496.0
2023-06-13,27.05,11173.3601,3079460.0
2023-06-14,27.16,11218.797,2986502.0
2023-06-15,27.34,11293.1484,3046562.0
2023-06-16,27.38,11309.6709,5456238.0
2023-06-20,27.22,11243.5808,6087987.0
2023-06-21,27.5,11359.2385,4091885.0
2023-06-22,27.15,11214.6664,2173903.0
2023-06-23,26.72,11037.0492,3303547.0
2023-06-26,27.25,11255.9727,3694951.0
2023-06-27,27.44,11334.4547,2969028.0
2023-06-28,27.13,11206.4051,3615662.0
2023-06-29,27.17,11222.9277,3593040.0
2023-06-30,27.35,11297.279,3740915.0
2023-07-03,27.42,11326.1935,1472293.0
2023-07-05,27.88,11516.2025,4780121.0
2023-07-06,27.73,11454.2431,3417746.0
2023-07-07,27.52,11367.4998,5406729.0
2023-07-10,27.21,11239.4502,3227058.0
2023-07-11,27.56,11384.0223,2012199.0
2023-07-12,28.07,11594.6846,2707820.0
2023-07-13,28.16,11631.8602,3336543.0
2023-07-14,27.94,11540.9863,4771820.0
2023-07-17,27.47,11346.8466,5060198.0
2023-07-18,27.29,11272.4952,3576653.0
2023-07-19,27.7,11441.8512,4262712.0
2023-07-20,28.02,11574.0314,6020269.0
2023-07-21,28.08,11598.8152,6760833.0
2023-07-24,28.05,11586.4233,4731959.0
2023-07-25,28.12,11615.3377,2960295.0
2023-07-26,28.43,11743.3873,5014200.0
2023-07-27,27.98,11557.5089,3939490.0
2023-07-28,27.75,11462.5043,4105461.0
2023-07-31,27.84,11499.68,5821190.0
2023-08-01,27.48,11350.9773,5048698.0
