,AMD US Equity,AMD US Equity,AMD US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2019-06-19,30.5,32988.8221,63233939.0
2019-06-20,30.01,32458.8377,72418162.0
2019-06-21,29.1,31474.581,81861322.0
2019-06-24,29.26,31647.6372,55724826.0
2019-06-25,28.86,31214.9969,53680887.0
2019-06-26,29.92,32361.4936,65064199.0
2019-06-27,30.74,33248.4062,55623309.0
2019-06-28,30.37,32848.214,50090925.0
2019-07-01,31.2,33745.9426,60557980.0
2019-07-02,31.24,33789.2066,37721679.0
2019-07-03,31.19,33735.1266,23462004.0
2019-07-05,31.5,34070.4228,34011867.0
2019-07-08,32.04,34654.4872,49689399.0
2019-07-09,33.15,35855.064,61419773.0
2019-07-10,33.79,36547.2884,60388439.0
2019-07-11,33.06,35757.7199,63081800.0
2019-07-12,33.21,35919.96,51509682.0
2019-07-15,34.39,37196.2489,65565248.0
2019-07-16,33.85,36612.1845,66912699.0
2019-07-17,33.6,36341.7843,42557903.0
2019-07-18,33.0,35692.8239,58610857.0
2019-07-19,32.51,35162.8395,44617702.0
2019-07-22,32.85,35530.5838,37777312.0
2019-07-23,33.49,36222.8082,38532460.0
2019-07-24,34.11,36893.4007,41952256.0
2019-07-25,33.67,36417.4963,36705616.0
2019-07-26,34.02,36796.0566,43502776.0
2019-07-29,33.48,36211.9922,45921978.0
2019-07-30,33.87,36633.8165,72198880.0
2019-07-31,30.45,32934.742,119190001.0
2019-08-01,29.86,32414.4143,80878890.0
2019-08-02,29.44,31958.4848,60410852.0
2019-08-05,27.99,30384.4426,74333240.0
2019-08-06,28.86,31328.8679,60578444.0
2019-08-07,29.19,31687.0982,58577543.0
2019-08-08,33.92,36821.7325,167278810.0
2019-08-09,34.19,37114.83,132483947.0
2019-08-12,32.43,35204.2684,106936040.0
2019-08-13,32.11,34856.8936,102579321.0
2019-08-14,30.24,32826.9219,127521456.0
2019-08-15,29.67,32208.1605,72606817.0
2019-08-16,31.18,33847.3355,71588978.0
2019-08-19,31.48,34172.9994,67781613.0
2019-08-20,30.72,33347.9841,48016381.0
2019-08-21,31.7,34411.8196,41635046.0
2019-08-22,31.9,34628.9289,47742174.0
2019-08-23,29.54,32067.0394,83931683.0
2019-08-26,30.28,32870.3438,50858859.0
2019-08-27,30.2,32783.5,53351711.0
2019-08-28,30.78,33413.1169,55896445.0
2019-08-29,31.45,34140.433,44485479.0
2019-08-30,31.45,34140.433,40347321.0
2019-09-03,30.9,33543.3825,38080254.0
2019-09-04,30.95,33597.6598,46709780.0
2019-09-05,31.5,34194.7103,57932080.0
2019-09-06,30.56,33174.2967,51672982.0
2019-09-09,30.5,33109.1639,54413163.0
2019-09-10,30.23,32816.0664,48604766.0
2019-09-11,29.76,32305.8596,50631683.0
2019-09-12,30.21,32794.3555,53618344.0
2019-09-13,30.69,33315.4178,47758753.0
2019-09-16,30.83,33467.3942,52248540.0
2019-09-17,30.99,33641.0817,35125750.0
2019-09-18,30.42,33022.3202,47277309.0
2019-09-19,30.29,32881.1992,41930831.0
2019-09-20,30.05,32620.6681,83555555.0
2019-09-23,30.64,33261.1404,45185837.0
2019-09-24,29.52,32045.3285,73220942.0
2019-09-25,29.54,32067.0394,58691579.0
2019-09-26,29.47,31991.0512,41182228.0
2019-09-27,28.72,31176.8914,54144672.0
2019-09-30,28.99,31469.9889,40332052.0
2019-10-01,28.76,31220.3133,37366072.0
2019-10-02,28.31,30731.8174,44048752.0
2019-10-03,28.68,31133.4696,56905408.0
2019-10-04,29.01,31491.6999,34609211.0
2019-10-07,28.93,31404.8562,39745268.0
2019-10-08,28.23,30644.9737,44432078.0
2019-10-09,28.46,30894.6494,36321583.0
2019-10-10,28.38,30807.8057,41171995.0
2019-10-11,29.75,32295.0042,66632445.0
2019-10-14,30.53,33141.7303,44818233.0
2019-10-15,30.72,33347.9841,42142385.0
2019-10-16,30.81,33445.6833,43064255.0
2019-10-17,31.14,33803.9136,37010205.0
2019-10-18,30.97,33619.3707,39711244.0
2019-10-21,32.03,34770.0499,52648067.0
2019-10-22,31.51,34205.5658,36860307.0
2019-10-23,31.36,34042.7338,26858110.0
2019-10-24,31.72,34433.5305,28448977.0
2019-10-25,32.71,35508.2214,45368837.0
2019-10-28,33.69,36572.0568,51223609.0
2019-10-29,33.03,35855.5962,78700076.0
2019-10-30,33.13,36894.48,78228769.0
2019-10-31,33.93,37785.382,67881623.0
2019-11-01,34.89,38854.4645,64238609.0
2019-11-04,36.29,40413.543,83343783.0
2019-11-05,36.15,40257.6351,84848638.0
2019-11-06,35.93,40012.6371,51675119.0
2019-11-07,36.28,40402.4067,54350178.0
2019-11-08,36.29,40413.543,39396230.0
2019-11-11,36.31,40435.8155,43572264.0
2019-11-12,36.71,40881.2666,58664523.0
2019-11-13,37.52,41783.3049,69178093.0
2019-11-14,38.35,42707.6157,65936947.0
2019-11-15,38.56,42941.4775,63020866.0
2019-11-18,39.88,44411.4658,66332767.0
2019-11-19,41.29,45981.6806,94600235.0
2019-11-20,40.98,45636.4561,79968318.0
2019-11-21,39.52,44010.5599,88069355.0
2019-11-22,39.15,43598.5177,56931883.0
2019-11-25,39.79,44311.2393,45879404.0
2019-11-26,38.99,43420.3373,43764146.0
2019-11-27,39.41,43888.0609,33733792.0
2019-11-29,39.15,43598.5177,17609932.0
2019-12-02,38.73,43130.7942,37942678.0
2019-12-03,38.9,43320.1108,52991201.0
2019-12-04,39.69,44199.8766,44372195.0
2019-12-05,39.62,44121.9227,35710943.0
2019-12-06,39.63,44133.0589,31150377.0
2019-12-09,38.93,43353.5197,28035391.0
2019-12-10,39.44,43921.4697,33863025.0
2019-12-11,39.47,43954.8785,31794689.0
2019-12-12,42.59,47429.3964,87398169.0
2019-12-13,41.15,45825.7728,79985411.0
2019-12-16,42.35,47162.1258,58890776.0
2019-12-17,42.77,47629.8494,44935574.0
2019-12-18,42.3,47106.4444,39182983.0
2019-12-19,42.83,47696.667,45950709.0
2019-12-20,44.15,49166.6554,68216726.0
2019-12-23,45.46,50625.5074,56065288.0
2019-12-24,46.54,51828.2252,44432192.0
2019-12-26,46.63,51928.4516,57712693.0
2019-12-27,46.18,51427.3192,36624234.0
2019-12-30,45.52,50692.3251,41235735.0
2019-12-31,45.86,51070.9584,31791204.0
2020-01-02,49.1,54679.1116,80764599.0
2020-01-03,48.6,54122.2979,73362157.0
2020-01-06,48.39,53888.4361,48176286.0
2020-01-07,48.25,53732.5282,59935556.0
2020-01-08,47.83,53264.8047,53868957.0
2020-01-09,48.97,54534.34,76649637.0
2020-01-10,48.165,53637.8699,44215594.0
2020-01-13,48.745,54283.7739,34474728.0
2020-01-14,48.21,53687.9831,38694180.0
2020-01-15,48.545,54061.0483,40199943.0
2020-01-16,49.77,55425.2421,58898926.0
2020-01-17,50.93,56717.05,57722501.0
2020-01-21,51.05,56850.6853,49094965.0
2020-01-22,51.43,57273.8638,40772219.0
2020-01-23,51.71,57585.6795,40135442.0
2020-01-24,50.35,56071.146,80004909.0
2020-01-27,49.26,54857.292,48878578.0
2020-01-28,50.53,56271.599,62343844.0
2020-01-29,47.51,52908.4439,112559197.0
2020-01-30,48.78,54322.7508,70460163.0
2020-01-31,47.0,52340.4938,60322431.0
2020-02-03,48.02,53476.3939,47076956.0
2020-02-04,49.45,57839.763,46302078.0
2020-02-05,49.84,58295.931,42737104.0
2020-02-06,49.32,57687.707,48670617.0
2020-02-07,49.73,58167.2682,53107582.0
2020-02-10,52.26,61126.5119,60971719.0
2020-02-11,53.8,62927.7906,74719054.0
2020-02-12,53.89,63033.0602,45994933.0
2020-02-13,54.53,63781.6436,51640035.0
2020-02-14,55.31,64693.9796,52365370.0
2020-02-18,56.89,66542.0448,70346387.0
2020-02-19,58.9,68893.0645,58597294.0
2020-02-20,57.27,66986.5162,74203373.0
2020-02-21,53.28,62319.5666,88553374.0
2020-02-24,49.12,57453.7746,86624116.0
2020-02-25,47.57,55640.7993,88699382.0
2020-02-26,47.49,55547.2263,86897680.0
2020-02-27,44.01,51476.8042,106416222.0
2020-02-28,45.48,53196.2067,100667707.0
2020-03-02,47.46,55512.1365,102324726.0
2020-03-03,46.75,54681.6768,141972288.0
2020-03-04,50.11,58611.7396,93311779.0
2020-03-05,48.11,56272.4165,98302748.0
2020-03-06,48.59,56833.854,124590861.0
2020-03-09,43.27,50611.2547,80859774.0
2020-03-10,45.38,53079.2405,76228247.0
2020-03-11,45.7,53453.5322,102319010.0
2020-03-12,39.01,45628.4965,107461521.0
2020-03-13,43.9,51348.1414,86689681.0
2020-03-16,38.71,45277.5981,84545868.0
2020-03-17,41.88,48985.4251,92741881.0
2020-03-18,39.12,45757.1593,106949287.0
2020-03-19,39.82,46575.9224,88939024.0
2020-03-20,39.61,46330.2934,106859502.0
2020-03-23,41.64,48704.7064,101704663.0
2020-03-24,46.22,54061.7562,106794151.0
2020-03-25,44.63,52201.9944,93760389.0
2020-03-26,47.5,55558.923,73915608.0
2020-03-27,46.58,54482.8343,74599218.0
2020-03-30,47.86,56036.9909,68486602.0
2020-03-31,45.48,53250.3625,83483749.0
2020-04-01,43.66,51119.4113,92083081.0
2020-04-02,44.49,52091.2187,79024133.0
2020-04-03,42.59,49866.5993,79334966.0
2020-04-06,47.52,55638.9012,82293964.0
2020-04-07,47.56,55685.7352,102098689.0
2020-04-08,48.79,57125.8836,64930779.0
2020-04-09,48.38,56645.8341,80357393.0
2020-04-13,50.94,59643.216,64290112.0
2020-04-14,54.93,64314.9167,85306750.0
2020-04-15,54.99,64385.1678,83814033.0
2020-04-16,56.95,66680.0383,103106456.0
2020-04-17,56.6,66270.24,76908783.0
2020-04-20,56.97,66703.4554,72367258.0
2020-04-21,52.92,61961.5036,123906390.0
2020-04-22,55.92,65474.0604,63164076.0
2020-04-23,55.9,65450.6434,69662688.0
2020-04-24,56.18,65778.482,72854752.0
2020-04-27,56.49,66141.4463,62568062.0
2020-04-28,55.51,64994.011,80501820.0
2020-04-29,53.66,62846.0767,110800859.0
2020-04-30,52.39,61358.6649,65543944.0
2020-05-01,49.88,58418.977,69562656.0
2020-05-04,52.56,61557.7673,62590577.0
2020-05-05,52.19,61124.4268,56560532.0
2020-05-06,52.16,61089.2911,48138123.0
2020-05-07,51.95,60843.3411,48956641.0
2020-05-08,53.19,62295.6172,40774186.0
2020-05-11,55.74,65282.1527,68746373.0
2020-05-12,53.76,62963.1957,55631098.0
2020-05-13,52.18,61112.7149,76824714.0
2020-05-14,54.51,63841.5885,73813999.0
2020-05-15,54.2,63478.5195,66950863.0
2020-05-18,54.59,63935.2838,48679061.0
2020-05-19,55.47,64965.9313,60388543.0
2020-05-20,56.39,66043.4265,50888191.0
2020-05-21,54.65,64005.5552,48496114.0
2020-05-22,55.17,64614.5742,43524110.0
2020-05-26,53.19,62295.6172,51618865.0
2020-05-27,52.74,61768.5815,102414487.0
2020-05-28,51.74,60597.3911,53754227.0
2020-05-29,53.8,63010.0434,64948312.0
2020-06-01,53.63,62810.941,36949860.0
2020-06-02,53.54,62705.5339,42855210.0
2020-06-03,52.73,61756.8696,46765332.0
2020-06-04,52.63,61639.7506,44869090.0
2020-06-05,53.1,62190.2101,53908273.0
2020-06-08,52.97,62037.9553,39681749.0
2020-06-09,56.39,66043.4265,79919140.0
2020-06-10,57.44,67273.1764,78719416.0
2020-06-11,52.83,61873.9887,78715402.0
2020-06-12,53.5,62658.6862,71189070.0
2020-06-15,54.68,64040.6909,56740683.0
2020-06-16,54.46,63783.029,50949745.0
2020-06-17,54.55,63888.4362,45146545.0
2020-06-18,54.04,63291.1291,40354724.0
2020-06-19,54.23,63513.6552,52801461.0
2020-06-22,54.76,64134.3861,44704781.0
2020-06-23,53.99,63232.5695,48089011.0
2020-06-24,52.39,61358.6649,53535548.0
2020-06-25,51.93,60819.9173,51129614.0
2020-06-26,50.1,58676.6389,65485729.0
2020-06-29,50.28,58887.4532,49905813.0
2020-06-30,52.61,61616.3268,42275739.0
2020-07-01,52.58,61581.1911,32370945.0
2020-07-02,52.34,61300.1054,29081425.0
2020-07-06,53.4,62541.5672,36769425.0
2020-07-07,52.93,61991.1077,32153094.0
2020-07-08,53.43,62576.7029,35608338.0
2020-07-09,57.255,67056.5062,87216264.0
2020-07-10,55.88,65446.1194,59839688.0
2020-07-13,53.59,62764.0934,57741821.0
2020-07-14,54.72,64087.5385,54890110.0
2020-07-15,55.34,64813.6766,42360279.0
2020-07-16,54.92,64321.7766,36887082.0
2020-07-17,55.04,64462.3195,34710407.0
2020-07-20,57.46,67296.6002,45034250.0
2020-07-21,57.0,66757.8526,44800687.0
2020-07-22,61.79,72367.8546,135159420.0
2020-07-23,59.57,69767.8119,106829109.0
2020-07-24,69.4,81280.6136,205314531.0
2020-07-27,68.97,80777.0017,107918075.0
2020-07-28,67.61,79184.1827,94181374.0
2020-07-29,76.09,89333.9753,132969679.0
2020-07-30,78.2,91811.235,80286888.0
2020-07-31,77.43,90907.2113,71699667.0
2020-08-03,77.67,91188.9849,42628817.0
2020-08-04,85.04,99841.7829,155676106.0
2020-08-05,85.31,100158.7782,65737306.0
2020-08-06,86.71,101802.4576,53961739.0
2020-08-07,84.85,99618.7121,66543157.0
2020-08-10,82.24,96554.4241,70536143.0
2020-08-11,76.88,90261.4801,77877661.0
2020-08-12,82.61,96988.8251,88607829.0
2020-08-13,81.84,96084.8014,57407355.0
2020-08-14,81.3,95450.8108,42389477.0
2020-08-17,82.42,96765.7543,31450155.0
2020-08-18,81.66,95873.4712,30970483.0
2020-08-19,81.09,95204.2589,37507391.0
2020-08-20,82.77,97176.6741,42948860.0
2020-08-21,83.81,98397.6931,48280318.0
2020-08-24,83.08,97540.6317,38036068.0
2020-08-25,86.35,101379.7972,49234399.0
2020-08-26,86.02,100992.3585,47157273.0
2020-08-27,83.8,98385.9525,42194222.0
2020-08-28,85.55,100440.5518,40723268.0
2020-08-31,90.82,106627.8307,90655945.0
2020-09-01,92.18,108224.5478,56117100.0
2020-09-02,90.22,105923.3966,50366918.0
2020-09-03,82.54,96906.6411,87462687.0
2020-09-04,82.01,96284.391,82267760.0
2020-09-08,78.69,92386.5227,54955672.0
2020-09-09,81.91,96166.9854,54163878.0
2020-09-10,78.98,92726.9992,51499396.0
2020-09-11,76.34,89627.4895,54762990.0
2020-09-14,77.9,91459.0179,47448681.0
2020-09-15,78.93,92668.2964,57874428.0
2020-09-16,76.66,90003.1876,38445668.0
2020-09-17,76.55,89874.0414,55619100.0
2020-09-18,74.93,87972.0695,51082857.0
2020-09-21,77.94,91505.9802,61311970.0
2020-09-22,77.7,91224.2066,56044742.0
2020-09-23,74.73,87737.2582,42327514.0
2020-09-24,75.82,89016.98,57540926.0
2020-09-25,78.055,91640.9967,48206242.0
2020-09-28,79.48,93314.0275,48005488.0
2020-09-29,81.77,96002.6174,61633672.0
2020-09-30,81.99,96260.9099,51533664.0
2020-10-01,84.86,99630.4527,52177123.0
2020-10-02,81.8,96037.8391,52855053.0
2020-10-05,86.15,101144.9858,47056522.0
2020-10-06,84.48,99184.3111,52725432.0
2020-10-07,86.69,101778.9764,43045723.0
2020-10-08,86.51,101567.6462,54240704.0
2020-10-09,83.1,97564.1129,80354389.0
2020-10-12,84.29,98961.2403,47669699.0
2020-10-13,85.28,100123.5565,42764096.0
2020-10-14,84.21,98867.3158,40446735.0
2020-10-15,83.13,97599.3346,33696414.0
2020-10-16,83.17,97646.2968,31474294.0
2020-10-19,82.0,96272.6505,36689114.0
2020-10-20,81.56,95756.0655,38219415.0
2020-10-21,79.2,92985.2917,36426409.0
2020-10-22,79.42,93243.5841,38006798.0
2020-10-23,81.96,96225.6882,46557675.0
2020-10-26,82.23,96542.6835,69423675.0
2020-10-27,78.88,94797.2241,156669494.0
2020-10-28,76.4,91887.1691,76529910.0
2020-10-29,78.02,93835.562,52784087.0
2020-10-30,75.29,90552.1592,51426174.0
2020-11-02,74.7,89842.5594,45760659.0
2020-11-03,76.58,92103.6572,41231803.0
2020-11-04,81.35,97840.5918,66579711.0
2020-11-05,83.0,99825.066,46542267.0
2020-11-06,85.88,103288.8755,53829936.0
2020-11-09,83.12,99969.3914,58580684.0
2020-11-10,77.99,93799.4806,67137196.0
2020-11-11,81.28,97756.4019,44611250.0
2020-11-12,81.84,98429.9205,37303106.0
2020-11-13,81.43,97936.8087,30448461.0
2020-11-16,83.73,100703.0454,38640842.0
2020-11-17,83.36,100258.0421,29473512.0
2020-11-18,82.54,99271.8186,29967958.0
2020-11-19,85.54,102879.9535,50116759.0
2020-11-20,84.64,101797.513,35008427.0
2020-11-23,85.31,102603.3298,46504964.0
2020-11-24,85.07,102314.679,36839174.0
2020-11-25,86.71,104287.1261,41349727.0
2020-11-27,87.19,104864.4277,22717638.0
2020-11-30,92.66,111443.2604,84482979.0
2020-12-01,92.63,111407.179,58670527.0
2020-12-02,93.74,112742.1889,57988822.0
2020-12-03,92.31,111022.3113,35859716.0
2020-12-04,94.04,113103.0024,45570273.0
2020-12-07,94.07,113139.0838,39815654.0
2020-12-08,92.92,111755.9654,33907510.0
2020-12-09,89.83,108039.5864,52170379.0
2020-12-10,91.66,110240.5487,33804412.0
2020-12-11,91.65,110228.5216,28368145.0
2020-12-14,94.78,113993.009,48026426.0
2020-12-15,97.12,116807.3543,57305100.0
2020-12-16,96.85,116482.6221,34909037.0
2020-12-17,96.84,116470.595,32023734.0
2020-12-18,95.92,115364.1003,51823103.0
2020-12-21,93.23,112128.806,47093891.0
2020-12-22,93.16,112044.6162,35717836.0
2020-12-23,91.55,110108.2505,25993348.0
2020-12-24,91.81,110420.9555,16705909.0
2020-12-28,91.6,110168.386,30627297.0
2020-12-29,90.62,108989.7286,31748211.0
2020-12-30,92.29,110998.2571,25844973.0
2020-12-31,91.71,110300.6843,24930684.0
2021-01-04,92.3,111010.2842,51802552.0
2021-01-05,92.77,111575.5587,34207989.0
2021-01-06,90.33,108640.9423,51911657.0
2021-01-07,95.16,114450.0395,42897157.0
2021-01-08,94.58,113752.4667,39816400.0
2021-01-11,97.25,116963.7068,48669103.0
2021-01-12,95.355,114684.5682,67672311.0
2021-01-13,91.78,110384.8741,60712896.0
2021-01-14,90.79,109194.1896,53408241.0
2021-01-15,88.21,106091.1936,49340338.0
2021-01-19,89.45,107582.556,45115055.0
2021-01-20,88.75,106740.6579,35185810.0
2021-01-21,91.53,110084.1962,54596079.0
2021-01-22,92.79,111599.6129,71294707.0
2021-01-25,94.13,113211.2465,55086943.0
2021-01-26,94.71,113908.8192,59449053.0
2021-01-27,88.84,106848.9019,73341193.0
2021-01-28,87.52,105261.3226,47048362.0
2021-01-29,85.64,103734.02,56735828.0
2021-02-01,87.66,106180.8056,42359344.0
2021-02-02,88.86,107634.3416,33850049.0
2021-02-03,87.89,106459.4,32312885.0
2021-02-04,87.84,106398.836,30791641.0
2021-02-05,87.9,106471.5128,30268677.0
2021-02-08,91.47,110795.7824,47639887.0
2021-02-09,90.91,110117.4656,37596446.0
2021-02-10,92.35,111861.7088,42441300.0
2021-02-11,92.66,112237.2056,35571025.0
2021-02-12,93.77,113581.7264,38538353.0
2021-02-16,91.46,110783.6696,35105917.0
2021-02-17,89.94,108942.524,32284075.0
2021-02-18,88.64,107367.86,35624948.0
2021-02-19,89.58,108506.4632,29548273.0
2021-02-22,85.37,103406.9744,36930182.0
2021-02-23,84.74,102643.868,49720914.0
2021-02-24,86.94,105308.684,40821150.0
2021-02-25,82.42,99833.6983,54625140.0
2021-02-26,84.51,102365.2736,48962907.0
2021-03-01,86.39,104642.48,32746181.0
2021-03-02,84.13,101904.9872,34828157.0
2021-03-03,80.86,97944.1015,43541041.0
2021-03-04,77.75,94177.0207,60549371.0
2021-03-05,78.52,95150.8046,58548912.0
2021-03-08,73.96,89624.981,54563874.0
2021-03-09,78.53,95162.9227,45088336.0
2021-03-10,77.52,93939.0012,45416616.0
2021-03-11,81.23,98434.7919,43583719.0
2021-03-12,81.05,98216.6673,32937950.0
2021-03-15,82.5,99973.7822,39365424.0
2021-03-16,82.75,100276.7331,42971552.0
2021-03-17,82.63,100131.3167,43320573.0
2021-03-18,78.12,94666.0832,51036502.0
2021-03-19,79.06,95805.1785,42283391.0
2021-03-22,80.3,97307.8147,39648614.0
2021-03-23,78.38,94981.1521,40466635.0
2021-03-24,76.48,92678.7256,43753642.0
2021-03-25,76.22,92363.6567,44735103.0
2021-03-26,77.41,93805.7028,49148659.0
2021-03-29,77.14,93478.5159,37144298.0
2021-03-30,76.0,92097.06,39169250.0
2021-03-31,78.5,95126.5685,43659455.0
2021-04-01,81.09,98492.5313,40182380.0
2021-04-05,81.43,98905.4979,32610554.0
2021-04-06,81.44,98917.644,29327948.0
2021-04-07,82.2,99840.7458,35590925.0
2021-04-08,83.35,101237.5445,41925284.0
2021-04-09,82.76,100520.9261,32759867.0
2021-04-12,78.58,95443.8662,62098804.0
2021-04-13,80.19,97399.3845,37767257.0
2021-04-14,78.55,95407.428,34263832.0
2021-04-15,83.01,100824.578,68942819.0
2021-04-16,82.15,99780.0154,47280570.0
2021-04-19,81.11,98516.8235,39115461.0
2021-04-20,79.27,96281.9455,34977750.0
2021-04-21,81.61,99124.1273,35068955.0
2021-04-22,79.06,96026.8779,38846050.0
2021-04-23,82.76,100520.9261,49267281.0
2021-04-26,85.41,103739.6362,57594535.0
2021-04-27,85.21,103496.7147,61909865.0
2021-04-28,84.02,102086.0624,108920306.0
2021-04-29,83.91,101952.4101,51294528.0
2021-04-30,81.62,99170.0121,46601858.0
2021-05-03,78.55,95439.8977,66323268.0
2021-05-04,78.61,95512.7989,59194328.0
2021-05-05,77.83,94565.0826,42310154.0
2021-05-06,77.89,94637.9838,38661325.0
2021-05-07,78.81,95755.8031,36954179.0
2021-05-10,75.99,92329.444,45134490.0
2021-05-11,76.83,93350.0616,51008239.0
2021-05-12,74.64,90689.1656,42531423.0
2021-05-13,73.09,88805.8831,48646754.0
2021-05-14,74.59,90628.4146,38355787.0
2021-05-17,74.65,90701.3159,40779244.0
2021-05-18,74.44,90446.1615,31982482.0
2021-05-19,76.23,92621.049,73966162.0
2021-05-20,78.06,94844.5374,49135012.0
2021-05-21,77.17,93763.1687,40201088.0
2021-05-24,77.44,94091.2244,33194287.0
2021-05-25,77.86,94601.5332,47353101.0
2021-05-26,78.34,95184.7433,30353997.0
2021-05-27,78.42,95281.9449,35883219.0
2021-05-28,80.08,97298.8798,40952663.0
2021-06-01,80.81,98185.8451,43433042.0
2021-06-02,81.97,99595.2694,35203224.0
2021-06-03,80.28,97541.884,29811969.0
2021-06-04,81.58,99121.4112,26387799.0
2021-06-07,81.35,98841.9564,29006782.0
2021-06-08,80.89,98283.0467,26956625.0
2021-06-09,79.96,97153.0772,28454646.0
2021-06-10,81.56,99097.1108,28606356.0
2021-06-11,81.31,98793.3556,24310894.0
2021-06-14,81.55,99084.9606,27830243.0
2021-06-15,80.47,97772.7379,26194342.0
2021-06-16,80.11,97335.3304,29598309.0
2021-06-17,84.56,102742.1737,77822823.0
2021-06-18,84.65,102851.5256,58736805.0
2021-06-21,82.59,100348.5824,44417112.0
2021-06-22,83.58,101551.4532,32107700.0
2021-06-23,83.82,101843.0582,25992435.0
2021-06-24,86.1,104613.306,42217665.0
2021-06-25,85.62,104030.096,27804535.0
2021-06-28,87.08,105804.0266,30262042.0
2021-06-29,89.52,108768.6778,46181000.0
2021-06-30,93.93,114126.9203,70721525.0
2021-07-01,93.31,113373.6073,58059019.0
2021-07-02,94.7,115062.4864,51342975.0
2021-07-06,94.47,114783.0316,44930119.0
2021-07-07,90.54,110007.9992,51498481.0
2021-07-08,89.74,109035.9824,45673454.0
2021-07-09,90.9,110445.4067,35278416.0
2021-07-12,90.81,110336.0548,28526559.0
2021-07-13,90.26,109667.7933,30367595.0
2021-07-14,89.05,108197.6179,28108505.0
2021-07-15,86.93,105621.7734,38944741.0
2021-07-16,85.89,104358.1516,35860740.0
2021-07-19,86.58,105196.5161,39244796.0
2021-07-20,87.11,105840.4772,28088956.0
2021-07-21,89.41,108635.0255,29469864.0
2021-07-22,91.21,110822.0632,33730078.0
2021-07-23,92.15,111964.1829,31708899.0
2021-07-26,91.82,111563.226,27668459.0
2021-07-27,91.03,110603.3594,69427021.0
2021-07-28,97.93,118785.6901,140561028.0
2021-07-29,102.95,124874.7758,164091761.0
2021-07-30,106.19,128804.7833,125632018.0
2021-08-02,108.63,131764.4186,115581854.0
2021-08-03,112.56,136531.3721,157723142.0
2021-08-04,118.77,144063.8865,225368699.0
2021-08-05,112.35,136276.6494,137860865.0
2021-08-06,110.11,133559.6072,143899026.0
2021-08-09,107.58,130490.805,115749943.0
2021-08-10,106.48,129156.5432,113012297.0
2021-08-11,107.68,130612.1016,91788289.0
2021-08-12,106.5,129180.8025,60625725.0
2021-08-13,110.55,134093.3119,100135745.0
2021-08-16,107.48,130369.5085,73398938.0
2021-08-17,107.56,130466.5457,74053905.0
2021-08-18,103.44,125469.1288,79387943.0
2021-08-19,103.7,125784.4997,71117494.0
2021-08-20,104.65,126936.8168,55227562.0
2021-08-23,108.77,131934.2337,68835281.0
2021-08-24,107.65,130575.7126,51239297.0
2021-08-25,108.3,131364.14,45485504.0
2021-08-26,107.27,130114.7858,51442548.0
2021-08-27,111.4,135124.3324,61030014.0
2021-08-30,111.32,135027.2952,56130467.0
2021-08-31,110.72,134299.516,49338955.0
2021-09-01,109.99,133414.0514,38579559.0
2021-09-02,109.2,132455.8088,40108763.0
2021-09-03,109.92,133329.1438,42623780.0
2021-09-07,109.15,132395.1605,28815232.0
2021-09-08,106.17,128780.524,43067911.0
2021-09-09,106.15,128756.2647,31857873.0
2021-09-10,105.2,127603.9477,32602293.0
2021-09-13,104.8,127118.7616,37767787.0
2021-09-14,105.73,128246.8193,40629527.0
2021-09-15,105.6,128089.1338,37998941.0
2021-09-16,106.22,128841.1723,38150269.0
2021-09-17,103.88,126002.8335,44528337.0
2021-09-20,101.55,123176.6244,45228411.0
2021-09-21,102.82,124717.0903,35481501.0
2021-09-22,104.38,126609.3161,34126280.0
2021-09-23,106.15,128756.2647,32816657.0
2021-09-24,105.8,128331.7268,26482610.0
2021-09-27,108.16,131194.3249,51944349.0
2021-09-28,101.52,123140.2354,74468968.0
2021-09-29,100.35,121721.066,52224721.0
2021-09-30,102.9,124814.1275,57636700.0
2021-10-01,102.45,124268.2931,41491585.0
2021-10-04,100.34,121708.9364,41967149.0
2021-10-05,101.81,123491.9954,31455249.0
2021-10-06,103.64,125711.7218,39071703.0
2021-10-07,106.45,129120.1543,41543109.0
2021-10-08,105.06,127434.1325,30623047.0
2021-10-11,104.68,126973.2057,31284389.0
2021-10-12,105.04,127409.8732,34039906.0
2021-10-13,109.16,132407.2902,55631917.0
2021-10-14,111.99,135839.9819,46900157.0
2021-10-15,112.12,135997.6674,34203008.0
2021-10-18,116.43,141225.5478,47537763.0
2021-10-19,116.33,141104.2513,39593938.0
2021-10-20,116.39,141177.0292,34244811.0
2021-10-21,119.33,144743.1471,34794945.0
2021-10-22,119.82,145337.5001,38992694.0
2021-10-25,122.36,148418.4319,47834118.0
2021-10-26,122.93,149109.8221,59458928.0
2021-10-27,122.28,147666.6064,98245324.0
2021-10-28,121.16,146314.0827,58002459.0
2021-10-29,120.23,145191.005,43320125.0
2021-11-01,125.23,151229.0573,54559780.0
2021-11-02,127.63,154127.3224,53491937.0
2021-11-03,130.53,157629.3927,59537815.0
2021-11-04,137.5,166046.4376,84825156.0
2021-11-05,136.34,164645.6094,64920597.0
2021-11-08,150.16,181334.7859,141493842.0
2021-11-09,148.92,179837.349,98442597.0
2021-11-10,139.87,168908.4743,82989151.0
2021-11-11,146.01,176323.2025,67934845.0
2021-11-12,147.89,178593.5102,52162136.0
2021-11-15,146.49,176902.8556,52271271.0
