,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-03-20,43.09,14078.7466,6787134.0
2023-03-21,44.26,14461.0194,6373630.0
2023-03-22,42.82,13990.5298,6897739.0
2023-03-23,41.66,13611.5243,9530530.0
2023-03-24,41.36,13513.5057,7722645.0
2023-03-27,41.94,13703.0084,6793498.0
2023-03-28,42.41,13856.571,5068531.0
2023-03-29,43.47,14202.9036,6985509.0
2023-03-30,43.71,14281.3185,7338034.0
2023-03-31,44.25,14457.7521,5140438.0
2023-04-03,43.35,14163.6961,7304230.0
2023-04-04,42.54,13899.0457,5850281.0
2023-04-05,42.03,13732.414,8509455.0
2023-04-06,42.66,13938.2532,6306662.0
2023-04-10,43.13,14091.8158,6000330.0
2023-04-11,44.32,14480.6231,7853686.0
2023-04-12,41.44,13539.644,15750788.0
2023-04-13,41.97,13712.8103,12302725.0
2023-04-14,41.67,13614.7916,5998667.0
2023-04-17,42.38,13846.7691,5691526.0
2023-04-18,43.04,14062.4102,10692571.0
2023-04-19,46.27,15117.7444,24080497.0
2023-04-20,44.89,14666.8586,10794697.0
2023-04-21,44.45,14523.0979,5317384.0
2023-04-24,43.93,14353.1989,5935436.0
2023-04-25,42.49,13882.7093,6114008.0
2023-04-26,42.095,13753.6514,5614046.0
2023-04-27,42.83,13993.7971,7015402.0
2023-04-28,43.8,14310.7241,5894015.0
2023-05-01,44.41,14510.0287,6253793.0
2023-05-02,44.53,14549.2362,6887911.0
2023-05-03,44.48,14532.8997,6485274.0
2023-05-04,42.92,14023.2027,8970921.0
2023-05-05,44.81,14640.7203,7768186.0
2023-05-08,45.86,14983.7856,6963093.0
2023-05-09,46.36,15147.15,4906887.0
2023-05-10,45.52,14872.6978,7466936.0
2023-05-11,45.08,14728.9371,4350942.0
2023-05-12,45.08,14728.9371,4202696.0
2023-05-15,45.2,14768.1445,4431381.0
2023-05-16,45.35,14817.1538,5620030.0
2023-05-17,47.75,15601.3031,13632674.0
2023-05-18,48.13,15725.4601,5947932.0
2023-05-19,47.54,15532.6901,5243374.0
2023-05-22,47.41,15490.2153,6024714.0
2023-05-23,47.87,15640.5106,6531977.0
2023-05-24,46.66,15245.1687,7675760.0
2023-05-25,47.48,15513.0863,6113285.0
2023-05-26,47.26,15441.206,4408370.0
2023-05-30,48.01,15686.2526,5267000.0
2023-05-31,47.465,15508.1854,7529977.0
2023-06-01,47.41,15490.2153,4985455.0
2023-06-02,48.5,15846.3498,7858978.0
2023-06-05,48.26,15767.9348,3701066.0
2023-06-06,48.79,15941.1011,3971758.0
2023-06-07,49.39,16137.1384,5180507.0
2023-06-08,49.87,16293.9683,5544842.0
2023-06-09,50.42,16473.6692,5752326.0
2023-06-12,51.31,16764.4579,6492384.0
2023-06-13,53.19,17378.7081,8633861.0
2023-06-14,53.35,17430.9847,6522198.0
2023-06-15,53.58,17506.1324,5878608.0
2023-06-16,53.5,17479.9941,6810498.0
2023-06-20,52.7,17218.611,5198814.0
2023-06-21,52.85,17267.6203,4255062.0
2023-06-22,53.05,17332.9661,3266284.0
2023-06-23,52.65,17202.2745,4091868.0
2023-06-26,53.32,17421.1829,4962711.0
2023-06-27,56.03,18306.6181,10655047.0
2023-06-28,56.3,18394.8349,7064399.0
2023-06-29,53.72,17551.8744,11804314.0
2023-06-30,54.87,17927.6126,10051583.0
2023-07-03,55.06,17989.6911,3226264.0
2023-07-05,55.63,18175.9265,5553163.0
2023-07-06,54.42,17780.5846,4938598.0
2023-07-07,55.39,18097.5116,5327284.0
2023-07-10,56.33,18404.6367,4779332.0
2023-07-11,56.18,18355.6274,4397763.0
2023-07-12,55.4,18100.7789,5881333.0
2023-07-13,55.23,18045.235,8583704.0
2023-07-14,53.34,17427.7174,7548806.0
2023-07-17,53.33,17424.4502,4617079.0
2023-07-18,54.79,17901.4743,5582285.0
2023-07-19,54.8,17904.7416,8730621.0
2023-07-20,56.57,18483.0517,22003324.0
2023-07-21,57.61,18822.8497,11419692.0
2023-07-24,56.06,18316.4199,8125173.0
2023-07-25,54.22,17715.2388,12126957.0
2023-07-26,54.57,17829.5939,5921429.0
2023-07-27,53.26,17401.5791,7709997.0
2023-07-28,54.17,17698.9024,6038282.0
2023-07-31,54.31,17744.6444,3808247.0
2023-08-01,53.26,17401.5791,6176941.0
2023-08-02,52.67,17208.8091,4779965.0
2023-08-03,52.16,17042.1774,5986729.0
2023-08-04,52.37,17110.7905,4409746.0
2023-08-07,53.68,17538.8053,5672469.0
2023-08-08,54.86,17924.3453,6648852.0
2023-08-09,53.13,17359.1044,5550592.0
2023-08-10,52.95,17300.2932,4642479.0
2023-08-11,52.26,17074.8503,4063298.0
2023-08-14,52.31,17091.1867,3273083.0
2023-08-15,51.34,16774.2597,4262144.0
2023-08-16,50.72,16571.6878,4356847.0
2023-08-17,49.53,16182.8805,5527124.0
2023-08-18,49.1,16042.3871,4903325.0
2023-08-21,49.63,16215.5534,3512155.0
2023-08-22,49.43,16150.2076,2870708.0
2023-08-23,50.39,16463.8673,4779529.0
2023-08-24,49.4,16140.4057,4674219.0
2023-08-25,48.94,15990.1105,4235921.0
2023-08-28,49.19,16071.7927,4459400.0
2023-08-29,50.28,16427.9271,4165250.0
2023-08-30,50.1,16369.1159,3075006.0
2023-08-31,49.81,16274.3646,4160018.0
2023-09-01,49.72,16244.959,3266655.0
2023-09-05,48.47,15836.5479,12327595.0
2023-09-06,48.34,15794.0731,6623788.0
2023-09-07,47.68,15578.4321,5505317.0
2023-09-08,47.44,15500.0172,4866936.0
2023-09-11,47.69,15581.6994,4113497.0
2023-09-12,47.6,15552.2938,3416361.0
2023-09-13,45.79,14960.9145,9290927.0
2023-09-14,45.42,14840.0249,7128889.0
2023-09-15,45.7,14931.5089,5875064.0
2023-09-18,44.63,14581.9091,5493166.0
2023-09-19,45.24,14781.2137,4192925.0
2023-09-20,44.36,14493.6923,4419035.0
2023-09-21,43.69,14274.7839,6045128.0
2023-09-22,43.07,14072.212,5096794.0
2023-09-25,42.93,14026.47,5129362.0
2023-09-26,42.65,13934.9859,5139203.0
2023-09-27,42.03,13732.414,5258048.0
2023-09-28,42.31,13823.8981,6091895.0
2023-09-29,42.3,13820.6308,6662702.0
2023-10-02,41.62,13598.4552,6398867.0
2023-10-03,40.53,13242.3207,7045864.0
2023-10-04,41.41,13529.8421,7731085.0
2023-10-05,41.32,13500.4365,6480467.0
2023-10-06,41.82,13663.801,6348743.0
2023-10-09,39.78,12997.2741,11089390.0
2023-10-10,40.39,13196.5787,6497610.0
2023-10-11,41.0,13395.8833,6218556.0
2023-10-12,39.82,13010.3432,9377086.0
2023-10-13,38.72,12650.9415,8262214.0
2023-10-16,39.53,12915.5919,6678648.0
2023-10-17,40.12,13108.3619,11983168.0
2023-10-18,36.24,11840.6539,34214050.0
2023-10-19,36.03,11772.0409,14628590.0
2023-10-20,35.09,11464.9157,11967023.0
2023-10-23,35.38,11559.6671,9656027.0
2023-10-24,35.14,11481.2522,7842388.0
2023-10-25,34.85,11386.5008,8362483.0
2023-10-26,34.92,11409.3718,8741616.0
2023-10-27,33.9,11076.1084,7817927.0
2023-10-30,34.8,11370.1644,8389983.0
2023-10-31,35.01,11438.7774,6842429.0
2023-11-01,34.81,11373.4317,8360965.0
2023-11-02,35.82,11703.4278,6849959.0
2023-11-03,37.51,12255.5996,13069775.0
2023-11-06,36.76,12010.5529,7315365.0
2023-11-07,37.03,12098.7697,6793261.0
2023-11-08,38.04,12428.7659,9896360.0
2023-11-09,37.32,12193.5211,7876108.0
2023-11-10,37.99,12412.4294,6414812.0
2023-11-13,38.11,12451.6369,6552395.0
2023-11-14,39.38,12866.5825,6980135.0
2023-11-15,39.94,13049.5507,10065930.0
2023-11-16,39.28,12833.9097,5829609.0
2023-11-17,39.76,12990.7395,4948559.0
2023-11-20,40.02,13075.689,4857939.0
2023-11-21,39.44,12886.1863,4950372.0
2023-11-22,39.8,13003.8087,8771916.0
2023-11-24,39.71,12974.4031,3151263.0
2023-11-27,39.21,12811.0386,5153436.0
2023-11-28,38.96,12729.3564,6732044.0
2023-11-29,39.25,12824.1078,5970644.0
2023-11-30,39.4,12923.8665,7059677.0
2023-12-01,40.24,13199.4007,10633758.0
2023-12-04,40.52,13291.2454,7435105.0
2023-12-05,39.59,12986.1897,7790043.0
2023-12-06,40.93,13425.7323,9696100.0
2023-12-07,41.26,13533.9779,10392603.0
2023-12-08,40.97,13438.853,8115561.0
2023-12-11,40.56,13304.3661,6018752.0
2023-12-12,41.1,13481.4952,7963082.0
2023-12-13,41.58,13638.9433,8726313.0
2023-12-14,43.59,14298.2573,12180892.0
2023-12-15,43.58,14294.9772,8679614.0
2023-12-18,42.33,13884.956,9030207.0
2023-12-19,42.42,13914.4775,7220747.0
2023-12-20,41.18,13507.7366,7778943.0
2023-12-21,42.58,13966.9602,7572997.0
2023-12-22,42.55,13957.1197,4964191.0
2023-12-26,42.08,13802.9518,5260449.0
2023-12-27,41.73,13688.1459,4863106.0
2023-12-28,41.97,13766.8699,3813693.0
2023-12-29,41.26,13533.9779,5593172.0
