,WY US Equity,WY US Equity,WY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2019-07-01,26.4,19662.3546,5153155.0
2019-07-02,26.52,19751.729,3779368.0
2019-07-03,26.85,19997.5084,1897829.0
2019-07-05,26.61,19818.7597,2865046.0
2019-07-08,26.43,19684.6982,3638876.0
2019-07-09,26.29,19580.4281,2955026.0
2019-07-10,26.31,19595.3239,3195184.0
2019-07-11,25.81,19222.9308,3151743.0
2019-07-12,25.54,19021.8385,2894143.0
2019-07-15,25.54,19021.8385,2265431.0
2019-07-16,25.74,19170.7958,3419257.0
2019-07-17,25.3,18843.0898,3497688.0
2019-07-18,25.1,18694.1326,3041141.0
2019-07-19,25.09,18686.6848,3063975.0
2019-07-22,25.14,18723.9241,1643829.0
2019-07-23,25.37,18895.2249,2571420.0
2019-07-24,25.54,19021.8385,2503689.0
2019-07-25,25.07,18671.789,4246410.0
2019-07-26,26.21,19524.6022,4950567.0
2019-07-29,25.84,19248.9783,4432745.0
2019-07-30,26.09,19435.2106,2874748.0
2019-07-31,25.41,18928.6586,3692392.0
2019-08-01,25.03,18645.5854,7102956.0
2019-08-02,25.1,18697.7304,4680911.0
2019-08-05,24.47,18228.4248,4348119.0
2019-08-06,24.36,18146.4826,4823873.0
2019-08-07,24.68,18384.86,3418172.0
2019-08-08,25.14,18727.5276,3244929.0
2019-08-09,24.74,18429.5558,3535836.0
2019-08-12,24.71,18407.2079,2651825.0
2019-08-13,25.09,18690.2811,2918319.0
2019-08-14,24.5,18250.7727,3057292.0
2019-08-15,24.78,18459.353,2657386.0
2019-08-16,25.16,18742.4262,2966752.0
2019-08-19,25.18,18757.3248,3058928.0
2019-08-20,25.03,18645.5854,2583047.0
2019-08-21,25.5,18995.7022,2687869.0
2019-08-22,25.64,19099.9924,2374917.0
2019-08-23,25.12,18712.629,4285246.0
2019-08-26,25.45,18958.4557,2517977.0
2019-08-27,25.05,18660.4839,3278426.0
2019-08-28,25.65,19107.4416,4236048.0
2019-08-29,26.11,19450.1092,2982545.0
2019-08-30,26.31,19599.0951,4557895.0
2019-09-03,26.4,19666.1388,2833794.0
2019-09-04,26.62,19830.0233,3061435.0
2019-09-05,26.59,19807.6754,3739856.0
2019-09-06,26.71,19897.0669,4290902.0
2019-09-09,26.88,20023.7049,3960564.0
2019-09-10,27.34,20366.3725,3101549.0
2019-09-11,27.99,20850.5767,3965287.0
2019-09-12,27.87,20761.1851,3343649.0
2019-09-13,27.41,20418.5176,4078568.0
2019-09-16,27.59,20552.6049,3182793.0
2019-09-17,27.83,20731.388,2051987.0
2019-09-18,27.82,20723.9387,3159878.0
2019-09-19,27.79,20701.5908,2277913.0
2019-09-20,27.64,20589.8514,4976719.0
2019-09-23,27.62,20574.9528,3082995.0
2019-09-24,27.55,20522.8077,3001050.0
2019-09-25,27.84,20738.8373,2593227.0
2019-09-26,27.9,20783.533,1755661.0
2019-09-27,27.79,20701.5908,2337759.0
2019-09-30,27.7,20634.5471,2468346.0
2019-10-01,27.25,20299.3288,2643571.0
2019-10-02,26.73,19911.9655,3589033.0
2019-10-03,26.94,20068.4007,2978808.0
2019-10-04,27.02,20127.9951,2900421.0
2019-10-07,27.01,20120.5458,2279630.0
2019-10-08,26.36,19636.3416,2821497.0
2019-10-09,26.62,19830.0233,2240220.0
2019-10-10,26.66,19859.8204,2487934.0
2019-10-11,27.13,20209.9373,3730022.0
2019-10-14,27.17,20239.7345,1647808.0
2019-10-15,27.23,20284.4303,2137547.0
2019-10-16,27.7,20634.5471,3647386.0
2019-10-17,28.02,20872.9246,3872767.0
2019-10-18,28.28,21066.6062,3495449.0
2019-10-21,28.73,21401.8245,2485380.0
2019-10-22,29.13,21699.7963,2812982.0
2019-10-23,29.51,21982.8695,3062619.0
2019-10-24,29.14,21707.2456,3817759.0
2019-10-25,29.06,21653.8382,4120153.0
2019-10-28,29.37,21884.8323,4851069.0
2019-10-29,29.66,22100.9236,3969481.0
2019-10-30,30.03,22376.6263,4294063.0
2019-10-31,29.21,21765.6096,3517789.0
2019-11-01,29.99,22346.8206,2820217.0
2019-11-04,30.2,22503.3005,3354865.0
2019-11-05,29.67,22108.3751,4402118.0
2019-11-06,29.54,22011.5066,3407341.0
2019-11-07,29.35,21869.9295,3621548.0
2019-11-08,29.63,22078.5694,2340718.0
2019-11-11,29.54,22011.5066,2019057.0
2019-11-12,29.14,21713.4496,2665250.0
2019-11-13,28.98,21594.2268,2344987.0
2019-11-14,29.33,21855.0267,2242076.0
2019-11-15,29.35,21869.9295,1991166.0
2019-11-18,29.62,22071.1179,2320311.0
2019-11-19,29.72,22145.6322,2537875.0
2019-11-20,29.51,21989.1523,2551251.0
2019-11-21,29.03,21631.4839,2741159.0
2019-11-22,28.99,21601.6782,2347483.0
2019-11-25,29.41,21914.638,3914146.0
2019-11-26,29.62,22071.1179,3943363.0
2019-11-27,29.75,22167.9865,2056949.0
2019-11-29,29.51,21989.1523,1870270.0
2019-12-02,29.21,21765.6096,3233717.0
2019-12-03,29.33,21855.0267,4375425.0
2019-12-04,29.6,22056.2151,3934224.0
2019-12-05,29.25,21795.4153,2878843.0
2019-12-06,29.51,21989.1523,3301513.0
2019-12-09,29.38,21892.2838,2648181.0
2019-12-10,29.0,21609.1297,4522449.0
2019-12-11,29.33,21855.0267,3316059.0
2019-12-12,29.55,22018.958,2510130.0
2019-12-13,29.64,22086.0208,3441193.0
2019-12-16,29.65,22093.4722,3538570.0
2019-12-17,29.66,22100.9236,3472439.0
2019-12-18,29.84,22235.0493,3556467.0
2019-12-19,30.01,22361.7235,3305008.0
2019-12-20,30.15,22466.0434,9383900.0
2019-12-23,30.14,22458.592,2724561.0
2019-12-24,29.85,22242.5007,750349.0
2019-12-26,29.99,22346.8206,1448283.0
2019-12-27,29.98,22339.3692,1807714.0
2019-12-30,29.93,22302.1121,2326992.0
2019-12-31,30.2,22503.3005,2412712.0
2020-01-02,29.39,21899.7352,4973493.0
2020-01-03,29.44,21936.9923,3110991.0
2020-01-06,29.38,21892.2838,2178588.0
2020-01-07,29.19,21750.7067,2426408.0
2020-01-08,29.3,21832.6724,2299876.0
2020-01-09,29.54,22011.5066,1670448.0
2020-01-10,29.57,22033.8608,3665447.0
2020-01-13,30.25,22540.5577,4283327.0
2020-01-14,30.64,22831.1632,3775962.0
2020-01-15,30.93,23047.2545,3274388.0
2020-01-16,31.3,23322.9572,2942093.0
2020-01-17,30.98,23084.5116,4762345.0
2020-01-21,30.8,22950.386,3563914.0
2020-01-22,30.49,22719.3918,2697071.0
2020-01-23,30.82,22965.2888,1873887.0
2020-01-24,30.53,22749.1975,2006478.0
2020-01-27,30.17,22480.9463,3170692.0
2020-01-28,30.39,22644.8776,3710948.0
2020-01-29,30.1,22428.7863,3477722.0
2020-01-30,30.07,22406.432,4079474.0
2020-01-31,28.95,21576.435,10558346.0
2020-02-03,28.22,21032.366,5626540.0
2020-02-04,28.18,21002.554,7236252.0
2020-02-05,28.92,21554.076,4503407.0
2020-02-06,28.65,21352.845,2437954.0
2020-02-07,28.58,21300.674,4101648.0
2020-02-10,28.65,21352.845,3033982.0
2020-02-11,28.9,21539.17,3373496.0
2020-02-12,29.75,22172.675,4710260.0
2020-02-13,30.25,22545.325,3577190.0
2020-02-14,30.66,22857.6125,2652590.0
2020-02-18,30.12,22455.0323,3064870.0
2020-02-19,30.37,22641.412,3349634.0
2020-02-20,30.87,23014.1715,3331680.0
2020-02-21,30.73,22909.7989,3151114.0
2020-02-24,29.76,22186.6454,3755570.0
2020-02-25,28.07,20926.7183,4618256.0
2020-02-26,27.4,20427.2206,4551884.0
2020-02-27,26.37,19659.336,6430685.0
2020-02-28,25.98,19368.5836,9547685.0
2020-03-02,27.44,20457.0414,6513380.0
2020-03-03,26.73,19927.7229,5143836.0
2020-03-04,28.35,21135.4637,5083949.0
2020-03-05,26.96,20099.1922,5387727.0
2020-03-06,26.6,19830.8054,6246075.0
2020-03-09,23.95,17855.1801,7142628.0
2020-03-10,24.43,18213.0292,5058492.0
2020-03-11,22.46,16744.3567,9037837.0
2020-03-12,18.66,13911.3845,9462560.0
2020-03-13,21.92,16341.7765,9280352.0
2020-03-16,16.95,12636.547,7892302.0
2020-03-17,18.95,14127.5851,6585980.0
2020-03-18,16.25,12114.6838,7446804.0
2020-03-19,16.14,12032.6767,8253625.0
2020-03-20,14.76,11003.8604,10024684.0
2020-03-23,13.47,10042.1409,9656303.0
2020-03-24,16.88,12584.3607,8684508.0
2020-03-25,17.72,13210.5967,7067089.0
2020-03-26,18.28,13628.0873,6600367.0
2020-03-27,17.2,12822.9268,5939334.0
2020-03-30,16.95,12636.547,6152182.0
2020-03-31,16.95,12636.547,10328579.0
2020-04-01,16.12,12017.7663,9540664.0
2020-04-02,15.84,11809.021,7303899.0
2020-04-03,15.34,11446.7994,6138199.0
2020-04-06,17.1,12760.1218,8641235.0
2020-04-07,17.29,12901.901,7054855.0
2020-04-08,19.46,14521.1679,6720282.0
2020-04-09,21.01,15677.7871,7417246.0
2020-04-13,20.1,14998.7397,4780427.0
2020-04-14,20.33,15170.3671,3967529.0
2020-04-15,19.12,14267.4579,4559641.0
2020-04-16,18.97,14155.527,3196258.0
2020-04-17,20.1,14998.7397,4786979.0
2020-04-20,19.18,14312.2302,4335410.0
2020-04-21,18.76,13998.8237,4913240.0
2020-04-22,19.02,14192.8373,4561208.0
2020-04-23,18.98,14162.989,4433831.0
2020-04-24,19.61,14633.0988,3279473.0
2020-04-27,20.66,15416.6151,3557578.0
2020-04-28,21.37,15946.4213,4365110.0
2020-04-29,22.36,16685.1652,4741414.0
2020-04-30,21.87,16319.5243,4169459.0
2020-05-01,17.97,13409.3218,12267486.0
2020-05-04,17.78,13267.5427,7994841.0
2020-05-05,17.52,13073.5291,7779968.0
2020-05-06,18.23,13603.3354,6631233.0
2020-05-07,18.63,13901.8178,6958224.0
2020-05-08,19.85,14812.1891,5764502.0
2020-05-11,19.35,14439.0861,4936316.0
2020-05-12,18.2,13580.9492,4733156.0
2020-05-13,17.05,12722.8123,8312315.0
2020-05-14,17.38,12969.0603,6867467.0
2020-05-15,17.33,12931.75,5329106.0
2020-05-18,19.17,14304.769,7346516.0
2020-05-19,18.52,13819.7351,5516096.0
2020-05-20,19.48,14536.0929,5274385.0
2020-05-21,19.45,14513.7067,3835010.0
2020-05-22,19.78,14759.9547,4152386.0
2020-05-26,21.1,15744.9466,8447653.0
2020-05-27,21.85,16304.6011,8324617.0
2020-05-28,21.44,15998.6566,5640014.0
2020-05-29,20.19,15065.8991,11299829.0
2020-06-01,21.05,15707.6363,5384482.0
2020-06-02,21.7,16192.6702,4757999.0
2020-06-03,22.12,16506.0767,4155505.0
2020-06-04,22.29,16632.9317,5030884.0
2020-06-05,23.42,17476.1445,5856393.0
2020-06-08,24.64,18386.5158,7837782.0
2020-06-09,23.75,17722.3925,5468271.0
2020-06-10,22.81,17020.9589,5035558.0
2020-06-11,20.67,15424.078,7939995.0
2020-06-12,21.76,16237.4426,5595038.0
2020-06-15,22.1,16491.1526,5687494.0
2020-06-16,23.03,17185.1242,6497198.0
2020-06-17,22.38,16700.0903,7383779.0
2020-06-18,22.41,16722.4765,6391042.0
2020-06-19,22.7,16938.8762,16738914.0
2020-06-22,22.52,16804.5591,7308900.0
2020-06-23,22.77,16991.1106,7201094.0
2020-06-24,21.75,16229.9805,6231089.0
2020-06-25,21.99,16409.0699,4290865.0
2020-06-26,21.49,16035.9669,6559621.0
2020-06-29,22.18,16550.8491,3251772.0
2020-06-30,22.46,16759.7868,4171174.0
2020-07-01,22.2,16565.7732,2807420.0
2020-07-02,22.24,16595.6214,4237502.0
2020-07-06,22.57,16841.8694,3782860.0
2020-07-07,22.2,16565.7732,4030022.0
2020-07-08,22.67,16916.49,4239605.0
2020-07-09,22.61,16871.7177,5045774.0
2020-07-10,23.69,17677.6201,8283078.0
2020-07-13,23.75,17722.3925,6245687.0
2020-07-14,24.46,18252.1988,5215775.0
2020-07-15,25.06,18699.9224,6422535.0
2020-07-16,25.14,18759.6188,4318115.0
2020-07-17,25.95,19364.0457,5519542.0
2020-07-20,25.63,19125.2598,3437118.0
2020-07-21,25.68,19162.5701,4942393.0
2020-07-22,26.11,19483.4387,4188326.0
2020-07-23,26.41,19707.3005,4513149.0
2020-07-24,26.11,19483.4387,5207002.0
2020-07-27,27.48,20505.7409,6734656.0
2020-07-28,27.25,20334.1135,5673988.0
2020-07-29,28.35,21154.9401,5825434.0
2020-07-30,28.4,21192.2504,6535692.0
2020-07-31,27.81,20753.6853,11492037.0
2020-08-03,28.0,20895.476,4839149.0
2020-08-04,27.83,20768.6106,6488205.0
2020-08-05,28.35,21156.6695,4134411.0
2020-08-06,28.01,20902.9387,3524434.0
2020-08-07,28.35,21156.6695,3187121.0
2020-08-10,28.81,21499.9523,6062522.0
2020-08-11,28.89,21559.6536,4798954.0
2020-08-12,29.2,21790.9964,2876722.0
2020-08-13,28.5,21268.6095,3021771.0
2020-08-14,28.36,21164.1321,3547749.0
2020-08-17,28.96,21611.8923,4833514.0
2020-08-18,28.88,21552.191,3022994.0
2020-08-19,28.97,21619.355,5322749.0
2020-08-20,29.0,21641.743,5168005.0
2020-08-21,28.82,21507.4149,4295516.0
2020-08-24,29.21,21798.4591,4933069.0
2020-08-25,29.15,21753.6831,4868233.0
2020-08-26,29.36,21910.3991,4157476.0
2020-08-27,30.16,22507.4127,6651465.0
2020-08-28,30.89,23052.1876,6167708.0
2020-08-31,30.31,22619.3528,5436878.0
2020-09-01,30.78,22970.0983,3424036.0
2020-09-02,30.78,22970.0983,7513170.0
2020-09-03,29.78,22223.8313,7682724.0
2020-09-04,29.04,21671.5937,5325647.0
2020-09-08,28.09,20962.64,5727632.0
2020-09-09,28.69,21410.4002,4624572.0
2020-09-10,28.55,21305.9229,4394639.0
2020-09-11,28.43,21216.3708,3521639.0
2020-09-14,28.93,21589.5043,3168850.0
2020-09-15,28.76,21462.6389,4344912.0
2020-09-16,28.93,21589.5043,4938917.0
2020-09-17,28.68,21402.9376,3870523.0
2020-09-18,27.73,20693.9839,6933914.0
2020-09-21,26.85,20037.269,5139132.0
2020-09-22,27.72,20686.5212,4635435.0
2020-09-23,26.85,20037.269,4088154.0
2020-09-24,26.98,20134.2837,3549017.0
2020-09-25,27.28,20358.1638,2876406.0
2020-09-28,28.31,21126.8188,3425448.0
2020-09-29,28.05,20932.7894,2999647.0
2020-09-30,28.52,21283.5348,5067956.0
2020-10-01,28.79,21485.0269,4168383.0
2020-10-02,29.11,21723.8324,4856387.0
2020-10-05,29.73,22186.5179,3270126.0
2020-10-06,28.99,21634.2803,4685966.0
2020-10-07,29.52,22029.8018,2986249.0
2020-10-08,30.26,22582.0394,3055803.0
2020-10-09,29.32,21880.5484,4259288.0
2020-10-12,29.7,22164.1299,2437862.0
2020-10-13,29.31,21873.0858,2486291.0
2020-10-14,29.26,21835.7724,2562561.0
2020-10-15,29.79,22231.2939,3238275.0
2020-10-16,29.53,22037.2645,2871865.0
2020-10-19,29.3,21865.6231,3596669.0
2020-10-20,30.11,22470.0994,4736599.0
2020-10-21,29.86,22283.5326,4301105.0
2020-10-22,29.11,21723.8324,4677259.0
2020-10-23,29.43,21962.6378,2703974.0
2020-10-26,28.45,21231.2962,4065333.0
2020-10-27,27.56,20567.1185,3098957.0
2020-10-28,27.43,20470.1038,5201405.0
2020-10-29,28.41,21201.4455,4253090.0
2020-10-30,27.29,20369.8837,6824277.0
2020-11-02,28.12,20989.4148,5033475.0
2020-11-03,28.39,21190.949,4439642.0
2020-11-04,28.48,21258.127,3221352.0
2020-11-05,28.8,21496.9824,3181165.0
2020-11-06,28.28,21108.8424,3129058.0
2020-11-09,28.14,21004.3432,7114191.0
2020-11-10,27.78,20735.6309,5834016.0
2020-11-11,28.39,21190.949,5141043.0
2020-11-12,27.75,20713.2383,4383688.0
2020-11-13,29.14,21750.7662,4065841.0
2020-11-16,29.36,21914.9793,2590501.0
2020-11-17,29.18,21780.6231,2881817.0
2020-11-18,28.78,21482.0539,2651878.0
2020-11-19,29.02,21661.1955,2638302.0
2020-11-20,28.75,21459.6613,4618270.0
2020-11-23,29.11,21728.3735,3498730.0
2020-11-24,29.24,21825.4085,3613220.0
2020-11-25,29.13,21743.302,2729024.0
2020-11-27,28.71,21429.8043,1440706.0
2020-11-30,29.04,21676.1239,6034708.0
2020-12-01,29.27,21847.8012,3523387.0
2020-12-02,28.89,21564.1605,2554039.0
2020-12-03,29.49,22012.0143,5563608.0
2020-12-04,30.72,22930.1146,7325885.0
2020-12-07,30.23,22564.3673,3579566.0
2020-12-08,30.8,22989.8284,4664899.0
2020-12-09,31.71,23669.0733,7236242.0
2020-12-10,31.75,23698.9303,5125549.0
2020-12-11,32.0,23885.536,4051446.0
2020-12-14,32.36,24154.2483,4789981.0
2020-12-15,33.56,25049.9559,5407883.0
