,WY US Equity,WY US Equity,WY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2014-08-28,33.95,17935.9483,2289356.0
2014-08-29,33.95,17935.9483,2970735.0
2014-09-02,33.99,17957.0805,1858313.0
2014-09-03,33.89,17904.25,3485428.0
2014-09-04,33.9,17909.533,2925550.0
2014-09-05,33.95,17935.9483,4022675.0
2014-09-08,34.0,17962.3635,2507770.0
2014-09-09,33.84,17877.8348,2389414.0
2014-09-10,33.73,17819.7212,1689392.0
2014-09-11,33.69,17798.589,1786263.0
2014-09-12,33.09,17481.6061,4707283.0
2014-09-15,32.93,17397.0774,2700761.0
2014-09-16,33.1,17486.8892,4143684.0
2014-09-17,32.89,17375.9452,2928592.0
2014-09-18,32.63,17238.5859,4132232.0
2014-09-19,32.39,17111.7928,4896811.0
2014-09-22,31.87,16837.0743,4499297.0
2014-09-23,31.65,16720.8472,3816533.0
2014-09-24,32.17,16995.5657,3420640.0
2014-09-25,31.96,16884.6217,2850445.0
2014-09-26,32.32,17074.8114,3235409.0
2014-09-29,32.25,17037.8301,3181444.0
2014-09-30,31.86,16831.7912,3022037.0
2014-10-01,31.78,16789.5268,3906370.0
2014-10-02,32.06,16937.4522,3101814.0
2014-10-03,32.42,17127.6419,2609041.0
2014-10-06,32.22,17021.981,2695060.0
2014-10-07,31.83,16815.9421,2570617.0
2014-10-08,32.12,16969.1505,6841800.0
2014-10-09,31.77,16784.2438,5711721.0
2014-10-10,32.0,16905.7539,4860842.0
2014-10-13,32.12,16969.1505,3470583.0
2014-10-14,32.5,17169.9063,3843361.0
2014-10-15,32.09,16953.3013,4720477.0
2014-10-16,32.39,17111.7928,4344940.0
2014-10-17,32.99,17428.7757,4801374.0
2014-10-20,33.25,17566.1349,3011196.0
2014-10-21,33.68,17793.306,2371187.0
2014-10-22,33.27,17576.701,3158475.0
2014-10-23,33.74,17825.0043,2401398.0
2014-10-24,33.89,17904.25,2678926.0
2014-10-27,34.03,17978.2127,2514290.0
2014-10-28,34.13,18031.0432,2516854.0
2014-10-29,33.08,17476.3231,4234653.0
2014-10-30,33.54,17719.3433,4727032.0
2014-10-31,33.86,17754.949,4841503.0
2014-11-03,34.28,17975.1817,3013750.0
2014-11-04,34.46,18069.5671,2763383.0
2014-11-05,34.38,18027.618,3056198.0
2014-11-06,34.24,17954.2071,2924183.0
2014-11-07,34.3,17985.6689,2184218.0
2014-11-10,34.41,18043.3489,2233562.0
2014-11-11,34.25,17959.4507,2212505.0
2014-11-12,34.03,17844.0908,4874738.0
2014-11-13,33.95,17802.1417,1644202.0
2014-11-14,33.9,17775.9235,2878320.0
2014-11-17,34.03,17844.0908,1929360.0
2014-11-18,34.39,18032.8616,2794200.0
2014-11-19,34.2,17933.2326,4018441.0
2014-11-20,34.18,17922.7453,4735208.0
2014-11-21,34.35,18011.8871,4736740.0
2014-11-24,34.83,18263.5816,2835831.0
2014-11-25,35.23,18473.327,3459717.0
2014-11-26,34.92,18310.7743,3436560.0
2014-11-28,35.31,18515.2761,1731414.0
2014-12-01,35.16,18436.6216,2619984.0
2014-12-02,35.36,18541.4943,1589502.0
2014-12-03,35.43,18578.1997,2227374.0
2014-12-04,35.3,18510.0324,2150502.0
2014-12-05,35.53,18630.6361,2673454.0
2014-12-08,36.11,18934.7669,3769089.0
2014-12-09,36.15,18955.7414,3635144.0
2014-12-10,36.05,18903.3051,4704806.0
2014-12-11,36.09,18924.2796,2994362.0
2014-12-12,35.83,18787.9451,3139376.0
2014-12-15,35.59,18662.0979,3923068.0
2014-12-16,34.74,18216.3889,5869903.0
2014-12-17,35.01,18357.967,5149575.0
2014-12-18,35.3,18510.0324,5907202.0
2014-12-19,36.19,18976.716,6474648.0
2014-12-22,36.49,19134.025,4166050.0
2014-12-23,36.58,19181.2178,2389926.0
2014-12-24,36.62,19202.1923,1081268.0
2014-12-26,36.63,19207.4359,1681641.0
2014-12-29,36.64,19212.6796,1587842.0
2014-12-30,36.44,19107.8069,1797249.0
2014-12-31,35.89,18819.4069,2024211.0
2015-01-02,36.11,18934.7669,2427157.0
2015-01-05,36.11,18934.7669,2385433.0
2015-01-06,36.07,18913.7924,3405886.0
2015-01-07,36.18,18971.4723,2873072.0
2015-01-08,36.57,19175.9741,3004544.0
2015-01-09,36.52,19149.7559,2022654.0
2015-01-12,36.57,19175.9741,1888905.0
2015-01-13,36.69,19238.8977,2645144.0
2015-01-14,36.44,19107.8069,2776926.0
2015-01-15,36.37,19071.1014,2959758.0
2015-01-16,36.63,19207.4359,2814654.0
2015-01-20,35.91,18829.8942,5039726.0
2015-01-21,35.67,18704.047,3368612.0
2015-01-22,36.48,19128.7814,3112686.0
2015-01-23,36.04,18898.0615,2613447.0
2015-01-26,36.12,18940.0105,2727652.0
2015-01-27,35.91,18829.8942,2257572.0
2015-01-28,35.57,18651.6106,2361766.0
2015-01-29,35.41,18567.7124,4823835.0
2015-01-30,35.85,18798.4324,5314459.0
2015-02-02,35.24,18478.5706,5203869.0
2015-02-03,35.57,18651.6106,3914506.0
2015-02-04,35.29,18504.7888,3147669.0
2015-02-05,35.51,18620.1488,2601387.0
2015-02-06,34.87,18284.5561,3632981.0
2015-02-09,34.85,18274.0689,2385145.0
2015-02-10,35.22,18468.0834,2391224.0
2015-02-11,35.1,18405.1597,2089582.0
2015-02-12,35.56,18646.367,1967340.0
2015-02-13,35.52,18647.9111,1796850.0
2015-02-17,35.01,18380.1624,3608152.0
2015-02-18,35.46,18616.4113,2710678.0
2015-02-19,35.16,18458.912,2742536.0
2015-02-20,35.49,18632.1612,5399724.0
2015-02-23,35.73,18758.1606,2122326.0
2015-02-24,35.14,18448.4121,3144891.0
2015-02-25,34.94,18343.4126,3026499.0
2015-02-26,35.09,18422.1622,4099662.0
2015-02-27,35.11,18432.6621,2319300.0
2015-03-02,35.2,18479.9119,2268516.0
2015-03-03,34.81,18275.1629,3085024.0
2015-03-04,34.27,17991.6642,2679102.0
2015-03-05,34.13,17918.1646,2599734.0
2015-03-06,33.03,17340.6673,6649689.0
2015-03-09,33.54,17608.4161,4074643.0
2015-03-10,33.24,17450.9168,3297528.0
2015-03-11,33.39,17529.6664,2559798.0
2015-03-12,33.74,17713.4156,2735763.0
2015-03-13,33.06,17356.4173,4131666.0
2015-03-16,33.68,17681.9157,2740608.0
2015-03-17,33.46,17566.4163,2184991.0
2015-03-18,34.12,17912.9146,3424600.0
2015-03-19,33.89,17792.1652,2359092.0
2015-03-20,34.46,18091.4138,4883141.0
2015-03-23,34.38,18049.414,2421728.0
2015-03-24,34.3,18007.4142,2521510.0
2015-03-25,33.28,17471.9167,4540172.0
2015-03-26,33.06,17356.4173,3960576.0
2015-03-27,33.05,17351.1673,2379519.0
2015-03-30,33.17,17414.167,2653098.0
2015-03-31,33.15,17403.667,3532098.0
2015-04-01,32.86,17045.3528,2904756.0
2015-04-02,32.64,16931.233,4511722.0
2015-04-06,32.51,16863.7986,7015838.0
2015-04-07,32.15,16677.057,4184389.0
2015-04-08,32.36,16785.9896,3128341.0
2015-04-09,32.16,16682.2443,3023714.0
2015-04-10,32.25,16728.9297,2176215.0
2015-04-13,32.2,16702.9933,2534048.0
2015-04-14,31.99,16594.0608,4279190.0
2015-04-15,32.02,16609.6226,3160573.0
2015-04-16,32.15,16677.057,3505511.0
2015-04-17,31.55,16365.8211,3550367.0
2015-04-20,31.73,16459.1919,8847643.0
2015-04-21,31.61,16396.9447,2749035.0
2015-04-22,31.75,16469.5664,2338722.0
2015-04-23,31.86,16526.6263,2148591.0
2015-04-24,32.33,16770.4278,4196524.0
2015-04-27,32.16,16682.2443,3639600.0
2015-04-28,32.18,16692.6188,2874957.0
2015-04-29,31.73,16459.1919,2669024.0
2015-04-30,31.51,16345.0721,4560332.0
2015-05-01,32.01,16573.0173,8361351.0
2015-05-04,31.59,16355.5644,5075532.0
2015-05-05,31.12,16112.2242,3103845.0
2015-05-06,31.17,16138.1115,4116422.0
2015-05-07,32.04,16588.5496,4486357.0
2015-05-08,32.53,16842.2447,4470962.0
2015-05-11,32.38,16764.5829,4593484.0
2015-05-12,31.95,16541.9526,3089486.0
2015-05-13,32.03,16583.3722,3405026.0
2015-05-14,32.53,16842.2447,3338928.0
2015-05-15,32.34,16743.8731,2645619.0
2015-05-18,32.07,16604.082,2797340.0
2015-05-19,32.66,16909.5515,4361305.0
2015-05-20,32.67,16914.729,3048757.0
2015-05-21,32.58,16868.1319,2693771.0
2015-05-22,32.73,16945.7937,3912648.0
2015-05-26,32.96,17064.875,5942407.0
2015-05-27,33.0,17085.5848,4648596.0
2015-05-28,32.96,17064.875,3565840.0
2015-05-29,32.56,16857.777,3434487.0
2015-06-01,32.5,16826.7123,3383745.0
2015-06-02,32.42,16785.2927,3605329.0
2015-06-03,31.85,16490.1781,3623710.0
2015-06-04,31.69,16407.3389,12328547.0
2015-06-05,31.46,16288.2575,3567528.0
2015-06-08,31.51,16314.1448,2341028.0
2015-06-09,31.24,16174.3536,2477792.0
2015-06-10,31.8,16464.2908,3188908.0
2015-06-11,32.17,16655.8565,3342279.0
2015-06-12,32.06,16598.9045,1987364.0
2015-06-15,32.04,16588.5496,3111399.0
2015-06-16,32.96,17064.875,6783988.0
2015-06-17,32.67,16914.729,6050615.0
2015-06-18,32.71,16935.4388,5711259.0
2015-06-19,32.57,16862.9545,4804594.0
2015-06-22,32.57,16862.9545,2491508.0
2015-06-23,32.31,16728.3408,2124982.0
2015-06-24,32.25,16697.2761,2636759.0
2015-06-25,31.86,16495.3555,2614904.0
2015-06-26,32.07,16604.082,3134072.0
2015-06-29,31.53,16324.4997,2221671.0
2015-06-30,31.5,16308.9673,3079783.0
2015-07-01,32.0,16567.8398,2618887.0
2015-07-02,31.84,16485.0006,2279279.0
2015-07-06,31.73,16428.0487,2423670.0
2015-07-07,32.06,16598.9045,2992236.0
2015-07-08,31.56,16340.032,2281249.0
2015-07-09,31.26,16184.7085,2457032.0
2015-07-10,31.29,16200.2409,2355017.0
2015-07-13,31.65,16386.6291,3541355.0
2015-07-14,31.26,16184.7085,3056899.0
2015-07-15,31.21,16158.8213,2484922.0
2015-07-16,30.96,16029.385,4295136.0
2015-07-17,30.48,15780.8675,4894380.0
2015-07-20,30.54,15811.9322,2290658.0
2015-07-21,30.26,15666.9636,2957342.0
2015-07-22,30.18,15625.544,2011488.0
2015-07-23,30.03,15547.8822,3029397.0
2015-07-24,29.77,15413.2685,1680210.0
2015-07-27,29.99,15527.1724,5260386.0
2015-07-28,30.05,15558.2371,4155399.0
2015-07-29,30.3,15687.6734,2814512.0
2015-07-30,30.46,15770.5126,3261303.0
2015-07-31,30.69,15780.6017,3197167.0
2015-08-03,30.82,15847.4469,2666647.0
2015-08-04,31.07,15975.9953,3483503.0
2015-08-05,30.79,15832.0211,3033563.0
2015-08-06,30.66,15765.1759,2754746.0
2015-08-07,31.06,15970.8533,2949161.0
2015-08-10,31.06,15970.8533,3509691.0
2015-08-11,30.81,15842.3049,3317052.0
2015-08-12,30.95,15914.292,3461470.0
2015-08-13,30.99,15934.8598,5021349.0
2015-08-14,31.19,16037.6985,3993869.0
2015-08-17,31.08,15981.1372,2881040.0
2015-08-18,31.15,16017.1307,2475181.0
2015-08-19,30.91,15893.7243,2576682.0
2015-08-20,30.58,15724.0404,3013738.0
2015-08-21,29.97,15410.3823,4436296.0
2015-08-24,28.17,14484.8338,9552989.0
2015-08-25,26.9,13831.8079,7857027.0
2015-08-26,27.48,14130.0402,10312506.0
2015-08-27,28.0,14397.4209,4385955.0
2015-08-28,28.24,14520.8274,3658462.0
2015-08-31,27.94,14366.5693,3873674.0
2015-09-01,27.59,14186.6015,5185786.0
2015-09-02,27.82,14304.866,3333880.0
2015-09-03,27.9,14346.0015,3450243.0
2015-09-04,27.37,14073.4789,3076933.0
2015-09-08,27.65,14217.4531,3443488.0
2015-09-09,26.91,13836.9499,3759991.0
2015-09-10,27.29,14032.3434,4777534.0
2015-09-11,27.32,14047.7692,4272877.0
2015-09-14,27.18,13975.7821,3021718.0
2015-09-15,27.37,14073.4789,3355031.0
2015-09-16,28.45,14628.808,7176918.0
2015-09-17,28.62,14716.2209,5041331.0
2015-09-18,28.26,14531.1112,5816342.0
2015-09-21,28.25,14525.9693,3907170.0
2015-09-22,27.7,14243.1628,2683709.0
2015-09-23,27.59,14186.6015,2631396.0
2015-09-24,27.25,14011.7757,2832286.0
2015-09-25,27.2,13986.066,3157378.0
2015-09-28,26.87,13816.3821,3079555.0
2015-09-29,27.06,13914.0789,3053727.0
2015-09-30,27.34,14058.0531,2837534.0
2015-10-01,27.0,13883.2273,3270795.0
2015-10-02,27.45,14114.6144,2846408.0
2015-10-05,27.97,14381.9951,3286578.0
2015-10-06,27.83,14310.008,2650369.0
2015-10-07,28.15,14474.5499,3150552.0
2015-10-08,28.55,14680.2274,2719800.0
2015-10-09,28.85,14834.4855,3782866.0
2015-10-12,28.75,14783.0661,2786387.0
2015-10-13,28.88,14849.9113,3022538.0
2015-10-14,28.77,14793.35,2251340.0
2015-10-15,28.94,14880.7629,3145050.0
2015-10-16,29.42,15127.5758,4781770.0
2015-10-19,29.25,15040.1629,2233431.0
2015-10-20,29.14,14983.6016,2336081.0
2015-10-21,29.22,15024.7371,2305782.0
2015-10-22,30.01,15430.95,3499835.0
2015-10-23,30.03,15441.2339,3597317.0
2015-10-26,29.28,15055.5887,3290832.0
2015-10-27,29.03,14927.0403,3459540.0
2015-10-28,29.28,15055.5887,4450045.0
2015-10-29,29.17,14999.0274,4078306.0
2015-10-30,29.33,14975.2528,3846318.0
2015-11-02,30.75,15700.2736,6585487.0
2015-11-03,31.06,15858.5528,6502077.0
2015-11-04,30.92,15787.0719,4064147.0
2015-11-05,31.08,15868.7643,3259894.0
2015-11-06,30.4,15521.5713,4238471.0
2015-11-09,29.5,15062.0511,17175579.0
2015-11-10,29.24,14929.3008,7685561.0
2015-11-11,29.81,15220.3303,8244667.0
2015-11-12,29.39,15005.8875,5182855.0
2015-11-13,29.25,14934.4066,5870052.0
2015-11-16,30.14,15388.821,7608586.0
2015-11-17,30.75,15700.2736,8472596.0
2015-11-18,31.93,16302.7556,8781630.0
2015-11-19,31.93,16302.7556,5245668.0
2015-11-20,32.19,16435.5059,4954441.0
2015-11-23,31.96,16318.073,3426889.0
2015-11-24,32.17,16425.2944,3384803.0
2015-11-25,32.28,16481.4579,3255315.0
2015-11-27,32.37,16527.41,1858479.0
2015-11-30,32.17,16425.2944,5049832.0
2015-12-01,32.14,16409.977,7141088.0
2015-12-02,31.76,16215.9574,2887342.0
2015-12-03,31.46,16062.784,3700202.0
2015-12-04,32.05,16364.025,4882520.0
2015-12-07,31.77,16221.0632,3182281.0
2015-12-08,31.55,16108.736,2167983.0
2015-12-09,31.19,15924.9279,3791476.0
2015-12-10,30.93,15792.1776,3188688.0
2015-12-11,30.48,15562.4175,3145920.0
2015-12-14,30.01,15322.4459,4741533.0
2015-12-15,30.1,15368.3979,4199582.0
2015-12-16,30.87,15761.543,3822845.0
2015-12-17,30.64,15644.11,3945748.0
2015-12-18,29.51,15067.1569,7028573.0
2015-12-21,29.69,15159.0609,3958332.0
2015-12-22,30.15,15393.9268,2981275.0
2015-12-23,30.62,15633.8984,3872293.0
2015-12-24,30.72,15684.9563,1470145.0
2015-12-28,30.57,15608.3695,2360388.0
2015-12-29,30.61,15625.7259,2261379.0
2015-12-30,30.34,15487.8969,1998313.0
2015-12-31,29.98,15304.1249,2302927.0
2016-01-04,29.83,15227.5532,3556759.0
2016-01-05,29.9,15263.2866,2722797.0
2016-01-06,29.24,14926.3713,4843246.0
2016-01-07,28.16,14375.0552,4917361.0
2016-01-08,27.9,14242.331,5022781.0
2016-01-11,27.61,14094.2924,5552471.0
2016-01-12,27.02,13793.1105,8042172.0
2016-01-13,26.75,13655.2815,5326883.0
2016-01-14,26.41,13481.7191,5584249.0
2016-01-15,25.82,13180.5372,5296759.0
2016-01-19,25.47,13001.8699,6689370.0
2016-01-20,24.6,12557.7542,10461826.0
2016-01-21,25.0,12761.9453,5425920.0
2016-01-22,25.42,12976.346,4667122.0
2016-01-25,24.51,12511.8112,3745778.0
2016-01-26,24.75,12634.3259,4763153.0
2016-01-27,24.52,12516.916,6402509.0
2016-01-28,24.42,12465.8682,7185940.0
2016-01-29,25.61,13073.3368,10958784.0
2016-02-01,26.09,13318.3662,7993236.0
2016-02-02,25.33,12930.403,4895580.0
2016-02-03,25.46,12996.7651,4905853.0
2016-02-04,25.74,13139.6989,6348888.0
2016-02-05,23.99,12246.3628,8204075.0
2016-02-08,23.4,11945.1808,7657491.0
2016-02-09,23.08,11781.8279,6017205.0
2016-02-10,22.68,11577.6368,4817269.0
2016-02-11,22.22,11342.817,8462822.0
2016-02-12,22.6,11536.7986,6614293.0
2016-02-16,23.77,12134.0576,7093064.0
2016-02-17,24.18,12343.7195,8967946.0
2016-02-18,23.84,12170.1519,7295745.0
2016-02-19,22.87,11674.9738,23395771.0
2016-02-22,23.58,18613.7,14405633.0
2016-02-23,24.25,19142.588,11825068.0
2016-02-24,25.0,19734.6268,13042547.0
2016-02-25,25.36,20018.8054,7486611.0
2016-02-26,25.59,20200.364,8375823.0
2016-02-29,25.98,20508.2241,12182373.0
2016-03-01,26.65,21037.1121,7432243.0
2016-03-02,27.07,21368.6539,6339478.0
2016-03-03,27.26,21518.637,6718291.0
2016-03-04,27.44,21660.7263,7081045.0
2016-03-07,27.63,21810.7095,7183266.0
2016-03-08,27.49,21700.1956,7071471.0
2016-03-09,27.57,21763.3464,4901368.0
2016-03-10,28.06,22150.1451,6375788.0
2016-03-11,28.72,22671.1392,7007507.0
2016-03-14,29.08,22955.3179,7060613.0
2016-03-15,29.33,23152.6641,7129179.0
2016-03-16,29.45,23247.3903,6349147.0
2016-03-17,30.08,23744.7029,9911678.0
2016-03-18,30.09,23752.5968,8054461.0
2016-03-21,30.27,23894.6861,5294484.0
2016-03-22,30.59,24147.2893,5008057.0
2016-03-23,30.24,23871.0045,4343888.0
2016-03-24,30.34,23949.943,4490429.0
2016-03-28,30.62,24170.9709,4932901.0
2016-03-29,31.03,24494.6187,5222342.0
2016-03-30,31.05,24510.4064,4702846.0
2016-03-31,30.98,24455.1495,6844060.0
2016-04-01,31.15,24589.345,6153063.0
2016-04-04,31.19,24620.9204,5358937.0
2016-04-05,30.78,24297.2725,5740769.0
2016-04-06,30.79,23526.4165,6111612.0
2016-04-07,30.79,23526.4165,4433238.0
2016-04-08,31.24,23870.2582,4987803.0
2016-04-11,31.31,23923.7447,5226404.0
2016-04-12,31.45,24030.7177,4822625.0
2016-04-13,31.77,24275.2274,4767525.0
2016-04-14,31.71,24229.3818,3231535.0
2016-04-15,31.73,24244.6637,3845275.0
2016-04-18,31.99,24443.3278,3373737.0
2016-04-19,31.98,24435.6869,4779020.0
2016-04-20,31.92,24389.8413,5731478.0
2016-04-21,31.83,24321.073,5055026.0
2016-04-22,32.26,24649.6329,2988366.0
2016-04-25,31.89,24366.9185,4416763.0
2016-04-26,32.24,24634.351,3194994.0
2016-04-27,32.32,24695.4784,2716729.0
2016-04-28,32.02,24466.2506,4322439.0
2016-04-29,32.12,24542.6599,3952995.0
2016-05-02,32.28,24664.9147,4380771.0
2016-05-03,31.57,24122.4089,6345840.0
2016-05-04,31.44,24023.0768,5208861.0
2016-05-05,31.54,24099.4861,5295066.0
2016-05-06,31.61,23614.9968,5390476.0
2016-05-09,30.95,23121.9282,13724445.0
2016-05-10,31.09,23226.5185,4568192.0
2016-05-11,30.99,23151.8111,4331619.0
2016-05-12,31.23,23331.1088,3476646.0
2016-05-13,30.86,23054.6916,4332548.0
2016-05-16,30.97,23136.8697,4127750.0
2016-05-17,30.69,22927.689,4398848.0
2016-05-18,30.46,22755.8621,4760536.0
2016-05-19,30.31,22643.8011,5258187.0
2016-05-20,30.42,22725.9792,9257084.0
2016-05-23,30.87,23062.1623,3477654.0
2016-05-24,31.13,23256.4014,4196611.0
2016-05-25,31.45,23495.465,3404117.0
2016-05-26,31.25,23346.0503,3306341.0
2016-05-27,31.48,23517.8772,2887528.0
2016-05-31,31.5,23532.8187,6074250.0
2016-06-01,31.32,23398.3454,3096337.0
2016-06-02,31.33,23405.8162,3071237.0
2016-06-03,31.12,23248.9307,3489433.0
2016-06-06,31.14,23263.8722,3913217.0
2016-06-07,31.19,23301.2258,3539928.0
2016-06-08,30.87,23062.1623,2957246.0
2016-06-09,30.37,22688.6255,5041410.0
2016-06-10,30.59,22852.9817,5058285.0
2016-06-13,29.71,22195.5569,5515523.0
2016-06-14,28.75,21478.3662,9539474.0
2016-06-15,28.7,21441.0126,4852508.0
2016-06-16,28.72,21455.954,4949198.0
2016-06-17,28.69,21433.5418,7402414.0
2016-06-20,29.02,21680.0761,5637721.0
2016-06-21,28.58,21351.3637,5776275.0
2016-06-22,28.62,21381.2467,7174331.0
2016-06-23,29.52,22053.6129,6694537.0
2016-06-24,27.73,20716.3512,13021573.0
2016-06-27,26.77,19999.1605,9934470.0
2016-06-28,27.88,20828.4122,8608025.0
2016-06-29,29.23,21836.9616,7549133.0
2016-06-30,29.77,22240.3813,12056729.0
2016-07-01,30.12,22501.8571,4555305.0
2016-07-05,29.7,22188.0862,12197614.0
2016-07-06,30.12,22501.8571,4701530.0
2016-07-07,30.14,22516.7986,4601497.0
2016-07-08,30.67,22912.7476,5302717.0
2016-07-11,31.24,23338.5795,7476179.0
2016-07-12,31.85,23794.2944,5937029.0
2016-07-13,31.97,23883.9433,3668942.0
2016-07-14,32.04,23936.2384,3646063.0
2016-07-15,32.03,23928.7677,3843735.0
2016-07-18,32.24,24085.6531,2910251.0
2016-07-19,31.98,23891.414,2839287.0
2016-07-20,32.3,24130.4776,3105971.0
2016-07-21,32.29,24123.0068,2508482.0
2016-07-22,32.43,24227.5971,2396711.0
2016-07-25,32.49,24272.4215,3615778.0
2016-07-26,32.91,24586.1925,3779356.0
2016-07-27,32.58,24339.6582,3782680.0
2016-07-28,32.37,24182.7727,5266252.0
2016-07-29,32.72,24444.2485,4072486.0
2016-08-01,32.75,24466.6607,2813656.0
2016-08-02,32.44,24235.0679,3335000.0
2016-08-03,32.37,24182.7727,3177426.0
2016-08-04,32.65,24391.9533,3288339.0
2016-08-05,32.88,24618.2979,4317423.0
2016-08-08,32.37,24236.4448,3272528.0
2016-08-09,32.33,24206.4955,2221152.0
2016-08-10,32.72,24498.5009,2565220.0
2016-08-11,32.47,24311.318,2903220.0
2016-08-12,31.86,23854.5916,3875027.0
2016-08-15,31.9,23884.5409,2538956.0
2016-08-16,31.5,23585.0482,2968232.0
2016-08-17,31.68,23719.8199,3101978.0
2016-08-18,31.41,23517.6624,2986360.0
2016-08-19,31.18,23345.4541,3688461.0
2016-08-22,31.22,23375.4033,2370394.0
2016-08-23,31.54,23614.9975,2975322.0
2016-08-24,31.14,23315.5048,2292411.0
2016-08-25,31.54,23614.9975,3297000.0
2016-08-26,31.1,23285.5555,3321186.0
2016-08-29,31.64,23689.8707,3401505.0
2016-08-30,31.84,23839.617,2610411.0
2016-08-31,31.85,23847.1043,4403271.0
2016-09-01,31.87,23862.0789,2783878.0
2016-09-02,31.85,23847.1043,2196227.0
2016-09-06,32.17,24086.6984,3069281.0
2016-09-07,31.79,23802.1804,2226255.0
2016-09-08,31.79,23802.1804,5924458.0
2016-09-09,30.31,22694.0575,5570330.0
2016-09-12,30.97,23188.2204,4205431.0
2016-09-13,30.0,22461.9507,3855851.0
2016-09-14,29.83,22334.6663,3839029.0
2016-09-15,30.14,22566.7731,2491885.0
2016-09-16,29.91,22394.5648,5521352.0
2016-09-19,30.13,22559.2858,2689709.0
2016-09-20,29.96,22432.0014,2081258.0
2016-09-21,30.34,22716.5195,2949011.0
2016-09-22,32.08,24019.3126,7948288.0
2016-09-23,32.18,24094.1858,4392893.0
2016-09-26,31.64,23689.8707,2476152.0
2016-09-27,31.73,23757.2565,2584197.0
2016-09-28,32.39,24251.4194,3979006.0
2016-09-29,31.86,23854.5916,3027613.0
2016-09-30,31.94,23914.4902,3920242.0
2016-10-03,31.8,23809.6677,2998616.0
2016-10-04,31.03,23233.1443,3604038.0
2016-10-05,30.64,22941.139,3842345.0
2016-10-06,31.1,23285.5555,3766352.0
2016-10-07,31.0,23210.6824,3138419.0
2016-10-10,31.06,23255.6063,2033887.0
2016-10-11,30.76,23030.9868,2549301.0
2016-10-12,31.34,23465.2511,2546005.0
2016-10-13,31.2,23360.4287,2649621.0
2016-10-14,31.38,23495.2004,3746479.0
2016-10-17,31.61,23667.4087,2927544.0
2016-10-18,31.7,23734.7946,2699176.0
2016-10-19,31.91,23892.0282,1789820.0
2016-10-20,31.5,23585.0482,2797832.0
2016-10-21,31.29,23427.8146,2331783.0
2016-10-24,31.12,23300.5302,4230563.0
2016-10-25,31.15,23322.9921,3880111.0
2016-10-26,30.26,22656.6209,3029599.0
2016-10-27,30.46,22806.3673,4558427.0
2016-10-28,29.99,22434.2699,5754617.0
2016-10-31,29.93,22389.3864,4974101.0
2016-11-01,29.36,21962.9931,4857361.0
2016-11-02,28.8,21544.0805,4453042.0
2016-11-03,28.64,21424.3911,3219399.0
2016-11-04,28.65,21431.8717,3630059.0
2016-11-07,29.29,21910.6291,3027619.0
2016-11-08,29.38,21977.9543,2496160.0
2016-11-09,29.69,22209.8524,4856491.0
2016-11-10,29.17,21820.8621,6090924.0
2016-11-11,28.7,21469.2746,5274555.0
2016-11-14,29.71,22224.8136,4502141.0
2016-11-15,30.3,22666.168,3238839.0
2016-11-16,30.14,22546.4787,3551554.0
2016-11-17,30.05,22479.1534,4259360.0
2016-11-18,31.13,23287.0564,6732326.0
2016-11-21,31.64,23668.5662,5352763.0
2016-11-22,32.13,24035.1148,4951548.0
2016-11-23,31.81,23795.7361,3591673.0
2016-11-25,32.0,23937.8672,1687457.0
2016-11-28,31.22,23354.3817,5652400.0
2016-11-29,31.16,23309.4982,3811074.0
2016-11-30,30.83,23062.6389,5953651.0
2016-12-01,30.61,22898.0661,2959121.0
2016-12-02,31.05,23227.2118,2819721.0
2016-12-05,31.72,23728.4108,2970612.0
2016-12-06,31.85,23825.6584,3398984.0
2016-12-07,32.93,24633.5615,5722050.0
2016-12-08,32.78,24521.3527,3008733.0
2016-12-09,32.72,24476.4692,2763786.0
2016-12-12,33.12,24775.6925,4517722.0
2016-12-13,32.07,23990.2313,5505907.0
2016-12-14,31.33,23436.6681,5224773.0
2016-12-15,30.61,22898.0661,5637850.0
2016-12-16,30.72,22980.3525,7114508.0
2016-12-19,30.47,22793.3379,3365300.0
2016-12-20,30.69,22957.9107,5014535.0
2016-12-21,30.82,23055.1583,3725908.0
2016-12-22,30.62,22905.5467,3573039.0
2016-12-23,30.57,22868.1437,2036382.0
2016-12-27,30.43,22763.4156,2248539.0
2016-12-28,29.89,22359.4641,2953214.0
2016-12-29,30.35,22703.5709,2666743.0
2016-12-30,30.09,22509.0757,2835816.0
2017-01-03,30.36,22711.0515,2650158.0
2017-01-04,30.63,22913.0272,3678492.0
2017-01-05,30.95,23152.4059,3547962.0
2017-01-06,30.85,23077.6001,2679335.0
2017-01-09,30.97,23167.3671,4017580.0
2017-01-10,30.73,22987.8331,3687543.0
2017-01-11,30.96,23159.8865,2322862.0
2017-01-12,30.57,22868.1437,3959095.0
2017-01-13,30.64,22920.5078,3611037.0
2017-01-17,30.6,22890.5855,2118169.0
2017-01-18,30.5,22815.7797,2613544.0
2017-01-19,30.21,22598.8427,4006536.0
2017-01-20,30.23,22613.8039,6518949.0
2017-01-23,30.43,22763.4156,3615938.0
2017-01-24,31.13,23287.0564,5071852.0
2017-01-25,32.19,24079.9983,6386913.0
2017-01-26,31.8,23788.2555,9357155.0
2017-01-27,31.24,23369.3428,4277937.0
